       PrDM      T090C      C0S/m       FlSP     Upoly0     Upoly1      Sal00 Sbeox0ML/L  Sigma-t00       SvDM Potemp090C
     22.000    24.1520   5.225781 7.7725e-02  0.0098062  0.0846676    35.0461     4.7740    23.6312    1532.71    24.1473
     23.000    24.1329   5.223652 7.8771e-02  0.0097729  0.0869293    35.0447     4.7745    23.6358    1532.68    24.1281
     24.000    24.1185   5.221807 7.5818e-02  0.0097680  0.0892465    35.0418     4.7748    23.6379    1532.66    24.1134
     25.000    24.0991   5.219485 7.8458e-02  0.0097680  0.0838961    35.0392     4.7774    23.6417    1532.62    24.0938
     26.000    24.0919   5.218674 7.8461e-02  0.0097680  0.0842829    35.0384     4.7788    23.6432    1532.62    24.0864
     27.000    24.0899   5.218740 8.1376e-02  0.0097680  0.0856610    35.0401     4.7760    23.6451    1532.63    24.0842
     28.000    24.0876   5.218582 8.1670e-02  0.0097680  0.0852692    35.0404     4.7772    23.6460    1532.64    24.0817
     29.000    24.0654   5.216422 8.5989e-02  0.0097680  0.0828082    35.0412     4.7789    23.6532    1532.60    24.0593
     30.000    24.0241   5.212271 8.6046e-02  0.0097680  0.0850901    35.0420     4.7851    23.6660    1532.52    24.0178
     31.000    24.0179   5.211621 8.6617e-02  0.0097680  0.0877144    35.0416     4.7815    23.6676    1532.52    24.0114
     32.000    24.0162   5.211425 8.6380e-02  0.0097680  0.0888270    35.0412     4.7852    23.6677    1532.53    24.0095
     33.000    24.0076   5.210551 8.5692e-02  0.0097680  0.0902977    35.0410     4.7842    23.6702    1532.53    24.0006
     34.000    24.0016   5.209774 8.6996e-02  0.0097680  0.0899169    35.0395     4.7815    23.6708    1532.53    23.9945
     35.000    24.0012   5.209705 8.6953e-02  0.0097680  0.0868681    35.0390     4.7797    23.6705    1532.54    23.9939
     36.000    23.9904   5.208468 9.1952e-02  0.0097680  0.0829240    35.0378     4.7809    23.6729    1532.53    23.9828
     37.000    23.9828   5.207627 8.7211e-02  0.0097680  0.0824507    35.0371     4.7810    23.6745    1532.53    23.9750
     38.000    23.9790   5.207314 8.9318e-02  0.0097816  0.0864628    35.0374     4.7843    23.6759    1532.53    23.9710
     39.000    23.9659   5.206097 8.9106e-02  0.0097677  0.0877819    35.0381     4.7849    23.6803    1532.52    23.9577
     40.000    23.9611   5.205646 8.7834e-02  0.0097680  0.0870545    35.0382     4.7834    23.6818    1532.52    23.9527
     41.000    23.9546   5.204877 8.8879e-02  0.0097680  0.0871427    35.0372     4.7870    23.6830    1532.52    23.9460
     42.000    23.8965   5.198852 9.0781e-02  0.0097680  0.0835147    35.0370     4.8117    23.7000    1532.40    23.8877
     43.000    23.8742   5.197244 9.1274e-02  0.0097680  0.0833029    35.0421     4.8254    23.7104    1532.36    23.8651
     44.000    23.8651   5.196821 9.3958e-02  0.0097680  0.0874063    35.0457     4.8372    23.7158    1532.36    23.8559
     45.000    23.8555   5.196274 9.8010e-02  0.0097801  0.0873651    35.0488     4.8372    23.7210    1532.36    23.8461
     46.000    23.8323   5.194415 9.6344e-02  0.0097671  0.0884392    35.0527     4.8404    23.7308    1532.32    23.8226
     47.000    23.8263   5.194011 9.9724e-02  0.0097858  0.0893222    35.0540     4.8453    23.7336    1532.32    23.8165
     48.000    23.8200   5.193625 9.9393e-02  0.0097670  0.0887260    35.0557     4.8444    23.7367    1532.32    23.8100
     49.000    23.8153   5.193410 1.0179e-01  0.0097680  0.0880356    35.0574     4.8426    23.7394    1532.33    23.8051
     50.000    23.8146   5.193480 1.0291e-01  0.0097680  0.0879854    35.0582     4.8495    23.7402    1532.35    23.8041
     51.000    23.8058   5.193013 1.0457e-01  0.0097680  0.0859984    35.0613     4.8586    23.7452    1532.34    23.7951
     52.000    23.6269   5.179420 1.0857e-01  0.0098168  0.0853728    35.0990     4.9151    23.8263    1531.96    23.6160
     53.000    23.4829   5.166312 1.0783e-01  0.0097729  0.0876554    35.1129     4.9582    23.8790    1531.63    23.4719
     54.000    23.4368   5.162014 1.1088e-01  0.0097680  0.0888236    35.1163     4.9752    23.8951    1531.53    23.4256
     55.000    23.2017   5.137293 1.1296e-01  0.0097680  0.0897531    35.1135     5.0026    23.9613    1530.96    23.1904
     56.000    23.0490   5.119558 1.1587e-01  0.0097680  0.0907534    35.0986     5.0175    23.9943    1530.57    23.0375
     57.000    23.0360   5.118570 1.2001e-01  0.0097680  0.0904213    35.1010     5.0218    23.9998    1530.56    23.0244
     58.000    23.0405   5.119637 1.2061e-01  0.0097680  0.0877558    35.1053     5.0259    24.0018    1530.59    23.0286
     59.000    23.0637   5.125148 1.1994e-01  0.0097680  0.0882935    35.1289     5.0099    24.0130    1530.69    23.0517
     60.000    22.8327   5.099196 1.2136e-01  0.0097680  0.0878647    35.1130     5.0028    24.0674    1530.10    22.8205
     61.000    22.7208   5.086576 1.3274e-01  0.0097680  0.0872595    35.1046     5.0157    24.0932    1529.82    22.7085
     62.000    22.7025   5.084535 1.2924e-01  0.0097680  0.0895361    35.1032     5.0212    24.0973    1529.79    22.6899
     63.000    22.6737   5.081064 1.3141e-01  0.0097680  0.0908889    35.0990     5.0148    24.1024    1529.73    22.6610
     64.000    22.6284   5.075827 1.3348e-01  0.0097680  0.0892829    35.0944     5.0051    24.1118    1529.62    22.6155
     65.000    22.5604   5.068036 1.3097e-01  0.0097680  0.0905087    35.0881     5.0091    24.1264    1529.46    22.5473
     66.000    22.5008   5.060499 1.3113e-01  0.0097680  0.0906694    35.0770     5.0141    24.1349    1529.31    22.4876
     67.000    22.4457   5.053252 1.3103e-01  0.0097680  0.0889020    35.0646     5.0196    24.1412    1529.17    22.4322
     68.000    22.3642   5.042430 1.3656e-01  0.0097680  0.0892869    35.0454     5.0307    24.1497    1528.96    22.3506
     69.000    22.2157   5.022223 1.4304e-01  0.0097680  0.0916263    35.0065     5.0398    24.1621    1528.54    22.2020
     70.000    21.7651   4.962909 1.4177e-01  0.0097680  0.0914185    34.9036     5.1083    24.2101    1527.27    21.7513
     71.000    21.7174   4.957249 1.4806e-01  0.0097680  0.0927668    34.8971     5.1207    24.2184    1527.15    21.7035
     72.000    21.7591   4.965478 1.4972e-01  0.0097680  0.0894684    34.9280     5.1037    24.2304    1527.32    21.7450
     73.000    21.7314   4.961675 1.4981e-01  0.0097680  0.0880690    34.9200     5.0886    24.2320    1527.25    21.7172
     74.000    21.4397   4.924059 1.5777e-01  0.0097680  0.0892199    34.8579     5.1236    24.2654    1526.43    21.4253
     75.000    21.4383   4.924015 1.5870e-01  0.0097680  0.0881030    34.8583     5.1115    24.2660    1526.44    21.4238
     76.000    21.3228   4.912622 1.5595e-01  0.0097680  0.0872400    34.8613     5.1164    24.3001    1526.15    21.3081
     77.000    21.3774   4.921953 1.5909e-01  0.0097680  0.0908803    34.8908     5.1076    24.3076    1526.35    21.3625
     78.000    21.4033   4.927045 1.5648e-01  0.0097680  0.0910595    34.9099     5.1003    24.3151    1526.45    21.3882
     79.000    21.3747   4.925506 1.6595e-01  0.0097680  0.0891268    34.9206     5.0866    24.3310    1526.40    21.3594
     80.000    21.3605   4.924488 1.6384e-01  0.0097680  0.0917197    34.9237     5.0781    24.3373    1526.39    21.3451
     81.000    21.2846   4.915327 1.7253e-01  0.0097680  0.0893836    34.9121     5.0906    24.3493    1526.19    21.2690
     82.000    21.3441   4.928006 1.7252e-01  0.0097680  0.0895730    34.9644     5.0777    24.3728    1526.42    21.3282
     83.000    21.3566   4.930166 1.7372e-01  0.0097680  0.0906798    34.9711     5.0624    24.3744    1526.48    21.3405
     84.000    21.2952   4.923750 1.7623e-01  0.0097971  0.0911727    34.9696     5.0584    24.3901    1526.33    21.2790
     85.000    21.1939   4.911338 1.8344e-01  0.0097678  0.0929600    34.9529     5.0635    24.4051    1526.06    21.1776
     86.000    21.0932   4.898797 1.7963e-01  0.0097680  0.0924171    34.9345     5.0748    24.4187    1525.78    21.0767
     87.000    21.0461   4.893056 1.8001e-01  0.0097680  0.0951867    34.9267     5.0786    24.4255    1525.67    21.0295
     88.000    21.0459   4.892390 1.8664e-01  0.0097680  0.0903613    34.9211     5.0600    24.4214    1525.67    21.0291
     89.000    20.9530   4.881201 1.8302e-01  0.0097680  0.0914738    34.9070     5.0722    24.4359    1525.43    20.9361
     90.000    20.9139   4.877351 1.8375e-01  0.0097680  0.0920244    34.9077     5.0742    24.4470    1525.34    20.8968
     91.000    20.9169   4.878074 1.9325e-01  0.0097680  0.0883500    34.9108     5.0591    24.4486    1525.37    20.8995
     92.000    20.8756   4.874284 1.9530e-01  0.0097680  0.0861910    34.9138     5.0484    24.4621    1525.27    20.8581
     93.000    20.8503   4.872263 2.0954e-01  0.0097680  0.0891213    34.9179     5.0449    24.4720    1525.23    20.8326
     94.000    20.8481   4.872712 2.0822e-01  0.0097680  0.0914639    34.9230     5.0382    24.4765    1525.24    20.8302
     95.000    20.8405   4.873066 2.0381e-01  0.0097680  0.0925906    34.9317     5.0267    24.4852    1525.25    20.8225
     96.000    20.8303   4.872332 2.0975e-01  0.0097680  0.0941559    34.9338     5.0207    24.4896    1525.24    20.8121
     97.000    20.8184   4.871121 2.1931e-01  0.0097680  0.0925494    34.9335     5.0195    24.4925    1525.22    20.8000
     98.000    20.8135   4.870574 2.1126e-01  0.0097680  0.0924906    34.9328     5.0208    24.4933    1525.23    20.7949
     99.000    20.8030   4.869539 2.2057e-01  0.0097680  0.0927684    34.9327     5.0167    24.4961    1525.21    20.7842
    100.000    20.7875   4.868087 2.3411e-01  0.0097680  0.0931002    34.9334     5.0130    24.5008    1525.19    20.7685
    101.000    20.8479   4.881290 2.3532e-01  0.0097680  0.0937235    34.9897     5.0019    24.5274    1525.43    20.8287
    102.000    20.8542   4.882263 2.3780e-01  0.0097680  0.0927178    34.9921     4.9908    24.5275    1525.47    20.8348
    103.000    20.8435   4.880777 2.4374e-01  0.0097680  0.0934821    34.9885     4.9802    24.5276    1525.45    20.8239
    104.000    20.7696   4.871262 2.4030e-01  0.0097680  0.0953658    34.9723     4.9823    24.5353    1525.25    20.7498
    105.000    20.7147   4.864268 2.4828e-01  0.0097680  0.0957449    34.9606     4.9888    24.5412    1525.10    20.6949
    106.000    20.7127   4.864189 2.4375e-01  0.0097680  0.0941460    34.9613     4.9903    24.5423    1525.11    20.6926
    107.000    20.7399   4.868950 2.4601e-01  0.0097680  0.0920351    34.9770     4.9844    24.5468    1525.22    20.7197
    108.000    20.7452   4.869727 2.5188e-01  0.0097680  0.0908987    34.9786     4.9897    24.5466    1525.25    20.7247
    109.000    20.7746   4.875551 2.6409e-01  0.0097680  0.0906544    35.0010     4.9875    24.5557    1525.38    20.7540
    110.000    20.8088   4.880425 2.4300e-01  0.0097680  0.0902758    35.0118     4.9830    24.5547    1525.50    20.7879
    111.000    20.8251   4.885001 2.6138e-01  0.0097680  0.0925258    35.0349     4.9716    24.5679    1525.58    20.8040
    112.000    20.7755   4.880153 2.5386e-01  0.0097680  0.0932177    35.0363     4.9747    24.5824    1525.47    20.7543
    113.000    20.7352   4.875153 2.7360e-01  0.0097680  0.0934242    35.0288     4.9743    24.5876    1525.37    20.7138
    114.000    20.7303   4.874611 2.7423e-01  0.0097680  0.0935989    35.0281     4.9775    24.5884    1525.37    20.7087
    115.000    20.7157   4.872529 2.9590e-01  0.0097680  0.0946276    35.0230     4.9753    24.5884    1525.34    20.6940
    116.000    20.6475   4.863916 3.0119e-01  0.0097680  0.0950942    35.0093     4.9731    24.5963    1525.16    20.6256
    117.000    20.6192   4.860721 3.1300e-01  0.0097680  0.0935241    35.0065     4.9712    24.6018    1525.09    20.5971
    118.000    20.5815   4.855734 3.2450e-01  0.0097680  0.0919896    34.9969     4.9583    24.6046    1524.99    20.5593
    119.000    20.4877   4.843455 3.2009e-01  0.0097680  0.0919926    34.9744     4.9461    24.6126    1524.73    20.4654
    120.000    20.4055   4.833216 3.4243e-01  0.0097680  0.0932282    34.9589     4.9493    24.6228    1524.51    20.3830
    121.000    20.3739   4.829300 3.5169e-01  0.0097680  0.0935926    34.9528     4.9469    24.6266    1524.43    20.3513
    122.000    20.3482   4.826366 3.3696e-01  0.0097680  0.0949414    34.9498     4.9479    24.6312    1524.37    20.3254
    123.000    20.2691   4.815664 4.2897e-01  0.0097680  0.0979496    34.9278     4.9211    24.6354    1524.15    20.2462
    124.000    20.1380   4.799399 4.6884e-01  0.0086821  0.0986425    34.9034     4.9033    24.6516    1523.78    20.1150
    125.000    20.0682   4.790550 4.8287e-01  0.0094467  0.0955049    34.8885     4.8887    24.6587    1523.58    20.0451
    126.000    20.0173   4.784149 4.7871e-01  0.0097706  0.0967340    34.8780     4.8754    24.6642    1523.45    19.9940
    127.000    19.9844   4.780156 5.1720e-01  0.0097680  0.0954475    34.8722     4.8708    24.6684    1523.37    19.9609
    128.000    19.9546   4.776884 4.8754e-01  0.0097680  0.0938692    34.8698     4.8746    24.6744    1523.30    19.9310
    129.000    19.9736   4.779475 5.1143e-01  0.0097680  0.0953230    34.8748     4.8603    24.6732    1523.37    19.9499
    130.000    19.9244   4.775065 5.0599e-01  0.0097680  0.0974644    34.8792     4.8534    24.6895    1523.26    19.9005
    131.000    19.9176   4.774741 4.7303e-01  0.0097680  0.0980908    34.8818     4.8430    24.6932    1523.26    19.8935
    132.000    19.8284   4.764410 4.8706e-01  0.0097680  0.0992418    34.8708     4.8411    24.7083    1523.01    19.8042
    133.000    19.7959   4.761307 4.9792e-01  0.0097680  0.0980056    34.8719     4.8283    24.7177    1522.94    19.7715
    134.000    19.7800   4.759953 4.3561e-01  0.0097680  0.0963780    34.8736     4.8099    24.7231    1522.92    19.7555
    135.000    19.7725   4.760079 4.1329e-01  0.0097680  0.0952135    34.8806     4.7976    24.7304    1522.92    19.7477
    136.000    19.7846   4.762497 4.0477e-01  0.0097680  0.0954336    34.8901     4.7812    24.7345    1522.98    19.7596
    137.000    19.7717   4.761551 4.3842e-01  0.0097680  0.0947885    34.8926     4.7708    24.7398    1522.96    19.7467
    138.000    19.7513   4.759533 4.1396e-01  0.0097680  0.0932418    34.8927     4.7662    24.7451    1522.92    19.7260
    139.000    19.7396   4.758527 3.9293e-01  0.0097680  0.0931158    34.8938     4.7472    24.7490    1522.91    19.7142
    140.000    19.6980   4.754677 3.6083e-01  0.0097680  0.0950518    34.8964     4.7320    24.7619    1522.81    19.6724
    141.000    19.6740   4.752851 3.4722e-01  0.0097680  0.0953852    34.9009     4.7148    24.7716    1522.77    19.6483
    142.000    19.6668   4.752731 3.6030e-01  0.0097680  0.0966330    34.9056     4.7063    24.7770    1522.77    19.6409
    143.000    19.6691   4.754005 3.2873e-01  0.0097680  0.0971727    34.9138     4.6972    24.7828    1522.80    19.6430
    144.000    19.6411   4.751696 2.9139e-01  0.0097680  0.0973757    34.9178     4.6884    24.7931    1522.74    19.6148
    145.000    19.5901   4.746089 3.2023e-01  0.0097680  0.0975886    34.9137     4.6866    24.8032    1522.61    19.5637
    146.000    19.5715   4.743934 2.8379e-01  0.0097680  0.0964219    34.9111     4.6839    24.8061    1522.57    19.5449
    147.000    19.5686   4.743873 2.5208e-01  0.0097680  0.0974503    34.9127     4.6791    24.8080    1522.58    19.5418
    148.000    19.5661   4.744030 2.6711e-01  0.0097680  0.0956831    34.9157     4.6763    24.8110    1522.60    19.5392
    149.000    19.5518   4.742685 2.6778e-01  0.0097680  0.0938801    34.9162     4.6718    24.8151    1522.57    19.5247
    150.000    19.5282   4.739813 2.8916e-01  0.0097680  0.0943384    34.9117     4.6660    24.8178    1522.52    19.5010
    151.000    19.4761   4.733545 2.5814e-01  0.0097680  0.0961555    34.9031     4.6673    24.8247    1522.38    19.4488
    152.000    19.4486   4.730313 2.5553e-01  0.0097680  0.0976264    34.8990     4.6712    24.8287    1522.31    19.4211
    153.000    19.4183   4.726602 2.5790e-01  0.0097680  0.0976177    34.8932     4.6791    24.8321    1522.24    19.3907
    154.000    19.3781   4.721666 2.4569e-01  0.0097680  0.0986456    34.8856     4.6910    24.8367    1522.14    19.3503
    155.000    19.3469   4.717859 2.1696e-01  0.0097680  0.0997921    34.8798     4.7011    24.8403    1522.06    19.3189
    156.000    19.3145   4.714375 2.2360e-01  0.0097680  0.1001749    34.8776     4.7067    24.8470    1521.98    19.2864
    157.000    19.3080   4.713792 2.2701e-01  0.0088803  0.0994872    34.8779     4.7091    24.8489    1521.98    19.2797
    158.000    19.2773   4.710127 2.0403e-01  0.0082000  0.0982118    34.8728     4.7114    24.8529    1521.90    19.2489
    159.000    19.2397   4.705530 1.8965e-01  0.0097831  0.0980853    34.8657     4.7143    24.8572    1521.80    19.2111
    160.000    19.2016   4.701278 1.8749e-01  0.0097680  0.0977706    34.8619     4.7176    24.8640    1521.71    19.1729
    161.000    19.1726   4.698135 2.0143e-01  0.0097680  0.0968052    34.8597     4.7219    24.8697    1521.64    19.1438
    162.000    19.1659   4.697665 2.1205e-01  0.0097680  0.0974139    34.8610     4.7291    24.8725    1521.64    19.1369
    163.000    19.1633   4.697511 1.9408e-01  0.0097680  0.0981181    34.8616     4.7268    24.8736    1521.65    19.1341
    164.000    19.1439   4.695169 1.5298e-01  0.0097680  0.0980870    34.8580     4.7237    24.8759    1521.61    19.1145
    165.000    19.1074   4.690676 1.4996e-01  0.0097680  0.0990650    34.8508     4.7219    24.8797    1521.51    19.0779
    166.000    19.0700   4.686097 1.5290e-01  0.0097680  0.1002653    34.8436     4.7241    24.8838    1521.41    19.0403
    167.000    18.9975   4.678333 1.5468e-01  0.0097680  0.1007764    34.8394     4.7372    24.8990    1521.22    18.9677
    168.000    19.0439   4.683578 1.3873e-01  0.0097680  0.0979120    34.8438     4.7166    24.8906    1521.37    19.0140
    169.000    18.9483   4.672394 1.2716e-01  0.0097680  0.0978799    34.8303     4.7273    24.9046    1521.10    18.9183
    170.000    18.9231   4.669339 1.2802e-01  0.0097680  0.0974529    34.8256     4.7307    24.9074    1521.04    18.8929
    171.000    18.9118   4.668780 1.3604e-01  0.0097680  0.0973340    34.8300     4.7306    24.9137    1521.03    18.8815
    172.000    18.9034   4.668535 1.3063e-01  0.0097680  0.0961541    34.8347     4.7298    24.9194    1521.03    18.8729
    173.000    18.8831   4.666573 1.3166e-01  0.0097680  0.0967877    34.8350     4.7268    24.9248    1520.99    18.8524
    174.000    18.8442   4.662133 1.2015e-01  0.0097680  0.0977807    34.8301     4.7203    24.9309    1520.89    18.8134
    175.000    18.7718   4.652423 1.1485e-01  0.0097680  0.0994676    34.8093     4.7234    24.9333    1520.67    18.7409
    176.000    18.6684   4.639999 1.1172e-01  0.0097680  0.0996340    34.7917     4.7325    24.9459    1520.37    18.6375
    177.000    18.6035   4.633134 1.1641e-01  0.0097680  0.0982114    34.7883     4.7361    24.9597    1520.20    18.5724
    178.000    18.5716   4.629076 1.0904e-01  0.0097680  0.0954411    34.7807     4.7322    24.9619    1520.12    18.5404
    179.000    18.5352   4.624598 1.1308e-01  0.0097680  0.0950706    34.7732     4.7242    24.9653    1520.02    18.5039
    180.000    18.4710   4.615820 1.0252e-01  0.0097680  0.0959767    34.7530     4.7001    24.9660    1519.83    18.4396
    181.000    18.3334   4.597761 9.5760e-02  0.0097680  0.0970107    34.7162     4.6760    24.9721    1519.40    18.3020
    182.000    18.2081   4.581036 1.0398e-01  0.0097680  0.0978757    34.6800     4.6726    24.9755    1519.02    18.1766
    183.000    17.9869   4.555878 1.0558e-01  0.0096439  0.0986824    34.6528     4.6935    25.0092    1518.36    17.9555
    184.000    18.0518   4.563264 1.1165e-01  0.0077142  0.0983592    34.6605     4.6388    24.9993    1518.57    18.0202
    185.000    17.7266   4.522078 1.0609e-01  0.0073099  0.1006946    34.5842     4.6359    25.0205    1517.55    17.6952
    186.000    17.5967   4.508277 1.1080e-01  0.0073260  0.0993570    34.5758     4.6351    25.0456    1517.17    17.5654
    187.000    17.4915   4.495429 1.0695e-01  0.0080604  0.0978595    34.5545     4.6418    25.0547    1516.85    17.4601
    188.000    17.3650   4.481386 1.0480e-01  0.0085452  0.0975750    34.5408     4.6533    25.0747    1516.48    17.3336
    189.000    17.3153   4.476522 1.1041e-01  0.0085470  0.0977926    34.5408     4.6604    25.0866    1516.35    17.2838
    190.000    17.3321   4.479570 1.0527e-01  0.0092233  0.0956483    34.5524     4.6592    25.0915    1516.43    17.3004
    191.000    17.2542   4.470623 1.0009e-01  0.0097553  0.0973731    34.5412     4.6607    25.1015    1516.20    17.2225
    192.000    17.2123   4.466720 9.6879e-02  0.0097680  0.0980491    34.5429     4.6595    25.1129    1516.09    17.1804
    193.000    17.1908   4.464708 8.6830e-02  0.0097680  0.0995805    34.5434     4.6590    25.1184    1516.04    17.1589
    194.000    17.1305   4.457472 8.0681e-02  0.0097680  0.0993988    34.5318     4.6590    25.1239    1515.87    17.0984
    195.000    17.0648   4.450110 8.0253e-02  0.0097680  0.1004003    34.5238     4.6563    25.1333    1515.68    17.0326
    196.000    16.9599   4.437340 8.2343e-02  0.0097680  0.1018093    34.5021     4.6577    25.1416    1515.35    16.9277
    197.000    16.8629   4.426954 9.0321e-02  0.0091413  0.1016802    34.4944     4.6570    25.1586    1515.07    16.8307
    198.000    16.7897   4.418275 8.6777e-02  0.0088609  0.1006879    34.4810     4.6456    25.1656    1514.85    16.7574
    199.000    16.7132   4.408633 7.8646e-02  0.0085399  0.1003395    34.4621     4.6335    25.1689    1514.61    16.6809
    200.000    16.6128   4.397368 7.8600e-02  0.0085470  0.0998641    34.4493     4.6266    25.1826    1514.31    16.5805
    201.000    16.4702   4.379810 7.8918e-02  0.0093169  0.1000648    34.4174     4.6294    25.1913    1513.86    16.4379
    202.000    16.3627   4.367845 7.8356e-02  0.0097684  0.1006535    34.4043     4.6318    25.2061    1513.53    16.3304
    203.000    16.2872   4.359501 7.7484e-02  0.0097680  0.1004502    34.3954     4.6281    25.2167    1513.30    16.2548
    204.000    16.2559   4.355982 7.4540e-02  0.0097680  0.1010876    34.3909     4.6186    25.2204    1513.22    16.2234
    205.000    16.1690   4.345505 7.4073e-02  0.0088160  0.1033384    34.3729     4.6172    25.2265    1512.95    16.1365
    206.000    16.0393   4.331207 7.4105e-02  0.0095748  0.1032690    34.3578     4.6201    25.2447    1512.55    16.0068
    207.000    15.9646   4.322855 7.7189e-02  0.0086142  0.1047277    34.3479     4.6130    25.2541    1512.32    15.9320
    208.000    15.8072   4.304649 7.7983e-02  0.0097346  0.1053910    34.3217     4.6089    25.2696    1511.82    15.7747
    209.000    15.5997   4.281275 7.5286e-02  0.0101266  0.1043524    34.2925     4.6127    25.2938    1511.16    15.5674
    210.000    15.5205   4.272142 7.6710e-02  0.0110154  0.1025959    34.2791     4.6062    25.3012    1510.91    15.4881
    211.000    15.4527   4.264409 7.3651e-02  0.0103933  0.1020167    34.2683     4.6040    25.3080    1510.70    15.4202
    212.000    15.3831   4.256583 7.1674e-02  0.0097699  0.1020332    34.2580     4.6029    25.3155    1510.49    15.3506
    213.000    15.3487   4.252939 7.0758e-02  0.0093217  0.1020090    34.2548     4.5951    25.3207    1510.39    15.3161
    214.000    15.2701   4.243570 6.8700e-02  0.0088318  0.1031593    34.2384     4.5903    25.3254    1510.14    15.2375
    215.000    15.1333   4.228481 6.8681e-02  0.0097686  0.1022583    34.2211     4.5928    25.3422    1509.71    15.1007
    216.000    15.0193   4.215841 6.8056e-02  0.0097680  0.1032044    34.2058     4.5981    25.3554    1509.34    14.9868
    217.000    14.9885   4.212664 6.9867e-02  0.0097680  0.1041318    34.2035     4.6042    25.3604    1509.26    14.9558
    218.000    15.0570   4.220584 7.1530e-02  0.0107495  0.1044930    34.2150     4.5971    25.3542    1509.51    15.0241
    219.000    14.9810   4.211829 7.1759e-02  0.0116770  0.1030098    34.2017     4.5719    25.3606    1509.27    14.9481
    220.000    14.7755   4.187328 6.9404e-02  0.0086482  0.1030201    34.1582     4.5731    25.3717    1508.58    14.7428
    221.000    14.5741   4.166113 6.6952e-02  0.0122513  0.1004409    34.1408     4.5789    25.4016    1507.93    14.5415
    222.000    14.5000   4.157579 6.9414e-02  0.0088547  0.1006369    34.1273     4.5750    25.4071    1507.69    14.4673
    223.000    14.3829   4.144711 7.1476e-02  0.0084959  0.1012158    34.1117     4.5760    25.4200    1507.31    14.3503
    224.000    14.2416   4.129476 6.7958e-02  0.0085451  0.1032295    34.0955     4.5747    25.4373    1506.85    14.2091
    225.000    14.1612   4.120969 6.6710e-02  0.0077119  0.1044482    34.0874     4.5593    25.4481    1506.60    14.1287
    226.000    13.8867   4.089978 6.7063e-02  0.0102047  0.1056233    34.0423     4.5680    25.4706    1505.67    13.8545
    227.000    13.7054   4.070954 6.7061e-02  0.0099136  0.1070480    34.0254     4.5682    25.4950    1505.07    13.6733
    228.000    13.5676   4.056936 6.6517e-02  0.0108559  0.1072537    34.0163     4.5643    25.5163    1504.62    13.5356
    229.000    13.4795   4.048024 6.5588e-02  0.0104276  0.1078263    34.0107     4.5602    25.5299    1504.34    13.4475
    230.000    13.4318   4.043088 6.5254e-02  0.0105372  0.1073103    34.0065     4.5548    25.5363    1504.20    13.3997
    231.000    13.3852   4.037991 6.5926e-02  0.0109838  0.1071086    33.9997     4.5525    25.5405    1504.05    13.3531
    232.000    13.3294   4.032295 6.5008e-02  0.0119149  0.1068664    33.9954     4.5512    25.5486    1503.88    13.2972
    233.000    13.2792   4.027237 6.5803e-02  0.0120508  0.1069349    33.9922     4.5450    25.5562    1503.72    13.2469
