       PrDM      T090C      C0S/m       FlSP     Upoly0     Upoly1      Sal00 Sbeox0ML/L  Sigma-t00       SvDM Potemp090C
    478.000     6.2910   3.406193 7.4595e-02  0.0219818  0.1353631    34.1221     1.3152    26.8218    1482.46     6.2486
    479.000     6.2900   3.406093 7.4371e-02  0.0221404  0.1344519    34.1215     1.2864    26.8214    1482.47     6.2475
    480.000     6.2910   3.406461 7.4215e-02  0.0230983  0.1345228    34.1242     1.2622    26.8234    1482.49     6.2484
    481.000     6.3023   3.407943 7.5232e-02  0.0218907  0.1342624    34.1290     1.2369    26.8257    1482.56     6.2595
    482.000     6.3074   3.408632 7.5782e-02  0.0209223  0.1333930    34.1310     1.2117    26.8267    1482.60     6.2645
    483.000     6.3188   3.410141 7.5668e-02  0.0223472  0.1342047    34.1360     1.1853    26.8291    1482.67     6.2757
    484.000     6.3268   3.411272 7.4417e-02  0.0224072  0.1325520    34.1401     1.1568    26.8313    1482.72     6.2836
    485.000     6.3280   3.411459 7.6319e-02  0.0219603  0.1311790    34.1404     1.1381    26.8314    1482.74     6.2848
    486.000     6.3138   3.409961 7.6427e-02  0.0219214  0.1308052    34.1375     1.1302    26.8309    1482.70     6.2705
    487.000     6.2850   3.407005 7.5371e-02  0.0195140  0.1309050    34.1328     1.1260    26.8310    1482.59     6.2417
    488.000     6.2476   3.403465 7.6345e-02  0.0212724  0.1309042    34.1302     1.1268    26.8338    1482.46     6.2044
    489.000     6.2322   3.401977 7.6194e-02  0.0213653  0.1295798    34.1285     1.1282    26.8344    1482.41     6.1890
    490.000     6.1821   3.396503 7.5513e-02  0.0207777  0.1305586    34.1171     1.1354    26.8318    1482.22     6.1389
    491.000     6.0767   3.386106 7.4783e-02  0.0200883  0.1317371    34.1058     1.1563    26.8363    1481.80     6.0338
    492.000     6.0204   3.380519 7.4702e-02  0.0205452  0.1325135    34.0991     1.1795    26.8382    1481.58     5.9776
    493.000     5.9967   3.378325 7.4527e-02  0.0207583  0.1343681    34.0977     1.1933    26.8401    1481.50     5.9540
    494.000     5.9856   3.377266 7.4534e-02  0.0209701  0.1342567    34.0965     1.2021    26.8405    1481.47     5.9428
    495.000     5.9695   3.376139 7.3777e-02  0.0219867  0.1332550    34.0995     1.2039    26.8449    1481.43     5.9267
    496.000     5.9588   3.375174 7.3896e-02  0.0219780  0.1365644    34.0989     1.2030    26.8458    1481.40     5.9159
    497.000     5.9233   3.371823 7.3420e-02  0.0219780  0.1367954    34.0963     1.2043    26.8482    1481.27     5.8805
    498.000     5.9139   3.371125 7.4432e-02  0.0221515  0.1367524    34.0975     1.2048    26.8503    1481.25     5.8710
    499.000     5.9183   3.371744 7.5803e-02  0.0232043  0.1368465    34.0995     1.2046    26.8513    1481.29     5.8754
    500.000     5.9164   3.371598 7.3718e-02  0.0228938  0.1363960    34.0993     1.2043    26.8514    1481.30     5.8734
    501.000     5.9169   3.371718 7.4747e-02  0.0223428  0.1331073    34.0996     1.2036    26.8516    1481.31     5.8738
    502.000     5.9355   3.373878 7.4172e-02  0.0238194  0.1329355    34.1047     1.1964    26.8533    1481.41     5.8922
    503.000     5.9642   3.377132 7.3962e-02  0.0218113  0.1331862    34.1120     1.1835    26.8555    1481.55     5.9207
    504.000     5.9534   3.376039 7.3783e-02  0.0215701  0.1332055    34.1101     1.1713    26.8553    1481.52     5.9099
    505.000     5.9354   3.374686 7.5105e-02  0.0206872  0.1323480    34.1125     1.1614    26.8595    1481.47     5.8918
    506.000     5.9382   3.375389 7.5013e-02  0.0200250  0.1331293    34.1171     1.1490    26.8627    1481.50     5.8945
    507.000     5.9750   3.379502 7.4590e-02  0.0207030  0.1338950    34.1259     1.1244    26.8651    1481.68     5.9310
    508.000     6.0001   3.382548 7.6271e-02  0.0219958  0.1365064    34.1344     1.0909    26.8686    1481.80     5.9559
    509.000     6.0339   3.386743 7.6376e-02  0.0219167  0.1368182    34.1470     1.0681    26.8743    1481.97     5.9895
    510.000     6.0368   3.386928 7.5182e-02  0.0214616  0.1368164    34.1457     1.0522    26.8729    1482.00     5.9923
    511.000     6.0121   3.384077 7.6486e-02  0.0231915  0.1361088    34.1380     1.0425    26.8699    1481.90     5.9677
    512.000     5.9181   3.374925 7.5198e-02  0.0231990  0.1368245    34.1291     1.0389    26.8747    1481.53     5.8740
    513.000     5.8783   3.371311 7.5375e-02  0.0225752  0.1381266    34.1280     1.0394    26.8788    1481.39     5.8342
    514.000     5.8888   3.372584 7.5462e-02  0.0224728  0.1386671    34.1312     1.0374    26.8801    1481.45     5.8446
    515.000     5.9035   3.373641 7.5501e-02  0.0230081  0.1380505    34.1278     1.0329    26.8756    1481.52     5.8591
    516.000     5.8486   3.368645 7.6357e-02  0.0230547  0.1377698    34.1263     1.0352    26.8812    1481.32     5.8044
    517.000     5.8308   3.366878 7.5525e-02  0.0231994  0.1344166    34.1238     1.0365    26.8815    1481.26     5.7865
    518.000     5.8049   3.364402 7.5763e-02  0.0240218  0.1364638    34.1214     1.0364    26.8827    1481.17     5.7607
    519.000     5.7847   3.362603 7.5294e-02  0.0238771  0.1351902    34.1210     1.0370    26.8849    1481.10     5.7405
    520.000     5.7711   3.361437 7.5529e-02  0.0229008  0.1332486    34.1210     1.0361    26.8867    1481.07     5.7268
    521.000     5.7568   3.360255 7.6408e-02  0.0220056  0.1338446    34.1216     1.0353    26.8889    1481.02     5.7125
    522.000     5.7467   3.359366 7.5610e-02  0.0219780  0.1324169    34.1212     1.0329    26.8898    1481.00     5.7024
    523.000     5.7386   3.358804 7.4352e-02  0.0208191  0.1340243    34.1225     1.0293    26.8918    1480.99     5.6942
    524.000     5.7352   3.358764 7.6140e-02  0.0232167  0.1344196    34.1250     1.0246    26.8942    1480.99     5.6907
    525.000     5.7343   3.358854 7.5824e-02  0.0219774  0.1355317    34.1265     1.0191    26.8955    1481.01     5.6897
    526.000     5.7345   3.359020 7.4915e-02  0.0210239  0.1370464    34.1276     1.0145    26.8964    1481.03     5.6898
    527.000     5.7333   3.359029 7.5229e-02  0.0216432  0.1381033    34.1284     1.0100    26.8971    1481.04     5.6886
    528.000     5.7314   3.358974 7.6098e-02  0.0219739  0.1382875    34.1293     1.0034    26.8980    1481.05     5.6866
    529.000     5.7304   3.358978 7.5095e-02  0.0230544  0.1395186    34.1298     0.9989    26.8986    1481.06     5.6855
    530.000     5.7248   3.358525 7.6321e-02  0.0231972  0.1404035    34.1298     0.9943    26.8993    1481.05     5.6798
    531.000     5.7095   3.357227 7.6337e-02  0.0232469  0.1393623    34.1301     0.9886    26.9014    1481.01     5.6645
    532.000     5.6986   3.356353 7.6637e-02  0.0245443  0.1404015    34.1307     0.9831    26.9032    1480.98     5.6536
    533.000     5.6916   3.355816 7.5709e-02  0.0256330  0.1380362    34.1312     0.9764    26.9045    1480.97     5.6465
    534.000     5.6858   3.355485 7.7041e-02  0.0252089  0.1364613    34.1328     0.9700    26.9065    1480.97     5.6406
    535.000     5.6805   3.355133 7.5417e-02  0.0238662  0.1348394    34.1337     0.9639    26.9078    1480.96     5.6352
    536.000     5.6761   3.354889 7.6634e-02  0.0231968  0.1367583    34.1348     0.9586    26.9092    1480.96     5.6308
    537.000     5.6864   3.356292 7.5770e-02  0.0231990  0.1362048    34.1398     0.9507    26.9119    1481.03     5.6410
    538.000     5.6619   3.353883 7.6086e-02  0.0231990  0.1361424    34.1369     0.9460    26.9126    1480.94     5.6164
    539.000     5.6500   3.353009 7.5668e-02  0.0226978  0.1347747    34.1384     0.9394    26.9153    1480.91     5.6045
    540.000     5.6433   3.352517 7.6681e-02  0.0219866  0.1363506    34.1392     0.9313    26.9167    1480.90     5.5977
    541.000     5.6401   3.352507 7.6129e-02  0.0229087  0.1345868    34.1417     0.9238    26.9191    1480.91     5.5945
    542.000     5.6383   3.352486 7.6602e-02  0.0231976  0.1361082    34.1428     0.9156    26.9201    1480.92     5.5926
    543.000     5.6276   3.351679 7.6401e-02  0.0211768  0.1367481    34.1440     0.9080    26.9224    1480.89     5.5819
    544.000     5.6190   3.351458 7.6223e-02  0.0223979  0.1368109    34.1497     0.8985    26.9280    1480.88     5.5732
    545.000     5.6105   3.350791 7.5592e-02  0.0225328  0.1368076    34.1502     0.8882    26.9294    1480.86     5.5647
    546.000     5.5978   3.349537 7.5870e-02  0.0229559  0.1379449    34.1483     0.8806    26.9294    1480.83     5.5519
    547.000     5.5519   3.345046 7.5190e-02  0.0239675  0.1406591    34.1433     0.8747    26.9310    1480.65     5.5062
    548.000     5.5345   3.343725 7.5958e-02  0.0232463  0.1407530    34.1454     0.8677    26.9348    1480.60     5.4887
    549.000     5.5353   3.343915 7.6109e-02  0.0242863  0.1395310    34.1462     0.8596    26.9354    1480.62     5.4894
    550.000     5.5552   3.346344 7.6382e-02  0.0238821  0.1385146    34.1532     0.8505    26.9385    1480.72     5.5091
    551.000     5.5537   3.346573 7.5242e-02  0.0252716  0.1370642    34.1568     0.8388    26.9415    1480.74     5.5075
    552.000     5.5472   3.346359 7.6904e-02  0.0244294  0.1366217    34.1605     0.8304    26.9452    1480.73     5.5009
    553.000     5.5555   3.347516 7.6694e-02  0.0244200  0.1363707    34.1647     0.8215    26.9475    1480.79     5.5092
    554.000     5.5595   3.348021 7.7163e-02  0.0244200  0.1367613    34.1658     0.8127    26.9479    1480.82     5.5131
    555.000     5.5626   3.348444 7.5980e-02  0.0243419  0.1367521    34.1671     0.8066    26.9486    1480.85     5.5160
    556.000     5.5549   3.347712 7.6240e-02  0.0231776  0.1368298    34.1660     0.7992    26.9486    1480.84     5.5083
    557.000     5.5359   3.346063 7.6697e-02  0.0225851  0.1351402    34.1660     0.7929    26.9509    1480.78     5.4893
    558.000     5.5296   3.345735 7.6787e-02  0.0225312  0.1353048    34.1682     0.7864    26.9535    1480.77     5.4829
    559.000     5.5429   3.347025 7.6721e-02  0.0215607  0.1366334    34.1689     0.7718    26.9524    1480.84     5.4961
    560.000     5.5531   3.348940 7.6628e-02  0.0207848  0.1362086    34.1798     0.7602    26.9597    1480.91     5.5062
    561.000     5.5474   3.348656 7.8250e-02  0.0232679  0.1365791    34.1819     0.7508    26.9621    1480.91     5.5004
    562.000     5.5324   3.347556 7.6706e-02  0.0231990  0.1367538    34.1840     0.7425    26.9656    1480.87     5.4854
    563.000     5.5203   3.346431 7.6694e-02  0.0231990  0.1369799    34.1830     0.7347    26.9663    1480.83     5.4732
    564.000     5.5083   3.345573 7.7151e-02  0.0231990  0.1374376    34.1850     0.7256    26.9693    1480.81     5.4611
    565.000     5.5066   3.345521 7.6233e-02  0.0221267  0.1380516    34.1856     0.7178    26.9700    1480.81     5.4594
    566.000     5.5051   3.345411 7.6312e-02  0.0224506  0.1391187    34.1854     0.7119    26.9700    1480.83     5.4578
    567.000     5.4977   3.344732 7.6197e-02  0.0231591  0.1401150    34.1847     0.7056    26.9703    1480.81     5.4504
    568.000     5.4748   3.342609 7.6578e-02  0.0239688  0.1398999    34.1832     0.6962    26.9719    1480.73     5.4275
    569.000     5.4483   3.340286 7.6500e-02  0.0245209  0.1416098    34.1831     0.6913    26.9750    1480.64     5.4010
    570.000     5.4440   3.340145 7.7403e-02  0.0255372  0.1406784    34.1854     0.6875    26.9774    1480.64     5.3966
    571.000     5.4393   3.339800 7.6801e-02  0.0244443  0.1391823    34.1857     0.6833    26.9781    1480.64     5.3919
    572.000     5.4317   3.339199 7.6709e-02  0.0249163  0.1384491    34.1860     0.6806    26.9793    1480.63     5.3842
    573.000     5.4264   3.338812 7.6928e-02  0.0248113  0.1386877    34.1865     0.6763    26.9804    1480.62     5.3789
    574.000     5.4224   3.338533 7.7234e-02  0.0233231  0.1380111    34.1869     0.6742    26.9812    1480.62     5.3748
    575.000     5.4169   3.338135 7.7088e-02  0.0242071  0.1374677    34.1874     0.6725    26.9822    1480.62     5.3692
    576.000     5.4115   3.337839 7.6315e-02  0.0227293  0.1361463    34.1891     0.6705    26.9842    1480.61     5.3637
    577.000     5.4077   3.337710 7.7345e-02  0.0219671  0.1360728    34.1909     0.6674    26.9861    1480.62     5.3599
    578.000     5.4052   3.337556 7.6921e-02  0.0220425  0.1361096    34.1913     0.6649    26.9867    1480.62     5.3573
    579.000     5.4032   3.337698 7.5595e-02  0.0231608  0.1368292    34.1944     0.6611    26.9894    1480.63     5.3552
    580.000     5.3983   3.337514 7.7195e-02  0.0230491  0.1388324    34.1968     0.6538    26.9918    1480.63     5.3503
    581.000     5.3835   3.336398 7.6767e-02  0.0224476  0.1400633    34.1986     0.6463    26.9950    1480.59     5.3354
    582.000     5.3771   3.335926 7.7603e-02  0.0237195  0.1411563    34.1992     0.6419    26.9962    1480.58     5.3290
    583.000     5.3723   3.335533 7.6928e-02  0.0241454  0.1416998    34.1991     0.6381    26.9967    1480.58     5.3241
    584.000     5.3657   3.334964 7.7324e-02  0.0232121  0.1407005    34.1988     0.6350    26.9973    1480.57     5.3175
    585.000     5.3577   3.334276 7.7354e-02  0.0241951  0.1411292    34.1986     0.6337    26.9981    1480.55     5.3094
    586.000     5.3481   3.333438 7.7116e-02  0.0237782  0.1416351    34.1983     0.6304    26.9990    1480.53     5.2998
    587.000     5.3423   3.333060 7.6339e-02  0.0237878  0.1401293    34.1994     0.6284    27.0005    1480.52     5.2939
    588.000     5.3433   3.333288 7.6831e-02  0.0244380  0.1381506    34.2004     0.6230    27.0013    1480.55     5.2948
    589.000     5.3419   3.333387 7.6926e-02  0.0241976  0.1380112    34.2025     0.6199    27.0030    1480.56     5.2933
    590.000     5.3419   3.333657 7.6753e-02  0.0231771  0.1367245    34.2051     0.6154    27.0051    1480.58     5.2932
    591.000     5.3356   3.333225 7.5984e-02  0.0231990  0.1368150    34.2061     0.6127    27.0066    1480.57     5.2869
    592.000     5.3175   3.331634 7.7478e-02  0.0231990  0.1369357    34.2058     0.6090    27.0085    1480.52     5.2688
    593.000     5.2935   3.329361 7.6515e-02  0.0223841  0.1346469    34.2037     0.6056    27.0097    1480.43     5.2448
    594.000     5.2813   3.328510 7.6734e-02  0.0219061  0.1355455    34.2059     0.6033    27.0129    1480.40     5.2326
    595.000     5.2848   3.329012 7.7469e-02  0.0219777  0.1368064    34.2076     0.5985    27.0139    1480.43     5.2360
    596.000     5.2800   3.328790 7.6788e-02  0.0218243  0.1362418    34.2094     0.5964    27.0159    1480.43     5.2311
    597.000     5.2801   3.328936 7.7245e-02  0.0205829  0.1380449    34.2105     0.5919    27.0167    1480.45     5.2311
    598.000     5.2766   3.328688 7.6351e-02  0.0225702  0.1393270    34.2107     0.5883    27.0173    1480.45     5.2275
    599.000     5.2705   3.328178 7.6685e-02  0.0229216  0.1391946    34.2106     0.5854    27.0180    1480.44     5.2214
    600.000     5.2573   3.327094 7.7416e-02  0.0235917  0.1392605    34.2112     0.5819    27.0199    1480.41     5.2081
    601.000     5.2469   3.326221 7.7022e-02  0.0236441  0.1411350    34.2113     0.5779    27.0212    1480.38     5.1977
    602.000     5.2479   3.326493 7.6752e-02  0.0231921  0.1417011    34.2129     0.5746    27.0224    1480.40     5.1986
    603.000     5.2503   3.327048 7.8235e-02  0.0240715  0.1405755    34.2162     0.5710    27.0248    1480.43     5.2009
    604.000     5.2315   3.325419 7.7117e-02  0.0244197  0.1408005    34.2163     0.5694    27.0270    1480.37     5.1821
    605.000     5.2252   3.324965 7.7694e-02  0.0246770  0.1394516    34.2169     0.5669    27.0283    1480.36     5.1758
    606.000     5.2217   3.324673 7.7536e-02  0.0254246  0.1380981    34.2167     0.5634    27.0285    1480.37     5.1722
    607.000     5.2093   3.323711 7.7188e-02  0.0244285  0.1376712    34.2178     0.5591    27.0308    1480.33     5.1598
    608.000     5.2031   3.323508 7.7923e-02  0.0239416  0.1366394    34.2212     0.5541    27.0343    1480.33     5.1535
    609.000     5.2007   3.323436 7.7077e-02  0.0231946  0.1363255    34.2224     0.5505    27.0354    1480.34     5.1511
    610.000     5.2095   3.324645 7.7082e-02  0.0227815  0.1361708    34.2268     0.5460    27.0379    1480.40     5.1597
    611.000     5.2163   3.325456 7.7051e-02  0.0220105  0.1362033    34.2286     0.5441    27.0386    1480.44     5.1664
    612.000     5.2197   3.325880 7.6826e-02  0.0226662  0.1365154    34.2296     0.5407    27.0389    1480.47     5.1696
    613.000     5.2336   3.327957 7.6639e-02  0.0222076  0.1367550    34.2387     0.5377    27.0445    1480.56     5.1834
    614.000     5.2469   3.329655 7.7270e-02  0.0229066  0.1375641    34.2440     0.5370    27.0472    1480.63     5.1965
    615.000     5.2601   3.331266 7.7309e-02  0.0207431  0.1379757    34.2484     0.5343    27.0491    1480.71     5.2096
    616.000     5.2669   3.332064 7.6923e-02  0.0207570  0.1379731    34.2502     0.5331    27.0497    1480.76     5.2163
    617.000     5.2628   3.331689 7.8057e-02  0.0232148  0.1415652    34.2496     0.5328    27.0497    1480.75     5.2121
    618.000     5.2601   3.331493 7.7367e-02  0.0243934  0.1416373    34.2496     0.5306    27.0501    1480.76     5.2093
    619.000     5.2545   3.330998 7.7022e-02  0.0244200  0.1400245    34.2491     0.5289    27.0503    1480.75     5.2037
    620.000     5.2474   3.330325 7.8174e-02  0.0244200  0.1402673    34.2482     0.5282    27.0504    1480.74     5.1965
    621.000     5.2338   3.329054 7.6891e-02  0.0244200  0.1413735    34.2470     0.5266    27.0511    1480.70     5.1829
    622.000     5.2279   3.328857 7.7116e-02  0.0244200  0.1411861    34.2502     0.5260    27.0543    1480.69     5.1770
    623.000     5.2331   3.329756 7.7329e-02  0.0244200  0.1404871    34.2547     0.5244    27.0573    1480.74     5.1820
    624.000     5.2363   3.330259 7.6547e-02  0.0244200  0.1380669    34.2567     0.5237    27.0585    1480.77     5.1851
    625.000     5.2347   3.330242 7.6744e-02  0.0244200  0.1369483    34.2576     0.5221    27.0594    1480.78     5.1835
    626.000     5.2319   3.330010 7.7049e-02  0.0243342  0.1364977    34.2573     0.5200    27.0595    1480.79     5.1806
    627.000     5.2279   3.329698 7.7025e-02  0.0227443  0.1385240    34.2573     0.5180    27.0599    1480.79     5.1765
    628.000     5.2186   3.328874 7.7558e-02  0.0232356  0.1381201    34.2569     0.5151    27.0607    1480.76     5.1672
    629.000     5.2006   3.327339 7.7440e-02  0.0219056  0.1379640    34.2572     0.5113    27.0631    1480.71     5.1492
    630.000     5.1937   3.326838 7.7092e-02  0.0212094  0.1389190    34.2580     0.5088    27.0645    1480.70     5.1422
    631.000     5.1835   3.326022 7.7728e-02  0.0211648  0.1397923    34.2585     0.5047    27.0661    1480.67     5.1320
    632.000     5.1789   3.325699 7.8212e-02  0.0219709  0.1404810    34.2590     0.5040    27.0670    1480.67     5.1273
    633.000     5.1765   3.325533 7.6943e-02  0.0231199  0.1404763    34.2591     0.5020    27.0674    1480.68     5.1248
    634.000     5.1656   3.324702 7.7265e-02  0.0250198  0.1414807    34.2602     0.4982    27.0695    1480.65     5.1139
    635.000     5.1610   3.324485 7.8213e-02  0.0231431  0.1439804    34.2618     0.4942    27.0714    1480.65     5.1093
    636.000     5.1572   3.324348 7.7585e-02  0.0231990  0.1441350    34.2637     0.4916    27.0733    1480.65     5.1054
    637.000     5.1578   3.324596 7.6175e-02  0.0231990  0.1422256    34.2654     0.4898    27.0746    1480.67     5.1059
    638.000     5.1587   3.324825 7.7764e-02  0.0231990  0.1424699    34.2666     0.4875    27.0754    1480.70     5.1067
    639.000     5.1583   3.324873 7.6620e-02  0.0244882  0.1416281    34.2670     0.4866    27.0758    1480.71     5.1063
    640.000     5.1573   3.324842 7.6727e-02  0.0256545  0.1405677    34.2672     0.4854    27.0761    1480.72     5.1051
    641.000     5.1538   3.324636 7.7664e-02  0.0246144  0.1400440    34.2680     0.4835    27.0771    1480.73     5.1015
    642.000     5.1502   3.324446 7.7627e-02  0.0231884  0.1377211    34.2690     0.4823    27.0783    1480.73     5.0978
    643.000     5.1508   3.324816 7.6920e-02  0.0231990  0.1369609    34.2720     0.4801    27.0806    1480.75     5.0984
    644.000     5.1505   3.324989 7.8328e-02  0.0231990  0.1380386    34.2739     0.4799    27.0821    1480.77     5.0980
    645.000     5.1460   3.324861 7.7275e-02  0.0210545  0.1380312    34.2764     0.4780    27.0847    1480.77     5.0935
    646.000     5.1485   3.325356 7.7108e-02  0.0216063  0.1379737    34.2791     0.4769    27.0865    1480.80     5.0959
    647.000     5.1480   3.325453 7.8143e-02  0.0226165  0.1389024    34.2802     0.4762    27.0875    1480.81     5.0952
    648.000     5.1455   3.325355 7.7723e-02  0.0226677  0.1406135    34.2812     0.4760    27.0885    1480.82     5.0927
    649.000     5.1413   3.325328 7.7682e-02  0.0225701  0.1413636    34.2846     0.4742    27.0917    1480.83     5.0884
    650.000     5.1436   3.325972 7.8493e-02  0.0236923  0.1415293    34.2892     0.4730    27.0951    1480.86     5.0906
    651.000     5.1459   3.326448 7.8002e-02  0.0244493  0.1429114    34.2917     0.4726    27.0968    1480.89     5.0928
    652.000     5.1446   3.326537 7.6743e-02  0.0245368  0.1422148    34.2936     0.4719    27.0985    1480.90     5.0914
    653.000     5.1434   3.326551 7.6720e-02  0.0256242  0.1416449    34.2945     0.4719    27.0993    1480.91     5.0901
    654.000     5.1357   3.325975 7.8518e-02  0.0256410  0.1417881    34.2952     0.4704    27.1008    1480.90     5.0824
    655.000     5.1331   3.325860 7.7146e-02  0.0252123  0.1411367    34.2961     0.4712    27.1018    1480.90     5.0797
    656.000     5.1292   3.325619 7.8840e-02  0.0244300  0.1405660    34.2969     0.4698    27.1028    1480.91     5.0757
    657.000     5.1287   3.325645 7.7689e-02  0.0254294  0.1404190    34.2972     0.4682    27.1031    1480.92     5.0751
    658.000     5.1278   3.325624 7.7091e-02  0.0247213  0.1395464    34.2973     0.4686    27.1034    1480.94     5.0742
    659.000     5.1245   3.325436 7.8539e-02  0.0238388  0.1380233    34.2980     0.4673    27.1043    1480.94     5.0708
    660.000     5.1233   3.325501 7.8311e-02  0.0237453  0.1389900    34.2995     0.4664    27.1056    1480.95     5.0696
    661.000     5.1222   3.325635 7.7416e-02  0.0238659  0.1382451    34.3016     0.4644    27.1074    1480.97     5.0684
    662.000     5.1163   3.325345 7.8035e-02  0.0238707  0.1392149    34.3038     0.4632    27.1099    1480.96     5.0624
    663.000     5.1146   3.325360 7.7467e-02  0.0231927  0.1391941    34.3052     0.4642    27.1111    1480.97     5.0607
    664.000     5.1153   3.325607 7.7100e-02  0.0231990  0.1385019    34.3069     0.4629    27.1124    1480.99     5.0612
    665.000     5.1078   3.325093 7.8076e-02  0.0231511  0.1396119    34.3081     0.4629    27.1142    1480.98     5.0537
    666.000     5.1014   3.324798 7.7528e-02  0.0231995  0.1423122    34.3108     0.4628    27.1171    1480.97     5.0472
    667.000     5.1021   3.325033 7.6760e-02  0.0235985  0.1428699    34.3123     0.4608    27.1182    1481.00     5.0478
    668.000     5.1036   3.325451 7.7276e-02  0.0250704  0.1429742    34.3150     0.4612    27.1202    1481.02     5.0492
    669.000     5.1049   3.325776 7.6384e-02  0.0268410  0.1425568    34.3169     0.4624    27.1215    1481.04     5.0505
    670.000     5.1475   3.331238 7.8793e-02  0.0268620  0.1406854    34.3355     0.4650    27.1313    1481.26     5.0927
    671.000     5.1593   3.332339 7.6868e-02  0.0257703  0.1394161    34.3355     0.4709    27.1300    1481.32     5.1044
    672.000     5.1653   3.333098 7.7108e-02  0.0256404  0.1409136    34.3376     0.4773    27.1309    1481.37     5.1103
    673.000     5.1309   3.329693 7.7343e-02  0.0256410  0.1392218    34.3333     0.4790    27.1315    1481.24     5.0759
    674.000     5.1031   3.327064 7.7342e-02  0.0256410  0.1402601    34.3310     0.4756    27.1329    1481.14     5.0482
    675.000     5.1055   3.327493 7.7163e-02  0.0256410  0.1379117    34.3330     0.4736    27.1342    1481.17     5.0505
    676.000     5.1341   3.330976 7.6917e-02  0.0245545  0.1380274    34.3432     0.4755    27.1390    1481.31     5.0789
    677.000     5.1760   3.336042 7.7311e-02  0.0244191  0.1379728    34.3579     0.4819    27.1457    1481.52     5.1205
    678.000     5.2077   3.339149 7.6924e-02  0.0238788  0.1390554    34.3606     0.4906    27.1442    1481.67     5.1519
    679.000     5.2143   3.340021 7.7139e-02  0.0231263  0.1387628    34.3633     0.4984    27.1455    1481.71     5.1584
    680.000     5.2097   3.339735 7.7531e-02  0.0219856  0.1381131    34.3643     0.5067    27.1469    1481.71     5.1537
    681.000     5.1970   3.338595 7.7730e-02  0.0219780  0.1391593    34.3637     0.5127    27.1479    1481.68     5.1410
    682.000     5.1867   3.337748 7.6986e-02  0.0226215  0.1384702    34.3640     0.5182    27.1493    1481.65     5.1306
    683.000     5.1829   3.337379 7.7470e-02  0.0239312  0.1416781    34.3632     0.5255    27.1492    1481.65     5.1267
    684.000     5.1854   3.338034 7.7855e-02  0.0243971  0.1429117    34.3676     0.5285    27.1523    1481.68     5.1292
    685.000     5.1840   3.338025 7.8390e-02  0.0244201  0.1424284    34.3685     0.5312    27.1532    1481.69     5.1277
    686.000     5.1798   3.337748 7.6723e-02  0.0237429  0.1417053    34.3691     0.5320    27.1542    1481.69     5.1234
    687.000     5.1749   3.337443 7.7356e-02  0.0231968  0.1404820    34.3702     0.5337    27.1556    1481.69     5.1184
    688.000     5.1695   3.337162 7.7572e-02  0.0231990  0.1393986    34.3719     0.5338    27.1576    1481.69     5.1130
    689.000     5.1653   3.336942 7.6526e-02  0.0240722  0.1379871    34.3732     0.5348    27.1591    1481.69     5.1088
    690.000     5.1617   3.336749 7.8085e-02  0.0238474  0.1379731    34.3742     0.5351    27.1603    1481.69     5.1050
    691.000     5.1568   3.336406 7.7299e-02  0.0237823  0.1376916    34.3748     0.5361    27.1613    1481.69     5.1001
    692.000     5.1487   3.335846 7.7356e-02  0.0219307  0.1367277    34.3761     0.5357    27.1634    1481.67     5.0919
    693.000     5.1397   3.335393 7.7035e-02  0.0219780  0.1376365    34.3796     0.5347    27.1672    1481.66     5.0829
    694.000     5.1387   3.335399 7.7642e-02  0.0229881  0.1380779    34.3803     0.5334    27.1678    1481.67     5.0818
    695.000     5.1354   3.335236 7.7075e-02  0.0220652  0.1400798    34.3813     0.5338    27.1690    1481.68     5.0784
    696.000     5.1268   3.334690 7.6544e-02  0.0228508  0.1411750    34.3833     0.5349    27.1716    1481.66     5.0698
    697.000     5.1253   3.334642 7.6928e-02  0.0224873  0.1419688    34.3838     0.5335    27.1722    1481.67     5.0682
    698.000     5.1232   3.334534 7.8575e-02  0.0222828  0.1428591    34.3841     0.5340    27.1727    1481.68     5.0661
    699.000     5.1218   3.334487 7.7683e-02  0.0235035  0.1428571    34.3845     0.5345    27.1732    1481.69     5.0646
    700.000     5.1206   3.334437 7.7397e-02  0.0244042  0.1423344    34.3848     0.5339    27.1735    1481.70     5.0633
    701.000     5.1174   3.334293 7.7537e-02  0.0244200  0.1397866    34.3858     0.5344    27.1747    1481.71     5.0600
    702.000     5.1156   3.334249 7.7327e-02  0.0241441  0.1385395    34.3867     0.5340    27.1756    1481.72     5.0581
    703.000     5.1142   3.334223 7.7908e-02  0.0228255  0.1379741    34.3874     0.5339    27.1763    1481.73     5.0566
    704.000     5.1127   3.334188 7.7380e-02  0.0219774  0.1380240    34.3879     0.5338    27.1769    1481.74     5.0551
    705.000     5.1107   3.334123 7.7075e-02  0.0218759  0.1390957    34.3888     0.5355    27.1779    1481.75     5.0530
    706.000     5.1100   3.334127 7.7749e-02  0.0222518  0.1407318    34.3891     0.5341    27.1782    1481.76     5.0522
    707.000     5.1091   3.334125 7.8145e-02  0.0232013  0.1416965    34.3895     0.5355    27.1786    1481.77     5.0512
    708.000     5.1063   3.333982 7.8423e-02  0.0231431  0.1416357    34.3901     0.5359    27.1794    1481.78     5.0484
    709.000     5.1043   3.333883 7.7691e-02  0.0231986  0.1427475    34.3906     0.5362    27.1800    1481.79     5.0463
