       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM      DepSM
    731.000     5.9328   3.422802    1.72777 8.1419e-02  0.1464152  0.1401593    34.5448    27.2015     5.8681    1485.69    725.704
    732.000     5.9321   3.422803    1.71240 8.2402e-02  0.1521924  0.1437314    34.5451    27.2018     5.8673    1485.70    726.695
    733.000     5.9321   3.422876    1.69685 8.0615e-02  0.1377395  0.1401707    34.5454    27.2021     5.8672    1485.72    727.686
    734.000     5.9320   3.422942    1.67831 8.2750e-02  0.1401428  0.1372247    34.5459    27.2024     5.8670    1485.74    728.677
    735.000     5.9316   3.422974    1.66124 8.3440e-02  0.1442024  0.1425875    34.5461    27.2027     5.8665    1485.75    729.668
    736.000     5.9317   3.423044    1.65029 8.3286e-02  0.1496496  0.1404023    34.5463    27.2028     5.8665    1485.77    730.659
    737.000     5.9318   3.423123    1.64914 8.3569e-02  0.1400582  0.1423944    34.5466    27.2030     5.8665    1485.79    731.650
    738.000     5.9314   3.423131    1.64731 8.1636e-02  0.1356474  0.1366533    34.5466    27.2031     5.8661    1485.80    732.641
    739.000     5.9313   3.423176    1.65132 8.3162e-02  0.1411982  0.1425847    34.5468    27.2032     5.8658    1485.82    733.632
    740.000     5.9304   3.423132    1.65406 8.2546e-02  0.1425048  0.1416242    34.5466    27.2032     5.8649    1485.83    734.623
    741.000     5.9246   3.422642    1.65647 8.2265e-02  0.1395961  0.1406168    34.5465    27.2039     5.8590    1485.82    735.614
    742.000     5.9190   3.422158    1.66481 8.2308e-02  0.1412641  0.1356799    34.5463    27.2044     5.8533    1485.82    736.605
    743.000     5.9158   3.421904    1.67451 8.1976e-02  0.1464275  0.1391143    34.5462    27.2047     5.8501    1485.82    737.596
    744.000     5.9063   3.421053    1.67865 8.2682e-02  0.1465201  0.1451285    34.5458    27.2056     5.8405    1485.80    738.587
    745.000     5.8740   3.418123    1.68886 8.1459e-02  0.1508685  0.1445271    34.5452    27.2092     5.8083    1485.68    739.578
    746.000     5.8403   3.415116    1.69118 8.3561e-02  0.1434317  0.1415631    34.5450    27.2133     5.7747    1485.57    740.569
    747.000     5.8198   3.413285    1.69775 8.3351e-02  0.1331184  0.1393351    34.5447    27.2156     5.7542    1485.50    741.560
    748.000     5.8064   3.412056    1.71792 8.2939e-02  0.1457709  0.1417211    34.5440    27.2168     5.7408    1485.46    742.551
    749.000     5.7973   3.411247    1.74471 8.2322e-02  0.1466598  0.1426678    34.5436    27.2176     5.7317    1485.44    743.542
    750.000     5.7824   3.409893    1.78307 8.2469e-02  0.1401030  0.1419383    34.5430    27.2189     5.7168    1485.40    744.533
    751.000     5.7458   3.406555    1.81320 8.2230e-02  0.1369506  0.1404714    34.5420    27.2227     5.6803    1485.26    745.524
    752.000     5.7257   3.404807    1.80177 8.1132e-02  0.1514985  0.1465141    34.5423    27.2255     5.6602    1485.20    746.514
    753.000     5.7174   3.404116    1.77318 8.2302e-02  0.1517007  0.1408855    34.5425    27.2266     5.6518    1485.18    747.505
    754.000     5.7085   3.403378    1.75317 8.2412e-02  0.1401012  0.1404082    34.5427    27.2279     5.6429    1485.16    748.496
    755.000     5.7007   3.402725    1.74032 8.1371e-02  0.1396697  0.1402902    34.5427    27.2289     5.6351    1485.15    749.487
    756.000     5.6855   3.401388    1.74209 8.2930e-02  0.1496881  0.1419606    34.5426    27.2307     5.6199    1485.10    750.478
    757.000     5.6576   3.398845    1.76635 8.1600e-02  0.1499281  0.1465457    34.5418    27.2335     5.5920    1485.01    751.469
    758.000     5.6405   3.397307    1.79844 8.0587e-02  0.1451907  0.1396135    34.5413    27.2352     5.5749    1484.95    752.460
    759.000     5.6154   3.395073    1.80685 8.1735e-02  0.1409390  0.1374861    34.5411    27.2381     5.5499    1484.87    753.451
    760.000     5.5977   3.393577    1.78517 8.1870e-02  0.1426328  0.1391735    34.5417    27.2407     5.5322    1484.81    754.442
    761.000     5.5746   3.391567    1.76698 8.2312e-02  0.1465237  0.1426470    34.5420    27.2438     5.5091    1484.74    755.433
    762.000     5.5635   3.390598    1.76034 8.4677e-02  0.1499799  0.1453891    34.5419    27.2451     5.4980    1484.71    756.423
    763.000     5.5591   3.390248    1.76385 8.2233e-02  0.1478593  0.1415258    34.5419    27.2456     5.4935    1484.71    757.414
    764.000     5.5583   3.390245    1.76545 8.3558e-02  0.1441283  0.1406596    34.5422    27.2459     5.4927    1484.72    758.405
    765.000     5.5576   3.390235    1.76291 8.1849e-02  0.1467663  0.1414337    34.5423    27.2461     5.4919    1484.74    759.396
    766.000     5.5572   3.390243    1.76687 8.1909e-02  0.1520648  0.1437700    34.5423    27.2462     5.4913    1484.75    760.387
    767.000     5.5570   3.390281    1.76833 8.3134e-02  0.1428321  0.1439611    34.5424    27.2463     5.4911    1484.77    761.378
    768.000     5.5570   3.390329    1.76743 8.2142e-02  0.1422164  0.1378445    34.5425    27.2463     5.4910    1484.78    762.369
    769.000     5.5562   3.390325    1.76348 8.1881e-02  0.1396024  0.1377895    34.5427    27.2466     5.4901    1484.80    763.359
    770.000     5.5562   3.390368    1.76622 8.2870e-02  0.1387240  0.1422419    34.5428    27.2467     5.4900    1484.81    764.350
    771.000     5.5561   3.390400    1.77191 8.4351e-02  0.1483189  0.1433152    34.5427    27.2466     5.4898    1484.83    765.341
    772.000     5.5557   3.390416    1.76766 8.1471e-02  0.1470697  0.1423402    34.5428    27.2468     5.4893    1484.84    766.332
    773.000     5.5555   3.390438    1.76772 8.1414e-02  0.1409667  0.1406415    34.5428    27.2468     5.4890    1484.86    767.323
    774.000     5.5532   3.390275    1.76400 8.1439e-02  0.1395120  0.1389697    34.5428    27.2471     5.4866    1484.87    768.313
    775.000     5.5488   3.389923    1.76423 8.1479e-02  0.1554608  0.1418878    34.5428    27.2476     5.4822    1484.87    769.304
    776.000     5.5421   3.389353    1.77072 8.2092e-02  0.1421843  0.1367921    34.5427    27.2484     5.4754    1484.85    770.295
    777.000     5.5375   3.388973    1.77802 8.0854e-02  0.1396604  0.1380432    34.5426    27.2488     5.4707    1484.85    771.286
    778.000     5.5344   3.388744    1.78052 8.2369e-02  0.1470060  0.1500719    34.5426    27.2492     5.4676    1484.86    772.277
    779.000     5.5296   3.388353    1.77824 8.2330e-02  0.1495653  0.1497788    34.5426    27.2498     5.4628    1484.85    773.267
    780.000     5.5245   3.387943    1.76801 8.4599e-02  0.1511560  0.1424487    34.5426    27.2504     5.4576    1484.85    774.258
    781.000     5.5125   3.386930    1.75578 8.2113e-02  0.1409282  0.1362101    34.5430    27.2521     5.4456    1484.82    775.249
    782.000     5.5048   3.386297    1.74525 8.2264e-02  0.1380683  0.1375915    34.5431    27.2532     5.4378    1484.80    776.240
    783.000     5.4975   3.385685    1.74045 8.2875e-02  0.1484862  0.1434496    34.5431    27.2540     5.4305    1484.79    777.231
    784.000     5.4878   3.384828    1.75143 8.2298e-02  0.1498572  0.1480984    34.5428    27.2550     5.4207    1484.76    778.221
    785.000     5.4670   3.383007    1.75348 8.1798e-02  0.1445470  0.1424617    34.5429    27.2576     5.4000    1484.70    779.212
    786.000     5.4595   3.382385    1.75027 8.2480e-02  0.1417828  0.1378594    34.5430    27.2586     5.3924    1484.68    780.203
    787.000     5.4581   3.382296    1.75063 8.2004e-02  0.1433214  0.1460698    34.5428    27.2586     5.3910    1484.69    781.194
    788.000     5.4579   3.382319    1.75065 8.1124e-02  0.1478538  0.1486127    34.5428    27.2586     5.3907    1484.71    782.184
    789.000     5.4572   3.382311    1.74497 8.2344e-02  0.1453720  0.1464496    34.5429    27.2588     5.3899    1484.72    783.175
    790.000     5.4562   3.382261    1.73826 8.2520e-02  0.1462204  0.1417060    34.5430    27.2590     5.3887    1484.74    784.166
    791.000     5.4548   3.382179    1.74698 8.1480e-02  0.1460766  0.1455630    34.5430    27.2591     5.3873    1484.75    785.157
    792.000     5.4536   3.382126    1.75220 8.0294e-02  0.1471672  0.1479317    34.5430    27.2593     5.3860    1484.76    786.147
    793.000     5.4529   3.382108    1.75042 8.3178e-02  0.1540393  0.1475208    34.5431    27.2594     5.3853    1484.77    787.138
    794.000     5.4508   3.381954    1.75012 8.2163e-02  0.1492269  0.1457758    34.5430    27.2596     5.3831    1484.78    788.129
    795.000     5.4416   3.381173    1.75420 8.2654e-02  0.1457410  0.1424489    34.5430    27.2607     5.3738    1484.76    789.120
    796.000     5.4309   3.380245    1.76308 8.3169e-02  0.1400001  0.1415989    34.5429    27.2620     5.3631    1484.73    790.110
    797.000     5.4288   3.380091    1.76801 8.1871e-02  0.1465945  0.1425588    34.5428    27.2621     5.3609    1484.74    791.101
    798.000     5.4270   3.379967    1.76919 8.1451e-02  0.1491737  0.1448335    34.5427    27.2623     5.3591    1484.75    792.092
    799.000     5.4247   3.379805    1.76845 8.1896e-02  0.1470534  0.1415765    34.5427    27.2626     5.3567    1484.75    793.082
    800.000     5.4240   3.379794    1.77062 8.2508e-02  0.1387914  0.1377265    34.5428    27.2628     5.3559    1484.77    794.073
    801.000     5.4218   3.379624    1.77214 8.2417e-02  0.1479499  0.1469843    34.5427    27.2629     5.3536    1484.78    795.064
    802.000     5.4197   3.379473    1.77495 8.1984e-02  0.1492438  0.1495840    34.5427    27.2631     5.3514    1484.78    796.054
    803.000     5.4170   3.379278    1.77675 8.1866e-02  0.1519752  0.1466187    34.5427    27.2635     5.3486    1484.79    797.045
    804.000     5.4140   3.379043    1.77875 8.1934e-02  0.1489490  0.1429018    34.5426    27.2638     5.3456    1484.79    798.036
    805.000     5.4054   3.378315    1.78004 8.3449e-02  0.1435161  0.1401952    34.5426    27.2648     5.3369    1484.78    799.026
    806.000     5.3929   3.377244    1.78625 8.2675e-02  0.1459161  0.1436391    34.5427    27.2664     5.3244    1484.74    800.017
    807.000     5.3812   3.376211    1.79507 8.3275e-02  0.1513706  0.1430644    34.5424    27.2676     5.3127    1484.71    801.008
    808.000     5.3691   3.375169    1.79678 8.2401e-02  0.1456848  0.1418060    34.5424    27.2690     5.3006    1484.68    801.998
    809.000     5.3650   3.374828    1.79882 8.1621e-02  0.1406170  0.1345031    34.5422    27.2693     5.2964    1484.68    802.989
    810.000     5.3611   3.374526    1.79821 8.2840e-02  0.1455809  0.1455421    34.5422    27.2698     5.2925    1484.68    803.980
    811.000     5.3540   3.373934    1.80373 8.2394e-02  0.1486489  0.1467828    34.5423    27.2708     5.2853    1484.66    804.970
    812.000     5.3528   3.373853    1.81286 8.2257e-02  0.1456315  0.1423857    34.5421    27.2708     5.2840    1484.68    805.961
    813.000     5.3490   3.373522    1.83767 8.2801e-02  0.1354248  0.1352409    34.5418    27.2709     5.2801    1484.68    806.952
    814.000     5.3290   3.371660    1.89844 8.1522e-02  0.1456473  0.1414053    34.5405    27.2723     5.2602    1484.61    807.942
    815.000     5.3129   3.370163    1.95746 8.2575e-02  0.1496418  0.1438047    34.5394    27.2733     5.2441    1484.56    808.933
    816.000     5.3072   3.369686    1.97564 8.1854e-02  0.1505530  0.1437114    34.5393    27.2739     5.2384    1484.55    809.924
    817.000     5.3074   3.369841    1.94693 8.1637e-02  0.1494215  0.1414450    34.5403    27.2747     5.2385    1484.57    810.914
    818.000     5.3053   3.369726    1.90425 8.1037e-02  0.1480345  0.1361686    34.5407    27.2753     5.2363    1484.58    811.905
    819.000     5.3022   3.369498    1.88185 8.1701e-02  0.1451774  0.1407123    34.5408    27.2757     5.2331    1484.58    812.895
    820.000     5.2992   3.369289    1.87254 8.0860e-02  0.1491742  0.1404162    34.5410    27.2762     5.2301    1484.59    813.886
    821.000     5.2966   3.369114    1.86331 8.0736e-02  0.1443985  0.1390979    34.5412    27.2767     5.2274    1484.59    814.876
    822.000     5.2958   3.369108    1.85214 8.1597e-02  0.1396014  0.1408173    34.5414    27.2770     5.2265    1484.61    815.867
    823.000     5.2958   3.369163    1.84281 8.0590e-02  0.1512528  0.1440060    34.5416    27.2771     5.2263    1484.62    816.858
    824.000     5.2964   3.369329    1.81701 8.2270e-02  0.1507482  0.1449199    34.5423    27.2776     5.2269    1484.64    817.848
    825.000     5.2957   3.369321    1.80218 8.3419e-02  0.1439796  0.1424661    34.5425    27.2779     5.2261    1484.66    818.839
    826.000     5.2888   3.368735    1.80667 8.3413e-02  0.1419020  0.1419220    34.5424    27.2786     5.2191    1484.64    819.829
    827.000     5.2789   3.367878    1.82722 8.1083e-02  0.1513285  0.1453269    34.5422    27.2796     5.2092    1484.62    820.820
    828.000     5.2731   3.367378    1.84444 8.2957e-02  0.1531936  0.1430872    34.5420    27.2801     5.2034    1484.61    821.811
    829.000     5.2713   3.367282    1.84624 8.3907e-02  0.1457810  0.1371260    34.5422    27.2805     5.2015    1484.62    822.801
    830.000     5.2710   3.367300    1.84243 8.2054e-02  0.1390268  0.1355039    34.5423    27.2806     5.2011    1484.64    823.792
    831.000     5.2701   3.367261    1.83989 8.3578e-02  0.1477231  0.1402387    34.5422    27.2807     5.2001    1484.65    824.782
    832.000     5.2696   3.367265    1.83829 8.2157e-02  0.1503594  0.1473974    34.5423    27.2808     5.1995    1484.67    825.773
    833.000     5.2691   3.367273    1.83603 8.2970e-02  0.1433631  0.1463039    34.5423    27.2809     5.1990    1484.68    826.763
    834.000     5.2666   3.367105    1.82614 8.2872e-02  0.1403677  0.1405744    34.5425    27.2813     5.1964    1484.69    827.754
    835.000     5.2593   3.366509    1.81951 8.1287e-02  0.1426704  0.1408215    34.5427    27.2824     5.1890    1484.67    828.744
    836.000     5.2519   3.365901    1.80937 8.3503e-02  0.1528138  0.1462639    34.5429    27.2833     5.1816    1484.66    829.735
    837.000     5.2419   3.365062    1.80420 8.1201e-02  0.1532922  0.1463340    34.5430    27.2847     5.1716    1484.63    830.725
    838.000     5.2327   3.364296    1.79999 8.2848e-02  0.1477977  0.1438308    34.5432    27.2859     5.1623    1484.61    831.716
    839.000     5.2299   3.364091    1.79670 8.3184e-02  0.1424192  0.1438746    34.5433    27.2863     5.1594    1484.62    832.706
    840.000     5.2260   3.363779    1.79499 8.3278e-02  0.1461574  0.1467693    34.5431    27.2866     5.1555    1484.62    833.697
    841.000     5.2153   3.362873    1.79747 8.2943e-02  0.1509997  0.1471051    34.5433    27.2880     5.1448    1484.59    834.687
    842.000     5.2048   3.361972    1.79660 8.2426e-02  0.1475674  0.1435996    34.5433    27.2893     5.1342    1484.57    835.678
    843.000     5.1982   3.361438    1.79769 8.2968e-02  0.1385729  0.1392117    34.5434    27.2901     5.1276    1484.56    836.668
    844.000     5.1960   3.361285    1.79085 8.2996e-02  0.1528394  0.1451225    34.5435    27.2904     5.1253    1484.56    837.659
    845.000     5.1935   3.361138    1.78190 8.3977e-02  0.1525691  0.1533233    34.5438    27.2910     5.1228    1484.57    838.649
    846.000     5.1881   3.360712    1.77513 8.3076e-02  0.1434346  0.1473319    34.5440    27.2917     5.1173    1484.56    839.640
    847.000     5.1852   3.360499    1.76930 8.3344e-02  0.1444467  0.1466407    34.5440    27.2922     5.1143    1484.57    840.630
    848.000     5.1845   3.360486    1.77064 8.3904e-02  0.1460126  0.1479872    34.5441    27.2923     5.1135    1484.58    841.621
    849.000     5.1841   3.360490    1.76884 8.2276e-02  0.1472745  0.1494102    34.5441    27.2923     5.1130    1484.60    842.611
