       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM
     51.000    20.3483   4.820921    3.45997 1.9962e+00  1.8304216  1.6728706    34.9306    24.6165    20.3388    1523.19
     52.000    20.3541   4.824415    3.39888 2.0325e+00  1.8354615  1.6727740    34.9539    24.6327    20.3443    1523.25
     53.000    20.3587   4.827513    3.36605 1.9768e+00  1.8444039  1.6722404    34.9749    24.6475    20.3488    1523.30
     54.000    20.3075   4.822846    3.36040 1.9168e+00  1.8528935  1.6700516    34.9789    24.6642    20.2974    1523.18
     55.000    20.2466   4.815790    3.32964 1.9045e+00  1.8552357  1.6653999    34.9716    24.6748    20.2363    1523.02
     56.000    20.1515   4.804409    3.38302 1.9144e+00  1.8579680  1.6608877    34.9572    24.6891    20.1411    1522.76
     57.000    20.0583   4.794592    3.35064 1.9139e+00  1.8609988  1.6535243    34.9540    24.7113    20.0477    1522.52
     58.000    19.9206   4.782122    3.28613 2.0182e+00  1.8746168  1.6393093    34.9659    24.7567    19.9099    1522.17
     59.000    19.7810   4.770058    3.25787 2.0062e+00  1.8895340  1.6286121    34.9828    24.8061    19.7702    1521.82
     60.000    19.6517   4.759451    3.18505 1.8327e+00  1.8984764  1.6243638    35.0031    24.8554    19.6407    1521.50
     61.000    19.5014   4.746451    3.07955 1.8191e+00  1.9135197  1.6164801    35.0211    24.9083    19.4904    1521.11
     62.000    19.3490   4.734259    3.02874 1.8036e+00  1.9431248  1.5984094    35.0478    24.9681    19.3378    1520.73
     63.000    19.2033   4.721277    2.99724 1.7154e+00  1.9612830  1.5862202    35.0622    25.0166    19.1920    1520.35
     64.000    18.8990   4.689465    2.93744 1.7259e+00  1.9827242  1.5631043    35.0531    25.0874    18.8877    1519.50
     65.000    18.6979   4.670927    2.90603 1.7082e+00  1.9971196  1.5484244    35.0677    25.1496    18.6865    1518.96
     66.000    18.7201   4.680078    2.79992 1.6436e+00  2.0150458  1.5467382    35.1255    25.1883    18.7084    1519.10
     67.000    18.7126   4.684397    2.70737 1.6894e+00  2.0431515  1.5468116    35.1679    25.2226    18.7008    1519.14
     68.000    18.5377   4.669718    2.61317 1.6828e+00  2.0756746  1.5344359    35.1930    25.2858    18.5258    1518.69
     69.000    17.9905   4.618407    2.44334 1.5925e+00  2.1191214  1.5110566    35.2263    25.4476    17.9787    1517.16
     70.000    17.6638   4.587228    2.40362 1.5396e+00  2.1591793  1.4823433    35.2411    25.5393    17.6519    1516.23
     71.000    17.5512   4.576852    2.39562 1.5015e+00  2.1727372  1.4693935    35.2489    25.5727    17.5393    1515.93
     72.000    17.4935   4.572742    2.42806 1.5360e+00  2.1816807  1.4567842    35.2632    25.5977    17.4814    1515.79
     73.000    16.9936   4.514336    2.49913 1.4320e+00  2.1929114  1.4420812    35.1906    25.6614    16.9816    1514.23
     74.000    15.9170   4.396387    2.66899 1.2578e+00  2.1983810  1.3888698    35.0970    25.8411    15.9054    1510.87
     75.000    15.7280   4.375008    2.70409 1.1976e+00  2.1742301  1.3466654    35.0730    25.8657    15.7163    1510.27
     76.000    15.6616   4.367510    2.63958 1.1621e+00  2.1652362  1.3228564    35.0643    25.8741    15.6498    1510.07
     77.000    15.6248   4.364161    2.64518 1.1060e+00  2.1686990  1.3133551    35.0666    25.8841    15.6128    1509.97
     78.000    15.6026   4.363745    2.65814 1.0201e+00  2.1686166  1.3106820    35.0822    25.9011    15.5905    1509.94
     79.000    15.5366   4.356511    2.64876 9.5579e-01  2.1688503  1.3041106    35.0754    25.9108    15.5244    1509.74
     80.000    15.4715   4.349556    2.64806 9.4846e-01  2.1718337  1.2927574    35.0703    25.9215    15.4592    1509.55
     81.000    15.3976   4.341455    2.63229 8.4335e-01  2.1762882  1.2867007    35.0627    25.9322    15.3851    1509.33
     82.000    15.3213   4.333296    2.61035 8.2823e-01  2.1817519  1.2820885    35.0567    25.9446    15.3087    1509.10
     83.000    15.2570   4.326387    2.59555 7.9758e-01  2.1881579  1.2767365    35.0511    25.9546    15.2443    1508.90
     84.000    15.1942   4.319256    2.56335 7.6709e-01  2.1944159  1.2724782    35.0422    25.9617    15.1814    1508.71
     85.000    15.1144   4.309977    2.52811 7.9592e-01  2.2046969  1.2675454    35.0289    25.9691    15.1015    1508.46
     86.000    15.0609   4.303507    2.49656 6.9847e-01  2.2134256  1.2648721    35.0176    25.9721    15.0479    1508.30
     87.000    15.0035   4.296845    2.47281 6.7531e-01  2.2250152  1.2584513    35.0079    25.9773    14.9904    1508.12
     88.000    14.9607   4.291967    2.45254 7.4070e-01  2.2373442  1.2519342    35.0015    25.9817    14.9474    1507.99
     89.000    14.8681   4.281925    2.46045 7.1866e-01  2.2486859  1.2444047    34.9925    25.9951    14.8547    1507.71
     90.000    14.7912   4.274625    2.48869 6.1201e-01  2.2498055  1.2394722    34.9944    26.0133    14.7777    1507.48
     91.000    14.7083   4.267293    2.53130 6.9981e-01  2.2395006  1.2293751    35.0014    26.0367    14.6947    1507.24
     92.000    14.6271   4.259018    2.56340 5.9324e-01  2.2330530  1.2244564    34.9980    26.0517    14.6135    1506.99
     93.000    14.5039   4.245388    2.50345 5.7120e-01  2.2366602  1.2183053    34.9834    26.0670    14.4901    1506.60
     94.000    14.4122   4.235202    2.46211 5.7659e-01  2.2485946  1.2123658    34.9718    26.0778    14.3984    1506.31
     95.000    14.3477   4.228600    2.45104 5.6307e-01  2.2610924  1.2059649    34.9687    26.0892    14.3338    1506.11
     96.000    14.3331   4.227114    2.43224 5.5041e-01  2.2689078  1.1984166    34.9677    26.0915    14.3191    1506.08
     97.000    14.3326   4.227348    2.45992 5.4129e-01  2.2710285  1.1969980    34.9700    26.0934    14.3184    1506.10
     98.000    14.3329   4.227712    2.48507 5.3590e-01  2.2672292  1.1990175    34.9726    26.0954    14.3185    1506.12
     99.000    14.3262   4.227211    2.47338 5.4315e-01  2.2635300  1.1963585    34.9736    26.0976    14.3117    1506.11
    100.000    14.3175   4.226548    2.47160 5.4301e-01  2.2617364  1.1942119    34.9749    26.1005    14.3029    1506.10
    101.000    14.3374   4.229691    2.53894 5.1336e-01  2.2487985  1.1944197    34.9856    26.1044    14.3227    1506.20
    102.000    14.3396   4.230773    2.56339 4.8389e-01  2.2362866  1.1930418    34.9932    26.1098    14.3247    1506.23
    103.000    14.3328   4.230413    2.58213 4.8501e-01  2.2306234  1.1936671    34.9957    26.1132    14.3177    1506.23
    104.000    14.3188   4.229830    2.58215 4.8503e-01  2.2298384  1.1939724    35.0025    26.1214    14.3036    1506.21
    105.000    14.3110   4.230044    2.58533 4.5338e-01  2.2300780  1.1936906    35.0112    26.1298    14.2956    1506.21
    106.000    14.3009   4.229520    2.58007 4.4052e-01  2.2300441  1.1946785    35.0151    26.1350    14.2854    1506.20
    107.000    14.2969   4.229457    2.54706 4.3347e-01  2.2329072  1.1924741    35.0177    26.1379    14.2812    1506.20
    108.000    14.2968   4.229762    2.51436 4.3595e-01  2.2398566  1.1909863    35.0202    26.1398    14.2810    1506.22
    109.000    14.2914   4.229475    2.52081 4.1009e-01  2.2429133  1.1891907    35.0220    26.1424    14.2755    1506.22
    110.000    14.2833   4.228746    2.51781 4.0648e-01  2.2447935  1.1870035    35.0222    26.1443    14.2672    1506.21
    111.000    14.2734   4.227979    2.51769 4.0341e-01  2.2470132  1.1873551    35.0237    26.1475    14.2572    1506.20
    112.000    14.2655   4.227508    2.48751 4.2105e-01  2.2503334  1.1881991    35.0261    26.1511    14.2491    1506.19
    113.000    14.2596   4.227430    2.47871 4.9119e-01  2.2563093  1.1862197    35.0303    26.1556    14.2431    1506.20
    114.000    14.2228   4.223982    2.48015 3.9654e-01  2.2625731  1.1832034    35.0312    26.1641    14.2062    1506.09
    115.000    14.1733   4.218589    2.51545 3.3669e-01  2.2555430  1.1782986    35.0257    26.1704    14.1566    1505.94
    116.000    14.1596   4.216965    2.52736 3.0585e-01  2.2512185  1.1768356    35.0227    26.1710    14.1427    1505.91
    117.000    14.1524   4.216110    2.52361 3.0695e-01  2.2493359  1.1760353    35.0209    26.1711    14.1354    1505.90
    118.000    14.1431   4.215031    2.53768 3.0322e-01  2.2474040  1.1758850    35.0189    26.1715    14.1260    1505.89
    119.000    14.1172   4.212079    2.57688 2.9187e-01  2.2454817  1.1759826    35.0146    26.1736    14.1000    1505.81
    120.000    14.1024   4.210358    2.55543 2.7161e-01  2.2429059  1.1755337    35.0116    26.1745    14.0850    1505.78
    121.000    14.0592   4.205553    2.56055 2.6106e-01  2.2410715  1.1701648    35.0058    26.1791    14.0417    1505.65
    122.000    13.9577   4.194231    2.56837 2.3885e-01  2.2428792  1.1644943    34.9922    26.1900    13.9402    1505.32
    123.000    13.9214   4.190377    2.54467 2.2698e-01  2.2445222  1.1625904    34.9889    26.1950    13.9038    1505.21
    124.000    13.8907   4.187084    2.56904 2.4136e-01  2.2452436  1.1611853    34.9857    26.1990    13.8729    1505.13
    125.000    13.8694   4.184887    2.57000 2.2458e-01  2.2465071  1.1571118    34.9841    26.2022    13.8515    1505.07
    126.000    13.8677   4.184714    2.56138 2.3824e-01  2.2483369  1.1530431    34.9836    26.2022    13.8497    1505.08
    127.000    13.7769   4.174954    2.54970 2.2016e-01  2.2512516  1.1480056    34.9747    26.2143    13.7587    1504.79
    128.000    13.7219   4.169302    2.54745 2.0949e-01  2.2553127  1.1451398    34.9715    26.2232    13.7037    1504.62
    129.000    13.6789   4.164750    2.52644 2.1485e-01  2.2604229  1.1427621    34.9676    26.2292    13.6606    1504.50
    130.000    13.6569   4.162531    2.52535 2.0013e-01  2.2631960  1.1407354    34.9665    26.2329    13.6385    1504.44
    131.000    13.6593   4.162811    2.51899 2.0270e-01  2.2641102  1.1389581    34.9666    26.2324    13.6407    1504.46
    132.000    13.6483   4.161731    2.51910 2.0847e-01  2.2648188  1.1390850    34.9660    26.2343    13.6296    1504.44
    133.000    13.6223   4.159145    2.50926 2.1270e-01  2.2690501  1.1351527    34.9651    26.2390    13.6034    1504.37
    134.000    13.5866   4.155459    2.50075 1.8930e-01  2.2723453  1.1332991    34.9626    26.2444    13.5677    1504.27
    135.000    13.5461   4.151273    2.48705 1.7038e-01  2.2771923  1.1296451    34.9599    26.2507    13.5270    1504.15
    136.000    13.5210   4.148598    2.46882 1.6207e-01  2.2818850  1.1271766    34.9572    26.2538    13.5019    1504.08
    137.000    13.4823   4.144404    2.43955 1.5257e-01  2.2876785  1.1240643    34.9528    26.2583    13.4630    1503.96
    138.000    13.4604   4.142294    2.41567 1.6111e-01  2.2952626  1.1230276    34.9525    26.2626    13.4410    1503.91
    139.000    13.4411   4.140178    2.41345 1.5833e-01  2.3065241  1.1206342    34.9498    26.2645    13.4216    1503.86
    140.000    13.4062   4.136557    2.39561 1.5091e-01  2.3134301  1.1181280    34.9472    26.2696    13.3866    1503.75
    141.000    13.3904   4.135042    2.37719 1.3824e-01  2.3176246  1.1156712    34.9470    26.2726    13.3706    1503.72
    142.000    13.3779   4.133887    2.35198 1.4108e-01  2.3218310  1.1141483    34.9471    26.2753    13.3580    1503.69
    143.000    13.3506   4.131255    2.33654 1.3585e-01  2.3268548  1.1121356    34.9469    26.2807    13.3306    1503.62
    144.000    13.3320   4.129551    2.32128 1.3748e-01  2.3338668  1.1106908    34.9474    26.2849    13.3119    1503.57
    145.000    13.3188   4.128317    2.30297 1.3911e-01  2.3399430  1.1094913    34.9474    26.2876    13.2986    1503.55
    146.000    13.3033   4.126812    2.30157 1.3135e-01  2.3473850  1.1096380    34.9469    26.2904    13.2830    1503.51
    147.000    13.2914   4.125636    2.29720 1.1749e-01  2.3487183  1.1081204    34.9463    26.2923    13.2710    1503.49
    148.000    13.2844   4.125030    2.30063 1.1932e-01  2.3500855  1.1068032    34.9465    26.2939    13.2638    1503.48
    149.000    13.2818   4.124829    2.30631 1.2623e-01  2.3516425  1.1062432    34.9467    26.2946    13.2610    1503.49
    150.000    13.2777   4.124472    2.29719 1.2615e-01  2.3528153  1.1060123    34.9466    26.2954    13.2568    1503.49
    151.000    13.2693   4.123776    2.29018 1.3325e-01  2.3528245  1.1055603    34.9473    26.2976    13.2483    1503.48
    152.000    13.2546   4.122266    2.29794 1.1890e-01  2.3543394  1.1035716    34.9461    26.2996    13.2335    1503.45
    153.000    13.2379   4.120416    2.25919 1.1154e-01  2.3589276  1.1024603    34.9435    26.3011    13.2166    1503.41
    154.000    13.2248   4.119160    2.25947 1.0388e-01  2.3628095  1.1016805    34.9432    26.3034    13.2035    1503.38
    155.000    13.2180   4.118546    2.24982 1.0707e-01  2.3671497  1.1009977    34.9432    26.3049    13.1965    1503.37
    156.000    13.2057   4.117205    2.24609 1.0213e-01  2.3693377  1.0999534    34.9414    26.3060    13.1840    1503.34
    157.000    13.1896   4.115510    2.23081 1.1818e-01  2.3726208  1.0989055    34.9396    26.3079    13.1679    1503.31
    158.000    13.1811   4.114691    2.21998 1.0253e-01  2.3765819  1.0990612    34.9393    26.3093    13.1592    1503.29
    159.000    13.1714   4.113673    2.22179 9.4753e-02  2.3829465  1.0972925    34.9381    26.3104    13.1494    1503.28
    160.000    13.1554   4.111993    2.20269 8.4047e-02  2.3878586  1.0962556    34.9364    26.3123    13.1333    1503.24
    161.000    13.1466   4.111067    2.18205 8.6149e-02  2.3891835  1.0955091    34.9353    26.3132    13.1244    1503.22
    162.000    13.1410   4.110559    2.18570 8.5013e-02  2.3919788  1.0953770    34.9353    26.3143    13.1186    1503.22
    163.000    13.1425   4.110791    2.17965 9.1672e-02  2.3946485  1.0947818    34.9356    26.3143    13.1200    1503.24
    164.000    13.1368   4.110219    2.19081 8.4380e-02  2.3965341  1.0945596    34.9350    26.3150    13.1142    1503.24
    165.000    13.1230   4.108891    2.16458 8.3462e-02  2.4011471  1.0926875    34.9347    26.3175    13.1002    1503.21
    166.000    13.1108   4.107517    2.14736 8.0647e-02  2.4045978  1.0916730    34.9325    26.3183    13.0878    1503.18
    167.000    13.1035   4.106788    2.12908 7.6650e-02  2.4063886  1.0915271    34.9318    26.3192    13.0805    1503.17
    168.000    13.0920   4.105605    2.12299 8.6295e-02  2.4097545  1.0911672    34.9307    26.3207    13.0689    1503.15
    169.000    13.0821   4.104724    2.11103 8.5130e-02  2.4142761  1.0905810    34.9311    26.3230    13.0588    1503.13
    170.000    13.0771   4.104155    2.12285 8.6295e-02  2.4199037  1.0904036    34.9298    26.3230    13.0537    1503.13
    171.000    13.0727   4.103745    2.10584 7.5348e-02  2.4251295  1.0897274    34.9295    26.3237    13.0491    1503.13
    172.000    13.0518   4.101545    2.06061 8.0195e-02  2.4303144  1.0880389    34.9274    26.3262    13.0282    1503.08
    173.000    13.0436   4.100677    2.06049 8.0448e-02  2.4350252  1.0869728    34.9263    26.3270    13.0198    1503.07
    174.000    13.0349   4.099843    2.05733 7.5791e-02  2.4405678  1.0867878    34.9260    26.3285    13.0109    1503.05
    175.000    13.0317   4.099549    2.04803 9.5877e-02  2.4454079  1.0866826    34.9257    26.3289    13.0076    1503.06
    176.000    13.0259   4.098922    2.05632 7.9298e-02  2.4462739  1.0857961    34.9246    26.3293    13.0017    1503.05
    177.000    13.0178   4.098145    2.04024 7.4127e-02  2.4481723  1.0852269    34.9242    26.3306    12.9935    1503.04
    178.000    13.0189   4.098328    2.04828 7.7066e-02  2.4507956  1.0852536    34.9246    26.3307    12.9944    1503.06
    179.000    13.0198   4.098452    2.04200 8.3320e-02  2.4519933  1.0854820    34.9245    26.3304    12.9952    1503.08
    180.000    13.0116   4.097666    2.02043 7.4461e-02  2.4550772  1.0848386    34.9241    26.3318    12.9869    1503.07
    181.000    13.0046   4.096918    2.01609 7.9662e-02  2.4610388  1.0831297    34.9230    26.3323    12.9798    1503.06
    182.000    12.9845   4.094815    1.99176 7.3360e-02  2.4650356  1.0818734    34.9211    26.3349    12.9595    1503.01
    183.000    12.9830   4.094723    1.98781 7.3935e-02  2.4695349  1.0819331    34.9212    26.3353    12.9579    1503.02
    184.000    12.9827   4.094710    1.98123 7.2160e-02  2.4712134  1.0818371    34.9209    26.3351    12.9575    1503.04
    185.000    12.9603   4.092405    1.97172 7.9759e-02  2.4736174  1.0813094    34.9192    26.3383    12.9349    1502.98
    186.000    12.9560   4.092013    1.95977 7.2484e-02  2.4789199  1.0807854    34.9190    26.3390    12.9305    1502.98
    187.000    12.9518   4.091588    1.95217 7.2103e-02  2.4846419  1.0800837    34.9184    26.3394    12.9261    1502.98
    188.000    12.9393   4.090326    1.93352 6.7201e-02  2.4880345  1.0794452    34.9174    26.3411    12.9136    1502.95
    189.000    12.9417   4.090684    1.94376 7.0067e-02  2.4932409  1.0788639    34.9182    26.3412    12.9158    1502.98
    190.000    12.9367   4.090173    1.93851 6.6072e-02  2.4961120  1.0784723    34.9175    26.3417    12.9107    1502.98
    191.000    12.9364   4.090203    1.92692 6.6378e-02  2.4972663  1.0774988    34.9176    26.3418    12.9103    1502.99
    192.000    12.9262   4.089166    1.91318 6.6369e-02  2.4996565  1.0765441    34.9167    26.3432    12.8999    1502.97
    193.000    12.9267   4.089262    1.90624 6.2909e-02  2.5022120  1.0760675    34.9167    26.3431    12.9003    1502.99
    194.000    12.9244   4.089055    1.90653 7.1372e-02  2.5035341  1.0758075    34.9165    26.3434    12.8979    1503.00
    195.000    12.9170   4.088298    1.90179 6.6864e-02  2.5055044  1.0757041    34.9156    26.3442    12.8904    1502.99
    196.000    12.9037   4.087111    1.88584 6.6597e-02  2.5093980  1.0755746    34.9162    26.3473    12.8769    1502.96
    197.000    12.8998   4.086594    1.87952 7.4010e-02  2.5220178  1.0738223    34.9144    26.3467    12.8729    1502.96
    198.000    12.8800   4.084615    1.84445 6.7109e-02  2.5298297  1.0733087    34.9134    26.3499    12.8529    1502.91
    199.000    12.8761   4.084233    1.84027 6.5656e-02  2.5317315  1.0728059    34.9129    26.3503    12.8489    1502.92
    200.000    12.8706   4.083713    1.83415 6.4724e-02  2.5345846  1.0721373    34.9126    26.3511    12.8433    1502.91
    201.000    12.8653   4.083213    1.82867 6.6011e-02  2.5369313  1.0720800    34.9123    26.3519    12.8378    1502.91
    202.000    12.8617   4.082905    1.82655 6.3149e-02  2.5404453  1.0720408    34.9122    26.3526    12.8342    1502.91
    203.000    12.8620   4.082972    1.82588 6.7259e-02  2.5434460  1.0718042    34.9122    26.3525    12.8343    1502.93
    204.000    12.8517   4.081931    1.80184 6.3199e-02  2.5450158  1.0709054    34.9113    26.3539    12.8238    1502.91
    205.000    12.8477   4.081584    1.79850 7.3618e-02  2.5479693  1.0704910    34.9113    26.3547    12.8197    1502.92
    206.000    12.8448   4.081301    1.79987 6.8792e-02  2.5502015  1.0696351    34.9108    26.3549    12.8167    1502.92
    207.000    12.8411   4.080980    1.79333 6.4092e-02  2.5525641  1.0696526    34.9107    26.3555    12.8129    1502.93
    208.000    12.8376   4.080680    1.78844 6.8117e-02  2.5546379  1.0696412    34.9107    26.3562    12.8093    1502.93
    209.000    12.8382   4.080821    1.79212 6.1848e-02  2.5565524  1.0696953    34.9110    26.3563    12.8097    1502.95
    210.000    12.8300   4.079966    1.77009 6.2019e-02  2.5607774  1.0685318    34.9100    26.3571    12.8014    1502.94
    211.000    12.8198   4.078982    1.75917 6.1464e-02  2.5658028  1.0683737    34.9096    26.3589    12.7911    1502.92
    212.000    12.8180   4.078834    1.75468 6.1557e-02  2.5687412  1.0683761    34.9094    26.3591    12.7892    1502.93
    213.000    12.8151   4.078586    1.75403 6.3985e-02  2.5715515  1.0673452    34.9093    26.3596    12.7861    1502.94
    214.000    12.8020   4.077285    1.73786 6.1674e-02  2.5775367  1.0661038    34.9086    26.3616    12.7728    1502.91
    215.000    12.7912   4.076232    1.71424 6.1815e-02  2.5867005  1.0659007    34.9080    26.3634    12.7619    1502.89
    216.000    12.7793   4.075010    1.68956 6.0572e-02  2.5928844  1.0649548    34.9069    26.3649    12.7499    1502.86
    217.000    12.7677   4.073862    1.66946 6.3338e-02  2.5997161  1.0646097    34.9062    26.3666    12.7382    1502.84
    218.000    12.7481   4.071894    1.60849 6.0739e-02  2.6113288  1.0635086    34.9051    26.3697    12.7185    1502.79
    219.000    12.7378   4.070970    1.55872 5.9724e-02  2.6382423  1.0624698    34.9053    26.3719    12.7081    1502.77
    220.000    12.7376   4.071054    1.55365 5.8105e-02  2.6623011  1.0607845    34.9058    26.3723    12.7078    1502.79
    221.000    12.7371   4.071048    1.53179 6.0590e-02  2.6702577  1.0598877    34.9058    26.3724    12.7071    1502.80
    222.000    12.7355   4.070938    1.50934 5.8542e-02  2.6763440  1.0601005    34.9058    26.3727    12.7054    1502.81
    223.000    12.7319   4.070596    1.49195 5.9158e-02  2.6829793  1.0598286    34.9055    26.3732    12.7016    1502.81
    224.000    12.7283   4.070272    1.47608 5.9016e-02  2.6908304  1.0598291    34.9052    26.3737    12.6980    1502.82
    225.000    12.7264   4.070115    1.46606 5.6776e-02  2.6990791  1.0600855    34.9051    26.3739    12.6959    1502.83
    226.000    12.7269   4.070231    1.46332 5.8367e-02  2.7069560  1.0598928    34.9053    26.3741    12.6962    1502.85
    227.000    12.7257   4.070122    1.46307 5.8843e-02  2.7107522  1.0598264    34.9050    26.3740    12.6949    1502.86
    228.000    12.7248   4.070078    1.44289 5.7610e-02  2.7154583  1.0598291    34.9050    26.3742    12.6938    1502.87
    229.000    12.7239   4.070017    1.42902 5.6669e-02  2.7211223  1.0598717    34.9048    26.3742    12.6928    1502.89
    230.000    12.7217   4.069850    1.40922 5.6508e-02  2.7295585  1.0597431    34.9047    26.3746    12.6906    1502.89
    231.000    12.7180   4.069491    1.38568 5.8357e-02  2.7398901  1.0591259    34.9043    26.3750    12.6867    1502.90
    232.000    12.7098   4.068661    1.37188 5.7596e-02  2.7499778  1.0580895    34.9035    26.3761    12.6783    1502.89
    233.000    12.7004   4.067735    1.34546 6.0408e-02  2.7609941  1.0570335    34.9029    26.3774    12.6688    1502.87
