       PrDM      T090C      C0S/m    Sbeox0V       FlSP     Upoly0     Upoly1     Upoly2      Sal00  Sigma-t00 Potemp090C       SvDM Sbeox0ML/L
     29.000    27.5245   5.571909     2.6119 7.6783e-02  1.6186354  17.580159  0.0858084    34.9875    22.5398    27.5178    1540.64     4.3578
     30.000    27.5260   5.572100     2.6093 6.5509e-02  1.6187562  17.582977  0.0816783    34.9874    22.5393    27.5190    1540.66     4.3560
     31.000    27.5266   5.572212     2.6126 6.5709e-02  1.6184410  17.583733  0.0798482    34.9874    22.5391    27.5194    1540.67     4.3646
     32.000    27.5265   5.572227     2.6105 7.0614e-02  1.6186916  17.584831  0.0862340    34.9874    22.5391    27.5190    1540.69     4.3628
     33.000    27.5260   5.572231     2.6151 6.4754e-02  1.6185356  17.583039  0.0838950    34.9874    22.5393    27.5183    1540.70     4.3718
     34.000    27.5258   5.572248     2.6131 6.7653e-02  1.6185410  17.585862  0.0801352    34.9874    22.5393    27.5179    1540.72     4.3592
     35.000    27.5264   5.572349     2.6094 7.1635e-02  1.6185878  17.584768  0.0842223    34.9874    22.5391    27.5183    1540.74     4.3582
     36.000    27.5253   5.572263     2.6100 6.9057e-02  1.6188514  17.585968  0.0834388    34.9873    22.5394    27.5169    1540.75     4.3628
     37.000    27.5257   5.572353     2.6114 7.1290e-02  1.6185299  17.583869  0.0840810    34.9873    22.5393    27.5171    1540.77     4.3600
     38.000    27.5259   5.572417     2.6092 6.4565e-02  1.6190897  17.583886  0.0820717    34.9873    22.5392    27.5171    1540.78     4.3605
     39.000    27.5259   5.572451     2.6103 6.9642e-02  1.6190219  17.585136  0.0853397    34.9873    22.5392    27.5168    1540.80     4.3637
     40.000    27.5258   5.572501     2.6083 7.1105e-02  1.6188590  17.587809  0.0824408    34.9874    22.5393    27.5165    1540.82     4.3590
     41.000    27.5258   5.572575     2.6091 7.1485e-02  1.6190049  17.585344  0.0828185    34.9876    22.5395    27.5163    1540.83     4.3606
     42.000    27.5258   5.572611     2.6100 7.0473e-02  1.6189883  17.584704  0.0814582    34.9876    22.5395    27.5160    1540.85     4.3630
     43.000    27.5258   5.572663     2.6084 6.9648e-02  1.6187614  17.585313  0.0853701    34.9876    22.5395    27.5158    1540.86     4.3605
     44.000    27.5257   5.572644     2.6123 6.5880e-02  1.6191716  17.587512  0.0854991    34.9873    22.5393    27.5154    1540.88     4.3759
     45.000    27.5252   5.572678     2.6155 7.7161e-02  1.6190320  17.585811  0.0835044    34.9876    22.5397    27.5147    1540.89     4.3752
     46.000    27.5275   5.572973     2.6059 7.2001e-02  1.6187671  17.586928  0.0853860    34.9877    22.5390    27.5168    1540.92     4.3555
     47.000    27.5285   5.573110     2.6055 6.7686e-02  1.6189639  17.588445  0.0810626    34.9876    22.5386    27.5175    1540.93     4.3556
     48.000    27.5291   5.573226     2.6063 6.8423e-02  1.6191220  17.588847  0.0869298    34.9877    22.5385    27.5179    1540.95     4.3610
     49.000    27.5287   5.573232     2.6097 6.6507e-02  1.6192042  17.588572  0.0843670    34.9877    22.5386    27.5173    1540.97     4.3731
     50.000    27.5289   5.573293     2.6082 7.3686e-02  1.6192246  17.585795  0.0814928    34.9877    22.5385    27.5173    1540.98     4.3600
     51.000    27.5284   5.573276     2.6065 6.7075e-02  1.6194481  17.587642  0.0839456    34.9877    22.5387    27.5165    1541.00     4.3618
     52.000    27.5279   5.573269     2.6069 6.6406e-02  1.6192851  17.588433  0.0841448    34.9877    22.5388    27.5158    1541.01     4.3642
     53.000    27.5285   5.573371     2.6095 6.5736e-02  1.6192724  17.586498  0.0854489    34.9876    22.5386    27.5162    1541.03     4.3683
     54.000    27.5290   5.573467     2.6082 6.8835e-02  1.6190774  17.589559  0.0858772    34.9877    22.5385    27.5164    1541.05     4.3643
     55.000    27.5292   5.573520     2.6053 6.6819e-02  1.6189562  17.590524  0.0847610    34.9876    22.5384    27.5164    1541.06     4.3553
     56.000    27.5296   5.573604     2.5990 6.4925e-02  1.6192469  17.588909  0.0807165    34.9876    22.5382    27.5166    1541.08     4.3450
     57.000    27.5297   5.573652     2.6051 6.6020e-02  1.6192418  17.588823  0.0831442    34.9875    22.5382    27.5164    1541.10     4.3687
     58.000    27.5293   5.573654     2.6092 7.0355e-02  1.6195441  17.590806  0.0811696    34.9875    22.5383    27.5158    1541.11     4.3725
     59.000    27.5296   5.573710     2.6104 6.5546e-02  1.6188697  17.590749  0.0833308    34.9875    22.5381    27.5159    1541.13     4.3708
     60.000    27.5300   5.573795     2.6077 6.7386e-02  1.6194157  17.589588  0.0883381    34.9875    22.5380    27.5160    1541.15     4.3624
     61.000    27.5305   5.573907     2.6059 6.8555e-02  1.6192770  17.591055  0.0829717    34.9875    22.5379    27.5163    1541.16     4.3609
     62.000    27.5313   5.574027     2.6053 6.3882e-02  1.6195970  17.591762  0.0792958    34.9875    22.5376    27.5169    1541.18     4.3663
     63.000    27.5268   5.573516     2.6075 6.5883e-02  1.6195821  17.588288  0.0856856    34.9869    22.5386    27.5122    1541.19     4.3713
     64.000    27.5268   5.573555     2.6084 7.0730e-02  1.6193881  17.586419  0.0828847    34.9869    22.5386    27.5120    1541.20     4.3697
     65.000    27.5261   5.573494     2.6048 7.3098e-02  1.6192050  17.588039  0.0850406    34.9867    22.5387    27.5110    1541.22     4.3618
     66.000    27.5249   5.573377     2.6021 7.2864e-02  1.6195268  17.587117  0.0799616    34.9865    22.5389    27.5096    1541.23     4.3558
     67.000    27.5189   5.572682     2.5977 7.0204e-02  1.6192587  17.580357  0.0834810    34.9858    22.5403    27.5033    1541.23     4.3482
     68.000    27.5167   5.572462     2.6012 7.2560e-02  1.6192052  17.580688  0.0821129    34.9856    22.5409    27.5009    1541.25     4.3678
     69.000    27.5161   5.572428     2.6095 7.6408e-02  1.6196321  17.579206  0.0821356    34.9855    22.5410    27.5001    1541.26     4.3806
     70.000    27.5070   5.571384     2.6064 8.5184e-02  1.6194859  17.578001  0.0855108    34.9846    22.5433    27.4907    1541.25     4.3669
     71.000    27.5101   5.571800     2.5993 7.7212e-02  1.6195205  17.576394  0.0809424    34.9849    22.5425    27.4936    1541.28     4.3615
     72.000    27.5166   5.572573     2.6058 7.1794e-02  1.6193611  17.575846  0.0847714    34.9852    22.5407    27.4998    1541.31     4.3815
     73.000    27.5100   5.571872     2.6096 7.2460e-02  1.6197881  17.577433  0.0859401    34.9849    22.5426    27.4930    1541.31     4.3809
     74.000    27.5101   5.571897     2.6074 7.6898e-02  1.6196065  17.577041  0.0853794    34.9848    22.5424    27.4928    1541.32     4.3705
     75.000    27.5104   5.571978     2.5985 8.0246e-02  1.6194098  17.576682  0.0843657    34.9848    22.5423    27.4930    1541.34     4.3528
     76.000    27.5061   5.571486     2.5967 7.5738e-02  1.6198706  17.571385  0.0862389    34.9842    22.5433    27.4884    1541.35     4.3594
     77.000    27.5042   5.571296     2.6025 7.7692e-02  1.6195490  17.573190  0.0823694    34.9840    22.5437    27.4863    1541.36     4.3724
     78.000    27.5045   5.571367     2.6003 8.6055e-02  1.6195587  17.573974  0.0837409    34.9840    22.5436    27.4864    1541.37     4.3582
     79.000    27.5041   5.571333     2.5974 8.5541e-02  1.6200127  17.571838  0.0802253    34.9837    22.5436    27.4857    1541.39     4.3578
     80.000    27.5037   5.571346     2.6012 7.9357e-02  1.6197325  17.570567  0.0862010    34.9838    22.5438    27.4851    1541.41     4.3698
     81.000    27.5028   5.571283     2.6002 9.0997e-02  1.6194968  17.570881  0.0876148    34.9837    22.5440    27.4840    1541.42     4.3613
     82.000    27.4982   5.570761     2.5952 8.4796e-02  1.6196172  17.568131  0.0814850    34.9832    22.5450    27.4792    1541.42     4.3530
     83.000    27.4953   5.570461     2.5970 9.0977e-02  1.6198966  17.565360  0.0837677    34.9829    22.5458    27.4760    1541.43     4.3625
     84.000    27.4943   5.570384     2.6013 9.2425e-02  1.6194193  17.565066  0.0829034    34.9828    22.5461    27.4747    1541.45     4.3724
     85.000    27.4853   5.569368     2.6029 1.0644e-01  1.6199155  17.562842  0.0847158    34.9821    22.5484    27.4655    1541.44     4.3720
     86.000    27.4799   5.568801     2.6030 8.5914e-02  1.6197477  17.557569  0.0832244    34.9818    22.5499    27.4599    1541.45     4.3759
     87.000    27.4558   5.566172     2.6041 9.7168e-02  1.6196585  17.549675  0.0832477    34.9809    22.5571    27.4356    1541.41     4.3800
     88.000    27.2423   5.541852     2.6162 1.0215e-01  1.6202348  17.448910  0.0851193    34.9680    22.6161    27.2220    1540.93     4.4413
     89.000    27.1069   5.526506     2.6292 9.1819e-02  1.6166159  17.335884  0.0833827    34.9601    22.6536    27.0864    1540.64     4.4600
     90.000    27.1142   5.527371     2.6233 1.0802e-01  1.6133589  17.305116  0.0847920    34.9605    22.6515    27.0935    1540.67     4.4450
     91.000    26.9469   5.508201     2.6360 1.8108e-01  1.6138155  17.265187  0.0823028    34.9491    22.6964    26.9261    1540.30     4.4976
     92.000    26.7096   5.480794     2.6510 1.0264e-01  1.6144148  17.143441  0.0849382    34.9315    22.7586    26.6886    1539.76     4.5386
     93.000    26.6065   5.469637     2.6537 1.0270e-01  1.6125978  16.973813  0.0828147    34.9288    22.7892    26.5854    1539.54     4.5570
     94.000    26.4823   5.457122     2.6586 1.1315e-01  1.6105629  16.893528  0.0833618    34.9323    22.8311    26.4611    1539.27     4.5661
     95.000    26.4504   5.454613     2.6640 1.1563e-01  1.6092484  16.890963  0.0878454    34.9381    22.8455    26.4289    1539.22     4.5876
     96.000    26.3378   5.445326     2.6700 1.0049e-01  1.6116977  16.747217  0.0897094    34.9561    22.8945    26.3162    1539.00     4.5969
     97.000    26.2489   5.439317     2.6621 1.1008e-01  1.6112031  16.684103  0.0871704    34.9799    22.9404    26.2271    1538.84     4.5807
     98.000    26.2172   5.437269     2.6602 1.1664e-01  1.6114603  16.658966  0.0885015    34.9889    22.9571    26.1952    1538.79     4.5902
     99.000    26.1386   5.431616     2.6597 1.0558e-01  1.6125982  16.591165  0.0866443    35.0075    22.9957    26.1164    1538.64     4.5905
    100.000    26.0933   5.428234     2.6599 1.1357e-01  1.6129861  16.578224  0.0889792    35.0172    23.0172    26.0709    1538.57     4.5953
    101.000    26.0637   5.425803     2.6582 1.0925e-01  1.6134971  16.558355  0.0847484    35.0218    23.0299    26.0411    1538.52     4.5902
    102.000    25.9874   5.420310     2.6513 1.0979e-01  1.6148997  16.488838  0.0898930    35.0398    23.0673    25.9646    1538.38     4.5755
    103.000    25.9093   5.415861     2.6529 1.3035e-01  1.6161210  16.456117  0.0879856    35.0668    23.1120    25.8864    1538.24     4.6008
    104.000    25.8167   5.409164     2.6490 1.2895e-01  1.6181597  16.358555  0.0886262    35.0887    23.1573    25.7936    1538.07     4.5867
    105.000    25.7486   5.404362     2.6420 1.1959e-01  1.6200558  16.319950  0.0864218    35.1056    23.1911    25.7254    1537.94     4.5794
    106.000    25.7221   5.402638     2.6449 1.4241e-01  1.6212738  16.278621  0.0867643    35.1131    23.2050    25.6986    1537.90     4.5923
    107.000    25.6004   5.393144     2.6338 1.4986e-01  1.6238961  16.220295  0.0854139    35.1369    23.2607    25.5768    1537.66     4.5622
    108.000    25.5256   5.387076     2.6304 1.3780e-01  1.6255781  16.155448  0.0844826    35.1498    23.2934    25.5018    1537.51     4.5783
    109.000    25.5243   5.387126     2.6339 1.5120e-01  1.6263572  16.118913  0.0887276    35.1508    23.2946    25.5003    1537.53     4.5838
    110.000    25.5211   5.386987     2.6282 1.6742e-01  1.6268933  16.120495  0.0900577    35.1520    23.2965    25.4968    1537.54     4.5618
    111.000    25.3489   5.372548     2.6223 1.4862e-01  1.6291903  16.076786  0.0871243    35.1785    23.3695    25.3246    1537.18     4.5635
    112.000    25.1998   5.359854     2.6161 1.5415e-01  1.6317224  15.974217  0.0908118    35.2002    23.4316    25.1754    1536.86     4.5547
    113.000    25.0588   5.347184     2.6088 1.6782e-01  1.6349952  15.880308  0.0903117    35.2157    23.4864    25.0342    1536.56     4.5494
    114.000    24.9587   5.337927     2.6043 1.9550e-01  1.6380680  15.803535  0.0923716    35.2247    23.5236    24.9340    1536.35     4.5565
    115.000    24.7931   5.321830     2.6003 2.2995e-01  1.6416724  15.706062  0.0938037    35.2339    23.5809    24.7683    1535.98     4.5462
    116.000    24.6824   5.309688     2.5914 2.1160e-01  1.6456582  15.575238  0.0943220    35.2296    23.6111    24.6575    1535.72     4.5480
    117.000    24.6768   5.309056     2.5940 2.0421e-01  1.6475829  15.516246  0.0918491    35.2290    23.6123    24.6516    1535.72     4.5540
    118.000    24.6585   5.307176     2.5889 2.1455e-01  1.6489503  15.466965  0.0950982    35.2289    23.6177    24.6332    1535.70     4.5396
    119.000    24.6004   5.301213     2.5867 2.5844e-01  1.6496013  15.456715  0.0937460    35.2296    23.6358    24.5749    1535.57     4.5422
    120.000    24.5087   5.290957     2.5851 2.3115e-01  1.6513136  15.407437  0.0925523    35.2244    23.6594    24.4830    1535.36     4.5486
    121.000    24.4502   5.284497     2.5833 2.1979e-01  1.6539537  15.299128  0.0905129    35.2216    23.6748    24.4244    1535.23     4.5454
    122.000    24.4280   5.282231     2.5807 2.3179e-01  1.6558185  15.248114  0.0922388    35.2217    23.6816    24.4019    1535.19     4.5431
    123.000    24.4261   5.282219     2.5787 2.8303e-01  1.6564844  15.237726  0.0932594    35.2228    23.6830    24.3999    1535.21     4.5387
    124.000    24.3710   5.276282     2.5770 2.3816e-01  1.6575346  15.216191  0.0946410    35.2212    23.6983    24.3446    1535.09     4.5413
    125.000    24.3502   5.274065     2.5727 2.1550e-01  1.6587756  15.140271  0.1008773    35.2206    23.7040    24.3236    1535.05     4.5276
    126.000    24.3215   5.271108     2.5698 2.2547e-01  1.6599580  15.101468  0.0951015    35.2206    23.7127    24.2947    1535.00     4.5258
    127.000    24.3008   5.269110     2.5669 2.4715e-01  1.6604426  15.090634  0.0935311    35.2215    23.7195    24.2738    1534.97     4.5232
    128.000    24.2553   5.264528     2.5643 3.1789e-01  1.6610776  15.101866  0.0971314    35.2225    23.7339    24.2282    1534.87     4.5197
    129.000    24.0561   5.243697     2.5533 2.9516e-01  1.6642546  15.059283  0.0941297    35.2222    23.7930    24.0289    1534.40     4.4969
    130.000    23.9135   5.228468     2.5444 2.9281e-01  1.6691723  14.899501  0.0967159    35.2194    23.8331    23.8862    1534.06     4.4958
    131.000    23.7919   5.215817     2.5406 3.0340e-01  1.6749388  14.740505  0.0961612    35.2193    23.8689    23.7645    1533.78     4.4986
    132.000    23.7786   5.214432     2.5360 3.0945e-01  1.6767248  14.677645  0.1010681    35.2190    23.8726    23.7510    1533.76     4.4911
    133.000    23.7766   5.214295     2.5358 3.1994e-01  1.6779381  14.652202  0.0980142    35.2193    23.8734    23.7487    1533.77     4.4956
    134.000    23.7094   5.207320     2.5291 3.2627e-01  1.6783997  14.632312  0.0966987    35.2192    23.8932    23.6814    1533.62     4.4767
    135.000    23.6237   5.198138     2.5232 3.3447e-01  1.6805943  14.578517  0.0945543    35.2170    23.9167    23.5956    1533.43     4.4631
    136.000    23.4992   5.184232     2.5094 3.4125e-01  1.6834601  14.515094  0.0941167    35.2095    23.9475    23.4709    1533.12     4.4419
    137.000    23.3415   5.166608     2.5048 3.8228e-01  1.6884183  14.437028  0.0977209    35.1999    23.9862    23.3132    1532.73     4.4577
    138.000    23.2959   5.161456     2.5009 3.8717e-01  1.6918718  14.391538  0.0988441    35.1965    23.9969    23.2674    1532.63     4.4492
    139.000    23.2635   5.157851     2.4945 3.5856e-01  1.6939016  14.364822  0.1014510    35.1944    24.0048    23.2348    1532.56     4.4294
    140.000    23.1945   5.150262     2.4864 3.4810e-01  1.6965279  14.293096  0.1018313    35.1908    24.0221    23.1657    1532.40     4.4178
    141.000    23.1217   5.142843     2.4783 3.3348e-01  1.7006214  14.192474  0.1007172    35.1916    24.0437    23.0928    1532.24     4.4068
    142.000    23.0380   5.133904     2.4737 3.3183e-01  1.7053075  14.104718  0.0973930    35.1894    24.0663    23.0090    1532.04     4.3962
    143.000    22.9043   5.120251     2.4599 3.2228e-01  1.7108035  13.994792  0.0985731    35.1908    24.1059    22.8751    1531.72     4.3706
    144.000    22.7577   5.106499     2.4517 3.2631e-01  1.7163613  13.893065  0.1001651    35.2018    24.1563    22.7285    1531.37     4.3816
    145.000    22.7347   5.104804     2.4547 3.0011e-01  1.7187105  13.887789  0.0968752    35.2068    24.1667    22.7053    1531.34     4.3967
    146.000    22.7348   5.105194     2.4513 2.7309e-01  1.7203766  13.854304  0.0994418    35.2094    24.1687    22.7052    1531.36     4.3738
    147.000    22.7255   5.104452     2.4447 2.6678e-01  1.7211253  13.814183  0.0974717    35.2108    24.1724    22.6957    1531.35     4.3684
    148.000    22.7112   5.103150     2.4456 2.6553e-01  1.7216771  13.785277  0.1002049    35.2119    24.1773    22.6812    1531.33     4.3740
    149.000    22.7045   5.102592     2.4432 2.7340e-01  1.7230766  13.763983  0.1013578    35.2126    24.1798    22.6743    1531.33     4.3726
    150.000    22.7011   5.102428     2.4439 2.7862e-01  1.7227795  13.759611  0.0984223    35.2137    24.1816    22.6707    1531.34     4.3703
    151.000    22.7011   5.102624     2.4427 2.7107e-01  1.7230388  13.768168  0.0983481    35.2149    24.1825    22.6705    1531.36     4.3752
    152.000    22.7008   5.102886     2.4447 2.6227e-01  1.7233970  13.755661  0.1019034    35.2168    24.1840    22.6701    1531.38     4.3765
    153.000    22.6983   5.102858     2.4432 2.6221e-01  1.7234780  13.737429  0.0972255    35.2183    24.1859    22.6673    1531.39     4.3704
    154.000    22.6909   5.102257     2.4427 2.6312e-01  1.7236459  13.717697  0.1017617    35.2193    24.1887    22.6597    1531.38     4.3773
    155.000    22.6876   5.102014     2.4421 2.6353e-01  1.7243434  13.707716  0.0990944    35.2197    24.1899    22.6563    1531.39     4.3673
    156.000    22.6736   5.100755     2.4408 2.6965e-01  1.7245305  13.698093  0.0987218    35.2208    24.1948    22.6421    1531.37     4.3719
    157.000    22.6576   5.099167     2.4407 2.6539e-01  1.7245001  13.692618  0.1036888    35.2211    24.1996    22.6258    1531.35     4.3741
    158.000    22.6470   5.098094     2.4414 2.5296e-01  1.7253460  13.694100  0.0980708    35.2209    24.2025    22.6150    1531.34     4.3762
    159.000    22.6373   5.097080     2.4400 2.5129e-01  1.7257924  13.679415  0.1042830    35.2206    24.2050    22.6051    1531.33     4.3693
    160.000    22.6204   5.095481     2.4349 2.5312e-01  1.7263062  13.668379  0.1028504    35.2214    24.2105    22.5881    1531.30     4.3527
    161.000    22.5879   5.092326     2.4288 2.6399e-01  1.7276839  13.643336  0.1022598    35.2227    24.2207    22.5554    1531.24     4.3392
    162.000    22.5061   5.083858     2.4192 2.4813e-01  1.7287993  13.611492  0.1031382    35.2225    24.2439    22.4735    1531.05     4.3109
    163.000    22.3056   5.062145     2.3959 2.3280e-01  1.7332109  13.536004  0.1024356    35.2147    24.2948    22.2730    1530.54     4.2505
    164.000    21.9597   5.025568     2.3694 2.1625e-01  1.7422828  13.349960  0.1005340    35.2079    24.3871    21.9273    1529.65     4.2106
    165.000    21.5104   4.976006     2.3448 1.9246e-01  1.7624988  13.008246  0.1012194    35.1819    24.4923    21.4783    1528.46     4.1948
    166.000    21.2938   4.951015     2.3267 1.7891e-01  1.7797151  12.737362  0.1027862    35.1600    24.5354    21.2617    1527.87     4.1867
    167.000    21.1071   4.929380     2.3181 1.7349e-01  1.7877151  12.602139  0.1047133    35.1399    24.5712    21.0750    1527.37     4.1887
    168.000    20.9960   4.916380     2.3101 1.5731e-01  1.7941941  12.468347  0.1012671    35.1267    24.5915    20.9639    1527.07     4.1803
    169.000    20.9725   4.913822     2.3052 1.5670e-01  1.7984646  12.388437  0.1040888    35.1252    24.5967    20.9402    1527.03     4.1728
    170.000    20.9404   4.910273     2.2996 1.5992e-01  1.8009217  12.334639  0.1020206    35.1228    24.6036    20.9079    1526.95     4.1560
    171.000    20.8369   4.898378     2.2878 1.6421e-01  1.8038814  12.279070  0.1057917    35.1120    24.6235    20.8043    1526.68     4.1350
    172.000    20.7336   4.886065     2.2786 1.4978e-01  1.8076088  12.218712  0.1049311    35.0975    24.6404    20.7010    1526.40     4.1193
    173.000    20.6269   4.873606     2.2716 1.4271e-01  1.8128007  12.129883  0.1065066    35.0846    24.6593    20.5942    1526.11     4.1234
    174.000    20.5617   4.866187     2.2681 1.4701e-01  1.8171538  12.059585  0.1053285    35.0782    24.6719    20.5289    1525.95     4.1175
    175.000    20.4943   4.858442     2.2615 1.4942e-01  1.8214167  12.010877  0.1062634    35.0708    24.6844    20.4614    1525.77     4.1032
    176.000    20.4497   4.853414     2.2554 1.3376e-01  1.8239852  11.965385  0.1028494    35.0666    24.6931    20.4166    1525.66     4.1004
    177.000    20.4264   4.851060     2.2525 1.3449e-01  1.8265457  11.923068  0.1056219    35.0664    24.6992    20.3932    1525.61     4.0941
    178.000    20.4117   4.849655     2.2494 1.3145e-01  1.8279196  11.878786  0.1052586    35.0669    24.7035    20.3783    1525.59     4.0889
    179.000    20.3607   4.844203     2.2451 1.3207e-01  1.8295981  11.825158  0.1081587    35.0645    24.7153    20.3271    1525.46     4.0793
    180.000    20.2750   4.835028     2.2411 1.2586e-01  1.8326916  11.762693  0.1059878    35.0605    24.7350    20.2414    1525.24     4.0760
    181.000    20.1651   4.823099     2.2330 1.2582e-01  1.8364535  11.670546  0.1085407    35.0541    24.7593    20.1315    1524.95     4.0546
    182.000    20.0008   4.804714     2.2224 1.3661e-01  1.8403339  11.604462  0.1063284    35.0401    24.7921    19.9672    1524.50     4.0456
    183.000    19.8549   4.787798     2.2112 1.1069e-01  1.8445724  11.562347  0.1065313    35.0226    24.8172    19.8212    1524.09     4.0109
    184.000    19.6927   4.768807     2.1940 9.7295e-02  1.8520845  11.368051  0.1057840    35.0014    24.8434    19.6591    1523.63     3.9856
    185.000    19.4228   4.737482     2.1853 9.1304e-02  1.8628165  11.133546  0.1101133    34.9680    24.8881    19.3893    1522.86     3.9910
    186.000    19.2565   4.718651     2.1797 9.5173e-02  1.8715623  10.969982  0.1097516    34.9509    24.9179    19.2230    1522.39     4.0068
    187.000    19.1705   4.708559     2.1766 9.7809e-02  1.8750726  10.918720  0.1036761    34.9389    24.9308    19.1369    1522.15     4.0048
    188.000    19.0521   4.695192     2.1690 8.7109e-02  1.8800482  10.813125  0.1076285    34.9266    24.9518    19.0185    1521.82     3.9823
    189.000    18.9390   4.682079     2.1591 8.1029e-02  1.8854677  10.684634  0.1104692    34.9119    24.9694    18.9054    1521.49     3.9550
    190.000    18.6942   4.653819     2.1445 7.7450e-02  1.8933915  10.493158  0.1048094    34.8809    25.0077    18.6608    1520.78     3.9160
    191.000    18.3639   4.616019     2.1217 7.7576e-02  1.9039918  10.262557  0.1074175    34.8411    25.0600    18.3307    1519.80     3.8874
    192.000    17.7920   4.550842     2.1046 7.1303e-02  1.9229003  9.8685617  0.1079874    34.7723    25.1486    17.7594    1518.07     3.9064
    193.000    17.6466   4.534246     2.0954 6.7727e-02  1.9318136  9.7350611  0.1072217    34.7538    25.1699    17.6140    1517.64     3.9073
    194.000    17.5673   4.525379     2.0868 6.5774e-02  1.9369868  9.7160907  0.1117705    34.7449    25.1824    17.5346    1517.41     3.8925
    195.000    17.4956   4.517531     2.0802 6.2157e-02  1.9398547  9.6587296  0.1107898    34.7384    25.1947    17.4628    1517.21     3.8890
    196.000    17.4466   4.512148     2.0779 6.0192e-02  1.9446274  9.5204905  0.1138514    34.7336    25.2029    17.4137    1517.07     3.8856
    197.000    17.3872   4.505592     2.0728 5.9443e-02  1.9492185  9.3966537  0.1115937    34.7274    25.2124    17.3543    1516.91     3.8760
    198.000    17.3327   4.499602     2.0702 6.0068e-02  1.9525668  9.3002037  0.1092684    34.7220    25.2214    17.2997    1516.75     3.8781
    199.000    17.3013   4.496153     2.0651 6.0967e-02  1.9539286  9.2498718  0.1138383    34.7187    25.2264    17.2682    1516.67     3.8662
    200.000    17.2743   4.493174     2.0632 5.8571e-02  1.9555073  9.2244439  0.1108009    34.7158    25.2307    17.2409    1516.61     3.8665
