CTD,20120906FEGNRIFS
#ORIGINAL_FILE=\CTD\Report\c3100a.asc
#CTD_SAL ax+b   :a=0.981152
#CTD_SAL ax+b   :b=0.659199
# sensor 0 = Frequency  0  temperature, 1549, 06-Oct-09
# sensor 1 = Frequency  1  conductivity, 1245, 15-Oct-09, cpcor = -9.5700e-08
# sensor 2 = Frequency  2  pressure, 53581, 15-jul-1998
# System UpLoad Time = May 10 2010 06:46:35
# NMEA Latitude = 30 59.82 N
# NMEA Longitude = 138 00.00 E
NUMBER_HEADERS=10
EXPOCODE=49SO201005
SECT=138E
STNNBR=  3100CR
CASTNO=1
DATE=20100509
TIME=2140
LATITUDE=30.997
LONGITUDE=138.000
DEPTH=     0
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,
432,2,18.5469,2,34.80064313,2,176.2324517,1
433,2,18.5467,2,34.80162429,2,176.2629214,1
434,2,18.5469,2,34.80407717,2,176.3160259,1
435,2,18.5475,2,34.80613759,2,176.0992552,1
436,2,18.5465,2,34.80731497,2,176.0474565,1
437,2,18.5434,2,34.80760931,2,175.9721526,1
438,2,18.5425,2,34.80770743,2,175.8746493,1
439,2,18.5387,2,34.80790366,2,175.93733,1
440,2,18.5383,2,34.80966973,2,175.9242715,1
441,2,18.54,2,34.81084712,2,175.9055544,1
442,2,18.5397,2,34.81280942,2,175.8637673,1
443,2,18.5382,2,34.81379057,2,175.8180626,1
444,2,18.5364,2,34.81457549,2,175.7701815,1
445,2,18.5343,2,34.81565476,2,175.7083713,1
446,2,18.5307,2,34.81594911,2,175.7101125,1
447,2,18.5275,2,34.81673403,2,175.7706168,1
448,2,18.5202,2,34.81614534,2,175.5851864,1
449,2,18.5014,2,34.81408492,2,175.2857119,1
450,2,18.4845,2,34.81418303,2,175.0602355,1
451,2,18.4811,2,34.81359434,2,174.9636027,1
452,2,18.468,2,34.81163204,2,174.8473823,1
453,2,18.4493,2,34.81016031,2,174.7738195,1
454,2,18.4362,2,34.80780554,2,174.5226614,1
455,2,18.421,2,34.80682439,2,174.2580096,1
456,2,18.4057,2,34.80584324,2,173.9010778,1
457,2,18.3818,2,34.80368471,2,173.6542725,1
458,2,18.368,2,34.80466586,2,173.5567692,1
459,2,18.3654,2,34.8049602,2,173.4322784,1
460,2,18.3633,2,34.80476397,2,173.343916,1
461,2,18.3622,2,34.80505832,2,173.2916821,1
462,2,18.3624,2,34.8049602,2,173.2498949,1
463,2,18.3626,2,34.80525455,2,173.1798144,1
464,2,18.3599,2,34.80476397,2,173.2803647,1
465,2,18.3572,2,34.80446963,2,173.5054058,1
466,2,18.351,2,34.80319413,2,173.4692774,1
467,2,18.3395,2,34.8017224,2,173.3443513,1
468,2,18.3079,2,34.79534491,2,173.0614175,1
469,2,18.2593,2,34.79495245,2,172.6439815,1
470,2,18.2408,2,34.79465811,2,172.2618033,1
471,2,18.2324,2,34.79475622,2,172.0698437,1
472,2,18.2303,2,34.79475622,2,171.9914928,1
473,2,18.2281,2,34.79455999,2,171.9862694,1
474,2,18.2252,2,34.79416753,2,171.9745168,1
475,2,18.2217,2,34.79426565,2,171.9962809,1
476,2,18.2202,2,34.79387318,2,171.927071,1
477,2,18.2109,2,34.79259769,2,171.8186856,1
478,2,18.1903,2,34.7914203,2,171.5701392,1
479,2,18.1747,2,34.79083161,2,171.2641355,1
480,2,18.163,2,34.79063538,2,171.2576062,1
481,2,18.1553,2,34.79083161,2,171.305052,1
482,2,18.1486,2,34.78965423,2,171.374262,1
483,2,18.14,2,34.78906554,2,171.2898172,1
484,2,18.1304,2,34.78808439,2,171.2201719,1
485,2,18.0983,2,34.78415978,2,171.1083043,1
486,2,18.0613,2,34.78376732,2,170.9576965,1
487,2,18.0242,2,34.77974459,2,170.8101357,1
488,2,17.9951,2,34.78082386,2,170.5306842,1
489,2,17.9829,2,34.77974459,2,170.3004197,1
490,2,17.966,2,34.7771936,2,170.1937754,1
491,2,17.9609,2,34.78013705,2,170.0954016,1
492,2,17.9496,2,34.77709548,2,169.9904984,1
493,2,17.9292,2,34.77670302,2,169.868184,1
494,2,17.9075,2,34.77483883,2,169.7319405,1
495,2,17.898,2,34.77601622,2,169.5835092,1
496,2,17.8928,2,34.77542752,2,169.4520538,1
497,2,17.8866,2,34.7746426,2,169.3593386,1
498,2,17.885,2,34.77621245,2,169.1142745,1
499,2,17.8855,2,34.77493695,2,168.9305852,1
500,2,17.8689,2,34.77160103,2,168.8583283,1
501,2,17.8438,2,34.77258218,2,168.7773657,1
502,2,17.8411,2,34.77297464,2,168.6615805,1
503,2,17.8396,2,34.77307276,2,168.4970437,1
504,2,17.8384,2,34.77297464,2,168.5118433,1
505,2,17.8377,2,34.77287653,2,168.6032526,1
506,2,17.8305,2,34.77120857,2,168.5153255,1
507,2,17.8197,2,34.77160103,2,168.485291,1
508,2,17.8087,2,34.76826511,2,168.4461156,1
509,2,17.7849,2,34.76875569,2,168.3573179,1
510,2,17.7801,2,34.76885381,2,168.2036632,1
511,2,17.7738,2,34.76767642,2,168.0556671,1
512,2,17.7671,2,34.76777454,2,168.0809135,1
513,2,17.7636,2,34.76777454,2,168.1301004,1
514,2,17.7618,2,34.76767642,2,167.9442347,1
515,2,17.7592,2,34.76708773,2,167.7026528,1
516,2,17.7568,2,34.76767642,2,167.5698916,1
517,2,17.7525,2,34.76669527,2,167.5955733,1
518,2,17.7507,2,34.76649904,2,167.8741542,1
519,2,17.7435,2,34.76640093,2,167.7692511,1
520,2,17.7398,2,34.76532166,2,167.7022175,1
521,2,17.732,2,34.76512543,2,167.6195138,1
522,2,17.7268,2,34.76453674,2,167.5294103,1
523,2,17.7199,2,34.76414428,2,167.4501889,1
524,2,17.7149,2,34.76424239,2,167.4279895,1
525,2,17.7067,2,34.76277066,2,167.4436596,1
526,2,17.7005,2,34.76375181,2,167.3674852,1
527,2,17.7002,2,34.76247632,2,167.3156865,1
528,2,17.6884,2,34.76198574,2,167.2068659,1
529,2,17.6812,2,34.7616914,2,167.2403827,1
530,2,17.6689,2,34.76071024,2,167.2308064,1
531,2,17.6482,2,34.7559026,2,167.1498439,1
532,2,17.6106,2,34.75531391,2,167.0523405,1
533,2,17.5942,2,34.75286103,2,167.0928218,1
534,2,17.5712,2,34.75344972,2,167.0188238,1
535,2,17.561,2,34.75217422,2,166.8756158,1
536,2,17.5309,2,34.74667977,2,166.6331634,1
537,2,17.4714,2,34.74393254,2,166.3058308,1
538,2,17.4442,2,34.74344197,2,166.0037446,1
539,2,17.4296,2,34.74304951,2,165.8757715,1
540,2,17.419,2,34.74314762,2,165.9645692,1
541,2,17.4171,2,34.74354008,2,166.0368261,1
542,2,17.41,2,34.7423627,2,165.9532519,1
543,2,17.3813,2,34.73961547,2,165.8923123,1
544,2,17.3311,2,34.73313987,2,165.9340994,1
545,2,17.2842,2,34.73490594,2,165.8444312,1
546,2,17.262,2,34.73421914,2,165.7682567,1
547,2,17.214,2,34.72617369,2,165.6132961,1
548,2,17.1357,2,34.72499631,2,165.4226423,1
549,2,17.0879,2,34.72254343,2,165.21893,1
550,2,17.0504,2,34.71959997,2,165.26507,1
551,2,17.0044,2,34.71675463,2,165.2119655,1
552,2,16.9341,2,34.69997693,2,164.9625485,1
553,2,16.8448,2,34.70095808,2,164.7000731,1
554,2,16.8028,2,34.704294,2,164.4584912,1
555,2,16.7766,2,34.70036939,2,164.1294175,1
556,2,16.7369,2,34.7010562,2,163.8316842,1
557,2,16.7228,2,34.70154677,2,163.4055425,1
558,2,16.7048,2,34.69840708,2,163.2188062,1
559,2,16.6694,2,34.69742593,2,163.1125973,1
560,2,16.6492,2,34.69565986,2,163.1173854,1
561,2,16.6058,2,34.69026352,2,163.1835483,1
562,2,16.5546,2,34.69055787,2,163.2253355,1
563,2,16.5329,2,34.6875163,2,163.0843039,1
564,2,16.4941,2,34.68378792,2,162.8744977,1
565,2,16.4408,2,34.67780289,2,162.7434776,1
566,2,16.3893,2,34.67819535,2,162.5101661,1
567,2,16.3529,2,34.67780289,2,162.6176809,1
568,2,16.3344,2,34.67780289,2,162.5545649,1
569,2,16.3024,2,34.66897252,2,162.2598786,1
570,2,16.2084,2,34.6623988,2,162.1628105,1
571,2,16.1257,2,34.66122142,2,161.9338519,1
572,2,16.0894,2,34.66122142,2,161.6709411,1
573,2,16.047,2,34.65759116,2,161.3462203,1
574,2,16.015,2,34.65661001,2,161.1085559,1
575,2,15.9864,2,34.6533722,2,160.8861265,1
576,2,15.9637,2,34.65523639,2,160.5574881,1
577,2,15.9584,2,34.65582508,2,160.386422,1
578,2,15.9525,2,34.65543262,2,160.2671546,1
579,2,15.9337,2,34.65288163,2,160.1700865,1
580,2,15.9211,2,34.65327409,2,160.1008766,1
581,2,15.904,2,34.65121367,2,159.9550569,1
582,2,15.8945,2,34.6526854,2,159.7805086,1
583,2,15.889,2,34.65170424,2,159.7260982,1
584,2,15.8876,2,34.65248917,2,159.5811491,1
585,2,15.8853,2,34.6526854,2,159.4057302,1
586,2,15.8855,2,34.65297974,2,159.3748251,1
587,2,15.8819,2,34.65258728,2,159.4418587,1
588,2,15.8791,2,34.65239105,2,159.4814694,1
589,2,15.8762,2,34.65297974,2,159.5236918,1
590,2,15.8676,2,34.65072309,2,159.5541616,1
591,2,15.8626,2,34.65239105,2,159.4057302,1
592,2,15.8643,2,34.65190048,2,159.3282499,1
593,2,15.863,2,34.65229294,2,159.289945,1
594,2,15.8534,2,34.65111555,2,159.2986507,1
595,2,15.8423,2,34.64934948,2,159.2681809,1
596,2,15.8197,2,34.64699471,2,159.2303113,1
597,2,15.7948,2,34.64571922,2,159.1737246,1
598,2,15.7803,2,34.64483618,2,159.0788329,1
599,2,15.7623,2,34.64454183,2,159.1863478,1
600,2,15.753,2,34.64385503,2,159.3935423,1
601,2,15.7484,2,34.64375691,2,159.3682959,1
602,2,15.7359,2,34.63953796,2,159.2938626,1
603,2,15.6653,2,34.62805848,2,159.2686162,1
604,2,15.6112,2,34.63100194,2,159.126714,1
605,2,15.5905,2,34.63168874,2,158.906461,1
606,2,15.5805,2,34.63129628,2,158.7810996,1
607,2,15.5675,2,34.63051136,2,158.7458417,1
608,2,15.56,2,34.62903963,2,158.8355099,1
609,2,15.5338,2,34.62707733,2,158.9482481,1
610,2,15.5155,2,34.62452633,2,158.8598858,1
611,2,15.4874,2,34.62295649,2,158.7998168,1
612,2,15.4462,2,34.61549973,2,158.783276,1
613,2,15.3625,2,34.6120657,2,158.9573891,1
614,2,15.2988,2,34.60814109,2,159.1471723,1
615,2,15.2342,2,34.5965635,2,159.1315021,1
616,2,15.1503,2,34.59597481,2,159.0701273,1
617,2,15.0705,2,34.58547648,2,158.9203901,1
618,2,14.9831,2,34.58557459,2,158.8542271,1
619,2,14.9337,2,34.58321983,2,158.5268945,1
620,2,14.8902,2,34.57389888,2,158.2705131,1
621,2,14.8043,2,34.57066108,2,157.9466628,1
622,2,14.7811,2,34.57419323,2,157.6524117,1
623,2,14.7632,2,34.57291773,2,157.6145421,1
624,2,14.732,2,34.57223092,2,157.5427205,1
625,2,14.6754,2,34.56222317,2,157.4051712,1
626,2,14.5712,2,34.55525699,2,157.1583659,1
627,2,14.5313,2,34.55712118,2,156.8449624,1
628,2,14.5108,2,34.55604191,2,156.5611581,1
629,2,14.4734,2,34.55162673,2,156.2969415,1
630,2,14.4362,2,34.55290223,2,156.046654,1
631,2,14.4182,2,34.55250977,2,155.7828727,1
632,2,14.405,2,34.55084181,2,155.6544643,1
633,2,14.3777,2,34.54780024,2,155.5465142,1
634,2,14.35,2,34.54662285,2,155.5774193,1
635,2,14.3256,2,34.54593605,2,155.4381288,1
636,2,14.3016,2,34.54485678,2,155.2862152,1
637,2,14.2792,2,34.5424039,2,155.4089649,1
638,2,14.2637,2,34.54338505,2,155.3850244,1
639,2,14.2559,2,34.54181521,2,155.3493312,1
640,2,14.1741,2,34.53082631,2,155.4141883,1
641,2,14.0944,2,34.52817719,2,155.4063532,1
642,2,14.0386,2,34.52415447,2,155.3097205,1
643,2,13.9974,2,34.52032798,2,155.156501,1
644,2,13.9424,2,34.51718829,2,155.0394099,1
645,2,13.9048,2,34.51483353,2,154.930154,1
646,2,13.8778,2,34.51552033,2,154.8370035,1
647,2,13.8575,2,34.51522599,2,154.729924,1
648,2,13.8179,2,34.50855415,2,154.5614696,1
649,2,13.7819,2,34.50875038,2,154.3455694,1
650,2,13.7547,2,34.50678808,2,154.1897382,1
651,2,13.7303,2,34.50580693,2,153.990814,1
652,2,13.7041,2,34.50423708,2,153.787537,1
653,2,13.6689,2,34.50296159,2,153.6421526,1
654,2,13.6493,2,34.50099928,2,153.5855659,1
655,2,13.6324,2,34.50080305,2,153.4071,1
656,2,13.6188,2,34.49992001,2,153.2926207,1
657,2,13.6014,2,34.49815394,2,153.1885881,1
658,2,13.5759,2,34.49678033,2,153.1084961,1
659,2,13.5649,2,34.49776148,2,152.940477,1
660,2,13.5376,2,34.49315006,2,152.7724579,1
661,2,13.4931,2,34.49099153,2,152.69106,1
662,2,13.4819,2,34.49226703,2,152.6087916,1
663,2,13.4801,2,34.49226703,2,152.6322969,1
664,2,13.4685,2,34.49040284,2,152.7724579,1
665,2,13.4446,2,34.48804807,2,153.0253571,1
666,2,13.4082,2,34.4843197,2,153.0101222,1
667,2,13.3456,2,34.47372325,2,153.0427684,1
668,2,13.2149,2,34.46557969,2,152.9026074,1
669,2,13.1643,2,34.46881749,2,152.7363294,1
670,2,13.144,2,34.46665896,2,152.6375203,1
671,2,13.1015,2,34.46518723,2,152.3746096,1
672,2,13.0726,2,34.46224377,2,152.1665444,1
673,2,12.9984,2,34.4540021,2,151.9288801,1
674,2,12.9419,2,34.4559644,2,151.6324526,1
675,2,12.9136,2,34.45380587,2,151.3530012,1
676,2,12.8823,2,34.45086241,2,151.094008,1
677,2,12.8552,2,34.45174545,2,151.0321979,1
678,2,12.8466,2,34.45115675,2,150.8754961,1
679,2,12.8222,2,34.44850764,2,151.0052103,1
680,2,12.7638,2,34.44507361,2,150.833709,1
681,2,12.7487,2,34.44134523,2,150.6378318,1
682,2,12.6556,2,34.4314356,2,150.4027791,1
683,2,12.6175,2,34.43702816,2,150.1929729,1
684,2,12.6048,2,34.43545832,2,149.9335444,1
685,2,12.5762,2,34.43437905,2,149.7067622,1
686,2,12.5482,2,34.43349602,2,149.7576903,1
687,2,12.526,2,34.43192617,2,150.0719643,1
688,2,12.4578,2,34.42329204,2,150.2904762,1
689,2,12.383,2,34.40818229,2,150.0097189,1
690,2,12.2878,2,34.41652209,2,149.8103595,1
691,2,12.2049,2,34.39317067,2,149.5265552,1
692,2,12.0646,2,34.40052931,2,149.2592916,1
693,2,12.034,2,34.40003873,2,148.8157386,1
694,2,12.0112,2,34.39954815,2,148.2241895,1
695,2,11.9865,2,34.39464239,2,147.7871657,1
696,2,11.9245,2,34.39140459,2,147.5682185,1
697,2,11.9093,2,34.39523109,2,147.5229491,1
698,2,11.8831,2,34.38659695,2,147.2656971,1
699,2,11.7933,2,34.38247611,2,147.1751583,1
700,2,11.7208,2,34.37158532,2,146.8217088,1
701,2,11.6584,2,34.38021946,2,146.5287635,1
702,2,11.6563,2,34.3760005,2,146.2545355,1
703,2,11.5883,2,34.37541181,2,145.7857361,1
704,2,11.5712,2,34.37394008,2,145.5319663,1
705,2,11.5505,2,34.37237024,2,145.3844055,1
706,2,11.5237,2,34.37040794,2,145.2198686,1
707,2,11.5031,2,34.37030982,2,144.9486875,1
708,2,11.4928,2,34.37050605,2,144.7893741,1
709,2,11.4793,2,34.36795506,2,144.6435544,1
710,2,11.4548,2,34.36913244,2,144.3728086,1
711,2,11.4466,2,34.36815129,2,144.1442852,1
712,2,11.4332,2,34.3682494,2,144.0894396,1
713,2,11.4299,2,34.36834752,2,144.0289353,1
714,2,11.4234,2,34.36795506,2,143.9928068,1
715,2,11.4173,2,34.36766071,2,143.825223,1
716,2,11.4143,2,34.36795506,2,143.7242374,1
717,2,11.4104,2,34.36687579,2,143.6563333,1
718,2,11.4044,2,34.36726825,2,143.5292308,1
719,2,11.3945,2,34.36589464,2,143.5222663,1
720,2,11.389,2,34.36618898,2,143.5200899,1
721,2,11.3779,2,34.36540406,2,143.4591503,1
722,2,11.3657,2,34.3637361,2,143.3768819,1
723,2,11.3477,2,34.36206814,2,143.3690468,1
724,2,11.3313,2,34.36236249,2,143.2819903,1
725,2,11.3267,2,34.36226437,2,143.2454265,1
726,2,11.3229,2,34.36226437,2,143.2606614,1
727,2,11.3209,2,34.36236249,2,143.2737199,1
728,2,11.3184,2,34.36147945,2,143.3050602,1
729,2,11.3028,2,34.35912469,2,143.2236624,1
730,2,11.2572,2,34.35382647,2,143.1548877,1
731,2,11.1836,2,34.35049055,2,143.2589203,1
732,2,11.1409,2,34.3482339,2,143.2301916,1
733,2,11.1117,2,34.34411306,2,142.9685867,1
734,2,11.0967,2,34.34656594,2,142.7283107,1
735,2,11.0827,2,34.34313191,2,142.6377719,1
736,2,11.061,2,34.34303379,2,142.5668209,1
737,2,11.0545,2,34.34450552,2,142.4262246,1
738,2,11.051,2,34.34342625,2,142.1624433,1
739,2,11.0401,2,34.34460364,2,141.9861538,1
740,2,11.0398,2,34.34538856,2,141.8795096,1
741,2,11.0414,2,34.3449961,2,141.8142172,1
742,2,11.0417,2,34.34538856,2,141.8729803,1
743,2,11.0321,2,34.34401495,2,142.0370819,1
744,2,10.9895,2,34.33734311,2,142.1406791,1
745,2,10.9516,2,34.33871672,2,141.8977914,1
746,2,10.9409,2,34.337245,2,141.7850532,1
747,2,10.8621,2,34.33224112,2,141.6466333,1
748,2,10.82,2,34.33351662,2,141.8847329,1
749,2,10.8184,2,34.33067128,2,141.9865891,1
750,2,10.7776,2,34.3243919,2,141.7593715,1
751,2,10.7444,2,34.32301829,2,141.5365068,1
752,2,10.6907,2,34.31683703,2,141.2844782,1
753,2,10.5411,2,34.29819514,2,140.8195963,1
754,2,10.4636,2,34.31242185,2,140.1231441,1
755,2,10.4526,2,34.31516907,2,139.3892575,1
756,2,10.4423,2,34.31281431,2,139.356176,1
757,2,10.4001,2,34.30604436,2,139.2016507,1
758,2,10.3469,2,34.30545567,2,138.8590832,1
759,2,10.2935,2,34.29966687,2,138.5352329,1
760,2,10.1972,2,34.29014969,2,138.0355285,1
761,2,10.0977,2,34.29760645,2,137.1949977,1
762,2,10.0925,2,34.29898006,2,136.4019127,1
763,2,10.0918,2,34.29907818,2,135.955748,1
764,2,10.0922,2,34.29966687,2,135.609263,1
765,2,10.0921,2,34.30005933,2,135.3672458,1
766,2,10.0886,2,34.29878383,2,135.1413341,1
767,2,10.0805,2,34.29937252,2,135.0573246,1
768,2,10.0748,2,34.29976499,2,135.4116446,1
769,2,10.0761,2,34.2998631,2,135.322847,1
770,2,9.9587,2,34.27935702,2,135.1182641,1
771,2,9.7957,2,34.2830854,2,134.7273803,1
772,2,9.7619,2,34.28465524,2,134.1240786,1
773,2,9.7526,2,34.28465524,2,133.6700788,1
774,2,9.7516,2,34.28553828,2,133.273101,1
775,2,9.7464,2,34.28426278,2,132.9427214,1
776,2,9.7456,2,34.2856364,2,132.6898222,1
777,2,9.7403,2,34.28494959,2,132.4286526,1
778,2,9.7446,2,34.28612697,2,132.1753181,1
779,2,9.7207,2,34.28298728,2,132.1287429,1
780,2,9.7132,2,34.28593074,2,132.067368,1
781,2,9.713,2,34.28583263,2,131.9541945,1
782,2,9.7051,2,34.28259482,2,131.8610441,1
783,2,9.6815,2,34.28279105,2,131.7953164,1
784,2,9.6631,2,34.28269294,2,131.5650519,1
785,2,9.6555,2,34.28387032,2,131.4470903,1
786,2,9.6247,2,34.27994571,2,131.2969177,1
787,2,9.6017,2,34.28004383,2,131.1489216,1
788,2,9.5815,2,34.27798341,2,131.1336867,1
789,2,9.5395,2,34.27719849,2,131.200285,1
790,2,9.4988,2,34.27317576,2,131.0379246,1
791,2,9.3632,2,34.25914529,2,130.6814281,1
792,2,9.2566,2,34.26208874,2,130.2587686,1
793,2,9.2221,2,34.26110759,2,129.897484,1
794,2,9.2068,2,34.26277555,2,129.4456606,1
795,2,9.1953,2,34.26159817,2,129.0373655,1
796,2,9.1731,2,34.25826225,2,128.6225411,1
797,2,9.1136,2,34.25551503,2,128.1228366,1
798,2,9.0679,2,34.25777168,2,127.4803595,1
799,2,9.0389,2,34.25718298,2,127.2000374,1
800,2,9.0266,2,34.25139419,2,126.860517,1
801,2,8.9389,2,34.24276005,2,126.6232879,1
802,2,8.9048,2,34.25011869,2,126.3991173,1
803,2,8.8721,2,34.24776392,2,126.0900667,1
804,2,8.8505,2,34.24962811,2,125.5520573,1
805,2,8.8274,2,34.24854885,2,125.0889166,1
806,2,8.798,2,34.24639031,2,124.7881363,1
807,2,8.7836,2,34.24786204,2,124.5034614,1
808,2,8.7781,2,34.24805827,2,124.2958316,1
809,2,8.7755,2,34.24776392,2,124.091684,1
810,2,8.7662,2,34.246979,2,123.9698049,1
811,2,8.7517,2,34.24717523,2,123.7948212,1
812,2,8.7293,2,34.2450167,2,123.4405012,1
813,2,8.6854,2,34.24334874,2,123.1832491,1
814,2,8.6753,2,34.24531104,2,123.024371,1
815,2,8.6729,2,34.24540916,2,122.9299146,1
816,2,8.67,2,34.24521293,2,122.9085858,1
817,2,8.6667,2,34.24531104,2,122.7997651,1
818,2,8.6643,2,34.24491858,2,122.6152053,1
819,2,8.6138,2,34.23245795,2,122.4611152,1
820,2,8.5743,2,34.24040528,2,122.3031076,1
821,2,8.5685,2,34.24109209,2,122.0549965,1
822,2,8.5599,2,34.23981659,2,121.7724981,1
823,2,8.5431,2,34.23962036,2,121.6767359,1
824,2,8.5344,2,34.23834486,2,121.5396218,1
825,2,8.5177,2,34.23805052,2,121.4599651,1
826,2,8.5079,2,34.23805052,2,121.3607207,1
827,2,8.495,2,34.23716748,2,121.2514647,1
828,2,8.4672,2,34.23491083,2,121.0581992,1
829,2,8.4571,2,34.2347146,2,120.9876834,1
830,2,8.4384,2,34.23481272,2,120.8697218,1
831,2,8.4379,2,34.23481272,2,120.8118292,1
832,2,8.4374,2,34.23491083,2,120.7456663,1
833,2,8.4348,2,34.23442026,2,120.8048647,1
834,2,8.4189,2,34.2314768,2,120.7643834,1
835,2,8.3496,2,34.22303889,2,120.6538216,1
836,2,8.266,2,34.22490308,2,120.3774172,1
837,2,8.2601,2,34.22617858,2,120.152376,1
838,2,8.255,2,34.2250012,2,119.8894653,1
839,2,8.2432,2,34.22549177,2,119.6822708,1
840,2,8.2324,2,34.22480496,2,119.4433006,1
841,2,8.2229,2,34.22460873,2,119.2008481,1
842,2,8.1971,2,34.22431439,2,119.0123708,1
843,2,8.1794,2,34.2244125,2,118.7503306,1
844,2,8.1663,2,34.22421627,2,118.6545684,1
845,2,8.1366,2,34.22402004,2,118.6502156,1
846,2,8.1173,2,34.22666915,2,118.2989425,1
847,2,8.0966,2,34.22657104,2,117.9650807,1
848,2,8.03,2,34.22215585,2,117.5171749,1
849,2,7.9726,2,34.22990696,2,116.9656717,1
850,2,7.9475,2,34.22882769,2,116.3371236,1
851,2,7.9056,2,34.22882769,2,115.6058487,1
852,2,7.8883,2,34.22961261,2,115.0882977,1
853,2,7.8745,2,34.23049565,2,114.6595442,1
854,2,7.8691,2,34.23157491,2,114.269531,1
855,2,7.8605,2,34.23334099,2,113.92914,1
856,2,7.8575,2,34.23451837,2,113.6984402,1
857,2,7.844,2,34.23235984,2,113.410283,1
858,2,7.813,2,34.23540141,2,112.9689064,1
859,2,7.7581,2,34.22578612,2,112.7025135,1
860,2,7.6713,2,34.23736371,2,112.1962797,1
861,2,7.6479,2,34.23657879,2,111.24954,1
862,2,7.5847,2,34.2379524,2,110.2231435,1
863,2,7.5655,2,34.24119021,2,109.6546643,1
864,2,7.5464,2,34.23765806,2,109.1497365,1
865,2,7.5226,2,34.24158267,2,108.7005248,1
866,2,7.5187,2,34.24276005,2,108.3314051,1
867,2,7.5185,2,34.24266193,2,107.6554111,1
868,2,7.5067,2,34.24325062,2,107.1848706,1
869,2,7.4883,2,34.24099397,2,106.9184776,1
870,2,7.4605,2,34.24334874,2,106.6668842,1
871,2,7.4508,2,34.24315251,2,106.4074558,1
872,2,7.425,2,34.24197513,2,106.1763207,1
873,2,7.4012,2,34.24482047,2,105.7614963,1
874,2,7.3975,2,34.24560539,2,105.3122846,1
875,2,7.397,2,34.24580162,2,105.0515503,1
876,2,7.3919,2,34.2457035,2,104.8069214,1
877,2,7.3903,2,34.24609597,2,104.5892801,1
878,2,7.3872,2,34.24619408,2,104.4465074,1
879,2,7.3883,2,34.24678277,2,104.3846973,1
880,2,7.3823,2,34.24540916,2,104.2388776,1
881,2,7.3701,2,34.24619408,2,104.1674912,1
882,2,7.3607,2,34.24511481,2,104.0077425,1
883,2,7.3533,2,34.24756769,2,103.9241682,1
884,2,7.3458,2,34.24609597,2,103.8127359,1
885,2,7.3363,2,34.24491858,2,103.7339497,1
886,2,7.308,2,34.24452612,2,103.5019441,1
887,2,7.2861,2,34.2457035,2,103.3221723,1
888,2,7.2802,2,34.24599785,2,103.0736259,1
889,2,7.2795,2,34.24619408,2,102.9247593,1
890,2,7.278,2,34.24619408,2,102.758046,1
891,2,7.2731,2,34.24589974,2,102.7341055,1
892,2,7.2658,2,34.24599785,2,102.7711045,1
893,2,7.2492,2,34.24276005,2,102.7097296,1
894,2,7.2072,2,34.24158267,2,102.5482398,1
895,2,7.1624,2,34.24099397,2,102.3236339,1
896,2,7.0983,2,34.23903167,2,101.9836782,1
897,2,7.0686,2,34.24472235,2,101.6519928,1
898,2,7.0596,2,34.24452612,2,101.2846142,1
899,2,7.0521,2,34.24491858,2,100.9572817,1
900,2,7.0244,2,34.2424657,2,100.6277727,1
901,2,6.9636,2,34.2424657,2,100.1602791,1
902,2,6.9347,2,34.24295628,2,99.8024768,1
903,2,6.9234,2,34.24226947,2,99.47993236,1
904,2,6.9148,2,34.24285816,2,99.22137446,1
905,2,6.9011,2,34.24001282,2,98.98240429,1
906,2,6.8875,2,34.24217136,2,98.85530175,1
907,2,6.8886,2,34.2424657,2,98.68641209,1
908,2,6.8763,2,34.23981659,2,98.55278031,1
909,2,6.864,2,34.24226947,2,98.41740741,1
910,2,6.8573,2,34.24030717,2,98.23023587,1
911,2,6.8328,2,34.23697125,2,98.0913807,1
912,2,6.8158,2,34.2405034,2,97.87286881,1
913,2,6.807,2,34.24011094,2,97.80931754,1
914,2,6.8116,2,34.24040528,2,97.66698012,1
915,2,6.7956,2,34.23962036,2,97.54901852,1
916,2,6.7941,2,34.24138644,2,97.38404639,1
917,2,6.794,2,34.24079774,2,97.32745965,1
918,2,6.7884,2,34.24020905,2,97.2961193,1
919,2,6.7858,2,34.24079774,2,97.2408384,1
920,2,6.778,2,34.24030717,2,97.16466394,1
921,2,6.7656,2,34.2392279,2,97.3087425,1
922,2,6.7553,2,34.23962036,2,97.31178947,1
923,2,6.7519,2,34.23991471,2,97.26869649,1
924,2,6.7382,2,34.23559764,2,97.26826121,1
925,2,6.63,2,34.23334099,2,97.10590078,1
926,2,6.5843,2,34.23638256,2,96.8495193,1
927,2,6.5322,2,34.23294853,2,96.47169396,1
928,2,6.4879,2,34.23579387,2,95.97198947,1
929,2,6.4448,2,34.23196738,2,95.47750838,1
930,2,6.4029,2,34.24099397,2,94.85461891,1
931,2,6.3963,2,34.24364309,2,94.1799308,1
932,2,6.3897,2,34.24619408,2,93.46127914,1
933,2,6.3871,2,34.24786204,2,93.19270975,1
934,2,6.3861,2,34.24845073,2,92.97332729,1
935,2,6.3847,2,34.24903942,2,92.75960351,1
