       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM
     22.000    27.3715   5.574442    4.33980 8.7544e-02  1.5503608  2.2138512    35.1223    22.6907    27.3664    1540.33
     23.000    27.3690   5.574186    4.34057 8.8583e-02  1.5506327  2.2137508    35.1221    22.6913    27.3636    1540.34
     24.000    27.3680   5.574122    4.35224 9.3167e-02  1.5506447  2.2136731    35.1221    22.6916    27.3624    1540.35
     25.000    27.3677   5.574142    4.34742 9.1020e-02  1.5507126  2.2136752    35.1221    22.6917    27.3620    1540.37
     26.000    27.3675   5.574157    4.34390 9.4529e-02  1.5508692  2.2136894    35.1220    22.6918    27.3615    1540.38
     27.000    27.3674   5.574189    4.33889 8.8213e-02  1.5505731  2.2136746    35.1221    22.6918    27.3611    1540.40
     28.000    27.3670   5.574209    4.34951 9.3435e-02  1.5504352  2.2136752    35.1222    22.6920    27.3606    1540.41
     29.000    27.3666   5.574208    4.33914 9.1816e-02  1.5507780  2.2136752    35.1222    22.6922    27.3599    1540.43
     30.000    27.3653   5.574094    4.34364 9.3058e-02  1.5508207  2.2136752    35.1220    22.6925    27.3584    1540.44
     31.000    27.3646   5.574068    4.34348 9.1809e-02  1.5510856  2.2136752    35.1221    22.6928    27.3574    1540.46
     32.000    27.3644   5.574081    4.34132 9.3627e-02  1.5509841  2.2136752    35.1221    22.6928    27.3570    1540.47
     33.000    27.3646   5.574156    4.33905 9.3835e-02  1.5511763  2.2136752    35.1222    22.6928    27.3569    1540.49
     34.000    27.3643   5.574167    4.35270 9.5740e-02  1.5506539  2.2136454    35.1222    22.6929    27.3564    1540.50
     35.000    27.3642   5.574198    4.34539 9.4417e-02  1.5511800  2.2136743    35.1221    22.6929    27.3561    1540.52
     36.000    27.3647   5.574293    4.34373 9.3902e-02  1.5513446  2.2136752    35.1222    22.6928    27.3563    1540.54
     37.000    27.3648   5.574353    4.33853 9.6830e-02  1.5510251  2.2136453    35.1222    22.6927    27.3562    1540.55
     38.000    27.3649   5.574419    4.35014 9.8126e-02  1.5510472  2.2136748    35.1222    22.6927    27.3561    1540.57
     39.000    27.3653   5.574483    4.33774 1.0011e-01  1.5511301  2.2136752    35.1221    22.6925    27.3563    1540.59
     40.000    27.3654   5.574545    4.33374 9.5428e-02  1.5512155  2.2136752    35.1222    22.6925    27.3561    1540.60
     41.000    27.3654   5.574592    4.34033 9.5455e-02  1.5512817  2.2136752    35.1222    22.6926    27.3559    1540.62
     42.000    27.3652   5.574609    4.34962 1.1288e-01  1.5512821  2.2136522    35.1222    22.6926    27.3555    1540.63
     43.000    27.3652   5.574653    4.33766 1.0294e-01  1.5516285  2.2136759    35.1222    22.6926    27.3552    1540.65
     44.000    27.3647   5.574640    4.34441 1.0642e-01  1.5511702  2.2136752    35.1221    22.6927    27.3546    1540.67
     45.000    27.3646   5.574665    4.34195 1.0060e-01  1.5510167  2.2136752    35.1221    22.6928    27.3542    1540.68
     46.000    27.3648   5.574731    4.34722 1.0516e-01  1.5511541  2.2136752    35.1222    22.6927    27.3541    1540.70
     47.000    27.3651   5.574819    4.33967 1.0602e-01  1.5509819  2.2136752    35.1222    22.6926    27.3543    1540.71
     48.000    27.3647   5.574810    4.34778 1.0115e-01  1.5513154  2.2136752    35.1222    22.6928    27.3536    1540.73
     49.000    27.3648   5.574865    4.33209 1.0810e-01  1.5511278  2.2136752    35.1222    22.6927    27.3535    1540.75
     50.000    27.3648   5.574897    4.33322 1.0732e-01  1.5510087  2.2136752    35.1221    22.6927    27.3532    1540.76
     51.000    27.3644   5.574902    4.33083 1.0505e-01  1.5508739  2.2136752    35.1221    22.6928    27.3526    1540.78
     52.000    27.3645   5.574968    4.33523 1.0684e-01  1.5513643  2.2136752    35.1222    22.6929    27.3525    1540.79
     53.000    27.3644   5.574990    4.35314 1.0593e-01  1.5512307  2.2136752    35.1222    22.6929    27.3521    1540.81
     54.000    27.3646   5.575045    4.33721 1.0967e-01  1.5511213  2.2136752    35.1221    22.6927    27.3521    1540.83
     55.000    27.3648   5.575109    4.34213 1.0571e-01  1.5511908  2.2136752    35.1221    22.6927    27.3521    1540.84
     56.000    27.3648   5.575159    4.33156 1.1014e-01  1.5515197  2.2136752    35.1222    22.6927    27.3518    1540.86
     57.000    27.3649   5.575214    4.34362 1.1135e-01  1.5515982  2.2136752    35.1222    22.6927    27.3517    1540.87
     58.000    27.3653   5.575278    4.33595 1.1288e-01  1.5513135  2.2136752    35.1220    22.6925    27.3519    1540.89
     59.000    27.3656   5.575374    4.34996 1.0972e-01  1.5516969  2.2136752    35.1222    22.6925    27.3519    1540.91
     60.000    27.3653   5.575376    4.35700 1.1351e-01  1.5516075  2.2136752    35.1221    22.6925    27.3514    1540.92
     61.000    27.3646   5.575337    4.33930 1.0905e-01  1.5514299  2.2136752    35.1221    22.6927    27.3505    1540.94
     62.000    27.3644   5.575375    4.34324 1.1412e-01  1.5513622  2.2136752    35.1222    22.6928    27.3501    1540.95
     63.000    27.3650   5.575477    4.34738 1.1667e-01  1.5514856  2.2136752    35.1221    22.6926    27.3504    1540.97
     64.000    27.3645   5.575468    4.34723 1.2174e-01  1.5518797  2.2136752    35.1221    22.6928    27.3497    1540.99
     65.000    27.3647   5.575528    4.34493 1.2043e-01  1.5514679  2.2136752    35.1221    22.6927    27.3497    1541.00
     66.000    27.3649   5.575591    4.32974 1.1453e-01  1.5516448  2.2136752    35.1222    22.6927    27.3496    1541.02
     67.000    27.3648   5.575625    4.34107 1.2443e-01  1.5518444  2.2136752    35.1222    22.6928    27.3492    1541.03
     68.000    27.3650   5.575695    4.35187 1.1865e-01  1.5513648  2.2136752    35.1222    22.6927    27.3493    1541.05
     69.000    27.3654   5.575762    4.35064 1.2271e-01  1.5517363  2.2136157    35.1221    22.6925    27.3494    1541.07
     70.000    27.3656   5.575823    4.33191 1.2457e-01  1.5518460  2.2136614    35.1221    22.6924    27.3493    1541.08
     71.000    27.3658   5.575884    4.33164 1.1871e-01  1.5515986  2.2135490    35.1221    22.6923    27.3493    1541.10
     72.000    27.3660   5.575962    4.34242 1.1796e-01  1.5513796  2.2136257    35.1221    22.6923    27.3494    1541.12
     73.000    27.3663   5.576036    4.34941 1.1810e-01  1.5525671  2.2136328    35.1222    22.6923    27.3493    1541.13
     74.000    27.3664   5.576087    4.34588 1.2016e-01  1.5520790  2.2136791    35.1222    22.6922    27.3492    1541.15
     75.000    27.3659   5.576074    4.35512 1.2342e-01  1.5516847  2.2136326    35.1221    22.6923    27.3485    1541.17
     76.000    27.3655   5.576081    4.33687 1.2585e-01  1.5519980  2.2136723    35.1222    22.6925    27.3479    1541.18
     77.000    27.3656   5.576134    4.33777 1.2564e-01  1.5520804  2.2136558    35.1222    22.6925    27.3477    1541.20
     78.000    27.3654   5.576159    4.33924 1.2577e-01  1.5521563  2.2136757    35.1222    22.6926    27.3473    1541.21
     79.000    27.3653   5.576193    4.33687 1.2982e-01  1.5521365  2.2136752    35.1222    22.6926    27.3470    1541.23
     80.000    27.3650   5.576221    4.33766 1.2993e-01  1.5520981  2.2136752    35.1223    22.6928    27.3465    1541.24
     81.000    27.3648   5.576248    4.33669 1.3361e-01  1.5521877  2.2136752    35.1224    22.6929    27.3461    1541.26
     82.000    27.3649   5.576313    4.34053 1.3621e-01  1.5522222  2.2136752    35.1225    22.6930    27.3459    1541.28
     83.000    27.3648   5.576360    4.33734 1.3044e-01  1.5519628  2.2136752    35.1226    22.6930    27.3456    1541.29
     84.000    27.3634   5.576333    4.34132 1.3585e-01  1.5523869  2.2136339    35.1231    22.6939    27.3440    1541.31
     85.000    27.3568   5.575928    4.35232 1.4098e-01  1.5525020  2.2132715    35.1249    22.6974    27.3371    1541.31
     86.000    27.3419   5.574924    4.35088 1.6091e-01  1.5524415  2.2124565    35.1287    22.7050    27.3220    1541.30
     87.000    27.3447   5.575143    4.34595 1.6280e-01  1.5514902  2.2124545    35.1278    22.7034    27.3246    1541.32
     88.000    27.3197   5.573289    4.36877 1.7230e-01  1.5520674  2.2119755    35.1332    22.7156    27.2993    1541.28
     89.000    27.2359   5.566968    4.42272 2.0023e-01  1.5519244  2.2092803    35.1511    22.7560    27.2153    1541.13
     90.000    26.8160   5.533832    4.54866 2.4763e-01  1.5525841  2.1923573    35.2320    22.9511    26.7955    1540.29
     91.000    26.4879   5.504952    4.58320 2.5937e-01  1.5457342  2.1717067    35.2740    23.0869    26.4673    1539.60
     92.000    26.3461   5.491910    4.57535 2.6416e-01  1.5409384  2.1585436    35.2880    23.1421    26.3253    1539.31
     93.000    26.1754   5.476475    4.60451 2.8226e-01  1.5408237  2.1472520    35.3068    23.2099    26.1545    1538.95
     94.000    26.1259   5.471101    4.60928 2.8833e-01  1.5388954  2.1324376    35.3055    23.2243    26.1049    1538.85
     95.000    25.8533   5.446888    4.60661 2.8226e-01  1.5411006  2.1190399    35.3389    23.3348    25.8321    1538.27
     96.000    25.8254   5.444215    4.59918 2.8625e-01  1.5432761  2.1125382    35.3406    23.3448    25.8040    1538.23
     97.000    25.7590   5.437424    4.59290 2.8526e-01  1.5441045  2.1075740    35.3420    23.3664    25.7375    1538.09
     98.000    25.6472   5.426041    4.60082 3.0873e-01  1.5469681  2.0996625    35.3449    23.4032    25.6255    1537.85
     99.000    25.8402   5.445617    4.57510 2.9346e-01  1.5465343  2.1014834    35.3384    23.3385    25.8182    1538.31
    100.000    25.5744   5.419736    4.56558 3.1060e-01  1.5483495  2.0961007    35.3544    23.4329    25.5523    1537.72
    101.000    25.4773   5.409738    4.57309 3.2749e-01  1.5526337  2.0856402    35.3560    23.4641    25.4550    1537.51
    102.000    25.4249   5.404509    4.56177 3.6803e-01  1.5560619  2.0803485    35.3579    23.4816    25.4025    1537.40
    103.000    25.3686   5.398540    4.53781 3.7630e-01  1.5594159  2.0750422    35.3574    23.4986    25.3460    1537.29
    104.000    25.1903   5.379887    4.54275 3.7070e-01  1.5640511  2.0640948    35.3583    23.5540    25.1676    1536.88
    105.000    25.1464   5.375218    4.53936 3.8782e-01  1.5670371  2.0565508    35.3577    23.5669    25.1235    1536.79
    106.000    24.9563   5.355846    4.50378 4.2356e-01  1.5737371  2.0423806    35.3622    23.6283    24.9333    1536.36
    107.000    24.8708   5.347375    4.48530 4.2112e-01  1.5773692  2.0375187    35.3659    23.6571    24.8476    1536.18
    108.000    24.7605   5.336224    4.48632 4.1591e-01  1.5810796  2.0306223    35.3690    23.6929    24.7372    1535.93
    109.000    24.7063   5.330731    4.47249 4.4664e-01  1.5844755  2.0248869    35.3703    23.7102    24.6829    1535.82
    110.000    24.6454   5.324183    4.46355 4.6660e-01  1.5868613  2.0207924    35.3689    23.7276    24.6218    1535.69
    111.000    24.5849   5.317564    4.45381 5.0714e-01  1.5902523  2.0170111    35.3667    23.7442    24.5611    1535.55
    112.000    24.5277   5.311534    4.44443 5.2918e-01  1.5934840  2.0134954    35.3663    23.7610    24.5037    1535.43
    113.000    24.4344   5.301516    4.43142 5.7842e-01  1.5973377  2.0062380    35.3643    23.7876    24.4103    1535.22
    114.000    24.3326   5.290257    4.41171 6.3920e-01  1.6001186  1.9991947    35.3598    23.8147    24.3083    1534.98
    115.000    24.2605   5.282247    4.41044 7.0024e-01  1.6033720  1.9935642    35.3561    23.8334    24.2361    1534.82
    116.000    24.2089   5.276669    4.38427 7.0969e-01  1.6065866  1.9884360    35.3545    23.8477    24.1843    1534.71
    117.000    24.1115   5.266461    4.37689 7.6054e-01  1.6116371  1.9828837    35.3543    23.8765    24.0867    1534.49
    118.000    24.0810   5.263129    4.38514 7.8923e-01  1.6142991  1.9791675    35.3529    23.8845    24.0561    1534.43
    119.000    24.0307   5.257541    4.38031 7.8143e-01  1.6157761  1.9752008    35.3502    23.8974    24.0056    1534.32
    120.000    23.9250   5.246659    4.33672 7.7120e-01  1.6188529  1.9664531    35.3514    23.9297    23.8998    1534.07
    121.000    23.8513   5.239275    4.30185 7.1977e-01  1.6241167  1.9590144    35.3536    23.9532    23.8259    1533.91
    122.000    23.7731   5.230570    4.28281 6.8715e-01  1.6306164  1.9522566    35.3494    23.9730    23.7475    1533.73
    123.000    23.7508   5.228030    4.29443 6.8407e-01  1.6347555  1.9490800    35.3474    23.9781    23.7251    1533.69
    124.000    23.6846   5.221155    4.27189 7.4764e-01  1.6383241  1.9453101    35.3475    23.9977    23.6587    1533.54
    125.000    23.5378   5.204986    4.21656 6.5694e-01  1.6456473  1.9363196    35.3409    24.0357    23.5119    1533.18
    126.000    23.3436   5.183671    4.23358 5.6629e-01  1.6550416  1.9241849    35.3327    24.0863    23.3176    1532.71
    127.000    23.2786   5.177213    4.24434 5.0429e-01  1.6566791  1.9171040    35.3349    24.1069    23.2524    1532.56
    128.000    23.2352   5.172733    4.26398 4.7209e-01  1.6565585  1.9112126    35.3349    24.1195    23.2088    1532.47
    129.000    23.2062   5.169974    4.28318 4.5058e-01  1.6558715  1.9076272    35.3366    24.1292    23.1797    1532.41
    130.000    23.0655   5.154960    4.26632 4.8724e-01  1.6558270  1.8995865    35.3336    24.1677    23.0389    1532.07
    131.000    22.9932   5.146509    4.26228 4.2299e-01  1.6576769  1.8931580    35.3263    24.1831    22.9664    1531.90
    132.000    22.9243   5.138948    4.25225 3.7041e-01  1.6606999  1.8877267    35.3230    24.2004    22.8973    1531.74
    133.000    22.8819   5.134434    4.24243 3.3433e-01  1.6629579  1.8840240    35.3218    24.2118    22.8548    1531.64
    134.000    22.8415   5.129994    4.23518 3.0751e-01  1.6645122  1.8797552    35.3197    24.2217    22.8142    1531.55
    135.000    22.8026   5.125753    4.24707 3.0152e-01  1.6667832  1.8757927    35.3178    24.2315    22.7752    1531.47
    136.000    22.7719   5.122429    4.22987 3.2958e-01  1.6679111  1.8718562    35.3165    24.2393    22.7443    1531.41
    137.000    22.6644   5.110301    4.20758 3.3279e-01  1.6709890  1.8650305    35.3088    24.2643    22.6366    1531.14
    138.000    22.5117   5.092038    4.08270 2.9312e-01  1.6812028  1.8549799    35.2897    24.2934    22.4839    1530.74
    139.000    22.3155   5.069105    4.01795 2.6903e-01  1.7024133  1.8427612    35.2692    24.3334    22.2877    1530.23
    140.000    22.1400   5.049671    4.06241 2.4199e-01  1.7135960  1.8311810    35.2591    24.3753    22.1121    1529.78
    141.000    22.0880   5.043613    4.07726 2.0645e-01  1.7150681  1.8254603    35.2534    24.3857    22.0600    1529.66
    142.000    22.0564   5.040228    4.07195 2.0532e-01  1.7151849  1.8213677    35.2521    24.3936    22.0282    1529.59
    143.000    22.0273   5.036963    4.05492 2.1872e-01  1.7157892  1.8182158    35.2497    24.3999    21.9990    1529.53
    144.000    22.0073   5.034460    4.05817 1.9998e-01  1.7175977  1.8153013    35.2460    24.4027    21.9788    1529.49
    145.000    21.8844   5.020741    4.07353 1.8304e-01  1.7215699  1.8068694    35.2376    24.4308    21.8558    1529.18
    146.000    21.7300   5.003536    4.11809 1.7372e-01  1.7211072  1.7973831    35.2273    24.4660    21.7013    1528.78
    147.000    21.6852   4.998582    4.12126 1.6868e-01  1.7176130  1.7922230    35.2244    24.4762    21.6564    1528.67
    148.000    21.6556   4.995192    4.11585 1.7416e-01  1.7167632  1.7884359    35.2214    24.4822    21.6266    1528.61
    149.000    21.6387   4.993304    4.10308 1.6045e-01  1.7166142  1.7866844    35.2198    24.4857    21.6096    1528.58
    150.000    21.6268   4.991999    4.10817 1.4548e-01  1.7172139  1.7846231    35.2189    24.4882    21.5975    1528.56
    151.000    21.6122   4.990408    4.11829 1.4949e-01  1.7170679  1.7825148    35.2178    24.4915    21.5827    1528.54
    152.000    21.5556   4.984140    4.13419 1.4393e-01  1.7185402  1.7780710    35.2141    24.5043    21.5260    1528.40
    153.000    21.4779   4.975472    4.12378 1.5026e-01  1.7191438  1.7722509    35.2084    24.5215    21.4482    1528.20
    154.000    21.4265   4.969824    4.13515 1.4227e-01  1.7192353  1.7684668    35.2053    24.5334    21.3966    1528.08
    155.000    21.3845   4.965296    4.13207 1.2714e-01  1.7195520  1.7647193    35.2033    24.5434    21.3545    1527.98
    156.000    21.3490   4.961345    4.13860 1.2492e-01  1.7200436  1.7612661    35.2006    24.5511    21.3188    1527.90
    157.000    21.3377   4.960223    4.13788 1.2611e-01  1.7203858  1.7592697    35.2006    24.5542    21.3073    1527.89
    158.000    21.3190   4.958051    4.13652 1.2418e-01  1.7209263  1.7556492    35.1983    24.5576    21.2884    1527.85
    159.000    21.3137   4.957446    4.13526 1.1646e-01  1.7207220  1.7551073    35.1974    24.5584    21.2829    1527.86
    160.000    21.3114   4.957253    4.14639 1.2090e-01  1.7215394  1.7537708    35.1974    24.5591    21.2804    1527.86
    161.000    21.2947   4.955424    4.13420 1.1640e-01  1.7216919  1.7525125    35.1962    24.5627    21.2636    1527.84
    162.000    21.2833   4.954207    4.14197 1.1846e-01  1.7220651  1.7514031    35.1955    24.5652    21.2520    1527.82
    163.000    21.2694   4.952723    4.14044 1.2632e-01  1.7226547  1.7506245    35.1947    24.5685    21.2379    1527.80
    164.000    21.2340   4.948615    4.12032 1.2058e-01  1.7239956  1.7471422    35.1906    24.5751    21.2023    1527.72
    165.000    21.1579   4.939951    4.13814 1.1002e-01  1.7256642  1.7422071    35.1835    24.5905    21.1261    1527.52
    166.000    21.0758   4.930771    4.13176 1.0577e-01  1.7275889  1.7362231    35.1771    24.6081    21.0440    1527.31
    167.000    21.0037   4.922597    4.12367 1.0314e-01  1.7297694  1.7312230    35.1706    24.6228    20.9717    1527.13
    168.000    20.9724   4.918976    4.13395 1.0611e-01  1.7309129  1.7288635    35.1670    24.6286    20.9402    1527.06
    169.000    20.9639   4.918117    4.13468 1.1108e-01  1.7316901  1.7267949    35.1668    24.6307    20.9316    1527.05
    170.000    20.9600   4.917800    4.13475 1.0813e-01  1.7333770  1.7226648    35.1671    24.6320    20.9275    1527.06
    171.000    20.8711   4.907865    4.10765 1.0106e-01  1.7354619  1.7186477    35.1602    24.6509    20.8384    1526.83
    172.000    20.7763   4.896917    4.11654 9.3146e-02  1.7382355  1.7115592    35.1498    24.6687    20.7436    1526.57
    173.000    20.6964   4.887635    4.10820 9.3177e-02  1.7402831  1.7066315    35.1406    24.6832    20.6636    1526.36
    174.000    20.6286   4.879859    4.10038 8.7594e-02  1.7423515  1.7015078    35.1335    24.6961    20.5957    1526.19
    175.000    20.5809   4.874573    4.11022 8.9846e-02  1.7440503  1.6983262    35.1298    24.7061    20.5479    1526.07
    176.000    20.5671   4.873240    4.11924 9.3892e-02  1.7456871  1.6947148    35.1301    24.7100    20.5339    1526.05
    177.000    20.5250   4.868051    4.10716 9.4823e-02  1.7470941  1.6893165    35.1226    24.7156    20.4916    1525.94
    178.000    20.4470   4.859081    4.09889 8.4044e-02  1.7488532  1.6848104    35.1141    24.7300    20.4136    1525.74
    179.000    20.3782   4.851241    4.09230 8.9655e-02  1.7506694  1.6808679    35.1071    24.7431    20.3447    1525.56
    180.000    20.3030   4.842630    4.08570 8.5833e-02  1.7530598  1.6756741    35.0992    24.7571    20.2693    1525.36
    181.000    20.2242   4.833594    4.08592 9.1114e-02  1.7566850  1.6699725    35.0906    24.7715    20.1905    1525.15
    182.000    20.1164   4.822449    4.08589 8.9403e-02  1.7601284  1.6625065    35.0890    24.7989    20.0826    1524.87
    183.000    19.9973   4.807669    4.07662 8.3208e-02  1.7638339  1.6547373    35.0669    24.8135    19.9635    1524.54
    184.000    19.9447   4.801192    4.07484 8.1009e-02  1.7657624  1.6503155    35.0574    24.8201    19.9107    1524.40
    185.000    19.9311   4.799704    4.07990 8.0499e-02  1.7665080  1.6481438    35.0561    24.8227    19.8970    1524.37
    186.000    19.9089   4.797318    4.08411 9.0564e-02  1.7674223  1.6455725    35.0547    24.8274    19.8747    1524.33
    187.000    19.8643   4.792253    4.06979 8.5243e-02  1.7690868  1.6421267    35.0499    24.8355    19.8299    1524.21
    188.000    19.8273   4.788004    4.07293 7.5953e-02  1.7713966  1.6392343    35.0456    24.8419    19.7928    1524.12
    189.000    19.7862   4.783462    4.07285 7.7892e-02  1.7725980  1.6358970    35.0422    24.8501    19.7515    1524.02
    190.000    19.7295   4.776830    4.05259 7.6264e-02  1.7748586  1.6304952    35.0347    24.8592    19.6946    1523.87
    191.000    19.5943   4.761320    4.04580 7.2897e-02  1.7789280  1.6229939    35.0194    24.8828    19.5595    1523.50
    192.000    19.5199   4.752733    4.05511 7.4837e-02  1.7812059  1.6175255    35.0105    24.8953    19.4850    1523.29
    193.000    19.4835   4.748474    4.05151 6.9889e-02  1.7827542  1.6138448    35.0053    24.9009    19.4485    1523.20
    194.000    19.4548   4.745500    4.05065 7.3288e-02  1.7844888  1.6103527    35.0044    24.9076    19.4196    1523.14
    195.000    19.4285   4.742188    4.05544 6.9091e-02  1.7861458  1.6073839    34.9987    24.9100    19.3932    1523.07
    196.000    19.4005   4.738939    4.03969 6.8279e-02  1.7878656  1.6046353    34.9949    24.9144    19.3650    1523.01
    197.000    19.2388   4.720210    4.01043 7.0043e-02  1.7920918  1.5956240    34.9748    24.9407    19.2034    1522.54
    198.000    19.1300   4.707814    4.00619 6.7133e-02  1.7969886  1.5879491    34.9627    24.9595    19.0945    1522.24
    199.000    19.1135   4.705932    4.01152 6.6179e-02  1.7991007  1.5844251    34.9606    24.9620    19.0778    1522.21
    200.000    19.0653   4.700409    4.03035 6.7282e-02  1.8013157  1.5801476    34.9547    24.9699    19.0295    1522.08
    201.000    19.0179   4.695209    4.02435 6.8939e-02  1.8013636  1.5778888    34.9508    24.9790    18.9821    1521.96
    202.000    18.9744   4.690199    4.01052 6.5737e-02  1.8030007  1.5734790    34.9452    24.9858    18.9384    1521.85
    203.000    18.9253   4.684551    4.00624 6.3451e-02  1.8055807  1.5685088    34.9390    24.9936    18.8892    1521.72
    204.000    18.8867   4.680074    4.00003 6.0720e-02  1.8076718  1.5647721    34.9337    24.9994    18.8505    1521.62
    205.000    18.7917   4.669230    3.98808 6.1934e-02  1.8107231  1.5594567    34.9226    25.0149    18.7554    1521.35
    206.000    18.7232   4.661563    3.98446 6.0518e-02  1.8144990  1.5543060    34.9157    25.0270    18.6869    1521.16
    207.000    18.7025   4.659227    3.98511 6.0792e-02  1.8163114  1.5526021    34.9132    25.0303    18.6660    1521.12
    208.000    18.6759   4.656195    3.99032 6.6099e-02  1.8175529  1.5499909    34.9099    25.0345    18.6392    1521.05
    209.000    18.6381   4.651857    3.98795 6.2263e-02  1.8187371  1.5461769    34.9050    25.0403    18.6013    1520.95
    210.000    18.5599   4.642863    3.99934 6.0877e-02  1.8206560  1.5415317    34.8950    25.0523    18.5231    1520.74
    211.000    18.3812   4.622580    4.01244 6.0316e-02  1.8232193  1.5306676    34.8747    25.0815    18.3445    1520.21
    212.000    18.2841   4.611490    4.01292 5.9853e-02  1.8230367  1.5226828    34.8629    25.0967    18.2473    1519.94
    213.000    18.2431   4.606889    4.00908 5.9375e-02  1.8237120  1.5188832    34.8583    25.1034    18.2061    1519.83
    214.000    18.2355   4.606127    3.99940 5.9783e-02  1.8250389  1.5166404    34.8579    25.1050    18.1985    1519.82
    215.000    18.2057   4.602734    4.01515 6.1156e-02  1.8269009  1.5136032    34.8541    25.1095    18.1685    1519.75
    216.000    18.1348   4.594690    4.01013 5.8681e-02  1.8286934  1.5089317    34.8456    25.1205    18.0975    1519.55
    217.000    17.9662   4.575542    4.01694 5.7967e-02  1.8323268  1.4990820    34.8256    25.1468    17.9290    1519.05
    218.000    17.8345   4.560859    4.04477 5.7699e-02  1.8330918  1.4901003    34.8121    25.1688    17.7974    1518.67
    219.000    17.7927   4.556255    4.04385 5.7240e-02  1.8319050  1.4860757    34.8080    25.1759    17.7555    1518.56
    220.000    17.7461   4.551083    4.06281 5.6907e-02  1.8307364  1.4799149    34.8032    25.1836    17.7087    1518.43
    221.000    17.7023   4.546280    4.08856 5.6605e-02  1.8305358  1.4745116    34.7991    25.1911    17.6648    1518.31
    222.000    17.6482   4.540305    4.08509 5.7309e-02  1.8300697  1.4705184    34.7937    25.2001    17.6106    1518.16
    223.000    17.6069   4.535628    4.09671 5.7406e-02  1.8290379  1.4690271    34.7884    25.2061    17.5692    1518.05
    224.000    17.5839   4.533108    4.09381 5.6361e-02  1.8282618  1.4670578    34.7860    25.2099    17.5461    1518.00
    225.000    17.5361   4.527845    4.10244 5.5559e-02  1.8288846  1.4610826    34.7813    25.2179    17.4981    1517.87
    226.000    17.5258   4.526777    4.10047 5.8517e-02  1.8282562  1.4592765    34.7806    25.2198    17.4877    1517.85
    227.000    17.5189   4.526062    4.09131 7.8733e-02  1.8282054  1.4573977    34.7799    25.2209    17.4807    1517.85
    228.000    17.5115   4.525317    4.09976 5.7683e-02  1.8285070  1.4556398    34.7795    25.2224    17.4731    1517.84
    229.000    17.4885   4.522793    4.10347 5.4165e-02  1.8285922  1.4553036    34.7770    25.2261    17.4500    1517.79
    230.000    17.4688   4.520616    4.09867 5.5681e-02  1.8293000  1.4542169    34.7748    25.2291    17.4302    1517.74
    231.000    17.4369   4.517099    4.09748 5.4866e-02  1.8306099  1.4519200    34.7715    25.2343    17.3981    1517.66
    232.000    17.3159   4.503660    4.07924 5.7521e-02  1.8349259  1.4436545    34.7588    25.2537    17.2771    1517.30
    233.000    17.2351   4.494720    4.05890 5.5786e-02  1.8387126  1.4371010    34.7504    25.2666    17.1963    1517.07
