       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM
     61.000    23.9314   5.230091    5.03505 1.7144e-01  1.5371055  1.9780241    35.2398    23.8431    23.9186    1533.01
     62.000    23.4874   5.179182    5.08099 1.9186e-01  1.5322442  1.9409310    35.2047    23.9472    23.4745    1531.89
     63.000    23.3906   5.168342    5.08892 1.8332e-01  1.5299111  1.9226023    35.1985    23.9708    23.3776    1531.65
     64.000    23.1975   5.147219    5.09861 1.9615e-01  1.5311372  1.9120433    35.1902    24.0207    23.1844    1531.18
     65.000    22.8889   5.115846    5.11742 1.9973e-01  1.5339486  1.9016830    35.1951    24.1136    22.8757    1530.42
     66.000    22.7098   5.096835    5.08349 2.0785e-01  1.5382007  1.8878081    35.1914    24.1622    22.6964    1529.97
     67.000    22.7068   5.097003    5.07637 2.0586e-01  1.5442232  1.8613639    35.1947    24.1653    22.6932    1529.98
     68.000    22.3960   5.063356    5.04989 2.0763e-01  1.5483689  1.8515208    35.1832    24.2453    22.3824    1529.19
     69.000    22.2647   5.048507    5.05174 2.0510e-01  1.5527206  1.8375539    35.1729    24.2747    22.2509    1528.86
     70.000    22.1922   5.040254    5.03504 2.0628e-01  1.5554462  1.8300094    35.1666    24.2904    22.1782    1528.68
     71.000    22.1761   5.038546    5.04188 2.1799e-01  1.5565361  1.8271827    35.1659    24.2944    22.1620    1528.65
     72.000    22.1499   5.035347    5.06301 2.3241e-01  1.5575866  1.8247637    35.1617    24.2986    22.1356    1528.59
     73.000    22.0938   5.028600    5.07806 2.2831e-01  1.5578570  1.8199830    35.1539    24.3084    22.0793    1528.46
     74.000    22.0416   5.022569    5.05623 2.2978e-01  1.5596623  1.8144977    35.1484    24.3189    22.0270    1528.33
     75.000    22.0073   5.018536    5.06477 2.4124e-01  1.5608926  1.8113854    35.1442    24.3253    21.9925    1528.25
     76.000    21.9543   5.012197    5.06939 2.3756e-01  1.5616984  1.8078720    35.1370    24.3348    21.9393    1528.12
     77.000    21.9232   5.008630    5.06651 2.5957e-01  1.5627043  1.8045722    35.1338    24.3410    21.9080    1528.05
     78.000    21.8844   5.003881    5.06530 2.5087e-01  1.5637316  1.7996194    35.1276    24.3471    21.8690    1527.96
     79.000    21.7578   4.988808    5.06780 2.5922e-01  1.5653069  1.7915139    35.1111    24.3699    21.7423    1527.63
     80.000    21.5115   4.960422    5.03516 2.6087e-01  1.5703693  1.7756120    35.0865    24.4195    21.4959    1526.97
     81.000    21.3844   4.946153    5.03555 2.6619e-01  1.5759417  1.7648020    35.0764    24.4469    21.3687    1526.64
     82.000    21.1994   4.924971    5.03286 2.6895e-01  1.5810062  1.7524892    35.0584    24.4840    21.1836    1526.14
     83.000    21.0807   4.911235    5.03165 2.9162e-01  1.5846038  1.7428592    35.0454    24.5065    21.0648    1525.82
     84.000    21.0236   4.904662    5.03047 2.9016e-01  1.5868034  1.7377340    35.0392    24.5173    21.0076    1525.68
     85.000    21.0190   4.904209    5.02746 2.9915e-01  1.5874517  1.7375751    35.0390    24.5185    21.0027    1525.69
     86.000    21.0175   4.904178    5.04158 2.8115e-01  1.5875490  1.7327480    35.0397    24.5194    21.0010    1525.70
     87.000    20.9774   4.899592    5.03400 2.8711e-01  1.5882793  1.7310800    35.0354    24.5270    20.9608    1525.60
     88.000    20.9162   4.892595    5.03796 3.0986e-01  1.5909126  1.7262999    35.0291    24.5388    20.8994    1525.45
     89.000    20.8090   4.880220    5.01020 2.8431e-01  1.5931044  1.7170609    35.0173    24.5589    20.7921    1525.16
     90.000    20.6499   4.862001    4.99819 2.9471e-01  1.5965375  1.7059529    35.0009    24.5893    20.6329    1524.73
     91.000    20.4640   4.841476    4.98795 3.4135e-01  1.6025326  1.6980959    34.9878    24.6292    20.4470    1524.22
     92.000    20.5406   4.850303    5.00707 3.4720e-01  1.6080747  1.6863795    34.9956    24.6145    20.5233    1524.46
     93.000    20.2170   4.813856    4.92807 3.5949e-01  1.6128133  1.6731113    34.9668    24.6790    20.1997    1523.56
     94.000    19.9624   4.785792    4.91061 3.5591e-01  1.6211924  1.6559588    34.9484    24.7322    19.9451    1522.85
     95.000    19.8504   4.772664    4.91794 3.6589e-01  1.6268571  1.6464073    34.9334    24.7503    19.8330    1522.54
     96.000    19.7941   4.766493    4.90927 3.8308e-01  1.6311548  1.6378027    34.9292    24.7618    19.7766    1522.40
     97.000    19.6492   4.750266    4.91904 4.2608e-01  1.6344044  1.6299780    34.9161    24.7896    19.6315    1522.00
     98.000    19.5685   4.741120    4.90355 4.5470e-01  1.6385157  1.6235445    34.9076    24.8042    19.5507    1521.78
     99.000    19.5230   4.736126    4.89527 4.5908e-01  1.6405918  1.6181268    34.9040    24.8132    19.5050    1521.66
    100.000    19.4982   4.733522    4.90406 4.8645e-01  1.6423916  1.6136775    34.9028    24.8188    19.4801    1521.61
    101.000    19.4838   4.732027    4.91158 4.9074e-01  1.6433311  1.6112501    34.9021    24.8220    19.4655    1521.58
    102.000    19.4495   4.728290    4.89891 4.8338e-01  1.6441415  1.6071310    34.8994    24.8288    19.4311    1521.50
    103.000    19.3857   4.721074    4.87753 5.0766e-01  1.6469100  1.6014685    34.8927    24.8401    19.3671    1521.33
    104.000    19.3117   4.712739    4.86540 5.3779e-01  1.6494748  1.5960394    34.8851    24.8535    19.2930    1521.13
    105.000    19.2550   4.706443    4.87767 6.0603e-01  1.6526770  1.5930668    34.8799    24.8641    19.2362    1520.98
    106.000    19.1137   4.690272    4.83110 6.6406e-01  1.6565961  1.5822282    34.8635    24.8877    19.0948    1520.58
    107.000    19.0433   4.682488    4.83575 7.3354e-01  1.6608653  1.5761914    34.8573    24.9011    19.0242    1520.39
    108.000    19.0561   4.684002    4.83300 7.6169e-01  1.6638100  1.5734248    34.8588    24.8989    19.0369    1520.44
    109.000    18.9932   4.677231    4.79950 7.7112e-01  1.6659180  1.5703656    34.8548    24.9119    18.9738    1520.28
    110.000    18.9710   4.675229    4.77329 7.7203e-01  1.6683131  1.5679912    34.8564    24.9188    18.9514    1520.23
    111.000    18.9620   4.674797    4.72010 7.7067e-01  1.6711596  1.5661513    34.8600    24.9238    18.9423    1520.23
    112.000    18.9453   4.674645    4.63485 7.9728e-01  1.6767261  1.5643473    34.8724    24.9376    18.9254    1520.21
    113.000    18.9476   4.675091    4.65618 7.7716e-01  1.6928008  1.5654529    34.8738    24.9380    18.9276    1520.23
    114.000    18.9343   4.674363    4.61319 7.2853e-01  1.6973480  1.5647959    34.8785    24.9450    18.9141    1520.22
    115.000    18.9319   4.674201    4.62050 7.1778e-01  1.6971917  1.5634359    34.8789    24.9459    18.9115    1520.23
    116.000    18.9288   4.673876    4.63376 7.1499e-01  1.6976561  1.5621858    34.8784    24.9463    18.9082    1520.23
    117.000    18.9218   4.673002    4.64606 7.4113e-01  1.6978272  1.5602444    34.8766    24.9468    18.9010    1520.23
    118.000    18.8988   4.670254    4.66389 8.1303e-01  1.6969989  1.5596185    34.8726    24.9496    18.8778    1520.17
    119.000    18.9006   4.670445    4.64774 7.5522e-01  1.6964043  1.5598178    34.8723    24.9489    18.8795    1520.20
    120.000    18.7838   4.657157    4.62677 6.7267e-01  1.6992775  1.5543589    34.8589    24.9683    18.7626    1519.86
    121.000    18.7412   4.652330    4.63282 6.5928e-01  1.7019424  1.5498359    34.8540    24.9753    18.7199    1519.75
    122.000    18.6943   4.646640    4.64591 6.9329e-01  1.7039153  1.5445039    34.8454    24.9806    18.6728    1519.63
    123.000    18.5345   4.627178    4.69576 6.8560e-01  1.7054463  1.5328207    34.8161    24.9983    18.5130    1519.15
    124.000    18.4358   4.615842    4.74249 6.0600e-01  1.7005921  1.5269193    34.8035    25.0134    18.4142    1518.87
    125.000    18.3664   4.607320    4.74428 6.0242e-01  1.6988124  1.5201954    34.7897    25.0202    18.3447    1518.67
    126.000    18.2378   4.592418    4.74077 5.2417e-01  1.6997431  1.5122402    34.7721    25.0387    18.2160    1518.29
    127.000    18.1444   4.581586    4.74692 5.4212e-01  1.7008093  1.5042684    34.7589    25.0518    18.1225    1518.02
    128.000    18.1155   4.578414    4.72197 5.3256e-01  1.7027474  1.5000267    34.7561    25.0568    18.0935    1517.95
    129.000    18.0573   4.571871    4.70181 5.1818e-01  1.7060203  1.4959086    34.7495    25.0660    18.0352    1517.79
    130.000    18.0202   4.567932    4.69280 5.2716e-01  1.7097484  1.4918919    34.7471    25.0733    17.9979    1517.70
    131.000    18.0000   4.565915    4.68540 4.6305e-01  1.7117418  1.4897609    34.7467    25.0780    17.9775    1517.65
    132.000    17.9783   4.563641    4.67766 4.4376e-01  1.7133712  1.4884747    34.7453    25.0823    17.9557    1517.60
    133.000    17.9026   4.555275    4.67317 4.4633e-01  1.7163139  1.4821977    34.7380    25.0953    17.8799    1517.39
    134.000    17.8098   4.545324    4.65791 4.3771e-01  1.7201801  1.4761166    34.7315    25.1131    17.7870    1517.13
    135.000    17.7563   4.539389    4.66541 3.8209e-01  1.7228110  1.4726848    34.7259    25.1218    17.7334    1516.98
    136.000    17.7242   4.535809    4.66296 3.5206e-01  1.7241660  1.4700583    34.7222    25.1268    17.7011    1516.90
    137.000    17.7094   4.534237    4.66714 3.3751e-01  1.7238453  1.4672033    34.7210    25.1295    17.6862    1516.87
    138.000    17.7044   4.533746    4.66946 3.4874e-01  1.7248987  1.4651956    34.7207    25.1305    17.6810    1516.87
    139.000    17.7240   4.535991    4.66443 3.6658e-01  1.7246342  1.4664777    34.7228    25.1273    17.7004    1516.95
    140.000    17.6870   4.532185    4.64084 3.3411e-01  1.7254869  1.4650689    34.7213    25.1352    17.6633    1516.85
    141.000    17.6148   4.524561    4.64904 3.0316e-01  1.7272286  1.4598396    34.7171    25.1495    17.5910    1516.65
    142.000    17.5943   4.522414    4.65134 2.8595e-01  1.7285264  1.4562595    34.7158    25.1535    17.5703    1516.60
    143.000    17.5846   4.521424    4.65886 2.8810e-01  1.7295516  1.4552833    34.7152    25.1554    17.5606    1516.59
    144.000    17.5757   4.520583    4.65827 3.0098e-01  1.7299494  1.4561881    34.7152    25.1576    17.5514    1516.58
    145.000    17.5725   4.520397    4.64145 2.9580e-01  1.7311698  1.4560149    34.7159    25.1589    17.5481    1516.59
    146.000    17.5248   4.515667    4.63717 2.6234e-01  1.7322577  1.4500619    34.7157    25.1703    17.5002    1516.46
    147.000    17.4859   4.511868    4.63095 2.2043e-01  1.7337847  1.4466052    34.7158    25.1798    17.4612    1516.37
    148.000    17.4727   4.510584    4.63133 2.1726e-01  1.7351890  1.4453199    34.7156    25.1828    17.4479    1516.34
    149.000    17.4215   4.505287    4.63237 2.0734e-01  1.7372631  1.4431175    34.7134    25.1935    17.3966    1516.21
    150.000    17.3866   4.501489    4.63482 1.6803e-01  1.7387473  1.4382492    34.7102    25.1994    17.3615    1516.11
    151.000    17.3681   4.499509    4.62571 1.5626e-01  1.7393978  1.4360818    34.7086    25.2026    17.3428    1516.07
    152.000    17.3365   4.496102    4.63100 1.5780e-01  1.7401303  1.4340889    34.7059    25.2081    17.3111    1515.99
    153.000    17.2975   4.491954    4.62765 1.5019e-01  1.7412294  1.4317953    34.7030    25.2153    17.2721    1515.89
    154.000    17.2583   4.487592    4.63433 1.4146e-01  1.7417116  1.4281804    34.6985    25.2212    17.2327    1515.79
    155.000    17.2309   4.484596    4.62907 1.3027e-01  1.7423133  1.4257408    34.6957    25.2256    17.2052    1515.72
    156.000    17.2012   4.481296    4.63687 1.3518e-01  1.7430116  1.4219294    34.6922    25.2301    17.1753    1515.64
    157.000    17.1766   4.478570    4.63483 1.2159e-01  1.7436060  1.4196862    34.6893    25.2338    17.1506    1515.58
    158.000    17.1110   4.471323    4.63660 1.1136e-01  1.7444595  1.4161375    34.6824    25.2440    17.0849    1515.39
    159.000    17.0864   4.468610    4.64731 9.2812e-02  1.7450547  1.4135073    34.6796    25.2478    17.0602    1515.33
    160.000    17.0796   4.467900    4.65496 1.0319e-01  1.7444753  1.4129684    34.6789    25.2489    17.0531    1515.33
    161.000    17.0581   4.465748    4.64427 1.0028e-01  1.7455701  1.4118470    34.6783    25.2535    17.0316    1515.28
    162.000    17.0381   4.463663    4.64119 9.9984e-02  1.7469904  1.4085416    34.6770    25.2573    17.0114    1515.23
    163.000    17.0220   4.461934    4.65077 9.5629e-02  1.7471635  1.4064594    34.6754    25.2599    16.9952    1515.20
    164.000    17.0093   4.460633    4.64054 8.1731e-02  1.7476215  1.4057675    34.6746    25.2623    16.9824    1515.18
    165.000    16.9712   4.456487    4.62742 7.7784e-02  1.7487228  1.4028197    34.6710    25.2685    16.9441    1515.07
    166.000    16.9179   4.450874    4.61666 7.7362e-02  1.7504513  1.3988928    34.6676    25.2785    16.8907    1514.93
    167.000    16.8607   4.444954    4.61931 8.8412e-02  1.7530945  1.3962751    34.6648    25.2899    16.8334    1514.77
    168.000    16.8352   4.442164    4.62074 7.3331e-02  1.7550109  1.3930475    34.6620    25.2938    16.8078    1514.70
    169.000    16.8254   4.441250    4.61674 8.0267e-02  1.7564139  1.3921457    34.6622    25.2962    16.7978    1514.69
    170.000    16.8195   4.440828    4.59880 7.6318e-02  1.7573536  1.3907486    34.6632    25.2984    16.7917    1514.69
    171.000    16.7743   4.436022    4.58791 6.7283e-02  1.7596187  1.3871746    34.6598    25.3064    16.7464    1514.57
    172.000    16.7548   4.434111    4.58559 6.5372e-02  1.7612044  1.3860760    34.6595    25.3108    16.7268    1514.53
    173.000    16.7451   4.433248    4.58717 6.2471e-02  1.7633295  1.3860598    34.6600    25.3134    16.7169    1514.51
    174.000    16.7282   4.431484    4.59205 5.9104e-02  1.7644255  1.3841027    34.6587    25.3164    16.6999    1514.48
    175.000    16.7218   4.430880    4.57341 6.0138e-02  1.7654707  1.3830845    34.6586    25.3179    16.6933    1514.47
    176.000    16.6908   4.427700    4.55000 6.0995e-02  1.7661500  1.3801109    34.6571    25.3240    16.6622    1514.39
    177.000    16.6626   4.424936    4.54880 5.8799e-02  1.7692370  1.3780685    34.6569    25.3304    16.6339    1514.32
    178.000    16.6408   4.422769    4.54638 5.6974e-02  1.7723045  1.3767649    34.6564    25.3351    16.6119    1514.27
    179.000    16.6219   4.420812    4.54146 5.4932e-02  1.7730051  1.3750485    34.6551    25.3386    16.5929    1514.23
    180.000    16.5942   4.417888    4.53355 5.7624e-02  1.7742886  1.3719438    34.6531    25.3435    16.5650    1514.16
    181.000    16.5744   4.415879    4.52507 5.5330e-02  1.7753877  1.3707064    34.6522    25.3474    16.5452    1514.12
    182.000    16.5656   4.415009    4.52348 7.6508e-02  1.7760933  1.3696623    34.6518    25.3492    16.5362    1514.10
    183.000    16.5590   4.414649    4.51703 5.7718e-02  1.7786014  1.3699879    34.6539    25.3523    16.5295    1514.10
    184.000    16.5333   4.412085    4.50117 5.3089e-02  1.7803460  1.3674227    34.6532    25.3578    16.5036    1514.04
    185.000    16.5198   4.410680    4.50185 5.4327e-02  1.7823245  1.3654699    34.6522    25.3602    16.4900    1514.02
    186.000    16.5056   4.409037    4.51462 1.4487e-01  1.7832660  1.3649305    34.6497    25.3616    16.4756    1513.99
    187.000    16.5037   4.408825    4.51587 6.1324e-02  1.7828446  1.3638483    34.6491    25.3615    16.4736    1514.00
    188.000    16.4744   4.405614    4.52383 5.3866e-02  1.7823888  1.3624631    34.6458    25.3658    16.4442    1513.92
    189.000    16.4524   4.403342    4.51183 5.6037e-02  1.7829735  1.3604258    34.6445    25.3699    16.4220    1513.87
    190.000    16.4163   4.399420    4.51641 5.4608e-02  1.7840526  1.3572443    34.6409    25.3756    16.3858    1513.77
    191.000    16.3811   4.395622    4.51658 5.2693e-02  1.7844609  1.3555001    34.6375    25.3811    16.3504    1513.67
    192.000    16.3782   4.395539    4.51506 5.2171e-02  1.7855447  1.3540944    34.6389    25.3829    16.3474    1513.68
    193.000    16.3744   4.395437    4.49180 5.2897e-02  1.7892520  1.3549646    34.6410    25.3853    16.3434    1513.69
    194.000    16.3739   4.395605    4.48402 5.2443e-02  1.7906492  1.3542562    34.6425    25.3866    16.3428    1513.71
    195.000    16.3703   4.395254    4.48321 5.5438e-02  1.7914253  1.3525419    34.6421    25.3871    16.3391    1513.71
    196.000    16.3620   4.394355    4.47697 5.3089e-02  1.7915991  1.3516390    34.6410    25.3882    16.3306    1513.70
    197.000    16.3372   4.391783    4.47863 5.4923e-02  1.7924196  1.3511002    34.6394    25.3927    16.3057    1513.64
    198.000    16.3199   4.389966    4.48756 5.2535e-02  1.7932598  1.3488174    34.6381    25.3957    16.2882    1513.60
    199.000    16.2832   4.386071    4.46624 5.1581e-02  1.7958413  1.3450100    34.6351    25.4019    16.2514    1513.50
    200.000    16.1977   4.377172    4.44933 5.2369e-02  1.7985555  1.3408552    34.6303    25.4179    16.1659    1513.25
    201.000    16.1826   4.375530    4.44439 5.1975e-02  1.8004050  1.3392339    34.6285    25.4200    16.1506    1513.22
    202.000    16.1423   4.371162    4.46281 5.3598e-02  1.8013666  1.3354668    34.6245    25.4262    16.1103    1513.11
    203.000    16.1052   4.367043    4.46973 5.6310e-02  1.8019415  1.3325289    34.6199    25.4311    16.0730    1513.00
    204.000    16.0786   4.364156    4.46825 5.1909e-02  1.8017458  1.3310975    34.6170    25.4350    16.0463    1512.94
    205.000    16.0589   4.362059    4.47611 5.2852e-02  1.8016773  1.3294992    34.6152    25.4381    16.0265    1512.89
    206.000    16.0395   4.360014    4.46208 5.4699e-02  1.8023206  1.3280177    34.6135    25.4413    16.0069    1512.84
    207.000    16.0143   4.357367    4.47445 5.1133e-02  1.8030775  1.3257705    34.6116    25.4456    15.9816    1512.78
    208.000    15.9716   4.352821    4.46771 5.4718e-02  1.8047316  1.3226158    34.6080    25.4525    15.9388    1512.66
    209.000    15.9055   4.345623    4.46940 5.1895e-02  1.8064050  1.3173100    34.6012    25.4624    15.8726    1512.47
    210.000    15.8896   4.343960    4.46399 5.2267e-02  1.8067516  1.3153549    34.5999    25.4650    15.8566    1512.43
    211.000    15.8702   4.342025    4.45934 5.1907e-02  1.8072684  1.3143843    34.5992    25.4688    15.8371    1512.39
    212.000    15.8556   4.340473    4.46189 5.2593e-02  1.8083361  1.3124722    34.5977    25.4709    15.8224    1512.36
    213.000    15.8428   4.339146    4.45548 5.5066e-02  1.8093564  1.3105748    34.5966    25.4730    15.8094    1512.33
    214.000    15.8250   4.337341    4.45698 5.3157e-02  1.8096298  1.3092158    34.5957    25.4763    15.7915    1512.29
    215.000    15.8066   4.335464    4.46053 5.2299e-02  1.8109262  1.3084379    34.5946    25.4797    15.7729    1512.25
    216.000    15.7705   4.331712    4.45620 5.2299e-02  1.8119302  1.3050778    34.5923    25.4861    15.7367    1512.15
    217.000    15.7174   4.326184    4.45166 5.2712e-02  1.8136515  1.3023630    34.5889    25.4955    15.6836    1512.00
    218.000    15.6252   4.316134    4.45727 5.2683e-02  1.8161664  1.2953776    34.5793    25.5088    15.5913    1511.72
    219.000    15.5750   4.310793    4.46136 5.3274e-02  1.8167772  1.2917598    34.5749    25.5167    15.5411    1511.57
    220.000    15.5561   4.308854    4.46649 5.2536e-02  1.8169134  1.2892185    34.5737    25.5200    15.5220    1511.53
    221.000    15.5358   4.306755    4.46444 5.1732e-02  1.8176409  1.2872606    34.5723    25.5235    15.5016    1511.48
    222.000    15.5161   4.304760    4.45310 5.2397e-02  1.8181136  1.2853919    34.5712    25.5271    15.4818    1511.43
    223.000    15.5109   4.304240    4.45484 5.1586e-02  1.8186001  1.2836342    34.5707    25.5279    15.4764    1511.43
    224.000    15.5100   4.304188    4.45529 5.2576e-02  1.8189690  1.2832718    34.5706    25.5280    15.4754    1511.45
    225.000    15.4968   4.302799    4.45812 5.2024e-02  1.8193465  1.2826419    34.5693    25.5299    15.4621    1511.42
    226.000    15.4859   4.301739    4.46541 5.1851e-02  1.8194527  1.2823431    34.5689    25.5321    15.4511    1511.40
    227.000    15.4683   4.299926    4.46451 5.3826e-02  1.8201185  1.2807573    34.5678    25.5351    15.4333    1511.36
    228.000    15.4335   4.296220    4.46183 5.2785e-02  1.8210817  1.2784017    34.5646    25.5404    15.3983    1511.26
    229.000    15.4153   4.294297    4.46000 5.1666e-02  1.8212521  1.2765217    34.5628    25.5431    15.3801    1511.22
    230.000    15.3949   4.292198    4.44830 5.2538e-02  1.8219161  1.2752121    34.5615    25.5466    15.3595    1511.17
    231.000    15.3700   4.289545    4.45804 5.2556e-02  1.8227407  1.2733966    34.5590    25.5503    15.3345    1511.11
    232.000    15.3665   4.289202    4.45081 5.2569e-02  1.8235325  1.2714840    34.5586    25.5507    15.3309    1511.11
    233.000    15.3555   4.288103    4.45993 5.3483e-02  1.8235644  1.2705652    34.5579    25.5527    15.3198    1511.09
    234.000    15.3363   4.286163    4.45720 5.2075e-02  1.8248259  1.2689069    34.5570    25.5562    15.3004    1511.05
    235.000    15.2762   4.279951    4.43183 5.2293e-02  1.8275821  1.2654585    34.5533    25.5667    15.2403    1510.87
