       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM
     72.000    16.5634   4.439897    2.76536 7.9650e-01  2.1248344  1.3695181    34.9151    25.5520    16.5518    1512.60
     73.000    16.5930   4.444709    2.78990 7.6416e-01  2.1187633  1.3713476    34.9312    25.5574    16.5812    1512.73
     74.000    16.6045   4.447617    2.80923 7.7224e-01  2.1078745  1.3728442    34.9463    25.5664    16.5926    1512.80
     75.000    16.5167   4.437370    2.79708 7.1175e-01  2.1092419  1.3697950    34.9324    25.5762    16.5047    1512.53
     76.000    16.4828   4.435986    2.81937 7.1626e-01  2.1085193  1.3649522    34.9495    25.5972    16.4706    1512.46
     77.000    16.4918   4.438848    2.84454 6.8507e-01  2.1020085  1.3632122    34.9665    25.6082    16.4794    1512.53
     78.000    16.4881   4.438622    2.84680 6.6763e-01  2.0998951  1.3628984    34.9674    25.6098    16.4755    1512.53
     79.000    16.0534   4.389107    2.79601 6.4530e-01  2.1100844  1.3486667    34.9097    25.6658    16.0409    1511.15
     80.000    15.8606   4.371115    2.77119 5.9005e-01  2.1260928  1.3267651    34.9187    25.7169    15.8481    1510.58
     81.000    15.8198   4.369121    2.80530 5.4999e-01  2.1292789  1.3155850    34.9365    25.7399    15.8072    1510.50
     82.000    15.8197   4.370102    2.82011 5.5634e-01  2.1283621  1.3119802    34.9450    25.7464    15.8069    1510.52
     83.000    15.8552   4.376668    2.81813 5.6123e-01  2.1253093  1.3123552    34.9720    25.7591    15.8422    1510.68
     84.000    16.0104   4.407067    2.87074 5.0203e-01  2.1156450  1.3198663    35.1058    25.8267    15.9971    1511.33
     85.000    16.0056   4.409038    2.87655 4.1919e-01  2.1063650  1.3240370    35.1272    25.8442    15.9922    1511.35
     86.000    15.8621   4.394691    2.88851 3.7483e-01  2.1066021  1.3164420    35.1260    25.8761    15.8486    1510.93
     87.000    15.7276   4.382216    2.89781 3.4855e-01  2.1062275  1.3076012    35.1333    25.9122    15.7140    1510.54
     88.000    15.4458   4.349935    2.91324 4.0510e-01  2.1099594  1.2960258    35.0934    25.9449    15.4322    1509.63
     89.000    15.0771   4.308931    2.93501 3.0148e-01  2.1151840  1.2744233    35.0513    25.9945    15.0636    1508.44
     90.000    14.9590   4.295590    2.92919 2.6764e-01  2.1165752  1.2590657    35.0352    26.0081    14.9455    1508.06
     91.000    14.8453   4.283308    2.92202 2.5912e-01  2.1208070  1.2416662    35.0248    26.0250    14.8316    1507.70
     92.000    14.7557   4.274287    2.91659 2.3975e-01  2.1237624  1.2324332    35.0223    26.0426    14.7420    1507.43
     93.000    14.7070   4.269831    2.91545 2.3350e-01  2.1268682  1.2262320    35.0250    26.0552    14.6931    1507.30
     94.000    14.6629   4.265774    2.91386 2.2460e-01  2.1289253  1.2235440    35.0271    26.0664    14.6489    1507.17
     95.000    14.6187   4.261848    2.91076 2.1583e-01  2.1310919  1.2208623    35.0304    26.0785    14.6047    1507.05
     96.000    14.5916   4.259505    2.90727 2.1989e-01  2.1331801  1.2199321    35.0329    26.0863    14.5774    1506.99
     97.000    14.5786   4.258639    2.90106 1.8858e-01  2.1347315  1.2182276    35.0363    26.0918    14.5642    1506.97
     98.000    14.5737   4.258446    2.90803 1.8359e-01  2.1360656  1.2167592    35.0386    26.0946    14.5592    1506.97
     99.000    14.5521   4.256652    2.90163 1.7626e-01  2.1379840  1.2139884    35.0411    26.1012    14.5374    1506.92
    100.000    14.5426   4.256440    2.88946 1.7390e-01  2.1409581  1.2108898    35.0474    26.1081    14.5278    1506.91
    101.000    14.5234   4.254764    2.88699 1.5667e-01  2.1418208  1.2097165    35.0488    26.1134    14.5085    1506.87
    102.000    14.5139   4.254097    2.88785 1.5797e-01  2.1441059  1.2064222    35.0509    26.1170    14.4988    1506.86
    103.000    14.5046   4.253544    2.87500 1.6690e-01  2.1450189  1.2063454    35.0538    26.1212    14.4894    1506.85
    104.000    14.4620   4.248901    2.85745 1.4234e-01  2.1474464  1.2058222    35.0492    26.1268    14.4466    1506.72
    105.000    14.4216   4.244656    2.85446 1.3670e-01  2.1503337  1.2023923    35.0461    26.1331    14.4062    1506.61
    106.000    14.3948   4.241992    2.85651 1.3781e-01  2.1530396  1.2010053    35.0453    26.1383    14.3793    1506.53
    107.000    14.3664   4.239194    2.82884 1.3036e-01  2.1560610  1.1981352    35.0447    26.1439    14.3508    1506.46
    108.000    14.2582   4.227229    2.82460 1.2891e-01  2.1632097  1.1921601    35.0317    26.1569    14.2424    1506.11
    109.000    14.1678   4.217313    2.81142 1.2679e-01  2.1726309  1.1832391    35.0213    26.1681    14.1520    1505.82
    110.000    14.0984   4.209748    2.79431 1.1447e-01  2.1793838  1.1761283    35.0137    26.1770    14.0825    1505.61
    111.000    14.0550   4.205349    2.79571 1.3171e-01  2.1841187  1.1710392    35.0119    26.1847    14.0389    1505.48
    112.000    13.9995   4.199476    2.76753 1.1984e-01  2.1872275  1.1688361    35.0072    26.1928    13.9833    1505.31
    113.000    13.9433   4.193698    2.74981 1.1653e-01  2.1919370  1.1673179    35.0041    26.2022    13.9270    1505.14
    114.000    13.9096   4.190122    2.74365 1.1814e-01  2.1961622  1.1640971    35.0009    26.2068    13.8933    1505.04
    115.000    13.8764   4.186654    2.74680 1.1649e-01  2.2007482  1.1583891    34.9984    26.2118    13.8599    1504.95
    116.000    13.8329   4.182182    2.74378 1.0577e-01  2.2032151  1.1565555    34.9959    26.2190    13.8163    1504.82
    117.000    13.7817   4.177093    2.75198 9.3042e-02  2.2061411  1.1557050    34.9945    26.2286    13.7651    1504.67
    118.000    13.7464   4.173443    2.75030 9.0978e-02  2.2049765  1.1525051    34.9921    26.2341    13.7296    1504.57
    119.000    13.7189   4.170596    2.73432 9.6652e-02  2.2070511  1.1488592    34.9901    26.2383    13.7020    1504.49
    120.000    13.6974   4.168368    2.72962 9.1666e-02  2.2107750  1.1444718    34.9884    26.2415    13.6804    1504.43
    121.000    13.6827   4.166917    2.72588 8.9284e-02  2.2131167  1.1424316    34.9878    26.2440    13.6656    1504.40
    122.000    13.6753   4.166209    2.71477 1.1552e-01  2.2146562  1.1433262    34.9876    26.2454    13.6580    1504.39
    123.000    13.6672   4.165431    2.70525 8.4230e-02  2.2169039  1.1414894    34.9872    26.2468    13.6498    1504.38
    124.000    13.6653   4.165262    2.71266 9.1812e-02  2.2192122  1.1400552    34.9870    26.2470    13.6477    1504.39
    125.000    13.6635   4.165115    2.70262 8.6272e-02  2.2197458  1.1402126    34.9869    26.2473    13.6457    1504.40
    126.000    13.6562   4.164417    2.69601 7.8088e-02  2.2210610  1.1383676    34.9865    26.2485    13.6383    1504.39
    127.000    13.6491   4.163769    2.69996 8.1632e-02  2.2220749  1.1394086    34.9865    26.2500    13.6311    1504.39
    128.000    13.6444   4.163314    2.69146 7.9707e-02  2.2241948  1.1372483    34.9861    26.2506    13.6263    1504.39
    129.000    13.6276   4.161633    2.67672 7.8305e-02  2.2265740  1.1356511    34.9853    26.2535    13.6093    1504.35
    130.000    13.6143   4.160301    2.67806 7.8947e-02  2.2279553  1.1359955    34.9845    26.2556    13.5959    1504.32
    131.000    13.6067   4.159512    2.67748 8.5601e-02  2.2290453  1.1353136    34.9836    26.2565    13.5882    1504.31
    132.000    13.6037   4.159197    2.67836 8.3598e-02  2.2296037  1.1340145    34.9830    26.2567    13.5850    1504.32
    133.000    13.5907   4.157871    2.68674 7.5477e-02  2.2304944  1.1319359    34.9820    26.2585    13.5719    1504.29
    134.000    13.5821   4.157044    2.67963 7.7727e-02  2.2310735  1.1311160    34.9816    26.2600    13.5632    1504.28
    135.000    13.5739   4.156211    2.67656 7.2638e-02  2.2322360  1.1308638    34.9809    26.2612    13.5549    1504.26
    136.000    13.5691   4.155751    2.67559 9.3245e-02  2.2327917  1.1305837    34.9805    26.2619    13.5499    1504.26
    137.000    13.5689   4.155773    2.67183 8.6743e-02  2.2332150  1.1316185    34.9805    26.2619    13.5496    1504.28
    138.000    13.5666   4.155601    2.67827 7.5586e-02  2.2331736  1.1326176    34.9806    26.2624    13.5472    1504.29
    139.000    13.5565   4.154595    2.67820 8.1069e-02  2.2328092  1.1304109    34.9800    26.2640    13.5369    1504.27
    140.000    13.5450   4.153433    2.67000 7.2606e-02  2.2337449  1.1284406    34.9791    26.2658    13.5253    1504.25
    141.000    13.5379   4.152733    2.66998 7.8754e-02  2.2349141  1.1275947    34.9786    26.2669    13.5180    1504.24
    142.000    13.5296   4.151942    2.65602 7.0688e-02  2.2361894  1.1266581    34.9784    26.2684    13.5096    1504.23
    143.000    13.5205   4.151024    2.65657 7.5407e-02  2.2376498  1.1257480    34.9776    26.2696    13.5004    1504.21
    144.000    13.5133   4.150292    2.66386 7.2309e-02  2.2384848  1.1261200    34.9769    26.2706    13.4930    1504.21
    145.000    13.4999   4.148912    2.66646 7.4501e-02  2.2393804  1.1248961    34.9758    26.2725    13.4795    1504.18
    146.000    13.4869   4.147611    2.64413 7.0710e-02  2.2412783  1.1235668    34.9750    26.2745    13.4664    1504.15
    147.000    13.4786   4.146806    2.64170 7.3179e-02  2.2436876  1.1223161    34.9746    26.2759    13.4579    1504.14
    148.000    13.4697   4.145933    2.63220 6.5811e-02  2.2458041  1.1209045    34.9741    26.2774    13.4489    1504.13
    149.000    13.4613   4.145122    2.62924 7.0602e-02  2.2484554  1.1208791    34.9737    26.2788    13.4404    1504.11
    150.000    13.4549   4.144491    2.61667 6.6867e-02  2.2510903  1.1197364    34.9732    26.2797    13.4339    1504.11
    151.000    13.4489   4.143922    2.62061 6.7788e-02  2.2525898  1.1196196    34.9730    26.2808    13.4277    1504.10
    152.000    13.4394   4.142989    2.60579 6.7269e-02  2.2543653  1.1179614    34.9725    26.2823    13.4180    1504.09
    153.000    13.4237   4.141427    2.58824 7.0416e-02  2.2570710  1.1165005    34.9717    26.2849    13.4022    1504.05
    154.000    13.4101   4.140099    2.58577 7.3425e-02  2.2611482  1.1163364    34.9712    26.2874    13.3885    1504.02
    155.000    13.3968   4.138803    2.57113 7.5118e-02  2.2657268  1.1156581    34.9707    26.2897    13.3751    1503.99
    156.000    13.3807   4.137178    2.56760 6.6947e-02  2.2691635  1.1137272    34.9698    26.2923    13.3588    1503.96
    157.000    13.3702   4.136112    2.56458 7.1836e-02  2.2719871  1.1127213    34.9688    26.2937    13.3483    1503.94
    158.000    13.3596   4.135029    2.55535 7.2683e-02  2.2739890  1.1113674    34.9679    26.2952    13.3375    1503.92
    159.000    13.3531   4.134398    2.54556 7.2356e-02  2.2759210  1.1105648    34.9675    26.2962    13.3308    1503.91
    160.000    13.3437   4.133499    2.52935 6.9746e-02  2.2794857  1.1104274    34.9672    26.2979    13.3214    1503.90
    161.000    13.3307   4.132186    2.52042 7.3883e-02  2.2838696  1.1095581    34.9663    26.2998    13.3083    1503.87
    162.000    13.3228   4.131392    2.49971 8.2582e-02  2.2885663  1.1084100    34.9657    26.3010    13.3001    1503.86
    163.000    13.3157   4.130696    2.49603 7.4876e-02  2.2917021  1.1077450    34.9651    26.3020    13.2930    1503.85
    164.000    13.3065   4.129804    2.49512 6.8699e-02  2.2948528  1.1071072    34.9647    26.3035    13.2836    1503.84
    165.000    13.2860   4.127662    2.48712 7.8125e-02  2.2985209  1.1056880    34.9629    26.3063    13.2630    1503.78
    166.000    13.2506   4.123834    2.47020 6.6890e-02  2.3017776  1.1031796    34.9587    26.3103    13.2275    1503.68
    167.000    13.2062   4.119220    2.44907 6.9886e-02  2.3060596  1.1011029    34.9554    26.3167    13.1830    1503.54
    168.000    13.1814   4.116616    2.43761 8.6270e-02  2.3116399  1.0988911    34.9530    26.3199    13.1581    1503.47
    169.000    13.1565   4.113992    2.43545 6.9215e-02  2.3168758  1.0971557    34.9507    26.3231    13.1331    1503.40
    170.000    13.1080   4.108795    2.42834 7.1001e-02  2.3210052  1.0945984    34.9455    26.3289    13.0845    1503.25
    171.000    13.0647   4.104194    2.42575 6.3825e-02  2.3247369  1.0921402    34.9412    26.3343    13.0411    1503.12
    172.000    12.9877   4.095906    2.43308 6.1849e-02  2.3265767  1.0875146    34.9328    26.3433    12.9641    1502.87
    173.000    12.9337   4.090106    2.44090 6.4817e-02  2.3260297  1.0840519    34.9269    26.3496    12.9100    1502.70
    174.000    12.9081   4.087554    2.44568 6.4449e-02  2.3258895  1.0809125    34.9257    26.3538    12.8843    1502.63
    175.000    12.8746   4.083841    2.43008 6.1793e-02  2.3265249  1.0773155    34.9207    26.3566    12.8508    1502.53
    176.000    12.8672   4.083126    2.43001 6.1745e-02  2.3276273  1.0761015    34.9203    26.3578    12.8432    1502.52
    177.000    12.8634   4.082788    2.43933 5.9503e-02  2.3282603  1.0762037    34.9201    26.3584    12.8393    1502.52
    178.000    12.8544   4.081864    2.42923 6.0169e-02  2.3292359  1.0756597    34.9192    26.3594    12.8302    1502.51
    179.000    12.8465   4.081076    2.42031 5.7992e-02  2.3306438  1.0745962    34.9186    26.3606    12.8221    1502.50
    180.000    12.8373   4.080120    2.41673 6.0875e-02  2.3319171  1.0729730    34.9175    26.3616    12.8127    1502.48
    181.000    12.8292   4.079314    2.42061 5.8807e-02  2.3332540  1.0721614    34.9168    26.3626    12.8046    1502.47
    182.000    12.8211   4.078534    2.41319 5.8015e-02  2.3352136  1.0720442    34.9165    26.3640    12.7963    1502.46
    183.000    12.8115   4.077680    2.40155 5.7858e-02  2.3379091  1.0720911    34.9167    26.3661    12.7866    1502.44
    184.000    12.8070   4.077179    2.38319 6.9760e-02  2.3412761  1.0720395    34.9156    26.3661    12.7820    1502.44
    185.000    12.7974   4.076331    2.37783 5.7792e-02  2.3453875  1.0716612    34.9160    26.3683    12.7723    1502.43
    186.000    12.7905   4.075545    2.37284 5.9305e-02  2.3485034  1.0703289    34.9144    26.3684    12.7652    1502.42
    187.000    12.7800   4.074474    2.36767 5.9062e-02  2.3508781  1.0688064    34.9135    26.3698    12.7546    1502.40
    188.000    12.7741   4.073905    2.35845 5.9614e-02  2.3531215  1.0673577    34.9130    26.3706    12.7486    1502.39
    189.000    12.7691   4.073426    2.35514 6.0129e-02  2.3551382  1.0664522    34.9126    26.3713    12.7434    1502.39
    190.000    12.7662   4.073203    2.35385 5.8375e-02  2.3570800  1.0660615    34.9127    26.3720    12.7404    1502.40
    191.000    12.7614   4.072693    2.34958 5.8817e-02  2.3583732  1.0666098    34.9118    26.3722    12.7355    1502.40
    192.000    12.7587   4.072484    2.34360 6.3190e-02  2.3590979  1.0667090    34.9120    26.3729    12.7326    1502.40
    193.000    12.7545   4.072090    2.34425 6.0275e-02  2.3604752  1.0661586    34.9117    26.3735    12.7283    1502.41
    194.000    12.7478   4.071442    2.33891 6.1555e-02  2.3623148  1.0659180    34.9112    26.3744    12.7215    1502.40
    195.000    12.7254   4.069068    2.31462 6.0132e-02  2.3660054  1.0647407    34.9087    26.3770    12.6990    1502.34
    196.000    12.7012   4.066593    2.29473 5.7317e-02  2.3717764  1.0625837    34.9069    26.3804    12.6747    1502.27
    197.000    12.6938   4.065842    2.29550 5.7950e-02  2.3756930  1.0613204    34.9061    26.3812    12.6672    1502.26
    198.000    12.6834   4.064808    2.29140 6.2568e-02  2.3794835  1.0610891    34.9055    26.3828    12.6566    1502.24
    199.000    12.6681   4.063237    2.28416 5.8583e-02  2.3823803  1.0601044    34.9041    26.3847    12.6412    1502.21
    200.000    12.6480   4.061157    2.26316 5.8719e-02  2.3860993  1.0584213    34.9023    26.3873    12.6211    1502.15
    201.000    12.6297   4.059281    2.25176 6.6148e-02  2.3899604  1.0572657    34.9008    26.3897    12.6026    1502.11
    202.000    12.6098   4.057204    2.24613 5.7431e-02  2.3951428  1.0555061    34.8988    26.3922    12.5826    1502.05
    203.000    12.5872   4.054859    2.22801 5.7454e-02  2.4009209  1.0547336    34.8969    26.3951    12.5599    1501.99
    204.000    12.5659   4.052612    2.21544 5.8851e-02  2.4060131  1.0524040    34.8946    26.3975    12.5385    1501.93
    205.000    12.5472   4.050674    2.20663 6.4281e-02  2.4098552  1.0504358    34.8928    26.3998    12.5197    1501.88
    206.000    12.5289   4.048913    2.20480 7.5744e-02  2.4143313  1.0491609    34.8924    26.4031    12.5012    1501.84
    207.000    12.5328   4.049302    2.20278 5.8840e-02  2.4184765  1.0486024    34.8921    26.4021    12.5050    1501.87
    208.000    12.5041   4.046366    2.19430 5.9581e-02  2.4212948  1.0466337    34.8900    26.4061    12.4762    1501.78
    209.000    12.4939   4.045341    2.18822 6.0715e-02  2.4225532  1.0453252    34.8891    26.4074    12.4659    1501.76
    210.000    12.4779   4.043754    2.18396 5.9635e-02  2.4242444  1.0440929    34.8883    26.4099    12.4498    1501.72
    211.000    12.4726   4.043391    2.19064 5.8845e-02  2.4251434  1.0437444    34.8893    26.4117    12.4443    1501.72
    212.000    12.4659   4.042622    2.18244 6.1018e-02  2.4256423  1.0431896    34.8877    26.4118    12.4375    1501.72
    213.000    12.4509   4.041149    2.16567 6.3904e-02  2.4282265  1.0417711    34.8869    26.4141    12.4225    1501.68
    214.000    12.4325   4.039353    2.14408 6.1776e-02  2.4340105  1.0406020    34.8862    26.4172    12.4040    1501.63
    215.000    12.4278   4.038935    2.12625 6.2970e-02  2.4414431  1.0395096    34.8862    26.4181    12.3991    1501.64
    216.000    12.4135   4.037529    2.10219 5.9800e-02  2.4492340  1.0381868    34.8854    26.4202    12.3847    1501.60
    217.000    12.4025   4.036442    2.05969 6.3977e-02  2.4597113  1.0374149    34.8847    26.4218    12.3736    1501.58
    218.000    12.3970   4.035965    2.04560 6.2817e-02  2.4700710  1.0367308    34.8848    26.4230    12.3679    1501.58
    219.000    12.3920   4.035495    2.02574 6.3015e-02  2.4800032  1.0363007    34.8845    26.4237    12.3628    1501.58
    220.000    12.3893   4.035221    2.01493 6.3912e-02  2.4844018  1.0354987    34.8839    26.4238    12.3600    1501.58
    221.000    12.3772   4.034017    1.97403 6.4556e-02  2.4923484  1.0348415    34.8831    26.4255    12.3478    1501.56
    222.000    12.3711   4.033440    1.93487 6.1817e-02  2.5037961  1.0342549    34.8828    26.4265    12.3415    1501.55
    223.000    12.3618   4.032525    1.90745 6.5256e-02  2.5133001  1.0333130    34.8821    26.4278    12.3321    1501.54
    224.000    12.3582   4.032203    1.89629 6.4675e-02  2.5238540  1.0329697    34.8819    26.4283    12.3284    1501.54
    225.000    12.3571   4.032171    1.89827 6.6893e-02  2.5358881  1.0323400    34.8822    26.4287    12.3272    1501.55
    226.000    12.3414   4.030620    1.83147 6.3980e-02  2.5596069  1.0303947    34.8814    26.4312    12.3113    1501.52
    227.000    12.3315   4.029597    1.79244 6.4161e-02  2.5672398  1.0298017    34.8803    26.4323    12.3013    1501.50
    228.000    12.3297   4.029450    1.79519 6.7662e-02  2.5714759  1.0295358    34.8801    26.4325    12.2994    1501.51
    229.000    12.3276   4.029270    1.79844 6.5929e-02  2.5749284  1.0293032    34.8799    26.4327    12.2972    1501.52
    230.000    12.3247   4.029020    1.79494 6.6960e-02  2.5780287  1.0293040    34.8798    26.4332    12.2941    1501.52
    231.000    12.3217   4.028750    1.79197 6.8065e-02  2.5810702  1.0290099    34.8795    26.4335    12.2910    1501.53
    232.000    12.3201   4.028622    1.79173 6.4487e-02  2.5826885  1.0290953    34.8793    26.4336    12.2893    1501.54
    233.000    12.3176   4.028413    1.79395 6.6417e-02  2.5836549  1.0286615    34.8791    26.4340    12.2867    1501.55
