       PrDM      T090C      C0S/m    Sbeox0V       FlSP     Upoly0     Upoly1     Upoly2      Sal00  Sigma-t00 Potemp090C       SvDM Sbeox0ML/L
     91.000    15.0727   4.252551     2.5868 6.7586e-01  1.7744692  7.0733939  0.1018544    34.5416    25.6026    15.0590    1507.86     5.3006
     92.000    15.0834   4.255006     2.5442 4.9165e-01  1.7772355  7.0798420  0.1013509    34.5541    25.6098    15.0695    1507.93     5.1658
     93.000    15.0873   4.255536     2.5306 4.4781e-01  1.7856161  7.0546753  0.1043269    34.5550    25.6097    15.0733    1507.95     5.1766
     94.000    15.0843   4.255218     2.5277 4.5247e-01  1.7977171  7.0233348  0.1070745    34.5545    25.6099    15.0701    1507.96     5.1830
     95.000    15.0842   4.255230     2.5236 5.6757e-01  1.8011271  7.0385957  0.1033277    34.5542    25.6098    15.0698    1507.98     5.1710
     96.000    15.0872   4.255651     2.5182 6.1460e-01  1.8020268  7.0690924  0.1014066    34.5549    25.6097    15.0727    1508.00     5.1639
     97.000    15.0841   4.255420     2.5132 5.7656e-01  1.8030927  7.0847583  0.1047497    34.5552    25.6106    15.0695    1508.01     5.1305
     98.000    15.0801   4.255296     2.4995 4.1984e-01  1.8042091  7.0447054  0.1017237    34.5572    25.6130    15.0653    1508.02     5.0803
     99.000    15.0576   4.253166     2.4876 3.8865e-01  1.8102165  7.0117447  0.0984682    34.5574    25.6180    15.0427    1507.96     5.0567
    100.000    15.0408   4.251590     2.4780 4.2368e-01  1.8167822  6.9965941  0.0983755    34.5575    25.6219    15.0257    1507.93     5.0556
    101.000    15.0209   4.249601     2.4740 5.0901e-01  1.8199672  6.9989216  0.1024707    34.5566    25.6255    15.0057    1507.88     5.0544
    102.000    14.9884   4.246004     2.4698 3.2055e-01  1.8213130  7.0022002  0.1035783    34.5522    25.6292    14.9731    1507.79     5.0549
    103.000    14.9682   4.243776     2.4715 2.8102e-01  1.8224395  6.9494290  0.1012768    34.5495    25.6315    14.9527    1507.74     5.0657
    104.000    14.9625   4.243434     2.4708 3.2577e-01  1.8229687  6.9380408  0.1030248    34.5510    25.6340    14.9468    1507.74     5.0574
    105.000    14.9242   4.239395     2.4693 2.6127e-01  1.8241604  6.9115233  0.1033680    34.5477    25.6398    14.9084    1507.63     5.0635
    106.000    14.8791   4.234511     2.4686 2.2340e-01  1.8242988  6.8453077  0.1015806    34.5427    25.6458    14.8632    1507.49     5.0578
    107.000    14.8473   4.231280     2.4671 2.3744e-01  1.8246301  6.8305543  0.1023262    34.5410    25.6514    14.8313    1507.40     5.0619
    108.000    14.8594   4.232668     2.4646 3.0192e-01  1.8258623  6.8478111  0.1029723    34.5425    25.6499    14.8433    1507.46     5.0521
    109.000    14.8232   4.228805     2.4611 2.2017e-01  1.8262394  6.8642083  0.1017704    34.5390    25.6550    14.8069    1507.36     5.0495
    110.000    14.8081   4.227149     2.4589 1.9079e-01  1.8278931  6.8085830  0.1052262    34.5368    25.6566    14.7917    1507.33     5.0437
    111.000    14.7980   4.226012     2.4588 1.8364e-01  1.8286405  6.7648414  0.1006170    34.5350    25.6575    14.7814    1507.31     5.0517
    112.000    14.7765   4.223768     2.4592 2.0145e-01  1.8288451  6.7422546  0.1007910    34.5332    25.6607    14.7598    1507.25     5.0561
    113.000    14.7862   4.224910     2.4588 2.2933e-01  1.8284431  6.7415967  0.1043255    34.5346    25.6597    14.7693    1507.30     5.0587
    114.000    14.7542   4.221317     2.4602 1.6703e-01  1.8289988  6.7091611  0.0995438    34.5298    25.6629    14.7372    1507.21     5.0847
    115.000    14.7298   4.218343     2.4688 1.7890e-01  1.8292901  6.6713766  0.1036097    34.5237    25.6635    14.7128    1507.14     5.1270
    116.000    14.6952   4.214469     2.4753 2.2196e-01  1.8270775  6.6442740  0.1061846    34.5186    25.6671    14.6780    1507.04     5.1301
    117.000    14.7138   4.216743     2.4762 2.6879e-01  1.8245199  6.6670104  0.1004999    34.5225    25.6661    14.6964    1507.12     5.1212
    118.000    14.6892   4.214353     2.4939 3.6932e-01  1.8222165  6.6683654  0.1039245    34.5220    25.6710    14.6718    1507.06     5.2278
    119.000    14.6339   4.208151     2.5289 3.1014e-01  1.8137733  6.6228644  0.1042754    34.5140    25.6768    14.6163    1506.89     5.3334
    120.000    14.6168   4.206292     2.5487 3.2719e-01  1.8000034  6.6050217  0.1036860    34.5117    25.6787    14.5991    1506.85     5.3438
    121.000    14.6182   4.206537     2.5587 3.9176e-01  1.7924759  6.6045343  0.1002755    34.5123    25.6788    14.6003    1506.87     5.3548
    122.000    14.6058   4.205139     2.5684 3.0233e-01  1.7909705  6.5900141  0.1034038    34.5101    25.6798    14.5877    1506.84     5.3817
    123.000    14.6014   4.204667     2.5742 3.0092e-01  1.7889865  6.5762090  0.1041902    34.5093    25.6801    14.5833    1506.84     5.3996
    124.000    14.5930   4.203767     2.5802 3.0951e-01  1.7865488  6.5701285  0.1032758    34.5081    25.6810    14.5747    1506.83     5.4077
    125.000    14.5844   4.202821     2.5824 2.8769e-01  1.7847908  6.5568537  0.1041637    34.5067    25.6817    14.5659    1506.82     5.4151
    126.000    14.5664   4.200958     2.5874 2.9884e-01  1.7830802  6.5375865  0.1035638    34.5051    25.6844    14.5478    1506.78     5.4303
    127.000    14.5608   4.200516     2.5810 3.3924e-01  1.7811396  6.5362700  0.1003998    34.5056    25.6860    14.5421    1506.78     5.3895
    128.000    14.5105   4.195449     2.5719 2.4950e-01  1.7843139  6.5032509  0.1079500    34.5034    25.6951    14.4917    1506.63     5.3711
    129.000    14.5092   4.195312     2.5697 2.7596e-01  1.7884713  6.4856438  0.1028793    34.5029    25.6950    14.4903    1506.64     5.3901
    130.000    14.4984   4.194184     2.5708 2.6758e-01  1.7885266  6.4691737  0.1039056    34.5017    25.6964    14.4793    1506.62     5.3743
    131.000    14.4942   4.194031     2.5596 2.6655e-01  1.7888082  6.4687026  0.1009090    34.5037    25.6988    14.4749    1506.63     5.3334
    132.000    14.4843   4.193184     2.5484 2.5304e-01  1.7922505  6.4808862  0.1021748    34.5043    25.7014    14.4649    1506.61     5.3101
    133.000    14.4827   4.193128     2.5402 2.4067e-01  1.7953062  6.4668333  0.1030906    34.5048    25.7022    14.4631    1506.62     5.2891
    134.000    14.4830   4.193466     2.5248 2.4380e-01  1.7988482  6.4654666  0.1025708    34.5073    25.7040    14.4633    1506.64     5.2331
    135.000    14.4759   4.192923     2.5142 2.5669e-01  1.8032137  6.4604270  0.0994821    34.5081    25.7062    14.4561    1506.64     5.2302
    136.000    14.4676   4.192098     2.5105 2.4623e-01  1.8078710  6.4569342  0.0998511    34.5076    25.7075    14.4476    1506.63     5.2355
    137.000    14.4563   4.190889     2.5130 2.3584e-01  1.8107991  6.4466601  0.1023107    34.5061    25.7088    14.4361    1506.61     5.2581
    138.000    14.4176   4.186713     2.5205 2.4703e-01  1.8109145  6.4206819  0.1013323    34.5017    25.7137    14.3974    1506.49     5.2827
    139.000    14.3741   4.182300     2.5207 2.3598e-01  1.8081019  6.3863764  0.1005386    34.4994    25.7211    14.3538    1506.37     5.2571
    140.000    14.3257   4.177679     2.5063 2.0984e-01  1.8080214  6.3578025  0.1030213    34.4995    25.7316    14.3053    1506.23     5.2103
    141.000    14.3141   4.176583     2.4987 1.9251e-01  1.8116215  6.3483278  0.1033082    34.4993    25.7339    14.2935    1506.21     5.2120
    142.000    14.3044   4.175654     2.4928 1.7866e-01  1.8150956  6.3328900  0.1028075    34.4990    25.7357    14.2837    1506.19     5.1979
    143.000    14.2895   4.174182     2.4900 1.5103e-01  1.8183190  6.2972686  0.1029340    34.4983    25.7383    14.2687    1506.16     5.2024
    144.000    14.2792   4.173173     2.4904 1.4558e-01  1.8204949  6.2708769  0.0968954    34.4977    25.7400    14.2583    1506.14     5.2098
    145.000    14.2736   4.172633     2.4901 1.5209e-01  1.8209720  6.2572746  0.1004508    34.4974    25.7410    14.2525    1506.14     5.2036
    146.000    14.2598   4.171259     2.4898 1.5577e-01  1.8204156  6.2525893  0.1002968    34.4966    25.7433    14.2385    1506.11     5.2103
    147.000    14.2187   4.167062     2.4884 1.3605e-01  1.8219666  6.2345500  0.1034839    34.4941    25.7500    14.1974    1505.99     5.2027
    148.000    14.2098   4.166204     2.4873 1.1201e-01  1.8226479  6.2058272  0.1022525    34.4937    25.7517    14.1883    1505.98     5.2092
    149.000    14.2079   4.166054     2.4873 1.1071e-01  1.8228520  6.1866968  0.1030690    34.4936    25.7520    14.1863    1505.98     5.2112
    150.000    14.2056   4.165863     2.4881 1.2318e-01  1.8231119  6.1823931  0.1023140    34.4935    25.7523    14.1838    1505.99     5.2149
    151.000    14.2023   4.165650     2.4904 1.2811e-01  1.8229542  6.1903933  0.1023052    34.4940    25.7535    14.1804    1506.00     5.2216
    152.000    14.1835   4.163772     2.4900 1.1981e-01  1.8218347  6.1815441  0.1017805    34.4931    25.7567    14.1614    1505.96     5.2231
    153.000    14.1597   4.161333     2.4912 1.0331e-01  1.8215386  6.1556420  0.0993325    34.4913    25.7604    14.1376    1505.89     5.2287
    154.000    14.1482   4.160183     2.4908 9.9870e-02  1.8217349  6.1336022  0.1037101    34.4905    25.7622    14.1259    1505.87     5.2268
    155.000    14.1176   4.157053     2.4912 1.0714e-01  1.8221337  6.1156752  0.0999846    34.4885    25.7671    14.0952    1505.78     5.2353
    156.000    14.0859   4.153886     2.4919 1.1345e-01  1.8229330  6.0954669  0.1009377    34.4870    25.7726    14.0634    1505.70     5.2395
    157.000    14.0819   4.153536     2.4909 9.8257e-02  1.8227369  6.0937316  0.1019595    34.4870    25.7734    14.0592    1505.70     5.2331
    158.000    14.0674   4.152101     2.4892 8.9631e-02  1.8227894  6.0754463  0.0979245    34.4863    25.7759    14.0446    1505.67     5.2301
    159.000    14.0471   4.150012     2.4875 8.0991e-02  1.8232351  6.0521950  0.1028302    34.4846    25.7789    14.0242    1505.62     5.2282
    160.000    14.0329   4.148604     2.4855 8.1295e-02  1.8243927  6.0342042  0.1020721    34.4839    25.7813    14.0099    1505.59     5.2231
    161.000    14.0089   4.146234     2.4851 8.0038e-02  1.8252051  6.0153441  0.1029292    34.4829    25.7856    13.9857    1505.52     5.2342
    162.000    13.9971   4.145090     2.4845 7.4645e-02  1.8257623  6.0020525  0.1025889    34.4824    25.7877    13.9739    1505.50     5.2279
    163.000    13.9957   4.144995     2.4833 7.4453e-02  1.8258488  6.0003321  0.1010649    34.4824    25.7880    13.9723    1505.51     5.2258
    164.000    13.9907   4.144534     2.4813 7.2297e-02  1.8259374  5.9938865  0.1027543    34.4822    25.7889    13.9671    1505.51     5.2214
    165.000    13.9797   4.143500     2.4800 7.0657e-02  1.8263228  5.9779523  0.1024428    34.4820    25.7910    13.9560    1505.49     5.2200
    166.000    13.9689   4.142442     2.4804 7.0027e-02  1.8267383  5.9701788  0.1014494    34.4814    25.7928    13.9451    1505.47     5.2306
    167.000    13.9557   4.141163     2.4813 6.9234e-02  1.8270670  5.9541216  0.1014022    34.4810    25.7953    13.9317    1505.45     5.2310
    168.000    13.9448   4.140114     2.4807 6.8340e-02  1.8269062  5.9436913  0.1013751    34.4806    25.7972    13.9208    1505.43     5.2333
    169.000    13.9430   4.139960     2.4824 6.6116e-02  1.8268995  5.9358249  0.1071193    34.4804    25.7974    13.9187    1505.44     5.2394
    170.000    13.9289   4.138517     2.4824 6.6485e-02  1.8274058  5.9291544  0.0994519    34.4791    25.7994    13.9046    1505.41     5.2384
    171.000    13.9125   4.136863     2.4818 6.4741e-02  1.8278431  5.9173339  0.1033885    34.4780    25.8020    13.8881    1505.37     5.2362
    172.000    13.8969   4.135234     2.4797 9.0512e-02  1.8278673  5.9084945  0.1038256    34.4765    25.8041    13.8723    1505.33     5.2311
    173.000    13.8875   4.134317     2.4786 5.9694e-02  1.8279068  5.8913371  0.1044323    34.4760    25.8056    13.8627    1505.32     5.2348
    174.000    13.8832   4.133995     2.4803 5.8933e-02  1.8283220  5.8804981  0.1026560    34.4764    25.8068    13.8583    1505.32     5.2499
    175.000    13.8803   4.133786     2.4833 6.1309e-02  1.8280277  5.8770823  0.1045418    34.4767    25.8077    13.8552    1505.33     5.2572
    176.000    13.8717   4.132938     2.4825 6.2406e-02  1.8272129  5.8712848  0.0999295    34.4760    25.8089    13.8466    1505.31     5.2405
    177.000    13.8651   4.132339     2.4815 6.0670e-02  1.8271890  5.8659129  0.1026846    34.4759    25.8102    13.8399    1505.31     5.2527
    178.000    13.8573   4.131666     2.4836 5.7848e-02  1.8274136  5.8570235  0.1030259    34.4763    25.8122    13.8319    1505.30     5.2596
    179.000    13.8399   4.129964     2.4840 5.7837e-02  1.8271041  5.8403169  0.1014613    34.4756    25.8153    13.8144    1505.26     5.2542
    180.000    13.8232   4.128315     2.4829 5.8935e-02  1.8273932  5.8252968  0.1008191    34.4748    25.8181    13.7975    1505.22     5.2579
    181.000    13.8162   4.127646     2.4828 5.7770e-02  1.8275899  5.8178794  0.1063899    34.4745    25.8193    13.7904    1505.21     5.2596
    182.000    13.8122   4.127266     2.4836 5.8615e-02  1.8282102  5.8123366  0.1028709    34.4741    25.8198    13.7863    1505.22     5.2596
    183.000    13.8022   4.126263     2.4802 5.8421e-02  1.8279963  5.8029818  0.1038120    34.4733    25.8213    13.7761    1505.20     5.2410
    184.000    13.7944   4.125407     2.4789 5.8104e-02  1.8284257  5.7946952  0.1032578    34.4719    25.8218    13.7682    1505.19     5.2570
    185.000    13.7840   4.124577     2.4811 6.0981e-02  1.8286221  5.7901071  0.1032232    34.4730    25.8249    13.7577    1505.17     5.2629
    186.000    13.7768   4.123907     2.4809 5.4415e-02  1.8285187  5.7777325  0.1061312    34.4728    25.8262    13.7504    1505.16     5.2600
    187.000    13.7697   4.123206     2.4815 5.2943e-02  1.8284311  5.7692560  0.1068971    34.4723    25.8273    13.7431    1505.16     5.2679
    188.000    13.7626   4.122498     2.4818 5.6417e-02  1.8282069  5.7582792  0.1018555    34.4717    25.8283    13.7359    1505.15     5.2649
    189.000    13.7571   4.122007     2.4815 5.2019e-02  1.8291112  5.7507726  0.1044555    34.4716    25.8293    13.7302    1505.15     5.2651
    190.000    13.7494   4.121252     2.4799 5.3719e-02  1.8294260  5.7468110  0.1029629    34.4711    25.8306    13.7224    1505.14     5.2592
    191.000    13.7422   4.120517     2.4784 5.2629e-02  1.8293246  5.7418453  0.1007721    34.4703    25.8314    13.7151    1505.13     5.2545
    192.000    13.7344   4.119815     2.4766 5.0542e-02  1.8299471  5.7305218  0.1063376    34.4703    25.8330    13.7071    1505.12     5.2592
    193.000    13.7314   4.119691     2.4781 5.0687e-02  1.8294908  5.7261925  0.1043219    34.4715    25.8346    13.7040    1505.13     5.2711
    194.000    13.7264   4.119382     2.4812 5.0291e-02  1.8289928  5.7216260  0.1015357    34.4726    25.8365    13.6989    1505.13     5.2810
    195.000    13.7134   4.118095     2.4826 4.7527e-02  1.8291239  5.7160590  0.1058673    34.4718    25.8386    13.6858    1505.10     5.2776
    196.000    13.7023   4.116944     2.4811 4.8419e-02  1.8294183  5.7066694  0.1053854    34.4707    25.8399    13.6745    1505.08     5.2670
    197.000    13.6927   4.115938     2.4770 4.7963e-02  1.8297670  5.6960107  0.1015716    34.4695    25.8410    13.6648    1505.06     5.2575
