CTD,20150316FEGNRIFS
#ORIGINAL_FILE=\Report\C3300.asc
#CTD_SAL ax+b   :a=1.0003361723921
#CTD_SAL ax+b   :b=-0.0131915369898792
# System UpLoad Time = Jan 26 2015 06:58:42
# NMEA Latitude = 32 59.99 N
# NMEA Longitude = 138 00.06 E
# Temperature SN = 1550
# Conductivity SN = 1244
# SBE43 Oxygen SN = 0357
# RINKO Oxygen SN = 0155
#1-3 dbar were removed because of error values.
NUMBER_HEADERS=10
EXPOCODE=49SO201501
SECT=138E
STNNBR=  C3300
CASTNO=1
DATE=20150125
TIME=2158
LATITUDE=32.99983
LONGITUDE=138.001
DEPTH=     0
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,RINKOOXY,RINKOOXY_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,UMOL/KG,
263,2,14.7677,2,34.54492204,2,181.3161177,1,164.6137056,1
264,2,14.7486,2,34.54342154,2,181.4236326,1,164.5287152,1
265,2,14.7273,2,34.5430214,2,181.3914216,1,164.4275533,1
266,2,14.7106,2,34.54282134,2,181.5729345,1,164.3810741,1
267,2,14.6994,2,34.5424212,2,181.6734848,1,164.2215431,1
268,2,14.6857,2,34.541821,2,181.3117649,1,163.9405183,1
269,2,14.6711,2,34.54072063,2,181.723107,1,163.7664491,1
270,2,14.6476,2,34.54022046,2,181.2316729,1,163.8682341,1
271,2,14.6265,2,34.53972029,2,180.8982464,1,163.788345,1
272,2,14.6046,2,34.53871996,2,180.9557037,1,163.6871748,1
273,2,14.5749,2,34.53731949,2,180.6644996,1,163.6629327,1
274,2,14.5482,2,34.53581898,2,180.7123807,1,163.7039673,1
275,2,14.5136,2,34.53471861,2,181.8188692,1,163.818053,1
276,2,14.5037,2,34.53491868,2,182.3089975,1,163.7257055,1
277,2,14.4928,2,34.53421845,2,181.322647,1,163.6877204,1
278,2,14.4502,2,34.53091734,2,180.3101795,1,163.7838596,1
279,2,14.338,2,34.52481529,2,179.1827975,1,164.3397261,1
280,2,14.2616,2,34.52051384,2,178.4415111,1,164.5483297,1
281,2,14.1834,2,34.51931344,2,177.9505123,1,164.5119954,1
282,2,14.1345,2,34.51701266,2,177.4394904,1,163.6395153,1
283,2,14.0891,2,34.51271122,2,177.1204283,1,162.9882947,1
284,2,14.0526,2,34.51051048,2,177.4656074,1,162.2751515,1
285,2,14.033,2,34.51021038,2,176.9685146,1,162.1646028,1
286,2,14.0176,2,34.50860984,2,176.1184076,1,161.8359937,1
287,2,13.9655,2,34.50500863,2,175.6918306,1,161.6570018,1
288,2,13.9251,2,34.50380823,2,175.6335027,1,161.4895352,1
289,2,13.9022,2,34.50330806,2,175.7249121,1,161.0583306,1
290,2,13.8921,2,34.50320802,2,176.1715121,1,160.7866712,1
291,2,13.8811,2,34.50290792,2,176.4605398,1,160.3405462,1
292,2,13.8615,2,34.50210765,2,175.91426,1,160.0734726,1
293,2,13.8206,2,34.49970685,2,175.0554474,1,160.032631,1
294,2,13.7773,2,34.49790624,2,175.0484828,1,159.8736676,1
295,2,13.7536,2,34.49710597,2,175.0706823,1,159.5679926,1
296,2,13.747,2,34.49700594,2,174.5100382,1,159.1324757,1
297,2,13.7345,2,34.49640574,2,174.6275645,1,158.9684896,1
298,2,13.7251,2,34.49620567,2,175.0806938,1,158.7210228,1
299,2,13.7175,2,34.49590557,2,175.2604655,1,158.5657364,1
300,2,13.7103,2,34.49560547,2,175.3222756,1,158.5156536,1
301,2,13.7032,2,34.4954054,2,175.0685058,1,158.5131945,1
302,2,13.6986,2,34.4951053,2,174.6519404,1,158.2970171,1
303,2,13.6914,2,34.49470517,2,174.7498789,1,158.3234877,1
304,2,13.6762,2,34.49400493,2,174.9992959,1,158.2455168,1
305,2,13.669,2,34.4939049,2,174.8830754,1,158.1918783,1
306,2,13.6647,2,34.49380486,2,175.0484828,1,158.0263655,1
307,2,13.6627,2,34.4936048,2,175.6726782,1,157.9565064,1
308,2,13.6523,2,34.49310463,2,175.613915,1,158.1714972,1
309,2,13.6287,2,34.49090389,2,174.4073115,1,158.3252737,1
310,2,13.5944,2,34.49000359,2,173.2794942,1,158.2359999,1
311,2,13.543,2,34.48560211,2,172.2513565,1,158.304603,1
312,2,13.4656,2,34.48180083,2,171.4421661,1,158.4066156,1
313,2,13.3483,2,34.47639901,2,170.8863101,1,158.5937362,1
314,2,13.3179,2,34.47499854,2,170.6825979,1,157.8968063,1
315,2,13.2976,2,34.47339801,2,170.7426669,1,157.218021,1
316,2,13.2659,2,34.47239767,2,170.9350618,1,156.7314629,1
317,2,13.2397,2,34.4712973,2,170.8571462,1,156.4308776,1
318,2,13.1985,2,34.46899653,2,170.6791156,1,156.3344036,1
319,2,13.1643,2,34.46759606,2,170.5885768,1,156.3205494,1
320,2,13.141,2,34.46649569,2,170.6368932,1,156.0867402,1
321,2,13.1226,2,34.46619559,2,171.1631499,1,155.6808335,1
