       PrDM      T090C      C0S/m    Sbeox0V       FlSP     Upoly0     Upoly1     Upoly2      Sal00  Sigma-t00 Potemp090C       SvDM Sbeox0ML/L
      3.000    11.6397   3.722219     2.8712 1.5973e+00  1.7347231  3.7288225  0.1262768    32.6164    24.8049    11.6393    1492.75     6.5008
      4.000    11.7075   3.728580     2.8628 1.4713e+00  1.7347275  3.7769134  0.1286631    32.6183    24.7940    11.7070    1493.00     6.4817
      5.000    11.7081   3.728675     2.8597 1.4781e+00  1.7340645  3.8083557  0.1329887    32.6183    24.7938    11.7075    1493.02     6.4792
      6.000    11.6754   3.725749     2.8632 1.6585e+00  1.7345973  3.7982272  0.1353160    32.6181    24.7997    11.6746    1492.92     6.4937
      7.000    11.6793   3.726237     2.8622 1.7281e+00  1.7349335  3.7862358  0.1321134    32.6191    24.7997    11.6784    1492.96     6.4884
      8.000    11.6528   3.723734     2.8628 1.6326e+00  1.7350448  3.7759065  0.1314554    32.6176    24.8034    11.6518    1492.88     6.4977
      9.000    11.5935   3.718019     2.8612 1.7926e+00  1.7353092  3.7765210  0.1319051    32.6135    24.8111    11.5924    1492.68     6.5024
     10.000    11.4513   3.704928     2.8634 1.8018e+00  1.7371847  3.7191338  0.1354875    32.6104    24.8345    11.4501    1492.20     6.5352
     11.000    11.1824   3.679825     2.8760 2.1117e+00  1.7390932  3.5730554  0.1355050    32.6010    24.8755    11.1811    1491.26     6.6594
     12.000    11.0376   3.666477     2.8976 2.2879e+00  1.7377617  3.4359332  0.1344049    32.5972    24.8983    11.0362    1490.76     6.7137
     13.000    10.9644   3.660075     2.9040 2.3346e+00  1.7344770  3.3537698  0.1342477    32.5984    24.9121    10.9629    1490.52     6.7043
     14.000    10.7790   3.643785     2.9029 2.4180e+00  1.7340711  3.2667363  0.1361565    32.6012    24.9467    10.7774    1489.88     6.7520
     15.000    10.5566   3.624997     2.9147 2.5270e+00  1.7359856  3.1428478  0.1374749    32.6120    24.9937    10.5549    1489.12     6.8223
     16.000    10.4788   3.617701     2.9186 2.4089e+00  1.7334896  2.9615991  0.1381414    32.6082    25.0040    10.4770    1488.86     6.8236
     17.000    10.2055   3.597428     2.9185 2.5181e+00  1.7320922  2.8819081  0.1352733    32.6494    25.0825    10.2036    1487.94     6.8707
     18.000    10.1291   3.590722     2.9204 2.6675e+00  1.7363218  2.7275706  0.1403086    32.6501    25.0959    10.1271    1487.68     6.8787
     19.000     9.9744   3.579227     2.9123 2.6294e+00  1.7365310  2.6415254  0.1367605    32.6730    25.1395     9.9723    1487.17     6.8232
     20.000     9.1132   3.515611     2.8604 2.7695e+00  1.7392847  2.5153064  0.1404100    32.8059    25.3801     9.1110    1484.17     6.6980
     21.000     7.8716   3.404898     2.7986 2.4768e+00  1.7725013  1.9201053  0.1417116    32.7955    25.5618     7.8696    1479.53     6.7128
     22.000     7.5905   3.379182     2.7704 2.2954e+00  1.7951442  1.2266972  0.1445813    32.7835    25.5919     7.5884    1478.45     6.7613
     23.000     7.3951   3.364187     2.7222 2.2470e+00  1.8165800  0.7556335  0.1422897    32.8058    25.6362     7.3930    1477.73     6.5838
     24.000     6.9828   3.331193     2.6825 1.9196e+00  1.8360537  0.3785622  0.1414057    32.8386    25.7187     6.9807    1476.20     6.5327
     25.000     6.7469   3.315879     2.6485 1.8307e+00  1.8523497  0.1488795  0.1407648    32.8961    25.7952     6.7447    1475.36     6.4725
     26.000     6.5657   3.302335     2.6107 1.3434e+00  1.8705568 -0.0868501  0.1387379    32.9204    25.8381     6.5635    1474.70     6.4073
     27.000     6.4024   3.290757     2.5918 1.0202e+00  1.8825976 -0.2326086  0.1341210    32.9493    25.8818     6.4001    1474.10     6.4187
     28.000     6.2303   3.277864     2.5786 8.6027e-01  1.8933377 -0.4805868  0.1334258    32.9719    25.9215     6.2280    1473.47     6.4066
     29.000     6.0603   3.263866     2.5667 7.5021e-01  1.9031086 -0.6590285  0.1370689    32.9802    25.9494     6.0579    1472.82     6.3870
     30.000     5.8839   3.248319     2.5443 6.4652e-01  1.9087504 -0.8282994  0.1355270    32.9772    25.9686     5.8815    1472.12     6.2580
     31.000     5.6849   3.231583     2.5085 6.4888e-01  1.9179451 -0.9565779  0.1350772    32.9824    25.9968     5.6824    1471.35     6.1650
     32.000     5.5799   3.222632     2.4553 6.7088e-01  1.9417054 -1.1494939  0.1377071    32.9834    26.0100     5.5774    1470.94     5.9639
     33.000     5.3089   3.197249     2.3835 5.4518e-01  1.9659127 -1.2695066  0.1417252    32.9605    26.0236     5.3064    1469.83     5.7135
     34.000     5.2576   3.193468     2.3469 5.5738e-01  1.9917312 -1.4051871  0.1415638    32.9673    26.0348     5.2551    1469.65     5.7326
     35.000     5.2984   3.197505     2.3227 5.7195e-01  2.0158753 -1.4988236  0.1393129    32.9727    26.0344     5.2957    1469.84     5.7280
     36.000     5.2338   3.191683     2.3119 5.5553e-01  2.0246807 -1.5584084  0.1408417    32.9694    26.0392     5.2311    1469.59     5.7197
     37.000     5.2459   3.192913     2.3047 5.9979e-01  2.0284254 -1.6629966  0.1405496    32.9710    26.0391     5.2431    1469.65     5.7188
     38.000     5.2390   3.192942     2.3066 5.7681e-01  2.0295777 -1.6404026  0.1388469    32.9776    26.0451     5.2361    1469.65     5.7563
     39.000     5.2334   3.192719     2.3134 6.2234e-01  2.0266374 -1.7219613  0.1416050    32.9801    26.0477     5.2304    1469.65     5.7829
     40.000     5.2158   3.191472     2.3196 5.7344e-01  2.0230869 -1.7498372  0.1399073    32.9827    26.0518     5.2128    1469.60     5.7991
     41.000     5.2029   3.190612     2.3224 5.8737e-01  2.0209970 -1.8117342  0.1386279    32.9850    26.0551     5.1998    1469.56     5.7962
     42.000     5.1229   3.184735     2.3239 4.8719e-01  2.0203599 -1.8601558  0.1397291    32.9963    26.0731     5.1197    1469.27     5.8197
     43.000     5.0666   3.180623     2.3275 4.5994e-01  2.0198123 -1.8957629  0.1387947    33.0042    26.0857     5.0634    1469.06     5.8564
     44.000     5.0795   3.181779     2.3337 4.9485e-01  2.0179551 -1.9283676  0.1380067    33.0042    26.0842     5.0763    1469.13     5.8584
     45.000     5.0343   3.178450     2.3344 4.6603e-01  2.0161196 -1.9513965  0.1398443    33.0102    26.0941     5.0310    1468.97     5.8549
     46.000     5.0082   3.176481     2.3317 4.8928e-01  2.0163596 -2.0044570  0.1395262    33.0128    26.0991     5.0048    1468.88     5.8367
     47.000     4.9681   3.173375     2.3267 4.4780e-01  2.0172111 -2.0296481  0.1385309    33.0164    26.1063     4.9646    1468.74     5.8220
     48.000     4.9552   3.172409     2.3182 6.4319e-01  2.0213472 -2.0958273  0.1419040    33.0175    26.1087     4.9517    1468.71     5.7740
     49.000     4.8675   3.165826     2.2958 4.3456e-01  2.0283038 -2.1516230  0.1381304    33.0281    26.1268     4.8639    1468.38     5.6421
     50.000     4.7893   3.160131     2.2593 3.4820e-01  2.0364517 -2.2120028  0.1402295    33.0395    26.1444     4.7857    1468.09     5.5102
     51.000     4.7099   3.154320     2.2273 2.8360e-01  2.0477855 -2.2480594  0.1417099    33.0508    26.1620     4.7063    1467.79     5.4604
     52.000     4.7133   3.154734     2.2102 2.5447e-01  2.0603758 -2.2970419  0.1403748    33.0517    26.1623     4.7096    1467.82     5.4605
     53.000     4.6815   3.152407     2.2003 2.1587e-01  2.0734284 -2.3225655  0.1392390    33.0559    26.1691     4.6777    1467.71     5.4536
     54.000     4.6727   3.151746     2.1950 1.9826e-01  2.0784236 -2.3521759  0.1363421    33.0565    26.1705     4.6689    1467.69     5.4419
     55.000     4.6695   3.151594     2.1931 1.8587e-01  2.0828661 -2.4040951  0.1419362    33.0574    26.1716     4.6656    1467.69     5.4419
     56.000     4.6696   3.151689     2.1903 2.0295e-01  2.0872065 -2.4668764  0.1410304    33.0579    26.1720     4.6656    1467.71     5.4397
     57.000     4.6595   3.150898     2.1884 1.8946e-01  2.0888430 -2.4628052  0.1417701    33.0583    26.1733     4.6554    1467.69     5.4392
     58.000     4.6132   3.147574     2.1905 1.8262e-01  2.0895278 -2.4846851  0.1389342    33.0654    26.1839     4.6091    1467.52     5.4646
     59.000     4.5665   3.143784     2.1918 1.8590e-01  2.0906823 -2.5764594  0.1377358    33.0675    26.1906     4.5623    1467.35     5.4753
     60.000     4.5464   3.142511     2.1934 1.5209e-01  2.0885064 -2.6057712  0.1417939    33.0722    26.1965     4.5422    1467.29     5.4757
     61.000     4.5099   3.139991     2.1901 1.4351e-01  2.0883461 -2.6231813  0.1421755    33.0788    26.2056     4.5056    1467.16     5.4706
     62.000     4.4597   3.135683     2.1957 1.3810e-01  2.0906511 -2.6651695  0.1374400    33.0783    26.2105     4.4554    1466.97     5.5389
     63.000     4.4520   3.135140     2.2046 1.4869e-01  2.0882729 -2.6754205  0.1376447    33.0792    26.2120     4.4476    1466.95     5.5585
     64.000     4.4057   3.131157     2.2195 1.5196e-01  2.0830519 -2.6912481  0.1370686    33.0785    26.2164     4.4013    1466.78     5.6340
     65.000     4.3871   3.129544     2.2320 1.4995e-01  2.0763567 -2.6952600  0.1381426    33.0778    26.2177     4.3826    1466.71     5.6576
     66.000     4.3689   3.128153     2.2362 1.2955e-01  2.0719477 -2.7579205  0.1392933    33.0793    26.2208     4.3643    1466.66     5.6617
     67.000     4.3745   3.128661     2.2386 1.4270e-01  2.0690786 -2.7868814  0.1371663    33.0791    26.2201     4.3698    1466.70     5.6598
     68.000     4.3645   3.127914     2.2403 1.5515e-01  2.0670986 -2.7710619  0.1396041    33.0799    26.2217     4.3598    1466.67     5.6690
     69.000     4.3641   3.127930     2.2426 1.4278e-01  2.0663173 -2.7866152  0.1364821    33.0799    26.2218     4.3593    1466.69     5.6737
     70.000     4.3579   3.127531     2.2435 1.2948e-01  2.0665341 -2.8095220  0.1362669    33.0809    26.2232     4.3531    1466.68     5.6760
     71.000     4.3590   3.127773     2.2432 1.3435e-01  2.0663525 -2.8402899  0.1387093    33.0821    26.2241     4.3542    1466.70     5.6722
     72.000     4.3415   3.126424     2.2407 1.6231e-01  2.0673277 -2.8510600  0.1363801    33.0834    26.2269     4.3366    1466.65     5.6625
     73.000     4.2903   3.122454     2.2413 1.4579e-01  2.0683179 -2.8711558  0.1390613    33.0878    26.2357     4.2853    1466.45     5.6888
     74.000     4.2464   3.118657     2.2481 1.4308e-01  2.0699228 -2.8685795  0.1369519    33.0869    26.2395     4.2414    1466.29     5.7570
     75.000     4.2407   3.118035     2.2581 1.4063e-01  2.0648958 -2.9363265  0.1359047    33.0847    26.2384     4.2356    1466.28     5.7671
     76.000     4.1794   3.113057     2.2675 1.3804e-01  2.0583347 -2.9573791  0.1382597    33.0875    26.2468     4.1742    1466.04     5.8242
     77.000     4.1521   3.110974     2.2755 1.3872e-01  2.0552274 -2.9899706  0.1332458    33.0899    26.2515     4.1469    1465.95     5.8500
     78.000     4.1476   3.110684     2.2811 1.4084e-01  2.0517977 -3.0225928  0.1374010    33.0905    26.2525     4.1423    1465.94     5.8431
     79.000     4.1414   3.110238     2.2810 1.3162e-01  2.0498650 -3.0366427  0.1355328    33.0910    26.2535     4.1361    1465.93     5.8396
     80.000     4.1398   3.110192     2.2822 1.3069e-01  2.0495936 -3.0356673  0.1362522    33.0915    26.2541     4.1344    1465.94     5.8461
     81.000     4.1445   3.110650     2.2833 1.3395e-01  2.0489919 -3.0424672  0.1369982    33.0916    26.2537     4.1391    1465.98     5.8487
     82.000     4.1405   3.110389     2.2835 1.3512e-01  2.0493468 -3.0606219  0.1341973    33.0920    26.2544     4.1350    1465.98     5.8453
     83.000     4.1412   3.110520     2.2817 1.3679e-01  2.0498706 -3.0579628  0.1394305    33.0923    26.2546     4.1356    1466.00     5.8359
     84.000     4.1222   3.109118     2.2801 1.2346e-01  2.0506016 -3.0762999  0.1332849    33.0945    26.2582     4.1166    1465.94     5.8342
     85.000     4.1238   3.109300     2.2797 1.3248e-01  2.0514364 -3.1043851  0.1354647    33.0945    26.2581     4.1181    1465.96     5.8410
     86.000     4.0806   3.105940     2.2806 1.1469e-01  2.0522096 -3.1062999  0.1359986    33.0979    26.2651     4.0749    1465.80     5.8536
     87.000     4.0716   3.105186     2.2807 1.1924e-01  2.0528486 -3.1395992  0.1379789    33.0977    26.2659     4.0657    1465.78     5.8474
     88.000     4.0616   3.104348     2.2797 1.3590e-01  2.0526366 -3.1601624  0.1360620    33.0973    26.2666     4.0557    1465.75     5.8608
     89.000     4.0337   3.101966     2.2854 1.2895e-01  2.0517966 -3.1635085  0.1376684    33.0968    26.2690     4.0278    1465.65     5.9016
     90.000     4.0218   3.100970     2.2892 1.1518e-01  2.0505726 -3.1830773  0.1332163    33.0966    26.2700     4.0158    1465.62     5.8993
     91.000     4.0145   3.100495     2.2912 1.1700e-01  2.0482942 -3.1963692  0.1374576    33.0978    26.2717     4.0085    1465.61     5.9108
     92.000     3.9968   3.099150     2.2942 1.1482e-01  2.0465160 -3.2347622  0.1330781    33.0992    26.2746     3.9907    1465.55     5.9184
     93.000     3.9491   3.095525     2.2933 1.1300e-01  2.0463274 -3.2448228  0.1342356    33.1041    26.2832     3.9430    1465.37     5.9066
     94.000     3.9163   3.093067     2.2904 1.1473e-01  2.0471815 -3.2560835  0.1351350    33.1076    26.2893     3.9101    1465.26     5.8985
     95.000     3.8992   3.091731     2.2876 1.0408e-01  2.0483970 -3.2978716  0.1361838    33.1086    26.2917     3.8930    1465.20     5.9038
     96.000     3.8782   3.090152     2.2869 9.7119e-02  2.0501787 -3.3171257  0.1347814    33.1106    26.2954     3.8719    1465.13     5.9064
     97.000     3.8452   3.087434     2.2857 9.1581e-02  2.0520442 -3.3473419  0.1379664    33.1112    26.2991     3.8389    1465.01     5.9075
     98.000     3.8407   3.087133     2.2849 8.9243e-02  2.0524629 -3.3957047  0.1354526    33.1117    26.2999     3.8343    1465.01     5.9017
     99.000     3.8450   3.087587     2.2835 9.8909e-02  2.0518971 -3.3886635  0.1368228    33.1122    26.2999     3.8385    1465.04     5.9037
    100.000     3.8346   3.086817     2.2831 9.8657e-02  2.0525800 -3.3754492  0.1372476    33.1131    26.3017     3.8281    1465.02     5.9000
    101.000     3.8201   3.085684     2.2818 9.6010e-02  2.0533625 -3.3955383  0.1362820    33.1138    26.3036     3.8135    1464.97     5.9061
    102.000     3.7978   3.083950     2.2830 9.3662e-02  2.0536933 -3.4106036  0.1357841    33.1153    26.3070     3.7912    1464.90     5.9199
    103.000     3.7822   3.082603     2.2842 9.4683e-02  2.0540227 -3.4240144  0.1361611    33.1145    26.3079     3.7756    1464.84     5.9242
    104.000     3.7731   3.081816     2.2868 8.9191e-02  2.0527788 -3.4456208  0.1398018    33.1139    26.3083     3.7664    1464.82     5.9505
    105.000     3.7685   3.081476     2.2875 8.2507e-02  2.0511365 -3.4843594  0.1365399    33.1140    26.3088     3.7617    1464.82     5.9341
    106.000     3.7579   3.080802     2.2882 8.6032e-02  2.0509311 -3.5018001  0.1377265    33.1162    26.3116     3.7511    1464.79     5.9415
    107.000     3.7502   3.080415     2.2862 8.7250e-02  2.0525613 -3.5257972  0.1358336    33.1188    26.3144     3.7433    1464.78     5.9186
    108.000     3.7418   3.080120     2.2794 8.7843e-02  2.0547324 -3.5230198  0.1378034    33.1233    26.3188     3.7349    1464.77     5.8794
    109.000     3.7435   3.080480     2.2717 9.0790e-02  2.0572900 -3.5256185  0.1377136    33.1254    26.3203     3.7365    1464.79     5.8653
    110.000     3.7371   3.080144     2.2648 8.1830e-02  2.0613098 -3.5198250  0.1371483    33.1274    26.3225     3.7300    1464.78     5.8551
    111.000     3.7295   3.079656     2.2638 7.5495e-02  2.0629586 -3.5559133  0.1325567    33.1287    26.3243     3.7224    1464.77     5.8597
    112.000     3.7303   3.079790     2.2610 8.1525e-02  2.0646546 -3.5500774  0.1384155    33.1291    26.3245     3.7231    1464.79     5.8427
    113.000     3.7295   3.079897     2.2567 7.9792e-02  2.0654613 -3.5450445  0.1352492    33.1306    26.3258     3.7222    1464.81     5.8318
    114.000     3.7316   3.080232     2.2544 7.5873e-02  2.0660061 -3.5461499  0.1374066    33.1319    26.3266     3.7243    1464.83     5.8251
    115.000     3.7296   3.080297     2.2522 8.0022e-02  2.0670577 -3.5404403  0.1376625    33.1342    26.3286     3.7222    1464.84     5.8179
    116.000     3.7175   3.079362     2.2479 7.9682e-02  2.0693800 -3.5338284  0.1355672    33.1348    26.3303     3.7101    1464.81     5.8033
    117.000     3.7110   3.078967     2.2450 7.5368e-02  2.0703002 -3.5471029  0.1366955    33.1362    26.3320     3.7035    1464.80     5.7971
    118.000     3.7095   3.078867     2.2435 7.4995e-02  2.0711853 -3.5680094  0.1357208    33.1360    26.3320     3.7019    1464.81     5.8021
    119.000     3.7063   3.078676     2.2428 7.6537e-02  2.0719304 -3.5650126  0.1365167    33.1365    26.3327     3.6987    1464.81     5.7982
    120.000     3.7119   3.079294     2.2412 7.5455e-02  2.0722505 -3.5645712  0.1395311    33.1376    26.3331     3.7042    1464.85     5.7863
    121.000     3.7207   3.080203     2.2372 7.9734e-02  2.0725458 -3.5581708  0.1346185    33.1389    26.3333     3.7129    1464.91     5.7705
    122.000     3.7106   3.079501     2.2348 7.9490e-02  2.0738154 -3.5579139  0.1410725    33.1403    26.3353     3.7028    1464.88     5.7642
    123.000     3.7094   3.079749     2.2312 7.2830e-02  2.0752516 -3.5739456  0.1404913    33.1440    26.3384     3.7015    1464.90     5.7455
    124.000     3.7065   3.079656     2.2276 7.0316e-02  2.0771882 -3.5898695  0.1397610    33.1453    26.3397     3.6985    1464.90     5.7356
    125.000     3.7071   3.079996     2.2242 6.9190e-02  2.0800543 -3.6036042  0.1357140    33.1482    26.3419     3.6991    1464.93     5.7224
    126.000     3.7041   3.079839     2.2202 7.1566e-02  2.0825546 -3.5994976  0.1393218    33.1489    26.3428     3.6960    1464.93     5.7146
    127.000     3.6861   3.078358     2.2183 6.9427e-02  2.0838086 -3.5944054  0.1404275    33.1489    26.3445     3.6780    1464.87     5.7324
    128.000     3.6556   3.075707     2.2205 6.9158e-02  2.0846950 -3.6210287  0.1357417    33.1479    26.3466     3.6474    1464.76     5.7567
    129.000     3.6675   3.077301     2.2214 6.7724e-02  2.0830023 -3.6480397  0.1396614    33.1543    26.3506     3.6592    1464.83     5.7201
    130.000     3.7116   3.081625     2.2128 6.6113e-02  2.0845744 -3.6295924  0.1394884    33.1604    26.3512     3.7032    1465.04     5.6546
    131.000     3.7083   3.081577     2.2028 6.6924e-02  2.0900832 -3.6224510  0.1380791    33.1626    26.3533     3.6999    1465.05     5.6261
    132.000     3.7122   3.082118     2.1958 6.3925e-02  2.0931594 -3.6103906  0.1401354    33.1646    26.3545     3.7037    1465.08     5.6248
    133.000     3.7126   3.082291     2.1910 6.3518e-02  2.0946903 -3.6027595  0.1379631    33.1657    26.3554     3.7040    1465.10     5.6109
    134.000     3.7136   3.082724     2.1874 6.4578e-02  2.0961845 -3.6056948  0.1392303    33.1693    26.3581     3.7050    1465.13     5.6067
    135.000     3.6978   3.081314     2.1852 6.4714e-02  2.0982947 -3.6095558  0.1370049    33.1681    26.3587     3.6891    1465.07     5.6207
    136.000     3.6788   3.079602     2.1874 7.3560e-02  2.1005549 -3.6127304  0.1365145    33.1665    26.3592     3.6701    1465.01     5.6370
    137.000     3.7271   3.084288     2.1833 6.2647e-02  2.1005737 -3.6184180  0.1355486    33.1726    26.3595     3.7183    1465.24     5.5494
    138.000     3.7771   3.089449     2.1666 6.3106e-02  2.0984422 -3.5954531  0.1394992    33.1827    26.3626     3.7681    1465.48     5.4489
    139.000     3.7699   3.088863     2.1522 6.2750e-02  2.1048034 -3.5679479  0.1376859    33.1826    26.3633     3.7608    1465.46     5.4366
    140.000     3.7764   3.089656     2.1419 6.3497e-02  2.1132309 -3.5631487  0.1372066    33.1848    26.3644     3.7673    1465.51     5.4179
    141.000     3.7760   3.089740     2.1348 6.0393e-02  2.1177565 -3.5596596  0.1393088    33.1857    26.3651     3.7668    1465.52     5.4116
    142.000     3.7728   3.089488     2.1299 6.2100e-02  2.1220518 -3.5600217  0.1428128    33.1854    26.3652     3.7636    1465.53     5.4008
    143.000     3.7600   3.088332     2.1275 6.2027e-02  2.1246387 -3.5617699  0.1443154    33.1842    26.3655     3.7507    1465.49     5.4227
    144.000     3.7526   3.087659     2.1293 6.2349e-02  2.1265503 -3.5606694  0.1371844    33.1831    26.3654     3.7433    1465.47     5.4360
    145.000     3.7441   3.086927     2.1309 6.4657e-02  2.1270366 -3.5688937  0.1420016    33.1826    26.3658     3.7347    1465.45     5.4455
    146.000     3.7550   3.088207     2.1315 6.1405e-02  2.1263849 -3.5669852  0.1429636    33.1862    26.3676     3.7455    1465.52     5.4255
    147.000     3.7677   3.089689     2.1271 6.1523e-02  2.1250242 -3.5690712  0.1394545    33.1903    26.3696     3.7582    1465.59     5.3876
    148.000     3.7720   3.090232     2.1213 6.0521e-02  2.1256208 -3.5650409  0.1405953    33.1919    26.3705     3.7624    1465.63     5.3750
    149.000     3.7461   3.087957     2.1199 5.9816e-02  2.1277597 -3.5638218  0.1420576    33.1906    26.3720     3.7364    1465.53     5.4034
    150.000     3.7565   3.089340     2.1182 6.2536e-02  2.1301591 -3.5714223  0.1419308    33.1960    26.3753     3.7468    1465.60     5.3548
    151.000     3.8230   3.096211     2.1041 5.9701e-02  2.1295823 -3.5649780  0.1400784    33.2095    26.3795     3.8131    1465.91     5.2363
    152.000     3.8933   3.103498     2.0808 5.6857e-02  2.1304747 -3.5292699  0.1437374    33.2241    26.3841     3.8833    1466.24     5.0959
    153.000     3.9201   3.106405     2.0550 5.7026e-02  2.1401764 -3.4862495  0.1440775    33.2308    26.3869     3.9100    1466.38     5.0298
    154.000     3.9084   3.105488     2.0373 5.9315e-02  2.1539289 -3.4625082  0.1424117    33.2313    26.3884     3.8982    1466.35     5.0332
    155.000     3.9125   3.106023     2.0273 5.9673e-02  2.1673813 -3.4614600  0.1455171    33.2330    26.3893     3.9022    1466.38     5.0175
    156.000     3.9039   3.105451     2.0206 5.8510e-02  2.1760523 -3.4590795  0.1427153    33.2344    26.3913     3.8936    1466.37     5.0261
    157.000     3.8805   3.103392     2.0197 5.9255e-02  2.1820851 -3.4666944  0.1444754    33.2332    26.3927     3.8701    1466.28     5.0413
    158.000     3.8879   3.104233     2.0170 6.2702e-02  2.1840124 -3.4715750  0.1443777    33.2351    26.3935     3.8775    1466.33     5.0169
    159.000     3.8007   3.096480     2.0188 5.8374e-02  2.1847792 -3.4727621  0.1389582    33.2312    26.3989     3.7903    1465.98     5.1083
    160.000     3.7416   3.091588     2.0307 5.8012e-02  2.1861867 -3.5255435  0.1424551    33.2327    26.4059     3.7312    1465.75     5.1413
    161.000     3.7897   3.096529     2.0306 5.6884e-02  2.1806900 -3.5488562  0.1387658    33.2420    26.4086     3.7792    1465.98     5.0722
    162.000     3.7802   3.095837     2.0249 5.7645e-02  2.1781032 -3.5459341  0.1431350    33.2429    26.4102     3.7696    1465.95     5.0533
    163.000     3.7611   3.094115     2.0229 5.7673e-02  2.1795565 -3.5508336  0.1437629    33.2413    26.4109     3.7505    1465.89     5.0789
    164.000     3.7482   3.093020     2.0248 5.6781e-02  2.1805371 -3.5639574  0.1401824    33.2409    26.4118     3.7375    1465.85     5.0988
    165.000     3.7537   3.093783     2.0264 5.8343e-02  2.1801857 -3.5766932  0.1406757    33.2438    26.4136     3.7430    1465.89     5.0840
    166.000     3.7773   3.096474     2.0217 5.8682e-02  2.1788622 -3.5714516  0.1385756    33.2513    26.4172     3.7664    1466.02     5.0337
    167.000     3.7883   3.097716     2.0135 5.8832e-02  2.1788393 -3.5620961  0.1422387    33.2544    26.4186     3.7773    1466.08     4.9976
    168.000     3.8091   3.100042     2.0038 5.7857e-02  2.1811832 -3.5543178  0.1438584    33.2603    26.4213     3.7981    1466.19     4.9449
    169.000     3.8224   3.101702     1.9921 5.7304e-02  2.1867983 -3.5377471  0.1411630    33.2660    26.4245     3.8113    1466.27     4.8942
    170.000     3.8397   3.103794     1.9786 5.8432e-02  2.1925632 -3.5282173  0.1461986    33.2727    26.4281     3.8285    1466.37     4.8384
    171.000     3.8539   3.105524     1.9646 5.7813e-02  2.1986136 -3.5147016  0.1440027    33.2782    26.4311     3.8426    1466.45     4.7976
    172.000     3.8614   3.106555     1.9525 5.6818e-02  2.2039199 -3.5058804  0.1446739    33.2823    26.4336     3.8500    1466.51     4.7731
    173.000     3.8648   3.107021     1.9432 5.6943e-02  2.2108471 -3.5012515  0.1446886    33.2838    26.4345     3.8534    1466.54     4.7508
    174.000     3.8670   3.107363     1.9370 5.6056e-02  2.2188943 -3.4933457  0.1467386    33.2851    26.4354     3.8555    1466.57     4.7472
    175.000     3.8648   3.107262     1.9330 5.7161e-02  2.2248309 -3.4903573  0.1432712    33.2857    26.4360     3.8532    1466.57     4.7483
    176.000     3.8581   3.106772     1.9312 5.8299e-02  2.2287011 -3.4944550  0.1460080    33.2862    26.4371     3.8464    1466.56     4.7470
    177.000     3.8610   3.107297     1.9277 5.7737e-02  2.2311431 -3.4977795  0.1430074    33.2889    26.4389     3.8493    1466.59     4.7165
    178.000     3.8766   3.109506     1.9199 5.6001e-02  2.2339236 -3.4944778  0.1476224    33.2987    26.4452     3.8648    1466.69     4.6585
    179.000     3.8787   3.110166     1.9087 5.5937e-02  2.2381836 -3.4850062  0.1452707    33.3039    26.4491     3.8668    1466.72     4.6310
    180.000     3.8768   3.110178     1.9014 5.9684e-02  2.2438547 -3.4842609  0.1438210    33.3054    26.4505     3.8649    1466.73     4.6268
    181.000     3.8758   3.110236     1.8965 5.5190e-02  2.2477012 -3.4822284  0.1449119    33.3066    26.4515     3.8638    1466.74     4.6182
    182.000     3.8739   3.110207     1.8930 5.5555e-02  2.2505885 -3.4823839  0.1485457    33.3077    26.4526     3.8618    1466.75     4.6074
    183.000     3.8720   3.110271     1.8896 5.3826e-02  2.2527584 -3.4842465  0.1454125    33.3098    26.4545     3.8599    1466.76     4.6011
    184.000     3.8719   3.110352     1.8868 5.5175e-02  2.2546268 -3.4835685  0.1456490    33.3103    26.4549     3.8597    1466.78     4.5976
    185.000     3.8680   3.110138     1.8832 5.6242e-02  2.2565619 -3.4851970  0.1427012    33.3112    26.4560     3.8557    1466.78     4.5780
    186.000     3.8591   3.109526     1.8809 5.5091e-02  2.2578681 -3.4859097  0.1459289    33.3126    26.4580     3.8467    1466.76     4.5810
    187.000     3.8839   3.112610     1.8757 5.5881e-02  2.2590776 -3.4911027  0.1480219    33.3233    26.4640     3.8715    1466.90     4.5169
    188.000     3.9084   3.115634     1.8627 5.5884e-02  2.2614374 -3.4711690  0.1490009    33.3337    26.4699     3.8959    1467.03     4.4387
    189.000     3.9107   3.116026     1.8506 5.5135e-02  2.2693063 -3.4637005  0.1480556    33.3355    26.4710     3.8981    1467.06     4.4182
    190.000     3.9126   3.116350     1.8413 5.3832e-02  2.2794675 -3.4606751  0.1476987    33.3369    26.4720     3.8999    1467.08     4.4092
    191.000     3.9138   3.116696     1.8328 5.4821e-02  2.2852831 -3.4570572  0.1483138    33.3392    26.4737     3.9011    1467.11     4.3823
    192.000     3.9140   3.117403     1.8228 5.5686e-02  2.2882676 -3.4537376  0.1472149    33.3469    26.4798     3.9012    1467.14     4.3363
    193.000     3.9126   3.117426     1.8151 5.4065e-02  2.2933545 -3.4509485  0.1489181    33.3481    26.4809     3.8997    1467.15     4.3312
    194.000     3.9140   3.117821     1.8098 5.4762e-02  2.2993129 -3.4520948  0.1425884    33.3507    26.4829     3.9011    1467.17     4.3158
    195.000     3.9129   3.117982     1.8043 5.4089e-02  2.3033466 -3.4531649  0.1455012    33.3533    26.4850     3.8999    1467.19     4.3017
