       PrDM      T090C      C0S/m       FlSP     Upoly0     Upoly1      Sal00 Sbeox0ML/L  Sigma-t00       SvDM Potemp090C
   1022.000     4.1858   3.275733 7.8761e-02  0.0272407  0.1431069    34.5072     0.5839    27.3747    1483.27     4.1068
   1023.000     4.1849   3.275702 7.8222e-02  0.0256794  0.1428569    34.5073     0.5853    27.3749    1483.28     4.1059
   1024.000     4.1847   3.275739 7.8644e-02  0.0263337  0.1428571    34.5074     0.5854    27.3750    1483.30     4.1056
   1025.000     4.1811   3.275494 7.9002e-02  0.0251429  0.1428571    34.5078     0.5856    27.3756    1483.30     4.1019
   1026.000     4.1749   3.274979 7.7506e-02  0.0249568  0.1438362    34.5077     0.5869    27.3763    1483.29     4.0957
   1027.000     4.1671   3.274404 7.8430e-02  0.0256470  0.1449761    34.5086     0.5872    27.3777    1483.27     4.0879
   1028.000     4.1645   3.274221 7.8199e-02  0.0263794  0.1441894    34.5087     0.5890    27.3782    1483.28     4.0852
   1029.000     4.1626   3.274112 7.6951e-02  0.0253086  0.1452253    34.5089     0.5897    27.3784    1483.29     4.0832
   1030.000     4.1597   3.273895 7.7996e-02  0.0247593  0.1441338    34.5089     0.5909    27.3788    1483.29     4.0802
   1031.000     4.1515   3.273226 7.8934e-02  0.0251267  0.1440781    34.5090     0.5923    27.3798    1483.27     4.0720
   1032.000     4.1421   3.272472 7.9323e-02  0.0263595  0.1440781    34.5095     0.5941    27.3811    1483.25     4.0626
   1033.000     4.1397   3.272316 7.8042e-02  0.0264900  0.1440781    34.5097     0.5967    27.3815    1483.26     4.0601
   1034.000     4.1362   3.272070 7.9016e-02  0.0245942  0.1440781    34.5099     0.5969    27.3821    1483.26     4.0566
   1035.000     4.1334   3.271887 7.8301e-02  0.0253819  0.1440781    34.5101     0.5992    27.3825    1483.27     4.0538
   1036.000     4.1290   3.271542 7.7954e-02  0.0250121  0.1440781    34.5101     0.6003    27.3830    1483.26     4.0493
   1037.000     4.1273   3.271463 7.8416e-02  0.0244641  0.1440781    34.5105     0.6006    27.3834    1483.27     4.0475
   1038.000     4.1258   3.271372 7.7804e-02  0.0254777  0.1427239    34.5105     0.6027    27.3836    1483.28     4.0460
   1039.000     4.1204   3.270982 7.7970e-02  0.0254666  0.1431625    34.5110     0.6023    27.3846    1483.28     4.0405
   1040.000     4.1190   3.270913 7.7909e-02  0.0252178  0.1449275    34.5112     0.6037    27.3849    1483.29     4.0390
   1041.000     4.1165   3.270742 7.7769e-02  0.0243746  0.1452984    34.5113     0.6052    27.3853    1483.29     4.0364
   1042.000     4.1123   3.270433 7.9303e-02  0.0253338  0.1452991    34.5115     0.6047    27.3859    1483.29     4.0322
   1043.000     4.1112   3.270385 7.8577e-02  0.0259958  0.1443139    34.5116     0.6070    27.3860    1483.31     4.0311
   1044.000     4.1102   3.270346 7.8470e-02  0.0252494  0.1464721    34.5117     0.6073    27.3862    1483.32     4.0300
   1045.000     4.1053   3.269979 7.7907e-02  0.0266783  0.1441268    34.5119     0.6074    27.3869    1483.32     4.0250
   1046.000     4.1011   3.269672 7.7655e-02  0.0268013  0.1449344    34.5122     0.6095    27.3875    1483.32     4.0208
   1047.000     4.0940   3.269104 7.8745e-02  0.0268615  0.1452958    34.5125     0.6093    27.3886    1483.30     4.0136
   1048.000     4.0840   3.268323 7.9115e-02  0.0277034  0.1453592    34.5131     0.6104    27.3901    1483.28     4.0037
   1049.000     4.0797   3.268024 7.8003e-02  0.0260633  0.1464663    34.5136     0.6123    27.3910    1483.28     3.9993
   1050.000     4.0747   3.267618 7.8898e-02  0.0265704  0.1476854    34.5136     0.6138    27.3915    1483.27     3.9942
   1051.000     4.0696   3.267225 7.8116e-02  0.0267186  0.1477421    34.5138     0.6161    27.3922    1483.27     3.9891
   1052.000     4.0693   3.267265 7.7502e-02  0.0278017  0.1477411    34.5140     0.6165    27.3924    1483.28     3.9887
   1053.000     4.0691   3.267305 7.8606e-02  0.0267053  0.1487625    34.5143     0.6162    27.3926    1483.30     3.9884
   1054.000     4.0691   3.267359 7.7422e-02  0.0277502  0.1480185    34.5143     0.6181    27.3926    1483.31     3.9884
   1055.000     4.0658   3.267077 7.9276e-02  0.0278062  0.1477378    34.5140     0.6183    27.3927    1483.32     3.9850
   1056.000     4.0580   3.266458 7.7926e-02  0.0279161  0.1472432    34.5143     0.6205    27.3938    1483.30     3.9772
   1057.000     4.0533   3.266124 7.8414e-02  0.0279165  0.1463125    34.5147     0.6206    27.3946    1483.30     3.9724
   1058.000     4.0500   3.265895 7.7993e-02  0.0278797  0.1453034    34.5150     0.6229    27.3952    1483.30     3.9691
   1059.000     4.0451   3.265507 7.8411e-02  0.0278571  0.1452991    34.5151     0.6239    27.3957    1483.30     3.9641
   1060.000     4.0401   3.265171 7.8472e-02  0.0278949  0.1453923    34.5158     0.6243    27.3969    1483.29     3.9591
   1061.000     4.0368   3.264922 7.9122e-02  0.0269090  0.1465222    34.5158     0.6259    27.3972    1483.30     3.9557
   1062.000     4.0292   3.264306 7.7714e-02  0.0268085  0.1465201    34.5160     0.6279    27.3981    1483.28     3.9481
   1063.000     4.0219   3.263735 7.7073e-02  0.0268617  0.1454031    34.5164     0.6282    27.3992    1483.27     3.9408
   1064.000     4.0203   3.263628 7.9004e-02  0.0277858  0.1431759    34.5163     0.6301    27.3993    1483.28     3.9391
   1065.000     4.0192   3.263587 7.7600e-02  0.0279927  0.1417704    34.5165     0.6324    27.3995    1483.29     3.9379
   1066.000     4.0180   3.263533 7.8186e-02  0.0277042  0.1416361    34.5166     0.6336    27.3998    1483.30     3.9366
   1067.000     4.0131   3.263153 7.8387e-02  0.0263394  0.1416361    34.5167     0.6362    27.4003    1483.29     3.9317
   1068.000     4.0106   3.262993 7.9614e-02  0.0258228  0.1418262    34.5169     0.6357    27.4008    1483.30     3.9291
   1069.000     4.0097   3.262964 7.8061e-02  0.0267678  0.1428760    34.5170     0.6380    27.4009    1483.32     3.9282
   1070.000     4.0091   3.262973 7.7095e-02  0.0267987  0.1440386    34.5172     0.6376    27.4012    1483.33     3.9275
   1071.000     4.0089   3.263000 7.7752e-02  0.0267941  0.1440797    34.5172     0.6397    27.4012    1483.34     3.9272
   1072.000     4.0082   3.262984 7.8768e-02  0.0266567  0.1440781    34.5173     0.6405    27.4013    1483.36     3.9264
   1073.000     4.0067   3.262890 7.7881e-02  0.0266693  0.1440781    34.5173     0.6399    27.4015    1483.37     3.9249
   1074.000     4.0052   3.262805 7.8718e-02  0.0260185  0.1440781    34.5173     0.6417    27.4017    1483.38     3.9233
   1075.000     4.0033   3.262673 7.7804e-02  0.0255685  0.1435436    34.5172     0.6416    27.4018    1483.39     3.9213
   1076.000     3.9949   3.262037 7.7874e-02  0.0257841  0.1436283    34.5180     0.6427    27.4033    1483.37     3.9129
   1077.000     3.9916   3.261822 7.8768e-02  0.0245858  0.1434653    34.5184     0.6441    27.4040    1483.37     3.9095
   1078.000     3.9894   3.261679 7.7334e-02  0.0252998  0.1465113    34.5185     0.6434    27.4042    1483.38     3.9073
   1079.000     3.9873   3.261554 7.8196e-02  0.0264764  0.1456070    34.5187     0.6445    27.4046    1483.39     3.9051
   1080.000     3.9843   3.261319 7.8522e-02  0.0266316  0.1454532    34.5186     0.6448    27.4049    1483.39     3.9020
   1081.000     3.9801   3.261052 7.7999e-02  0.0265745  0.1465232    34.5193     0.6468    27.4058    1483.39     3.8978
   1082.000     3.9788   3.260994 7.7322e-02  0.0250299  0.1450086    34.5196     0.6467    27.4062    1483.40     3.8964
   1083.000     3.9759   3.260779 7.8302e-02  0.0269626  0.1462384    34.5195     0.6475    27.4064    1483.41     3.8935
   1084.000     3.9728   3.260556 7.7810e-02  0.0267570  0.1459027    34.5196     0.6485    27.4069    1483.41     3.8903
   1085.000     3.9676   3.260150 7.9287e-02  0.0270113  0.1440508    34.5198     0.6490    27.4075    1483.40     3.8850
   1086.000     3.9668   3.260146 7.8199e-02  0.0268612  0.1462879    34.5201     0.6504    27.4078    1483.42     3.8841
   1087.000     3.9670   3.260207 7.6903e-02  0.0267931  0.1465239    34.5200     0.6514    27.4077    1483.44     3.8843
   1088.000     3.9664   3.260212 7.8345e-02  0.0267942  0.1465878    34.5202     0.6512    27.4079    1483.45     3.8836
   1089.000     3.9639   3.260035 7.7793e-02  0.0266487  0.1477238    34.5203     0.6515    27.4083    1483.46     3.8810
   1090.000     3.9624   3.259953 7.7738e-02  0.0273945  0.1470050    34.5204     0.6519    27.4085    1483.47     3.8794
   1091.000     3.9604   3.259824 7.8135e-02  0.0278979  0.1465301    34.5204     0.6532    27.4088    1483.47     3.8774
   1092.000     3.9583   3.259689 7.8037e-02  0.0272462  0.1465201    34.5205     0.6539    27.4090    1483.48     3.8753
   1093.000     3.9567   3.259600 7.9393e-02  0.0271268  0.1447164    34.5206     0.6542    27.4093    1483.49     3.8736
   1094.000     3.9546   3.259470 7.7982e-02  0.0278253  0.1428183    34.5207     0.6543    27.4096    1483.50     3.8714
   1095.000     3.9526   3.259356 7.7584e-02  0.0277492  0.1428571    34.5210     0.6550    27.4100    1483.51     3.8694
   1096.000     3.9506   3.259233 7.8076e-02  0.0269956  0.1427933    34.5211     0.6555    27.4103    1483.52     3.8673
   1097.000     3.9480   3.259040 7.7349e-02  0.0270781  0.1416275    34.5211     0.6561    27.4106    1483.52     3.8646
   1098.000     3.9460   3.258945 7.9184e-02  0.0277523  0.1416361    34.5215     0.6564    27.4111    1483.53     3.8626
   1099.000     3.9452   3.258902 7.7106e-02  0.0252429  0.1416361    34.5214     0.6571    27.4111    1483.54     3.8616
   1100.000     3.9438   3.258819 7.7191e-02  0.0244530  0.1416361    34.5214     0.6583    27.4112    1483.55     3.8602
   1101.000     3.9391   3.258453 7.8282e-02  0.0251363  0.1427769    34.5215     0.6592    27.4118    1483.55     3.8554
   1102.000     3.9320   3.257897 7.8585e-02  0.0243593  0.1430610    34.5218     0.6602    27.4128    1483.54     3.8483
   1103.000     3.9279   3.257613 7.8026e-02  0.0242581  0.1441007    34.5222     0.6607    27.4135    1483.54     3.8442
   1104.000     3.9257   3.257469 7.7087e-02  0.0250685  0.1440781    34.5223     0.6612    27.4138    1483.54     3.8419
   1105.000     3.9205   3.257056 7.8845e-02  0.0262794  0.1427333    34.5223     0.6631    27.4144    1483.54     3.8367
   1106.000     3.9144   3.256590 7.8656e-02  0.0258292  0.1418197    34.5228     0.6644    27.4154    1483.53     3.8305
   1107.000     3.9102   3.256281 7.7419e-02  0.0257484  0.1428949    34.5229     0.6663    27.4159    1483.53     3.8263
   1108.000     3.9079   3.256119 7.7549e-02  0.0266619  0.1455039    34.5230     0.6666    27.4162    1483.54     3.8239
   1109.000     3.9067   3.256061 7.7551e-02  0.0265084  0.1469022    34.5231     0.6684    27.4164    1483.55     3.8226
   1110.000     3.9048   3.255953 7.7740e-02  0.0265919  0.1458709    34.5232     0.6698    27.4167    1483.56     3.8207
   1111.000     3.9042   3.255967 7.7755e-02  0.0267505  0.1465183    34.5235     0.6707    27.4170    1483.57     3.8200
   1112.000     3.9035   3.255952 7.7294e-02  0.0292761  0.1465201    34.5236     0.6717    27.4171    1483.58     3.8192
   1113.000     3.9035   3.255989 7.7289e-02  0.0293040  0.1465201    34.5235     0.6718    27.4171    1483.60     3.8191
   1114.000     3.9019   3.255887 7.7676e-02  0.0293040  0.1475116    34.5235     0.6726    27.4172    1483.61     3.8175
   1115.000     3.8970   3.255522 7.7977e-02  0.0282371  0.1477345    34.5237     0.6726    27.4179    1483.61     3.8125
   1116.000     3.8945   3.255344 7.7867e-02  0.0280019  0.1465458    34.5238     0.6742    27.4182    1483.61     3.8099
   1117.000     3.8928   3.255266 7.8605e-02  0.0285941  0.1464178    34.5242     0.6739    27.4187    1483.62     3.8082
   1118.000     3.8906   3.255124 7.7755e-02  0.0270837  0.1452989    34.5242     0.6750    27.4190    1483.63     3.8059
   1119.000     3.8899   3.255119 7.7876e-02  0.0291092  0.1452991    34.5244     0.6760    27.4191    1483.64     3.8052
   1120.000     3.8891   3.255088 7.8005e-02  0.0281507  0.1452991    34.5244     0.6764    27.4192    1483.66     3.8043
   1121.000     3.8890   3.255108 7.7051e-02  0.0289033  0.1453447    34.5242     0.6763    27.4191    1483.67     3.8041
   1122.000     3.8883   3.255102 7.7733e-02  0.0272534  0.1442687    34.5244     0.6765    27.4193    1483.69     3.8033
   1123.000     3.8876   3.255093 7.8600e-02  0.0266871  0.1432308    34.5245     0.6763    27.4195    1483.70     3.8025
   1124.000     3.8853   3.254921 7.7696e-02  0.0266086  0.1422075    34.5244     0.6780    27.4196    1483.71     3.8002
   1125.000     3.8771   3.254295 7.7675e-02  0.0265812  0.1424106    34.5250     0.6789    27.4210    1483.69     3.7920
   1126.000     3.8744   3.254103 7.9019e-02  0.0266111  0.1427491    34.5251     0.6800    27.4213    1483.69     3.7892
   1127.000     3.8736   3.254091 7.7932e-02  0.0239141  0.1415944    34.5253     0.6799    27.4215    1483.71     3.7883
   1128.000     3.8719   3.253987 7.6902e-02  0.0260014  0.1436682    34.5254     0.6813    27.4218    1483.72     3.7865
   1129.000     3.8704   3.253918 7.8157e-02  0.0264603  0.1440829    34.5256     0.6802    27.4222    1483.73     3.7849
   1130.000     3.8689   3.253829 7.7841e-02  0.0261921  0.1439568    34.5256     0.6816    27.4222    1483.74     3.7834
   1131.000     3.8677   3.253762 7.7241e-02  0.0247552  0.1428796    34.5256     0.6827    27.4224    1483.75     3.7821
   1132.000     3.8663   3.253669 7.8400e-02  0.0246225  0.1452826    34.5255     0.6830    27.4224    1483.76     3.7806
   1133.000     3.8644   3.253561 7.8567e-02  0.0253115  0.1452995    34.5256     0.6836    27.4227    1483.77     3.7787
   1134.000     3.8609   3.253310 7.7772e-02  0.0253637  0.1452991    34.5258     0.6842    27.4233    1483.77     3.7751
   1135.000     3.8562   3.252947 7.6932e-02  0.0254212  0.1452991    34.5260     0.6855    27.4239    1483.77     3.7704
   1136.000     3.8530   3.252711 7.8269e-02  0.0264547  0.1475420    34.5260     0.6871    27.4242    1483.77     3.7671
   1137.000     3.8502   3.252534 7.6913e-02  0.0274513  0.1477431    34.5263     0.6872    27.4247    1483.77     3.7643
   1138.000     3.8493   3.252492 7.7949e-02  0.0263099  0.1477411    34.5263     0.6884    27.4248    1483.79     3.7633
   1139.000     3.8481   3.252436 7.7126e-02  0.0250294  0.1479448    34.5264     0.6888    27.4250    1483.80     3.7620
   1140.000     3.8473   3.252408 7.8003e-02  0.0276585  0.1489646    34.5264     0.6900    27.4251    1483.81     3.7611
   1141.000     3.8459   3.252340 7.9837e-02  0.0260714  0.1489621    34.5265     0.6906    27.4254    1483.82     3.7597
   1142.000     3.8447   3.252297 7.8038e-02  0.0261978  0.1495074    34.5268     0.6909    27.4257    1483.83     3.7584
   1143.000     3.8430   3.252188 7.8000e-02  0.0267295  0.1495018    34.5267     0.6924    27.4258    1483.84     3.7567
   1144.000     3.8398   3.251950 7.6811e-02  0.0271238  0.1480763    34.5268     0.6933    27.4262    1483.85     3.7534
   1145.000     3.8356   3.251640 7.7699e-02  0.0278496  0.1485053    34.5270     0.6942    27.4268    1483.85     3.7491
   1146.000     3.8328   3.251467 7.8149e-02  0.0290921  0.1477325    34.5273     0.6945    27.4273    1483.85     3.7463
   1147.000     3.8315   3.251411 7.8422e-02  0.0266344  0.1471848    34.5275     0.6953    27.4276    1483.86     3.7449
   1148.000     3.8313   3.251441 7.7972e-02  0.0274973  0.1462920    34.5277     0.6952    27.4277    1483.88     3.7446
   1149.000     3.8313   3.251483 7.7662e-02  0.0277123  0.1453193    34.5277     0.6957    27.4278    1483.89     3.7445
   1150.000     3.8310   3.251520 7.7694e-02  0.0285949  0.1452991    34.5278     0.6956    27.4279    1483.91     3.7442
   1151.000     3.8306   3.251502 7.8322e-02  0.0287232  0.1460006    34.5276     0.6966    27.4278    1483.92     3.7436
   1152.000     3.8255   3.251099 7.8670e-02  0.0278819  0.1460417    34.5276     0.6976    27.4283    1483.92     3.7385
   1153.000     3.8204   3.250734 7.8034e-02  0.0273556  0.1447555    34.5282     0.6976    27.4293    1483.91     3.7334
   1154.000     3.8174   3.250510 7.7271e-02  0.0266160  0.1439241    34.5282     0.6989    27.4296    1483.92     3.7303
   1155.000     3.8098   3.249921 7.7657e-02  0.0267647  0.1428534    34.5286     0.7002    27.4307    1483.90     3.7227
   1156.000     3.8083   3.249889 7.8484e-02  0.0273209  0.1428571    34.5294     0.6993    27.4314    1483.91     3.7211
   1157.000     3.8052   3.249660 7.7116e-02  0.0250476  0.1428571    34.5293     0.7011    27.4317    1483.92     3.7180
   1158.000     3.8011   3.249356 7.7254e-02  0.0266220  0.1435705    34.5296     0.7016    27.4323    1483.92     3.7138
   1159.000     3.7986   3.249209 7.7833e-02  0.0266583  0.1440732    34.5299     0.7023    27.4328    1483.92     3.7113
   1160.000     3.7953   3.248971 7.8812e-02  0.0251447  0.1429480    34.5301     0.7016    27.4333    1483.93     3.7079
   1161.000     3.7915   3.248705 7.7412e-02  0.0254781  0.1437522    34.5304     0.7026    27.4340    1483.93     3.7040
   1162.000     3.7896   3.248593 7.8277e-02  0.0259728  0.1444120    34.5306     0.7038    27.4343    1483.93     3.7021
   1163.000     3.7871   3.248441 7.9040e-02  0.0246482  0.1430853    34.5309     0.7043    27.4348    1483.94     3.6995
   1164.000     3.7836   3.248207 7.8094e-02  0.0246421  0.1446791    34.5312     0.7043    27.4354    1483.94     3.6960
   1165.000     3.7811   3.248046 7.9302e-02  0.0251517  0.1452980    34.5314     0.7048    27.4358    1483.95     3.6934
   1166.000     3.7764   3.247693 7.7109e-02  0.0251526  0.1452991    34.5317     0.7058    27.4365    1483.95     3.6887
   1167.000     3.7723   3.247406 7.8140e-02  0.0252916  0.1452991    34.5321     0.7061    27.4372    1483.95     3.6845
   1168.000     3.7706   3.247306 7.7221e-02  0.0245706  0.1452991    34.5322     0.7062    27.4375    1483.96     3.6827
   1169.000     3.7696   3.247264 7.7495e-02  0.0257539  0.1459850    34.5322     0.7062    27.4376    1483.97     3.6817
   1170.000     3.7685   3.247211 7.8149e-02  0.0241705  0.1447128    34.5322     0.7081    27.4377    1483.98     3.6805
   1171.000     3.7678   3.247200 7.8529e-02  0.0271178  0.1469988    34.5323     0.7082    27.4379    1483.99     3.6798
   1172.000     3.7670   3.247184 7.8331e-02  0.0253075  0.1474135    34.5325     0.7084    27.4381    1484.01     3.6789
   1173.000     3.7663   3.247176 7.7586e-02  0.0267003  0.1477423    34.5326     0.7084    27.4382    1484.02     3.6781
   1174.000     3.7657   3.247174 7.7796e-02  0.0276816  0.1470979    34.5327     0.7096    27.4384    1484.04     3.6774
   1175.000     3.7650   3.247159 7.6731e-02  0.0274091  0.1467613    34.5328     0.7080    27.4385    1484.05     3.6766
   1176.000     3.7643   3.247143 7.8152e-02  0.0290219  0.1477463    34.5328     0.7100    27.4386    1484.06     3.6758
   1177.000     3.7634   3.247102 7.8581e-02  0.0291902  0.1455010    34.5328     0.7090    27.4387    1484.07     3.6749
   1178.000     3.7610   3.246929 7.8453e-02  0.0298973  0.1461970    34.5327     0.7100    27.4389    1484.08     3.6724
   1179.000     3.7586   3.246776 7.7350e-02  0.0283823  0.1465146    34.5329     0.7099    27.4393    1484.09     3.6700
   1180.000     3.7565   3.246632 7.7928e-02  0.0295881  0.1456017    34.5329     0.7104    27.4395    1484.09     3.6678
   1181.000     3.7536   3.246429 7.7635e-02  0.0292286  0.1463166    34.5331     0.7115    27.4399    1484.10     3.6648
   1182.000     3.7500   3.246164 7.8443e-02  0.0292621  0.1452510    34.5332     0.7129    27.4404    1484.10     3.6612
   1183.000     3.7447   3.245741 7.8691e-02  0.0281526  0.1450695    34.5332     0.7126    27.4409    1484.10     3.6558
   1184.000     3.7397   3.245391 7.8237e-02  0.0286738  0.1442165    34.5338     0.7147    27.4419    1484.09     3.6508
   1185.000     3.7398   3.245447 7.7222e-02  0.0283866  0.1453565    34.5338     0.7153    27.4419    1484.11     3.6508
   1186.000     3.7395   3.245466 7.7694e-02  0.0286989  0.1465409    34.5338     0.7159    27.4419    1484.12     3.6505
   1187.000     3.7392   3.245475 7.7840e-02  0.0293073  0.1452924    34.5338     0.7171    27.4420    1484.14     3.6500
   1188.000     3.7364   3.245259 7.8749e-02  0.0293040  0.1452991    34.5336     0.7182    27.4421    1484.14     3.6472
   1189.000     3.7334   3.245052 7.8993e-02  0.0284015  0.1452991    34.5338     0.7194    27.4425    1484.15     3.6442
   1190.000     3.7305   3.244842 7.7376e-02  0.0271654  0.1452507    34.5340     0.7206    27.4429    1484.15     3.6411
   1191.000     3.7302   3.244864 7.8538e-02  0.0281619  0.1445832    34.5339     0.7211    27.4429    1484.17     3.6408
   1192.000     3.7301   3.244901 7.7516e-02  0.0283261  0.1440816    34.5340     0.7224    27.4430    1484.18     3.6406
   1193.000     3.7289   3.244865 7.8233e-02  0.0288100  0.1446575    34.5344     0.7223    27.4434    1484.19     3.6393
   1194.000     3.7287   3.244899 7.7811e-02  0.0299650  0.1447121    34.5345     0.7230    27.4435    1484.21     3.6390
   1195.000     3.7277   3.244850 7.7871e-02  0.0285185  0.1440902    34.5344     0.7235    27.4436    1484.22     3.6380
   1196.000     3.7263   3.244777 7.8276e-02  0.0289379  0.1446604    34.5345     0.7228    27.4438    1484.23     3.6365
   1197.000     3.7251   3.244718 7.6786e-02  0.0276299  0.1446207    34.5346     0.7246    27.4440    1484.24     3.6352
   1198.000     3.7236   3.244632 7.8043e-02  0.0269139  0.1447915    34.5346     0.7239    27.4442    1484.26     3.6337
   1199.000     3.7214   3.244496 7.7558e-02  0.0292881  0.1444174    34.5348     0.7242    27.4445    1484.26     3.6314
   1200.000     3.7182   3.244267 7.7951e-02  0.0295495  0.1449602    34.5349     0.7240    27.4450    1484.27     3.6282
   1201.000     3.7160   3.244114 7.7756e-02  0.0291379  0.1452988    34.5350     0.7250    27.4452    1484.27     3.6259
   1202.000     3.7127   3.243880 7.7655e-02  0.0280184  0.1452991    34.5351     0.7256    27.4457    1484.27     3.6225
   1203.000     3.7101   3.243715 7.8674e-02  0.0291949  0.1448896    34.5354     0.7273    27.4461    1484.28     3.6199
   1204.000     3.7047   3.243283 7.7083e-02  0.0292487  0.1428488    34.5354     0.7273    27.4467    1484.27     3.6144
   1205.000     3.6987   3.242820 7.7361e-02  0.0275556  0.1440225    34.5357     0.7292    27.4475    1484.27     3.6084
   1206.000     3.6918   3.242280 7.8173e-02  0.0277429  0.1440773    34.5360     0.7308    27.4484    1484.25     3.6015
   1207.000     3.6870   3.241925 7.7138e-02  0.0277774  0.1444136    34.5363     0.7334    27.4492    1484.25     3.5967
   1208.000     3.6852   3.241814 7.7983e-02  0.0276987  0.1453311    34.5364     0.7348    27.4495    1484.26     3.5948
   1209.000     3.6790   3.241326 7.8695e-02  0.0278912  0.1452493    34.5366     0.7357    27.4502    1484.25     3.5885
   1210.000     3.6742   3.240979 7.7622e-02  0.0292443  0.1447183    34.5370     0.7372    27.4510    1484.25     3.5837
   1211.000     3.6722   3.240864 7.8932e-02  0.0277229  0.1440807    34.5373     0.7384    27.4514    1484.25     3.5816
   1212.000     3.6724   3.240931 7.7662e-02  0.0275344  0.1440781    34.5373     0.7402    27.4514    1484.27     3.5818
   1213.000     3.6721   3.240934 7.7969e-02  0.0275017  0.1429768    34.5372     0.7399    27.4514    1484.29     3.5813
   1214.000     3.6702   3.240805 7.8094e-02  0.0274970  0.1428580    34.5372     0.7420    27.4516    1484.29     3.5794
   1215.000     3.6692   3.240771 7.8384e-02  0.0275530  0.1436984    34.5373     0.7421    27.4517    1484.31     3.5783
   1216.000     3.6680   3.240714 7.7788e-02  0.0276873  0.1440762    34.5374     0.7436    27.4519    1484.32     3.5771
   1217.000     3.6646   3.240454 7.8034e-02  0.0273413  0.1437063    34.5373     0.7451    27.4522    1484.32     3.5736
   1218.000     3.6608   3.240177 7.7801e-02  0.0264607  0.1428350    34.5375     0.7457    27.4527    1484.32     3.5698
   1219.000     3.6577   3.239952 7.9385e-02  0.0265577  0.1439389    34.5376     0.7479    27.4532    1484.33     3.5666
   1220.000     3.6561   3.239878 7.9305e-02  0.0265568  0.1449837    34.5379     0.7484    27.4535    1484.34     3.5649
   1221.000     3.6523   3.239594 7.8291e-02  0.0266041  0.1440942    34.5380     0.7508    27.4539    1484.34     3.5611
   1222.000     3.6479   3.239273 7.7944e-02  0.0266580  0.1460923    34.5383     0.7510    27.4547    1484.33     3.5566
   1223.000     3.6451   3.239083 7.8022e-02  0.0266788  0.1459707    34.5385     0.7517    27.4551    1484.34     3.5538
   1224.000     3.6404   3.238743 7.8802e-02  0.0268088  0.1456988    34.5388     0.7533    27.4558    1484.34     3.5491
   1225.000     3.6388   3.238653 7.8758e-02  0.0268016  0.1458406    34.5390     0.7543    27.4561    1484.35     3.5474
   1226.000     3.6376   3.238594 7.7585e-02  0.0276131  0.1461151    34.5390     0.7558    27.4562    1484.36     3.5461
   1227.000     3.6358   3.238472 7.8016e-02  0.0273552  0.1457905    34.5390     0.7566    27.4564    1484.37     3.5442
   1228.000     3.6286   3.237916 7.6910e-02  0.0266314  0.1468657    34.5394     0.7574    27.4574    1484.35     3.5370
   1229.000     3.6247   3.237645 7.7505e-02  0.0267341  0.1477468    34.5398     0.7580    27.4581    1484.35     3.5331
   1230.000     3.6217   3.237449 7.7308e-02  0.0265398  0.1489034    34.5401     0.7587    27.4586    1484.36     3.5300
   1231.000     3.6212   3.237443 7.7501e-02  0.0273118  0.1481910    34.5401     0.7603    27.4587    1484.37     3.5294
   1232.000     3.6198   3.237357 7.8279e-02  0.0287122  0.1481988    34.5400     0.7631    27.4588    1484.38     3.5279
   1233.000     3.6178   3.237217 7.8087e-02  0.0281058  0.1482843    34.5399     0.7634    27.4590    1484.39     3.5259
   1234.000     3.6141   3.236952 7.7507e-02  0.0279550  0.1487815    34.5402     0.7650    27.4595    1484.39     3.5221
   1235.000     3.6118   3.236821 7.7234e-02  0.0274321  0.1489676    34.5405     0.7654    27.4600    1484.40     3.5198
   1236.000     3.6050   3.236207 7.7664e-02  0.0270996  0.1470327    34.5399     0.7672    27.4602    1484.39     3.5130
   1237.000     3.5988   3.235753 7.7446e-02  0.0290171  0.1465190    34.5404     0.7689    27.4612    1484.38     3.5068
   1238.000     3.5982   3.235739 7.7976e-02  0.0268728  0.1469157    34.5404     0.7708    27.4612    1484.39     3.5061
   1239.000     3.5975   3.235710 7.7421e-02  0.0280610  0.1472471    34.5402     0.7742    27.4612    1484.40     3.5053
   1240.000     3.5966   3.235677 7.7779e-02  0.0293078  0.1458646    34.5404     0.7762    27.4614    1484.42     3.5043
   1241.000     3.5954   3.235681 7.8100e-02  0.0283450  0.1460839    34.5411     0.7785    27.4621    1484.43     3.5031
   1242.000     3.5953   3.235712 7.7043e-02  0.0288438  0.1456333    34.5412     0.7787    27.4622    1484.45     3.5028
   1243.000     3.5910   3.235406 7.8325e-02  0.0302438  0.1452958    34.5415     0.7785    27.4628    1484.44     3.4985
   1244.000     3.5881   3.235206 7.9071e-02  0.0299613  0.1463322    34.5416     0.7788    27.4632    1484.45     3.4956
   1245.000     3.5852   3.235013 7.6915e-02  0.0275188  0.1465209    34.5419     0.7792    27.4637    1484.45     3.4926
   1246.000     3.5845   3.235006 7.6923e-02  0.0290294  0.1465201    34.5420     0.7792    27.4639    1484.47     3.4918
   1247.000     3.5836   3.234961 7.6742e-02  0.0280961  0.1459780    34.5420     0.7796    27.4640    1484.48     3.4908
   1248.000     3.5793   3.234624 7.7921e-02  0.0277502  0.1440795    34.5420     0.7808    27.4644    1484.48     3.4865
   1249.000     3.5761   3.234401 7.7770e-02  0.0287318  0.1440781    34.5422     0.7811    27.4649    1484.48     3.4832
