       PrDM      T090C      C0S/m       FlSP     Upoly0     Upoly1      Sal00 Sbeox0ML/L  Sigma-t00       SvDM Potemp090C
   2572.000     1.7269   3.135442 7.0994e-02  0.0247121  0.1355383    34.6563     2.3238    27.7175    1498.70     1.5452
   2573.000     1.7265   3.135433 6.9154e-02  0.0241194  0.1354301    34.6562     2.3231    27.7174    1498.71     1.5447
   2574.000     1.7255   3.135398 6.9261e-02  0.0243042  0.1364307    34.6563     2.3254    27.7176    1498.72     1.5437
   2575.000     1.7244   3.135336 6.9706e-02  0.0249844  0.1355225    34.6562     2.3257    27.7176    1498.74     1.5425
   2576.000     1.7234   3.135303 6.9192e-02  0.0253000  0.1354864    34.6564     2.3283    27.7179    1498.75     1.5414
   2577.000     1.7229   3.135313 6.9601e-02  0.0252992  0.1354822    34.6566     2.3289    27.7180    1498.76     1.5409
   2578.000     1.7227   3.135333 6.9104e-02  0.0259107  0.1354757    34.6566     2.3273    27.7180    1498.78     1.5406
   2579.000     1.7219   3.135304 6.9074e-02  0.0259315  0.1355304    34.6566     2.3294    27.7181    1498.79     1.5397
   2580.000     1.7205   3.135236 6.9411e-02  0.0258856  0.1354101    34.6568     2.3308    27.7183    1498.80     1.5382
   2581.000     1.7201   3.135244 6.9414e-02  0.0257622  0.1354705    34.6568     2.3314    27.7184    1498.82     1.5378
   2582.000     1.7198   3.135258 6.9423e-02  0.0268715  0.1355316    34.6568     2.3326    27.7185    1498.84     1.5374
   2583.000     1.7197   3.135289 6.9596e-02  0.0270563  0.1355311    34.6569     2.3332    27.7185    1498.85     1.5372
   2584.000     1.7197   3.135306 6.9339e-02  0.0270986  0.1354738    34.6566     2.3339    27.7183    1498.87     1.5371
   2585.000     1.7195   3.135336 6.9045e-02  0.0270010  0.1322557    34.6567     2.3352    27.7184    1498.89     1.5368
   2586.000     1.7191   3.135354 6.9161e-02  0.0243804  0.1331129    34.6569     2.3360    27.7185    1498.90     1.5363
   2587.000     1.7187   3.135359 6.9607e-02  0.0245325  0.1330891    34.6569     2.3358    27.7186    1498.92     1.5358
   2588.000     1.7177   3.135322 6.9967e-02  0.0246039  0.1319788    34.6571     2.3383    27.7188    1498.93     1.5347
   2589.000     1.7166   3.135271 6.9963e-02  0.0246638  0.1310808    34.6571     2.3370    27.7189    1498.94     1.5336
   2590.000     1.7166   3.135309 6.9963e-02  0.0251420  0.1310147    34.6571     2.3376    27.7189    1498.96     1.5335
   2591.000     1.7165   3.135331 6.9417e-02  0.0255169  0.1318027    34.6571     2.3376    27.7189    1498.97     1.5333
   2592.000     1.7162   3.135343 6.9596e-02  0.0245289  0.1294431    34.6571     2.3391    27.7189    1498.99     1.5329
   2593.000     1.7157   3.135334 6.9962e-02  0.0250730  0.1304407    34.6570     2.3402    27.7189    1499.00     1.5323
   2594.000     1.7143   3.135245 7.0091e-02  0.0244276  0.1313630    34.6569     2.3408    27.7189    1499.01     1.5309
   2595.000     1.7130   3.135189 6.9469e-02  0.0245341  0.1324140    34.6571     2.3414    27.7192    1499.03     1.5295
   2596.000     1.7127   3.135215 7.0223e-02  0.0242098  0.1326884    34.6573     2.3430    27.7194    1499.04     1.5291
   2597.000     1.7130   3.135290 7.0118e-02  0.0236467  0.1337017    34.6574     2.3431    27.7194    1499.06     1.5293
   2598.000     1.7130   3.135315 6.9774e-02  0.0245580  0.1343217    34.6573     2.3429    27.7193    1499.08     1.5292
   2599.000     1.7123   3.135303 6.9965e-02  0.0263263  0.1343101    34.6574     2.3442    27.7195    1499.09     1.5284
   2600.000     1.7117   3.135289 6.9596e-02  0.0248032  0.1331405    34.6573     2.3452    27.7195    1499.10     1.5278
   2601.000     1.7115   3.135302 6.9888e-02  0.0245681  0.1339629    34.6573     2.3460    27.7194    1499.12     1.5275
   2602.000     1.7114   3.135326 6.9457e-02  0.0257801  0.1343096    34.6572     2.3459    27.7194    1499.14     1.5273
   2603.000     1.7110   3.135336 6.9171e-02  0.0259720  0.1343101    34.6572     2.3475    27.7194    1499.15     1.5269
   2604.000     1.7110   3.135380 6.9462e-02  0.0269562  0.1351726    34.6574     2.3484    27.7195    1499.17     1.5267
   2605.000     1.7110   3.135421 7.0296e-02  0.0260699  0.1354819    34.6574     2.3477    27.7196    1499.19     1.5266
   2606.000     1.7110   3.135450 6.9449e-02  0.0259690  0.1364311    34.6572     2.3495    27.7194    1499.20     1.5266
   2607.000     1.7108   3.135473 6.9734e-02  0.0265482  0.1358449    34.6573     2.3486    27.7195    1499.22     1.5263
   2608.000     1.7107   3.135520 6.8435e-02  0.0271017  0.1345647    34.6575     2.3485    27.7196    1499.24     1.5261
   2609.000     1.7106   3.135534 6.9737e-02  0.0269651  0.1343124    34.6573     2.3497    27.7195    1499.25     1.5259
   2610.000     1.7105   3.135571 6.9118e-02  0.0268087  0.1342569    34.6574     2.3511    27.7196    1499.27     1.5257
   2611.000     1.7103   3.135597 6.9291e-02  0.0263541  0.1343100    34.6574     2.3504    27.7197    1499.28     1.5254
   2612.000     1.7100   3.135618 6.9437e-02  0.0267538  0.1343101    34.6575     2.3518    27.7198    1499.30     1.5250
   2613.000     1.7096   3.135605 7.0036e-02  0.0260817  0.1339200    34.6574     2.3503    27.7197    1499.32     1.5245
   2614.000     1.7095   3.135645 6.9743e-02  0.0256889  0.1327443    34.6575     2.3520    27.7197    1499.33     1.5244
   2615.000     1.7095   3.135680 6.9297e-02  0.0248471  0.1316070    34.6575     2.3526    27.7197    1499.35     1.5242
   2616.000     1.7093   3.135710 7.0480e-02  0.0256926  0.1305459    34.6575     2.3529    27.7198    1499.37     1.5240
   2617.000     1.7085   3.135679 6.9471e-02  0.0252253  0.1307845    34.6575     2.3520    27.7199    1499.38     1.5231
   2618.000     1.7071   3.135603 6.9736e-02  0.0258723  0.1320025    34.6576     2.3540    27.7201    1499.39     1.5216
   2619.000     1.7066   3.135597 6.9331e-02  0.0250654  0.1328364    34.6576     2.3541    27.7201    1499.40     1.5210
   2620.000     1.7062   3.135612 6.9743e-02  0.0246023  0.1320467    34.6577     2.3563    27.7202    1499.42     1.5206
   2621.000     1.7063   3.135663 6.9595e-02  0.0247272  0.1330030    34.6578     2.3558    27.7202    1499.44     1.5206
   2622.000     1.7066   3.135728 6.9445e-02  0.0245227  0.1330380    34.6578     2.3566    27.7202    1499.45     1.5208
   2623.000     1.7057   3.135687 6.9438e-02  0.0254695  0.1330885    34.6578     2.3575    27.7203    1499.47     1.5198
   2624.000     1.7052   3.135685 6.9597e-02  0.0249095  0.1330404    34.6578     2.3573    27.7204    1499.48     1.5192
   2625.000     1.7049   3.135703 6.9597e-02  0.0254933  0.1320168    34.6579     2.3590    27.7204    1499.50     1.5188
   2626.000     1.7047   3.135730 6.9119e-02  0.0247909  0.1327714    34.6580     2.3591    27.7206    1499.51     1.5185
   2627.000     1.7044   3.135748 6.9769e-02  0.0248087  0.1338202    34.6581     2.3598    27.7206    1499.53     1.5181
   2628.000     1.7041   3.135767 6.9916e-02  0.0245783  0.1336725    34.6581     2.3601    27.7206    1499.55     1.5178
   2629.000     1.7027   3.135678 7.0136e-02  0.0241554  0.1335879    34.6581     2.3605    27.7207    1499.56     1.5163
   2630.000     1.7018   3.135634 6.9503e-02  0.0236950  0.1335776    34.6580     2.3632    27.7208    1499.57     1.5153
   2631.000     1.7005   3.135548 6.9935e-02  0.0239998  0.1341130    34.6579     2.3640    27.7208    1499.58     1.5140
   2632.000     1.6986   3.135447 6.9590e-02  0.0253391  0.1342666    34.6582     2.3644    27.7212    1499.59     1.5120
   2633.000     1.6981   3.135445 6.9244e-02  0.0250566  0.1343106    34.6582     2.3654    27.7212    1499.60     1.5114
   2634.000     1.6962   3.135332 6.9230e-02  0.0242192  0.1352455    34.6583     2.3660    27.7214    1499.61     1.5095
   2635.000     1.6948   3.135266 6.9248e-02  0.0237195  0.1354743    34.6586     2.3653    27.7218    1499.62     1.5080
   2636.000     1.6942   3.135251 6.8610e-02  0.0246245  0.1350944    34.6586     2.3657    27.7218    1499.64     1.5073
   2637.000     1.6942   3.135286 6.9900e-02  0.0245800  0.1340573    34.6586     2.3685    27.7218    1499.65     1.5072
   2638.000     1.6940   3.135317 6.9288e-02  0.0234467  0.1331858    34.6587     2.3700    27.7219    1499.67     1.5069
   2639.000     1.6939   3.135342 6.9597e-02  0.0234920  0.1343570    34.6586     2.3703    27.7218    1499.69     1.5068
   2640.000     1.6932   3.135318 6.9998e-02  0.0246299  0.1366292    34.6586     2.3716    27.7219    1499.70     1.5060
   2641.000     1.6927   3.135311 6.9836e-02  0.0243071  0.1354707    34.6586     2.3728    27.7219    1499.72     1.5054
   2642.000     1.6927   3.135352 6.9479e-02  0.0243827  0.1359948    34.6586     2.3743    27.7219    1499.73     1.5053
   2643.000     1.6926   3.135380 6.9726e-02  0.0267219  0.1367614    34.6585     2.3755    27.7219    1499.75     1.5052
   2644.000     1.6922   3.135401 6.9596e-02  0.0271693  0.1367521    34.6588     2.3762    27.7221    1499.77     1.5046
   2645.000     1.6922   3.135440 6.9263e-02  0.0269168  0.1357504    34.6588     2.3751    27.7221    1499.78     1.5045
   2646.000     1.6918   3.135440 6.9768e-02  0.0249003  0.1342631    34.6588     2.3772    27.7221    1499.80     1.5041
   2647.000     1.6907   3.135391 6.9598e-02  0.0257530  0.1343098    34.6588     2.3777    27.7222    1499.81     1.5029
   2648.000     1.6899   3.135361 6.9282e-02  0.0267964  0.1353592    34.6588     2.3775    27.7223    1499.82     1.5020
   2649.000     1.6892   3.135343 6.9900e-02  0.0271657  0.1335549    34.6589     2.3782    27.7224    1499.84     1.5013
   2650.000     1.6887   3.135344 6.9310e-02  0.0263375  0.1339856    34.6589     2.3805    27.7225    1499.85     1.5007
   2651.000     1.6883   3.135351 7.0026e-02  0.0266769  0.1333657    34.6590     2.3806    27.7225    1499.87     1.5002
   2652.000     1.6881   3.135379 6.8388e-02  0.0269952  0.1321038    34.6591     2.3807    27.7226    1499.88     1.4999
   2653.000     1.6877   3.135377 6.7440e-02  0.0270423  0.1318267    34.6590     2.3823    27.7226    1499.90     1.4994
   2654.000     1.6869   3.135344 6.9456e-02  0.0269931  0.1307398    34.6591     2.3834    27.7227    1499.91     1.4985
   2655.000     1.6866   3.135365 6.8601e-02  0.0258152  0.1316913    34.6591     2.3831    27.7228    1499.93     1.4982
   2656.000     1.6859   3.135349 6.9306e-02  0.0248082  0.1308404    34.6592     2.3837    27.7229    1499.94     1.4974
   2657.000     1.6853   3.135345 7.0096e-02  0.0258624  0.1306472    34.6593     2.3846    27.7230    1499.96     1.4967
   2658.000     1.6849   3.135339 6.9431e-02  0.0245127  0.1305399    34.6592     2.3849    27.7230    1499.97     1.4962
   2659.000     1.6845   3.135349 7.0215e-02  0.0244703  0.1311619    34.6593     2.3854    27.7231    1499.99     1.4957
   2660.000     1.6844   3.135372 6.9732e-02  0.0244669  0.1313063    34.6592     2.3858    27.7231    1500.00     1.4955
   2661.000     1.6837   3.135361 6.9597e-02  0.0247010  0.1310237    34.6593     2.3880    27.7232    1500.02     1.4948
   2662.000     1.6837   3.135401 6.9144e-02  0.0248257  0.1313558    34.6594     2.3895    27.7232    1500.03     1.4947
   2663.000     1.6832   3.135398 6.9879e-02  0.0256774  0.1302242    34.6594     2.3883    27.7233    1500.05     1.4941
   2664.000     1.6822   3.135353 6.9473e-02  0.0245439  0.1301513    34.6594     2.3891    27.7233    1500.06     1.4930
   2665.000     1.6812   3.135294 6.8815e-02  0.0254193  0.1318612    34.6593     2.3903    27.7233    1500.07     1.4920
   2666.000     1.6805   3.135281 6.8782e-02  0.0260159  0.1323306    34.6594     2.3916    27.7235    1500.09     1.4912
   2667.000     1.6803   3.135317 6.8801e-02  0.0249852  0.1326168    34.6596     2.3921    27.7237    1500.10     1.4909
   2668.000     1.6800   3.135319 6.9968e-02  0.0239348  0.1318539    34.6595     2.3917    27.7236    1500.12     1.4905
   2669.000     1.6786   3.135237 6.8894e-02  0.0233121  0.1318681    34.6595     2.3938    27.7237    1500.13     1.4890
   2670.000     1.6773   3.135175 6.8930e-02  0.0239626  0.1327924    34.6597     2.3936    27.7240    1500.14     1.4876
   2671.000     1.6770   3.135190 6.9582e-02  0.0258425  0.1321757    34.6596     2.3961    27.7239    1500.16     1.4873
   2672.000     1.6763   3.135167 6.9299e-02  0.0245231  0.1319416    34.6597     2.3959    27.7240    1500.17     1.4865
   2673.000     1.6753   3.135105 6.9377e-02  0.0255183  0.1343698    34.6595     2.3977    27.7240    1500.18     1.4854
   2674.000     1.6739   3.135038 6.9894e-02  0.0232267  0.1337296    34.6597     2.3975    27.7242    1500.19     1.4840
   2675.000     1.6730   3.135014 7.0431e-02  0.0234771  0.1333096    34.6599     2.3992    27.7245    1500.21     1.4830
   2676.000     1.6728   3.135039 6.9791e-02  0.0233237  0.1342935    34.6600     2.4008    27.7245    1500.22     1.4827
   2677.000     1.6724   3.135056 6.9600e-02  0.0235611  0.1343101    34.6601     2.4015    27.7246    1500.24     1.4823
   2678.000     1.6715   3.135001 6.9104e-02  0.0252291  0.1342554    34.6599     2.4008    27.7245    1500.25     1.4813
   2679.000     1.6709   3.134988 6.8428e-02  0.0260277  0.1348929    34.6600     2.4034    27.7247    1500.26     1.4805
   2680.000     1.6706   3.135009 6.9061e-02  0.0241293  0.1348523    34.6601     2.4045    27.7248    1500.28     1.4801
   2681.000     1.6706   3.135043 6.9902e-02  0.0242752  0.1348968    34.6601     2.4051    27.7247    1500.30     1.4801
   2682.000     1.6704   3.135069 6.8572e-02  0.0244687  0.1355308    34.6600     2.4062    27.7247    1500.31     1.4798
   2683.000     1.6697   3.135043 6.8680e-02  0.0246220  0.1354807    34.6600     2.4069    27.7248    1500.33     1.4790
   2684.000     1.6692   3.135046 6.8647e-02  0.0259163  0.1358941    34.6601     2.4075    27.7249    1500.34     1.4784
   2685.000     1.6683   3.135008 6.9109e-02  0.0247045  0.1361010    34.6602     2.4095    27.7250    1500.35     1.4774
   2686.000     1.6673   3.134969 6.8241e-02  0.0244203  0.1348543    34.6602     2.4099    27.7251    1500.37     1.4764
   2687.000     1.6670   3.134992 6.8865e-02  0.0248600  0.1349451    34.6604     2.4125    27.7253    1500.38     1.4760
   2688.000     1.6669   3.135018 6.9119e-02  0.0258520  0.1348411    34.6604     2.4130    27.7253    1500.40     1.4758
   2689.000     1.6665   3.135026 6.8486e-02  0.0256951  0.1343134    34.6604     2.4130    27.7253    1500.42     1.4753
   2690.000     1.6662   3.135042 7.0684e-02  0.0247506  0.1344674    34.6605     2.4133    27.7254    1500.43     1.4749
   2691.000     1.6656   3.135024 6.8032e-02  0.0260573  0.1356567    34.6604     2.4144    27.7254    1500.44     1.4742
   2692.000     1.6651   3.135032 6.9859e-02  0.0263689  0.1365426    34.6605     2.4152    27.7255    1500.46     1.4737
   2693.000     1.6649   3.135056 6.9445e-02  0.0250314  0.1343116    34.6606     2.4158    27.7256    1500.48     1.4734
   2694.000     1.6647   3.135077 6.9159e-02  0.0269948  0.1343101    34.6606     2.4167    27.7256    1500.49     1.4731
   2695.000     1.6644   3.135092 6.8584e-02  0.0269607  0.1343101    34.6606     2.4165    27.7256    1500.51     1.4728
   2696.000     1.6642   3.135105 6.9030e-02  0.0271891  0.1331909    34.6605     2.4169    27.7256    1500.52     1.4724
   2697.000     1.6638   3.135115 6.8515e-02  0.0266391  0.1319656    34.6606     2.4179    27.7257    1500.54     1.4720
   2698.000     1.6631   3.135101 6.9306e-02  0.0261284  0.1307423    34.6607     2.4176    27.7258    1500.55     1.4712
   2699.000     1.6626   3.135094 6.9456e-02  0.0258752  0.1316355    34.6607     2.4196    27.7259    1500.57     1.4706
   2700.000     1.6624   3.135116 6.9158e-02  0.0257876  0.1318191    34.6607     2.4198    27.7259    1500.58     1.4703
   2701.000     1.6623   3.135149 6.9334e-02  0.0258153  0.1328643    34.6608     2.4200    27.7259    1500.60     1.4701
   2702.000     1.6619   3.135150 6.9461e-02  0.0247362  0.1318678    34.6607     2.4205    27.7259    1500.62     1.4696
   2703.000     1.6610   3.135123 6.9747e-02  0.0244160  0.1318681    34.6609     2.4213    27.7261    1500.63     1.4687
   2704.000     1.6608   3.135148 6.8806e-02  0.0256345  0.1306536    34.6609     2.4215    27.7262    1500.64     1.4684
   2705.000     1.6607   3.135177 6.9422e-02  0.0257571  0.1305890    34.6610     2.4230    27.7262    1500.66     1.4682
   2706.000     1.6603   3.135187 6.8476e-02  0.0247322  0.1306475    34.6610     2.4233    27.7263    1500.68     1.4677
   2707.000     1.6599   3.135184 6.9716e-02  0.0245640  0.1306471    34.6610     2.4236    27.7263    1500.69     1.4672
   2708.000     1.6595   3.135187 6.9194e-02  0.0255425  0.1306022    34.6609     2.4253    27.7263    1500.71     1.4667
   2709.000     1.6592   3.135206 6.8963e-02  0.0257269  0.1312427    34.6610     2.4258    27.7264    1500.72     1.4663
   2710.000     1.6587   3.135194 6.8813e-02  0.0241631  0.1318227    34.6609     2.4264    27.7263    1500.74     1.4658
   2711.000     1.6577   3.135161 6.8135e-02  0.0236409  0.1325972    34.6611     2.4262    27.7266    1500.75     1.4647
   2712.000     1.6574   3.135182 7.0516e-02  0.0241155  0.1330898    34.6612     2.4273    27.7266    1500.77     1.4643
   2713.000     1.6570   3.135192 6.8754e-02  0.0238077  0.1335915    34.6613     2.4278    27.7268    1500.78     1.4638
   2714.000     1.6570   3.135216 6.7849e-02  0.0257065  0.1343129    34.6612     2.4300    27.7267    1500.80     1.4637
   2715.000     1.6570   3.135254 6.9594e-02  0.0245385  0.1343101    34.6612     2.4290    27.7266    1500.81     1.4636
   2716.000     1.6566   3.135264 6.9126e-02  0.0244216  0.1352528    34.6612     2.4303    27.7268    1500.83     1.4631
   2717.000     1.6561   3.135254 6.8581e-02  0.0241231  0.1354507    34.6612     2.4305    27.7268    1500.84     1.4625
   2718.000     1.6560   3.135270 6.8881e-02  0.0243793  0.1354776    34.6610     2.4327    27.7266    1500.86     1.4623
   2719.000     1.6559   3.135328 6.9181e-02  0.0247095  0.1355323    34.6614     2.4330    27.7269    1500.88     1.4622
   2720.000     1.6557   3.135344 6.9608e-02  0.0257247  0.1354118    34.6613     2.4327    27.7269    1500.89     1.4618
   2721.000     1.6554   3.135370 6.8124e-02  0.0257634  0.1347341    34.6614     2.4334    27.7270    1500.91     1.4615
   2722.000     1.6551   3.135379 6.7771e-02  0.0258434  0.1345836    34.6614     2.4339    27.7270    1500.92     1.4611
   2723.000     1.6546   3.135376 6.7765e-02  0.0249688  0.1354571    34.6614     2.4339    27.7270    1500.94     1.4606
   2724.000     1.6544   3.135381 6.9762e-02  0.0241222  0.1345018    34.6612     2.4344    27.7269    1500.95     1.4602
   2725.000     1.6536   3.135368 6.9750e-02  0.0241643  0.1356519    34.6614     2.4343    27.7271    1500.97     1.4594
   2726.000     1.6531   3.135350 6.8877e-02  0.0251359  0.1359515    34.6613     2.4362    27.7271    1500.98     1.4588
   2727.000     1.6523   3.135314 6.8605e-02  0.0257455  0.1363933    34.6613     2.4364    27.7271    1501.00     1.4579
   2728.000     1.6516   3.135316 6.9219e-02  0.0271578  0.1351525    34.6615     2.4378    27.7273    1501.01     1.4572
   2729.000     1.6515   3.135348 6.9449e-02  0.0270643  0.1339798    34.6616     2.4383    27.7275    1501.03     1.4569
   2730.000     1.6510   3.135346 6.8901e-02  0.0272682  0.1330925    34.6616     2.4395    27.7275    1501.04     1.4564
   2731.000     1.6502   3.135318 6.8826e-02  0.0271190  0.1330891    34.6617     2.4392    27.7276    1501.06     1.4555
   2732.000     1.6493   3.135281 6.8865e-02  0.0269832  0.1322284    34.6617     2.4398    27.7277    1501.07     1.4545
   2733.000     1.6481   3.135215 6.9587e-02  0.0263166  0.1318733    34.6617     2.4411    27.7277    1501.08     1.4533
   2734.000     1.6476   3.135209 6.8592e-02  0.0252073  0.1318681    34.6617     2.4420    27.7278    1501.10     1.4526
   2735.000     1.6471   3.135201 6.9386e-02  0.0248635  0.1318681    34.6617     2.4435    27.7278    1501.11     1.4521
   2736.000     1.6468   3.135220 6.8955e-02  0.0247543  0.1318681    34.6617     2.4444    27.7278    1501.13     1.4517
   2737.000     1.6461   3.135209 6.9450e-02  0.0235929  0.1318681    34.6619     2.4453    27.7280    1501.14     1.4509
   2738.000     1.6449   3.135159 6.8109e-02  0.0242483  0.1336850    34.6620     2.4451    27.7283    1501.15     1.4497
   2739.000     1.6445   3.135161 6.9420e-02  0.0241295  0.1328580    34.6620     2.4467    27.7283    1501.17     1.4492
   2740.000     1.6440   3.135155 6.9438e-02  0.0237790  0.1318567    34.6620     2.4479    27.7283    1501.18     1.4486
   2741.000     1.6438   3.135174 6.8081e-02  0.0241627  0.1325244    34.6620     2.4476    27.7283    1501.20     1.4483
   2742.000     1.6437   3.135205 6.9425e-02  0.0234185  0.1338725    34.6621     2.4491    27.7284    1501.21     1.4481
   2743.000     1.6436   3.135237 6.9597e-02  0.0236564  0.1319733    34.6620     2.4513    27.7284    1501.23     1.4480
   2744.000     1.6436   3.135279 6.8751e-02  0.0242329  0.1342660    34.6621     2.4503    27.7284    1501.25     1.4479
   2745.000     1.6436   3.135302 6.8534e-02  0.0245371  0.1340352    34.6619     2.4529    27.7283    1501.26     1.4478
   2746.000     1.6434   3.135320 6.8498e-02  0.0249922  0.1338206    34.6619     2.4521    27.7283    1501.28     1.4474
   2747.000     1.6430   3.135344 6.8131e-02  0.0245651  0.1350957    34.6622     2.4522    27.7285    1501.30     1.4469
   2748.000     1.6427   3.135360 6.7933e-02  0.0266834  0.1345353    34.6622     2.4543    27.7285    1501.31     1.4466
   2749.000     1.6425   3.135374 6.9415e-02  0.0261288  0.1355322    34.6621     2.4546    27.7285    1501.33     1.4463
   2750.000     1.6423   3.135402 6.8930e-02  0.0257512  0.1332507    34.6623     2.4561    27.7286    1501.34     1.4460
   2751.000     1.6422   3.135428 6.9895e-02  0.0251871  0.1348584    34.6622     2.4558    27.7286    1501.36     1.4458
   2752.000     1.6422   3.135460 6.9599e-02  0.0245066  0.1354453    34.6622     2.4554    27.7286    1501.38     1.4457
   2753.000     1.6421   3.135485 6.8839e-02  0.0263997  0.1344781    34.6621     2.4573    27.7285    1501.39     1.4455
   2754.000     1.6414   3.135473 6.8511e-02  0.0259569  0.1343098    34.6621     2.4569    27.7286    1501.41     1.4448
   2755.000     1.6402   3.135410 6.7551e-02  0.0260799  0.1366418    34.6623     2.4566    27.7288    1501.42     1.4434
   2756.000     1.6392   3.135368 6.8680e-02  0.0269122  0.1344644    34.6623     2.4587    27.7289    1501.43     1.4424
   2757.000     1.6385   3.135358 6.7301e-02  0.0260439  0.1331337    34.6625     2.4606    27.7291    1501.45     1.4416
   2758.000     1.6383   3.135382 6.9606e-02  0.0269718  0.1339416    34.6625     2.4604    27.7291    1501.46     1.4414
   2759.000     1.6378   3.135373 6.9597e-02  0.0258042  0.1327745    34.6624     2.4611    27.7291    1501.48     1.4408
   2760.000     1.6375   3.135383 6.8772e-02  0.0259174  0.1329212    34.6624     2.4615    27.7291    1501.49     1.4404
   2761.000     1.6372   3.135416 6.9736e-02  0.0247418  0.1335383    34.6627     2.4633    27.7293    1501.51     1.4400
   2762.000     1.6371   3.135436 6.7929e-02  0.0254906  0.1314714    34.6625     2.4647    27.7292    1501.52     1.4398
   2763.000     1.6371   3.135470 6.8336e-02  0.0245406  0.1301340    34.6626     2.4656    27.7293    1501.54     1.4397
   2764.000     1.6372   3.135522 6.9088e-02  0.0248622  0.1304348    34.6626     2.4658    27.7293    1501.56     1.4397
   2765.000     1.6368   3.135531 6.9033e-02  0.0257987  0.1318942    34.6627     2.4659    27.7294    1501.57     1.4392
   2766.000     1.6354   3.135460 6.8571e-02  0.0253961  0.1313300    34.6628     2.4670    27.7296    1501.59     1.4378
   2767.000     1.6353   3.135476 6.8681e-02  0.0241141  0.1310030    34.6627     2.4670    27.7295    1501.60     1.4375
   2768.000     1.6340   3.135413 6.8718e-02  0.0237826  0.1310873    34.6629     2.4685    27.7297    1501.61     1.4361
   2769.000     1.6331   3.135378 6.8046e-02  0.0251746  0.1297518    34.6629     2.4695    27.7298    1501.63     1.4352
   2770.000     1.6325   3.135367 6.8572e-02  0.0275012  0.1306487    34.6629     2.4701    27.7299    1501.64     1.4345
   2771.000     1.6316   3.135341 6.8129e-02  0.0265621  0.1306471    34.6631     2.4716    27.7301    1501.65     1.4336
   2772.000     1.6313   3.135359 6.8280e-02  0.0238575  0.1307950    34.6631     2.4711    27.7301    1501.67     1.4332
   2773.000     1.6312   3.135389 6.9321e-02  0.0241807  0.1318862    34.6631     2.4728    27.7301    1501.69     1.4330
   2774.000     1.6312   3.135420 6.7887e-02  0.0244254  0.1318681    34.6631     2.4735    27.7301    1501.70     1.4329
   2775.000     1.6296   3.135322 6.9458e-02  0.0239068  0.1330484    34.6631     2.4739    27.7303    1501.71     1.4312
   2776.000     1.6282   3.135250 6.8962e-02  0.0242067  0.1342001    34.6633     2.4753    27.7305    1501.72     1.4298
   2777.000     1.6277   3.135260 6.8285e-02  0.0256262  0.1361941    34.6634     2.4779    27.7307    1501.74     1.4292
   2778.000     1.6276   3.135285 6.8639e-02  0.0251102  0.1357672    34.6634     2.4791    27.7306    1501.76     1.4290
   2779.000     1.6276   3.135322 6.8811e-02  0.0244237  0.1354890    34.6633     2.4797    27.7306    1501.77     1.4289
   2780.000     1.6276   3.135369 6.9218e-02  0.0256829  0.1365835    34.6635     2.4806    27.7307    1501.79     1.4288
   2781.000     1.6277   3.135416 6.9462e-02  0.0263674  0.1367528    34.6635     2.4811    27.7307    1501.81     1.4288
   2782.000     1.6276   3.135443 6.8037e-02  0.0270073  0.1379343    34.6634     2.4826    27.7307    1501.82     1.4287
   2783.000     1.6274   3.135462 6.8324e-02  0.0270746  0.1355744    34.6635     2.4846    27.7307    1501.84     1.4283
   2784.000     1.6272   3.135494 6.9612e-02  0.0274773  0.1344632    34.6636     2.4829    27.7308    1501.86     1.4281
   2785.000     1.6268   3.135493 6.9597e-02  0.0289246  0.1343090    34.6635     2.4838    27.7308    1501.87     1.4276
   2786.000     1.6261   3.135473 6.9279e-02  0.0271306  0.1343101    34.6636     2.4842    27.7309    1501.88     1.4268
   2787.000     1.6257   3.135478 6.8723e-02  0.0259925  0.1332931    34.6636     2.4849    27.7309    1501.90     1.4263
   2788.000     1.6253   3.135483 6.9320e-02  0.0272564  0.1318820    34.6636     2.4854    27.7310    1501.91     1.4258
   2789.000     1.6237   3.135388 6.8305e-02  0.0289282  0.1323830    34.6636     2.4850    27.7311    1501.92     1.4242
   2790.000     1.6218   3.135267 6.9079e-02  0.0280554  0.1330780    34.6638     2.4869    27.7314    1501.93     1.4222
   2791.000     1.6206   3.135214 6.7761e-02  0.0258509  0.1330891    34.6639     2.4889    27.7316    1501.95     1.4209
   2792.000     1.6204   3.135237 6.7765e-02  0.0269374  0.1313528    34.6640     2.4887    27.7316    1501.96     1.4206
   2793.000     1.6204   3.135288 6.8822e-02  0.0270236  0.1320945    34.6640     2.4914    27.7317    1501.98     1.4206
   2794.000     1.6205   3.135334 6.7849e-02  0.0263363  0.1325675    34.6641     2.4916    27.7317    1502.00     1.4206
   2795.000     1.6204   3.135361 6.8861e-02  0.0255213  0.1318702    34.6640     2.4929    27.7317    1502.01     1.4204
   2796.000     1.6190   3.135277 6.9250e-02  0.0246489  0.1318681    34.6640     2.4937    27.7318    1502.02     1.4189
   2797.000     1.6176   3.135204 6.9736e-02  0.0246159  0.1307616    34.6642     2.4947    27.7321    1502.03     1.4174
   2798.000     1.6175   3.135214 6.7985e-02  0.0251080  0.1325173    34.6640     2.4966    27.7319    1502.05     1.4172
   2799.000     1.6173   3.135236 6.8315e-02  0.0259823  0.1318587    34.6640     2.4969    27.7319    1502.07     1.4170
