       PrDM      T090C      C0S/m    Sbeox0V       FlSP     Upoly0     Upoly1     Upoly2      Sal00  Sigma-t00 Potemp090C       SvDM Sbeox0ML/L
    132.000     6.6344   3.383930     2.3390 5.6930e-02  1.9861363 -0.8689342  0.1223295    33.7039    26.4469     6.6228    1477.67     5.6607
    133.000     6.6324   3.384977     2.3336 5.5933e-02  1.9882307 -0.8647993  0.1227887    33.7170    26.4574     6.6207    1477.69     5.6441
    134.000     6.6301   3.385223     2.3282 5.5376e-02  1.9909562 -0.8640846  0.1287277    33.7215    26.4614     6.6182    1477.71     5.6262
    135.000     6.6241   3.385190     2.3227 5.3247e-02  1.9935917 -0.8724498  0.1272607    33.7265    26.4661     6.6122    1477.70     5.5989
    136.000     6.6173   3.385041     2.3159 5.3970e-02  1.9964213 -0.8791533  0.1294660    33.7310    26.4705     6.6053    1477.70     5.5918
    137.000     6.6142   3.385034     2.3118 5.3517e-02  1.9989944 -0.8836661  0.1266556    33.7336    26.4730     6.6021    1477.71     5.5813
    138.000     6.6114   3.385089     2.3060 5.4539e-02  2.0007984 -0.8745390  0.1274057    33.7365    26.4756     6.5992    1477.72     5.5717
    139.000     6.6076   3.385009     2.3035 5.3887e-02  2.0022053 -0.8860156  0.1304683    33.7388    26.4780     6.5953    1477.72     5.5577
    140.000     6.6082   3.385611     2.2974 5.2283e-02  2.0044322 -0.8919134  0.1230079    33.7444    26.4822     6.5959    1477.75     5.5259
    141.000     6.6027   3.385507     2.2916 5.4146e-02  2.0078419 -0.9021157  0.1252933    33.7482    26.4860     6.5902    1477.75     5.5105
    142.000     6.6023   3.385806     2.2855 5.2907e-02  2.0116227 -0.9034380  0.1264033    33.7514    26.4885     6.5898    1477.76     5.4956
    143.000     6.5998   3.385942     2.2805 5.2091e-02  2.0144236 -0.9069139  0.1254318    33.7549    26.4917     6.5871    1477.77     5.4917
    144.000     6.6290   3.389494     2.2761 5.2685e-02  2.0161875 -0.8965418  0.1286551    33.7649    26.4957     6.6163    1477.92     5.4625
    145.000     6.6672   3.393991     2.2686 5.1977e-02  2.0184745 -0.8722039  0.1280744    33.7765    26.4998     6.6543    1478.10     5.4210
    146.000     6.7136   3.399794     2.2598 5.3014e-02  2.0220647 -0.8411636  0.1296468    33.7944    26.5077     6.7005    1478.32     5.3766
    147.000     6.7269   3.401669     2.2489 5.2381e-02  2.0267365 -0.8212572  0.1281146    33.8014    26.5115     6.7138    1478.40     5.3419
    148.000     6.7229   3.401516     2.2388 5.2531e-02  2.0316956 -0.8146055  0.1305941    33.8032    26.5134     6.7097    1478.40     5.3213
    149.000     6.7013   3.399693     2.2297 5.1630e-02  2.0355374 -0.8208243  0.1303468    33.8038    26.5168     6.6880    1478.33     5.2921
    150.000     6.6777   3.397763     2.2201 5.1468e-02  2.0390495 -0.8324015  0.1317905    33.8054    26.5212     6.6643    1478.26     5.2661
    151.000     6.6665   3.396833     2.2112 5.2834e-02  2.0430837 -0.8465052  0.1323885    33.8056    26.5228     6.6531    1478.23     5.2398
    152.000     6.6429   3.394754     2.2039 5.1612e-02  2.0484501 -0.8657492  0.1337993    33.8055    26.5259     6.6294    1478.15     5.2321
    153.000     6.6218   3.392851     2.1993 5.1284e-02  2.0515953 -0.8829097  0.1304097    33.8047    26.5281     6.6082    1478.08     5.2318
    154.000     6.6058   3.391393     2.1947 5.2170e-02  2.0544065 -0.9000314  0.1269313    33.8039    26.5295     6.5922    1478.04     5.2150
    155.000     6.5783   3.388940     2.1879 5.2175e-02  2.0570861 -0.9171648  0.1306426    33.8034    26.5328     6.5646    1477.94     5.1798
    156.000     6.5455   3.386128     2.1760 4.9962e-02  2.0616160 -0.9425818  0.1311440    33.8042    26.5377     6.5318    1477.83     5.1363
    157.000     6.5279   3.384612     2.1673 5.2628e-02  2.0675139 -0.9634809  0.1346810    33.8043    26.5401     6.5141    1477.78     5.1313
    158.000     6.5153   3.383568     2.1611 5.1507e-02  2.0716362 -0.9812327  0.1333510    33.8046    26.5420     6.5014    1477.75     5.1173
    159.000     6.5049   3.382704     2.1557 5.4078e-02  2.0749153 -0.9891584  0.1326392    33.8049    26.5435     6.4909    1477.72     5.1051
    160.000     6.4943   3.381816     2.1509 5.1992e-02  2.0775803 -1.0041990  0.1352807    33.8049    26.5450     6.4803    1477.70     5.0978
    161.000     6.4810   3.380645     2.1473 5.0874e-02  2.0799785 -1.0161888  0.1328488    33.8047    26.5466     6.4669    1477.66     5.0973
    162.000     6.4716   3.379838     2.1445 5.2034e-02  2.0814457 -1.0256700  0.1309374    33.8045    26.5477     6.4574    1477.64     5.0902
    163.000     6.4546   3.378445     2.1408 5.1277e-02  2.0829664 -1.0414784  0.1336458    33.8054    26.5505     6.4403    1477.59     5.0707
    164.000     6.4438   3.377681     2.1357 5.1282e-02  2.0848782 -1.0499120  0.1330224    33.8071    26.5533     6.4295    1477.56     5.0641
    165.000     6.4424   3.377637     2.1330 5.1461e-02  2.0870190 -1.0516516  0.1346975    33.8075    26.5538     6.4280    1477.58     5.0598
    166.000     6.4386   3.377499     2.1293 5.1564e-02  2.0882904 -1.0559119  0.1354387    33.8092    26.5556     6.4241    1477.58     5.0452
    167.000     6.4344   3.377269     2.1253 5.0632e-02  2.0902544 -1.0642735  0.1366133    33.8103    26.5570     6.4198    1477.58     5.0364
    168.000     6.4329   3.377317     2.1230 5.0367e-02  2.0918399 -1.0682968  0.1310368    33.8119    26.5585     6.4182    1477.59     5.0342
    169.000     6.4294   3.377191     2.1207 5.0932e-02  2.0927858 -1.0711309  0.1348408    33.8134    26.5601     6.4147    1477.60     5.0237
    170.000     6.4257   3.376968     2.1176 5.1586e-02  2.0946175 -1.0775323  0.1304010    33.8141    26.5612     6.4109    1477.60     5.0161
    171.000     6.4219   3.376728     2.1151 5.0426e-02  2.0960596 -1.0806375  0.1341123    33.8147    26.5622     6.4070    1477.60     5.0184
    172.000     6.4192   3.376603     2.1160 5.2118e-02  2.0959899 -1.0840349  0.1374235    33.8155    26.5631     6.4042    1477.61     5.0503
    173.000     6.4082   3.375782     2.1212 4.9959e-02  2.0924564 -1.0898544  0.1363789    33.8168    26.5655     6.3931    1477.58     5.0754
    174.000     6.4057   3.375729     2.1246 5.0952e-02  2.0889369 -1.0967314  0.1354913    33.8182    26.5670     6.3905    1477.59     5.0702
    175.000     6.3936   3.374678     2.1251 4.9954e-02  2.0879165 -1.1063759  0.1349046    33.8179    26.5684     6.3784    1477.56     5.0672
    176.000     6.3691   3.372372     2.1253 5.2622e-02  2.0884313 -1.1206642  0.1356647    33.8161    26.5701     6.3538    1477.48     5.0647
    177.000     6.3620   3.371853     2.1239 5.2880e-02  2.0891983 -1.1286719  0.1321064    33.8169    26.5717     6.3466    1477.47     5.0510
    178.000     6.3272   3.368559     2.1198 5.0704e-02  2.0912757 -1.1479484  0.1351756    33.8141    26.5740     6.3118    1477.34     5.0278
    179.000     6.2826   3.364318     2.1125 4.9768e-02  2.0967065 -1.1811190  0.1330046    33.8106    26.5769     6.2672    1477.18     4.9874
    180.000     6.2680   3.362915     2.1035 4.9864e-02  2.1012724 -1.2054708  0.1349831    33.8090    26.5775     6.2525    1477.13     4.9575
    181.000     6.2418   3.360470     2.0958 5.0336e-02  2.1056648 -1.2270596  0.1337617    33.8072    26.5794     6.2263    1477.04     4.9403
    182.000     6.2176   3.358201     2.0879 5.0062e-02  2.1105319 -1.2504697  0.1291095    33.8054    26.5812     6.2020    1476.96     4.9203
    183.000     6.1752   3.354235     2.0806 4.9161e-02  2.1157256 -1.2836109  0.1368209    33.8027    26.5844     6.1596    1476.80     4.9037
    184.000     6.1533   3.352162     2.0735 4.9854e-02  2.1211166 -1.3110591  0.1318230    33.8007    26.5857     6.1376    1476.73     4.8899
    185.000     6.1427   3.351204     2.0669 5.1259e-02  2.1250892 -1.3258256  0.1374980    33.8001    26.5865     6.1270    1476.70     4.8687
    186.000     6.1273   3.350071     2.0592 4.9519e-02  2.1288430 -1.3401396  0.1393289    33.8022    26.5901     6.1115    1476.66     4.8425
    187.000     6.1297   3.350604     2.0511 4.9398e-02  2.1337741 -1.3469823  0.1384575    33.8053    26.5922     6.1138    1476.69     4.8261
    188.000     6.1395   3.351840     2.0459 4.7595e-02  2.1371197 -1.3404613  0.1374207    33.8088    26.5938     6.1235    1476.75     4.8273
    189.000     6.1513   3.353349     2.0431 5.0258e-02  2.1369471 -1.3395741  0.1387408    33.8135    26.5960     6.1352    1476.82     4.8198
    190.000     6.1638   3.355081     2.0393 4.9767e-02  2.1377613 -1.3288295  0.1360825    33.8200    26.5995     6.1476    1476.89     4.7980
    191.000     6.1637   3.355157     2.0353 4.8568e-02  2.1404608 -1.3306113  0.1319125    33.8205    26.5999     6.1474    1476.91     4.7849
    192.000     6.1585   3.354910     2.0310 4.9064e-02  2.1423112 -1.3296693  0.1379104    33.8224    26.6021     6.1421    1476.91     4.7751
    193.000     6.1752   3.356930     2.0292 4.9945e-02  2.1444596 -1.3243971  0.1355557    33.8279    26.6043     6.1587    1477.00     4.7945
