       PrDM      T090C      C0S/m    Sbeox0V       FlSP     Upoly0     Upoly1     Upoly2      Sal00  Sigma-t00 Potemp090C       SvDM Sbeox0ML/L
     27.000    15.5873   4.230969     2.7934 7.9401e-01  1.7187713  7.8139785  0.1025027    33.9232    25.0123    15.5832    1507.71     5.8168
     28.000    15.4651   4.222091     2.7919 8.0753e-01  1.7137830  7.7014559  0.0982422    33.9486    25.0589    15.4608    1507.37     5.8787
     29.000    14.9105   4.178767     2.8351 7.8319e-01  1.7136342  7.4551001  0.1039620    34.0379    25.2495    14.9062    1505.74     6.1071
     30.000    14.4647   4.142648     2.8806 8.8065e-01  1.7128981  7.0901848  0.1033359    34.0980    25.3919    14.4603    1504.40     6.2235
     31.000    14.2034   4.122723     2.9095 9.4086e-01  1.7011858  6.7923113  0.1066171    34.1446    25.4832    14.1990    1503.63     6.2962
     32.000    13.9657   4.102289     2.8922 9.6097e-01  1.6949375  6.4887920  0.1048823    34.1655    25.5490    13.9612    1502.90     6.2391
     33.000    13.5394   4.065654     2.8934 8.9561e-01  1.6960615  6.1804380  0.1051054    34.2032    25.6666    13.5348    1501.56     6.2944
     34.000    13.4382   4.057603     2.8885 9.4594e-01  1.6968806  6.0992618  0.1069632    34.2179    25.6986    13.4334    1501.26     6.2894
     35.000    13.1914   4.035972     2.8952 9.5413e-01  1.7001825  5.9757143  0.1067240    34.2352    25.7620    13.1866    1500.48     6.3602
     36.000    13.1835   4.035935     2.8866 9.5180e-01  1.7028235  5.9086302  0.1079004    34.2416    25.7685    13.1785    1500.48     6.2706
     37.000    12.9262   4.013151     2.8458 8.3472e-01  1.7079107  5.7204684  0.1086565    34.2573    25.8322    12.9212    1499.66     6.1779
     38.000    12.7945   4.000252     2.8226 7.9829e-01  1.7153188  5.5088156  0.1079368    34.2533    25.8552    12.7894    1499.23     6.1459
     39.000    12.6936   3.990901     2.8031 8.3348e-01  1.7247636  5.3783174  0.1101500    34.2550    25.8764    12.6884    1498.91     6.1170
     40.000    12.6242   3.984148     2.7850 8.1830e-01  1.7316590  5.3003113  0.1099047    34.2530    25.8885    12.6189    1498.69     6.0757
     41.000    12.5135   3.973832     2.7645 8.2692e-01  1.7383103  5.2137410  0.1077858    34.2543    25.9112    12.5080    1498.33     6.0426
     42.000    12.4899   3.971007     2.7510 7.9690e-01  1.7501429  4.9927177  0.1091164    34.2483    25.9110    12.4843    1498.26     6.0072
     43.000    12.4584   3.968494     2.7392 8.2065e-01  1.7589352  4.8963962  0.1079410    34.2524    25.9203    12.4527    1498.17     5.9888
     44.000    12.4504   3.968032     2.7319 8.8522e-01  1.7640885  4.8856870  0.1120889    34.2548    25.9238    12.4446    1498.16     5.9837
     45.000    12.4115   3.964336     2.7222 8.3971e-01  1.7684719  4.7632278  0.1084160    34.2542    25.9309    12.4056    1498.05     5.9477
     46.000    12.3993   3.963389     2.7144 9.2788e-01  1.7710848  4.7673217  0.1084188    34.2558    25.9345    12.3932    1498.03     5.9452
     47.000    12.3675   3.960338     2.7077 9.0915e-01  1.7744057  4.6885543  0.1075580    34.2550    25.9400    12.3614    1497.93     5.9247
     48.000    12.3493   3.958682     2.7026 9.4441e-01  1.7768247  4.6672584  0.1094652    34.2552    25.9437    12.3430    1497.89     5.9166
     49.000    12.3264   3.956568     2.6962 9.6792e-01  1.7776271  4.6741827  0.1063877    34.2553    25.9482    12.3200    1497.83     5.9053
     50.000    12.2933   3.953353     2.6881 9.6610e-01  1.7798676  4.6507766  0.1090382    34.2541    25.9537    12.2867    1497.73     5.8827
     51.000    12.2533   3.949602     2.6768 8.4617e-01  1.7823038  4.6308308  0.1066933    34.2540    25.9612    12.2467    1497.61     5.8516
     52.000    12.2285   3.947258     2.6705 8.2826e-01  1.7870059  4.5193175  0.1089905    34.2536    25.9657    12.2217    1497.54     5.8473
     53.000    12.2162   3.946203     2.6679 8.6695e-01  1.7893864  4.4844813  0.1049178    34.2542    25.9685    12.2093    1497.52     5.8513
     54.000    12.2173   3.946508     2.6657 9.2855e-01  1.7894799  4.4812699  0.1111283    34.2557    25.9695    12.2103    1497.54     5.8405
     55.000    12.1668   3.941901     2.6592 8.5487e-01  1.7919587  4.4203299  0.1063348    34.2569    25.9801    12.1597    1497.38     5.8020
     56.000    12.0899   3.934403     2.6442 8.6738e-01  1.7959034  4.3583329  0.1081022    34.2542    25.9927    12.0827    1497.13     5.7529
     57.000    12.0646   3.932210     2.6235 8.4499e-01  1.8043589  4.3232423  0.1074792    34.2558    25.9987    12.0572    1497.07     5.6899
     58.000    12.0588   3.932104     2.6032 8.7344e-01  1.8122600  4.3329617  0.1067987    34.2596    26.0028    12.0513    1497.07     5.6803
     59.000    12.0425   3.930865     2.5882 7.1582e-01  1.8203285  4.3309908  0.1041586    34.2621    26.0079    12.0348    1497.03     5.6178
     60.000    12.0149   3.928483     2.5775 6.9477e-01  1.8246383  4.3071507  0.1083824    34.2639    26.0145    12.0071    1496.95     5.6246
     61.000    11.9979   3.927049     2.5728 6.9674e-01  1.8267924  4.2797089  0.1098851    34.2651    26.0187    11.9900    1496.91     5.6105
     62.000    11.9744   3.924956     2.5670 7.5061e-01  1.8285413  4.2605571  0.1055435    34.2659    26.0238    11.9664    1496.85     5.6007
     63.000    11.9481   3.922672     2.5582 6.3776e-01  1.8298814  4.2611574  0.1050983    34.2674    26.0299    11.9400    1496.78     5.5743
     64.000    11.9190   3.919962     2.5528 6.2442e-01  1.8338942  4.2094457  0.1037687    34.2673    26.0353    11.9108    1496.69     5.5671
     65.000    11.9073   3.918951     2.5465 6.8456e-01  1.8360931  4.2138216  0.1065706    34.2678    26.0379    11.8990    1496.67     5.5601
     66.000    11.8647   3.914535     2.5431 5.2236e-01  1.8375078  4.1894404  0.1042580    34.2635    26.0426    11.8563    1496.53     5.5543
     67.000    11.7952   3.907354     2.5406 4.7430e-01  1.8403670  4.0982141  0.1009004    34.2569    26.0506    11.7867    1496.30     5.5470
     68.000    11.7649   3.904365     2.5322 5.1969e-01  1.8424841  4.0482834  0.1064093    34.2552    26.0549    11.7563    1496.21     5.5319
     69.000    11.7728   3.905172     2.5313 4.9232e-01  1.8422853  4.0627058  0.1005989    34.2554    26.0536    11.7640    1496.26     5.5368
     70.000    11.7387   3.901748     2.5327 4.0762e-01  1.8450162  4.0040889  0.1015744    34.2529    26.0581    11.7298    1496.15     5.5708
     71.000    11.7233   3.900195     2.5383 4.5865e-01  1.8440287  3.9958301  0.1065845    34.2515    26.0599    11.7143    1496.11     5.5791
     72.000    11.7010   3.897939     2.5420 4.2684e-01  1.8418419  4.0124365  0.1050728    34.2495    26.0625    11.6919    1496.05     5.5925
     73.000    11.6704   3.894907     2.5446 3.2973e-01  1.8417663  3.9709155  0.1052578    34.2476    26.0668    11.6611    1495.96     5.6008
     74.000    11.6603   3.894007     2.5444 3.3621e-01  1.8412589  3.9388186  0.1077083    34.2477    26.0686    11.6509    1495.94     5.5838
     75.000    11.6510   3.893224     2.5378 3.2877e-01  1.8405005  3.9347201  0.1046899    34.2482    26.0708    11.6415    1495.92     5.5796
     76.000    11.6286   3.890893     2.5414 3.1069e-01  1.8417103  3.9089708  0.1049970    34.2455    26.0729    11.6191    1495.86     5.5998
     77.000    11.6349   3.891519     2.5406 3.1223e-01  1.8419268  3.9043629  0.1069875    34.2454    26.0716    11.6252    1495.90     5.5847
     78.000    11.6178   3.890087     2.5359 2.4679e-01  1.8432011  3.8666182  0.1058077    34.2467    26.0758    11.6080    1495.86     5.5609
     79.000    11.6226   3.890774     2.5324 2.4449e-01  1.8457351  3.8487626  0.1045132    34.2486    26.0764    11.6126    1495.89     5.5665
     80.000    11.6046   3.888883     2.5331 2.7835e-01  1.8468042  3.8288017  0.1073789    34.2462    26.0779    11.5945    1495.84     5.5763
     81.000    11.6135   3.889966     2.5292 3.0907e-01  1.8469492  3.8412044  0.1048179    34.2482    26.0778    11.6033    1495.89     5.5483
     82.000    11.6283   3.892052     2.5176 2.5531e-01  1.8484305  3.8688560  0.1072080    34.2546    26.0800    11.6179    1495.97     5.4982
     83.000    11.6170   3.891111     2.5089 2.2406e-01  1.8530736  3.8500781  0.1073504    34.2553    26.0827    11.6065    1495.95     5.4918
     84.000    11.5938   3.888750     2.5067 2.2138e-01  1.8557176  3.8151405  0.1083140    34.2531    26.0853    11.5833    1495.88     5.5011
     85.000    11.5775   3.887164     2.5056 2.5445e-01  1.8565827  3.7966889  0.1050375    34.2522    26.0876    11.5669    1495.84     5.5017
     86.000    11.5722   3.886705     2.5014 2.7304e-01  1.8566339  3.8164469  0.1078563    34.2522    26.0886    11.5613    1495.84     5.4833
     87.000    11.5787   3.887684     2.4949 2.1120e-01  1.8573612  3.8162882  0.1067023    34.2554    26.0899    11.5677    1495.88     5.4710
     88.000    11.5734   3.887217     2.4946 1.9888e-01  1.8588670  3.8169884  0.1085502    34.2552    26.0907    11.5623    1495.88     5.4753
     89.000    11.5758   3.887876     2.4898 1.9905e-01  1.8603856  3.8045613  0.1073219    34.2590    26.0932    11.5646    1495.91     5.4388
     90.000    11.5767   3.888256     2.4801 1.9812e-01  1.8642378  3.8018607  0.1078772    34.2615    26.0950    11.5653    1495.93     5.4199
     91.000    11.5705   3.887602     2.4769 1.8068e-01  1.8672617  3.8009098  0.1055900    34.2604    26.0953    11.5590    1495.92     5.4279
     92.000    11.5329   3.883626     2.4792 1.9724e-01  1.8678027  3.7902603  0.1068289    34.2556    26.0985    11.5213    1495.80     5.4561
     93.000    11.5133   3.881576     2.4828 1.8194e-01  1.8676055  3.7956782  0.1091607    34.2531    26.1002    11.5017    1495.75     5.4479
     94.000    11.5144   3.881949     2.4774 1.8506e-01  1.8661146  3.7717158  0.1070766    34.2554    26.1018    11.5026    1495.77     5.4381
     95.000    11.4688   3.877058     2.4804 1.5455e-01  1.8667364  3.7297335  0.1068951    34.2490    26.1052    11.4569    1495.62     5.4554
     96.000    11.4900   3.879799     2.4759 1.5225e-01  1.8672092  3.7087471  0.1056997    34.2559    26.1067    11.4779    1495.72     5.4160
     97.000    11.4795   3.878913     2.4675 1.5348e-01  1.8705277  3.7052802  0.1082677    34.2565    26.1091    11.4673    1495.70     5.4005
     98.000    11.4606   3.877106     2.4641 1.3014e-01  1.8726794  3.6920050  0.1077005    34.2558    26.1121    11.4483    1495.65     5.4127
     99.000    11.4511   3.876184     2.4643 1.4592e-01  1.8729191  3.7001133  0.1092982    34.2550    26.1132    11.4388    1495.63     5.4150
    100.000    11.4382   3.874844     2.4669 1.3747e-01  1.8733170  3.7062821  0.1085669    34.2533    26.1142    11.4257    1495.60     5.4344
    101.000    11.4038   3.871185     2.4718 1.0696e-01  1.8733566  3.6543017  0.1103347    34.2487    26.1170    11.3912    1495.49     5.4511
    102.000    11.3811   3.868853     2.4699 1.0219e-01  1.8717051  3.6158673  0.1062787    34.2463    26.1193    11.3684    1495.43     5.4177
    103.000    11.3563   3.866567     2.4629 9.9468e-02  1.8730025  3.5844646  0.1093274    34.2463    26.1238    11.3435    1495.36     5.4016
    104.000    11.3236   3.863202     2.4568 1.0801e-01  1.8765167  3.5694678  0.1083620    34.2429    26.1272    11.3107    1495.25     5.3996
    105.000    11.3307   3.864044     2.4501 1.1237e-01  1.8777415  3.5875286  0.1130768    34.2442    26.1269    11.3176    1495.30     5.3814
    106.000    11.3206   3.863070     2.4466 7.8275e-02  1.8800335  3.5702547  0.1098936    34.2436    26.1283    11.3074    1495.28     5.3748
    107.000    11.3171   3.862737     2.4450 7.8081e-02  1.8811720  3.5435814  0.1104214    34.2430    26.1285    11.3039    1495.28     5.3852
    108.000    11.3057   3.861584     2.4487 8.5069e-02  1.8812566  3.5297455  0.1076690    34.2418    26.1296    11.2923    1495.26     5.4086
    109.000    11.2988   3.860898     2.4516 9.7082e-02  1.8797767  3.5231303  0.1072022    34.2410    26.1302    11.2853    1495.25     5.4034
    110.000    11.2923   3.860269     2.4523 8.5129e-02  1.8786913  3.5318269  0.1078138    34.2403    26.1309    11.2787    1495.24     5.4227
    111.000    11.2760   3.858566     2.4585 7.9677e-02  1.8776914  3.5093521  0.1057258    34.2382    26.1322    11.2623    1495.20     5.4470
    112.000    11.2659   3.857531     2.4611 7.8140e-02  1.8766518  3.4872566  0.1057787    34.2369    26.1331    11.2520    1495.18     5.4424
    113.000    11.2553   3.856428     2.4620 9.0551e-02  1.8755097  3.4810566  0.1055771    34.2354    26.1338    11.2414    1495.15     5.4414
    114.000    11.2301   3.853777     2.4614 8.0761e-02  1.8758640  3.4729781  0.1058439    34.2321    26.1358    11.2161    1495.08     5.4431
    115.000    11.1857   3.848964     2.4641 7.2009e-02  1.8765492  3.4504051  0.1059982    34.2252    26.1385    11.1716    1494.93     5.4726
    116.000    11.1561   3.845782     2.4689 6.9765e-02  1.8748719  3.3961989  0.1076147    34.2207    26.1404    11.1419    1494.84     5.4925
    117.000    11.1411   3.844224     2.4737 7.8031e-02  1.8722136  3.3881185  0.1044161    34.2188    26.1417    11.1267    1494.80     5.5005
    118.000    11.1275   3.842881     2.4747 7.9405e-02  1.8703535  3.3900315  0.1094043    34.2177    26.1433    11.1130    1494.77     5.4965
    119.000    11.0861   3.838363     2.4784 7.2334e-02  1.8706699  3.3627812  0.1017780    34.2108    26.1454    11.0716    1494.63     5.5295
    120.000    11.0524   3.834828     2.4832 7.1429e-02  1.8694549  3.3090987  0.1045646    34.2067    26.1483    11.0377    1494.52     5.5464
    121.000    11.0454   3.834167     2.4868 7.9228e-02  1.8676783  3.3051996  0.1096526    34.2061    26.1491    11.0307    1494.51     5.5476
    122.000    11.0496   3.834736     2.4843 7.4859e-02  1.8669997  3.3097053  0.1088690    34.2075    26.1494    11.0347    1494.55     5.5304
    123.000    11.0514   3.835220     2.4829 6.5910e-02  1.8677203  3.3020190  0.1100993    34.2101    26.1512    11.0364    1494.57     5.5245
    124.000    11.0467   3.834964     2.4813 6.4593e-02  1.8689943  3.2928596  0.1044640    34.2115    26.1531    11.0316    1494.57     5.5243
    125.000    11.0391   3.834177     2.4810 6.2684e-02  1.8697426  3.2841681  0.1046458    34.2103    26.1535    11.0239    1494.56     5.5329
    126.000    10.9991   3.829909     2.4831 6.1502e-02  1.8701040  3.2526440  0.1037102    34.2047    26.1563    10.9837    1494.43     5.5456
    127.000    10.9797   3.827810     2.4849 6.4590e-02  1.8694595  3.2328571  0.1089645    34.2015    26.1573    10.9642    1494.37     5.5550
    128.000    10.9633   3.826118     2.4858 6.5933e-02  1.8687882  3.2249441  0.1080369    34.1994    26.1586    10.9478    1494.33     5.5507
    129.000    10.9509   3.824974     2.4857 6.3297e-02  1.8688655  3.2141288  0.1071111    34.1991    26.1606    10.9353    1494.30     5.5583
    130.000    10.9362   3.823557     2.4862 5.9848e-02  1.8695237  3.1895720  0.1090944    34.1982    26.1626    10.9204    1494.27     5.5570
    131.000    10.9277   3.822802     2.4842 5.9749e-02  1.8699717  3.1791467  0.1097736    34.1982    26.1641    10.9118    1494.25     5.5432
    132.000    10.9214   3.822390     2.4795 5.9078e-02  1.8709298  3.1697946  0.1075555    34.1995    26.1662    10.9054    1494.25     5.5236
    133.000    10.9187   3.822484     2.4722 5.5666e-02  1.8724470  3.1633675  0.1078645    34.2026    26.1691    10.9026    1494.26     5.4996
    134.000    10.9064   3.821348     2.4681 5.4706e-02  1.8751500  3.1558757  0.1084406    34.2022    26.1710    10.8902    1494.23     5.5055
    135.000    10.8976   3.820521     2.4671 5.5804e-02  1.8763173  3.1466204  0.1060409    34.2018    26.1723    10.8812    1494.22     5.5120
    136.000    10.8758   3.818321     2.4665 5.3371e-02  1.8763868  3.1550498  0.1076673    34.1997    26.1745    10.8594    1494.15     5.5100
    137.000    10.8548   3.816056     2.4650 5.1501e-02  1.8771915  3.1321458  0.1066269    34.1962    26.1756    10.8383    1494.09     5.5075
    138.000    10.8428   3.814876     2.4629 4.9833e-02  1.8772252  3.1090551  0.1087690    34.1952    26.1769    10.8262    1494.06     5.5052
    139.000    10.8370   3.814387     2.4641 4.8884e-02  1.8767807  3.0850783  0.1069243    34.1953    26.1780    10.8202    1494.06     5.5221
    140.000    10.8351   3.814249     2.4663 4.9514e-02  1.8764394  3.0811330  0.1069203    34.1952    26.1783    10.8182    1494.07     5.5318
    141.000    10.8333   3.814125     2.4677 5.1801e-02  1.8760473  3.0882720  0.1087529    34.1952    26.1786    10.8163    1494.08     5.5217
    142.000    10.8302   3.813843     2.4669 4.9278e-02  1.8761380  3.0941876  0.1088611    34.1949    26.1789    10.8130    1494.08     5.5293
    143.000    10.8262   3.813483     2.4680 4.8332e-02  1.8757647  3.0790247  0.1088788    34.1945    26.1793    10.8090    1494.09     5.5332
    144.000    10.8187   3.812732     2.4691 4.8284e-02  1.8767613  3.0622825  0.1075105    34.1936    26.1800    10.8013    1494.07     5.5351
    145.000    10.8055   3.811420     2.4681 4.8311e-02  1.8766484  3.0475195  0.1063544    34.1923    26.1813    10.7881    1494.04     5.5292
    146.000    10.7949   3.810342     2.4677 4.9627e-02  1.8764264  3.0410431  0.1057949    34.1911    26.1822    10.7773    1494.02     5.5350
    147.000    10.7851   3.809342     2.4679 4.8481e-02  1.8763854  3.0461801  0.1068528    34.1898    26.1830    10.7674    1494.00     5.5334
    148.000    10.7753   3.808385     2.4667 4.7801e-02  1.8763736  3.0428515  0.1073876    34.1889    26.1840    10.7575    1493.98     5.5355
    149.000    10.7571   3.806567     2.4672 4.9997e-02  1.8769595  3.0178854  0.1044388    34.1873    26.1860    10.7392    1493.93     5.5415
    150.000    10.7402   3.804848     2.4678 4.7918e-02  1.8773839  2.9985958  0.1072420    34.1854    26.1875    10.7222    1493.88     5.5452
    151.000    10.7328   3.804150     2.4667 4.6676e-02  1.8772106  2.9863868  0.1087678    34.1848    26.1884    10.7147    1493.87     5.5343
    152.000    10.7268   3.803595     2.4655 5.2030e-02  1.8775039  2.9756375  0.1098933    34.1845    26.1891    10.7086    1493.87     5.5415
    153.000    10.7143   3.802343     2.4660 4.9400e-02  1.8781982  2.9657682  0.1103183    34.1832    26.1904    10.6959    1493.84     5.5424
    154.000    10.7076   3.801681     2.4641 4.7359e-02  1.8785152  2.9733167  0.1091082    34.1824    26.1909    10.6892    1493.83     5.5337
    155.000    10.6900   3.799835     2.4636 4.7714e-02  1.8792828  2.9724736  0.1094488    34.1798    26.1921    10.6715    1493.78     5.5489
    156.000    10.6858   3.799388     2.4661 4.6901e-02  1.8790858  2.9551123  0.1092102    34.1789    26.1921    10.6671    1493.78     5.5555
    157.000    10.6811   3.798922     2.4659 4.7276e-02  1.8787394  2.9400662  0.1106149    34.1781    26.1923    10.6624    1493.78     5.5442
    158.000    10.6711   3.797835     2.4641 4.6020e-02  1.8780884  2.9265843  0.1083766    34.1762    26.1925    10.6522    1493.76     5.5380
    159.000    10.6468   3.795251     2.4611 4.7003e-02  1.8795982  2.9043799  0.1109157    34.1725    26.1940    10.6278    1493.68     5.5289
    160.000    10.6413   3.794662     2.4568 4.9185e-02  1.8811518  2.9046760  0.1081542    34.1713    26.1940    10.6222    1493.68     5.5243
    161.000    10.6389   3.794482     2.4563 4.6239e-02  1.8819610  2.8997782  0.1082941    34.1713    26.1944    10.6197    1493.68     5.5319
    162.000    10.6426   3.795031     2.4571 4.5238e-02  1.8827203  2.8914194  0.1066770    34.1729    26.1950    10.6233    1493.72     5.5387
    163.000    10.6383   3.794648     2.4576 4.6132e-02  1.8819433  2.8844490  0.1090925    34.1726    26.1956    10.6189    1493.72     5.5353
    164.000    10.6310   3.793960     2.4566 4.5955e-02  1.8821536  2.8745574  0.1115767    34.1721    26.1964    10.6114    1493.71     5.5266
    165.000    10.6198   3.792874     2.4543 4.5308e-02  1.8825896  2.8683652  0.1126498    34.1712    26.1977    10.6002    1493.68     5.5240
    166.000    10.6016   3.791018     2.4529 4.7126e-02  1.8835757  2.8597019  0.1121315    34.1692    26.1994    10.5818    1493.63     5.5199
    167.000    10.5716   3.787866     2.4488 4.9142e-02  1.8841819  2.8619910  0.1085739    34.1651    26.2014    10.5518    1493.54     5.5091
    168.000    10.5256   3.783030     2.4455 4.4858e-02  1.8847560  2.8480218  0.1076115    34.1591    26.2048    10.5057    1493.38     5.5154
    169.000    10.5092   3.781373     2.4466 4.5405e-02  1.8860368  2.8178705  0.1120369    34.1574    26.2064    10.4892    1493.34     5.5307
    170.000    10.4923   3.779618     2.4480 4.4841e-02  1.8870063  2.7790894  0.1035617    34.1551    26.2075    10.4722    1493.29     5.5369
    171.000    10.4713   3.777433     2.4486 4.4664e-02  1.8871961  2.7515192  0.1105509    34.1524    26.2090    10.4511    1493.23     5.5344
    172.000    10.4612   3.776496     2.4477 4.5066e-02  1.8872979  2.7388572  0.1074846    34.1519    26.2104    10.4409    1493.21     5.5365
    173.000    10.4458   3.774974     2.4477 4.4066e-02  1.8876028  2.7202960  0.1076479    34.1506    26.2121    10.4254    1493.17     5.5351
    174.000    10.4437   3.774800     2.4474 4.4696e-02  1.8872416  2.7229896  0.1107664    34.1503    26.2122    10.4232    1493.18     5.5373
    175.000    10.4402   3.774492     2.4461 4.5138e-02  1.8869579  2.7344785  0.1106655    34.1500    26.2126    10.4196    1493.18     5.5316
    176.000    10.4383   3.774340     2.4452 4.4249e-02  1.8873339  2.7205454  0.1084000    34.1499    26.2128    10.4175    1493.19     5.5377
    177.000    10.4371   3.774253     2.4471 4.3835e-02  1.8871149  2.7099330  0.1108934    34.1497    26.2129    10.4162    1493.20     5.5472
    178.000    10.4347   3.774046     2.4471 4.4942e-02  1.8875085  2.7005907  0.1102920    34.1494    26.2131    10.4137    1493.21     5.5339
    179.000    10.4240   3.772919     2.4448 4.4183e-02  1.8876301  2.6871630  0.1103561    34.1476    26.2136    10.4029    1493.19     5.5295
    180.000    10.3985   3.770198     2.4444 4.5195e-02  1.8884053  2.6710995  0.1100439    34.1437    26.2149    10.3773    1493.11     5.5381
    181.000    10.3894   3.769247     2.4423 4.4393e-02  1.8884340  2.6686274  0.1098911    34.1421    26.2153    10.3682    1493.09     5.5244
    182.000    10.3762   3.767969     2.4369 4.5043e-02  1.8893995  2.6672047  0.1096283    34.1412    26.2168    10.3548    1493.06     5.4962
    183.000    10.3673   3.767240     2.4295 4.3932e-02  1.8913012  2.6498809  0.1062979    34.1417    26.2188    10.3458    1493.04     5.4808
    184.000    10.3599   3.766515     2.4262 4.3058e-02  1.8948399  2.6348982  0.1110588    34.1409    26.2195    10.3383    1493.03     5.4780
    185.000    10.3513   3.765669     2.4235 4.4218e-02  1.8966509  2.6219287  0.1093233    34.1400    26.2202    10.3296    1493.01     5.4762
    186.000    10.3444   3.765014     2.4218 4.3604e-02  1.8982122  2.6085940  0.1105523    34.1394    26.2210    10.3225    1493.00     5.4794
    187.000    10.3405   3.764707     2.4206 4.4330e-02  1.8994465  2.6023001  0.1101343    34.1395    26.2217    10.3186    1493.01     5.4727
    188.000    10.3388   3.764573     2.4174 4.4110e-02  1.9006598  2.6064325  0.1129014    34.1393    26.2219    10.3167    1493.02     5.4639
    189.000    10.3364   3.764391     2.4154 4.5822e-02  1.9012160  2.6087389  0.1096119    34.1392    26.2222    10.3143    1493.03     5.4657
    190.000    10.3351   3.764345     2.4136 4.4127e-02  1.9018688  2.6079992  0.1113364    34.1395    26.2227    10.3129    1493.04     5.4515
    191.000    10.3381   3.764766     2.4099 4.3392e-02  1.9028495  2.6069397  0.1096487    34.1405    26.2229    10.3158    1493.07     5.4391
    192.000    10.3405   3.765114     2.4068 4.3955e-02  1.9042257  2.6008687  0.1146144    34.1414    26.2231    10.3180    1493.09     5.4260
    193.000    10.3523   3.766827     2.4016 4.3849e-02  1.9062538  2.6019986  0.1140248    34.1472    26.2257    10.3296    1493.16     5.4016
    194.000    10.3597   3.767964     2.3947 4.3955e-02  1.9094156  2.6089179  0.1119621    34.1513    26.2276    10.3369    1493.20     5.3759
    195.000    10.3657   3.768898     2.3864 4.4532e-02  1.9122704  2.6142400  0.1091612    34.1546    26.2291    10.3428    1493.25     5.3527
    196.000    10.3544   3.767773     2.3804 4.4687e-02  1.9145051  2.6147210  0.1164565    34.1535    26.2302    10.3314    1493.22     5.3557
    197.000    10.3481   3.767116     2.3776 4.3237e-02  1.9155918  2.6130891  0.1166066    34.1523    26.2304    10.3249    1493.21     5.3541
