       PrDM      T090C      C0S/m    Sbeox0V       FlSP     Upoly0     Upoly1     Upoly2      Sal00  Sigma-t00 Potemp090C       SvDM Sbeox0ML/L
    328.000    11.9477   3.934633     2.0668 4.0410e-02  2.0224939  4.2305653  0.1209115    34.2709    26.0327    11.9052    1501.11     4.3747
    329.000    11.9319   3.933102     2.0656 4.1408e-02  2.0236858  4.2176216  0.1226264    34.2701    26.0351    11.8893    1501.07     4.3755
    330.000    11.9207   3.932035     2.0648 4.1283e-02  2.0240899  4.2155982  0.1195929    34.2696    26.0368    11.8780    1501.04     4.3753
    331.000    11.9075   3.930692     2.0628 4.2021e-02  2.0247106  4.1942837  0.1220051    34.2682    26.0382    11.8646    1501.02     4.3618
    332.000    11.8619   3.925987     2.0586 4.1242e-02  2.0259107  4.1696661  0.1133992    34.2638    26.0434    11.8190    1500.87     4.3470
    333.000    11.8100   3.920942     2.0544 4.0813e-02  2.0283233  4.1398174  0.1217381    34.2619    26.0517    11.7671    1500.71     4.3469
    334.000    11.7852   3.918562     2.0501 4.2008e-02  2.0307863  4.1105132  0.1230620    34.2611    26.0558    11.7422    1500.63     4.3312
    335.000    11.7469   3.914612     2.0440 4.1162e-02  2.0328165  4.0691845  0.1191902    34.2574    26.0600    11.7039    1500.51     4.3266
    336.000    11.7004   3.909914     2.0419 4.1294e-02  2.0355004  4.0545528  0.1215151    34.2538    26.0660    11.6574    1500.37     4.3292
    337.000    11.6239   3.902049     2.0402 4.0816e-02  2.0379808  4.0033651  0.1213152    34.2469    26.0748    11.5809    1500.11     4.3304
    338.000    11.5930   3.899152     2.0385 4.1138e-02  2.0404819  3.9336384  0.1210668    34.2466    26.0804    11.5499    1500.02     4.3315
    339.000    11.5611   3.895932     2.0374 4.0971e-02  2.0428803  3.8774984  0.1268719    34.2439    26.0842    11.5180    1499.92     4.3335
    340.000    11.5222   3.892158     2.0367 4.1256e-02  2.0444583  3.8397181  0.1202406    34.2424    26.0902    11.4791    1499.80     4.3379
    341.000    11.5508   3.895101     2.0345 4.0797e-02  2.0452587  3.8293379  0.1228233    34.2444    26.0865    11.5075    1499.92     4.3233
    342.000    11.4936   3.889423     2.0303 4.1400e-02  2.0460366  3.8316196  0.1214471    34.2410    26.0945    11.4503    1499.73     4.3149
    343.000    11.4263   3.882642     2.0270 4.0762e-02  2.0478429  3.7864434  0.1212774    34.2361    26.1030    11.3830    1499.51     4.3076
    344.000    11.3930   3.879334     2.0240 4.0135e-02  2.0495067  3.7520558  0.1223641    34.2339    26.1074    11.3497    1499.41     4.3027
    345.000    11.3595   3.876046     2.0217 4.0294e-02  2.0511880  3.7041854  0.1200549    34.2321    26.1122    11.3161    1499.30     4.3038
    346.000    11.3281   3.872932     2.0204 4.1065e-02  2.0534247  3.6557472  0.1222380    34.2299    26.1163    11.2847    1499.21     4.3089
    347.000    11.3203   3.872266     2.0193 4.1222e-02  2.0545072  3.6455785  0.1205433    34.2302    26.1179    11.2768    1499.20     4.3073
    348.000    11.2920   3.869487     2.0170 4.0770e-02  2.0558444  3.6366793  0.1245036    34.2286    26.1218    11.2484    1499.11     4.3043
    349.000    11.2641   3.866799     2.0160 4.0960e-02  2.0570956  3.6157198  0.1212751    34.2274    26.1260    11.2205    1499.03     4.3042
    350.000    11.2638   3.866820     2.0145 4.0799e-02  2.0574689  3.5985651  0.1251905    34.2275    26.1261    11.2200    1499.04     4.3015
    351.000    11.2630   3.866791     2.0144 4.1501e-02  2.0582246  3.6056680  0.1215372    34.2275    26.1263    11.2191    1499.06     4.3084
    352.000    11.2650   3.867048     2.0141 4.1594e-02  2.0584155  3.5937212  0.1230532    34.2277    26.1261    11.2210    1499.08     4.2994
    353.000    11.2588   3.866491     2.0117 4.1544e-02  2.0586819  3.5945323  0.1233302    34.2275    26.1271    11.2147    1499.07     4.2958
    354.000    11.2583   3.866501     2.0122 4.1513e-02  2.0588970  3.5896287  0.1229068    34.2277    26.1273    11.2141    1499.09     4.3085
    355.000    11.2576   3.866470     2.0126 4.1702e-02  2.0596869  3.5779626  0.1239768    34.2276    26.1273    11.2132    1499.10     4.3018
    356.000    11.2550   3.866254     2.0123 4.1306e-02  2.0594670  3.5708399  0.1197723    34.2274    26.1277    11.2105    1499.11     4.3020
    357.000    11.2568   3.866466     2.0110 4.1383e-02  2.0592345  3.5814079  0.1229437    34.2274    26.1273    11.2122    1499.13     4.2966
    358.000    11.2487   3.865713     2.0101 4.1587e-02  2.0595088  3.5796946  0.1232293    34.2270    26.1285    11.2040    1499.12     4.2973
    359.000    11.2438   3.865274     2.0101 4.1238e-02  2.0602921  3.5569870  0.1247436    34.2268    26.1293    11.1989    1499.12     4.2950
    360.000    11.2425   3.865169     2.0080 4.2636e-02  2.0607077  3.5480160  0.1181518    34.2266    26.1293    11.1975    1499.13     4.2779
    361.000    11.1880   3.859527     2.0044 4.1373e-02  2.0610738  3.5357833  0.1223537    34.2209    26.1348    11.1430    1498.95     4.2675
    362.000    11.1415   3.854956     1.9981 4.1906e-02  2.0640446  3.5007735  0.1237760    34.2183    26.1412    11.0966    1498.80     4.2538
    363.000    11.0549   3.846468     1.9911 4.1861e-02  2.0699706  3.4325357  0.1224091    34.2140    26.1536    11.0101    1498.51     4.2441
    364.000    11.0446   3.845438     1.9877 4.1896e-02  2.0725900  3.4089910  0.1236334    34.2130    26.1546    10.9996    1498.49     4.2441
    365.000    11.0265   3.843644     1.9845 4.2064e-02  2.0746582  3.3954034  0.1240263    34.2116    26.1568    10.9815    1498.44     4.2240
    366.000    10.9471   3.835697     1.9786 4.1481e-02  2.0760815  3.3750668  0.1216910    34.2059    26.1666    10.9022    1498.17     4.2108
    367.000    10.9001   3.831185     1.9736 4.1514e-02  2.0793354  3.3254229  0.1216562    34.2044    26.1738    10.8551    1498.01     4.2085
    368.000    10.8821   3.829423     1.9699 4.2733e-02  2.0822098  3.2835543  0.1229799    34.2031    26.1761    10.8371    1497.97     4.2067
    369.000    10.8668   3.827987     1.9669 4.2594e-02  2.0844883  3.2694662  0.1224065    34.2026    26.1784    10.8217    1497.93     4.1998
    370.000    10.8608   3.827444     1.9643 4.2812e-02  2.0868917  3.2462383  0.1260832    34.2023    26.1793    10.8156    1497.92     4.1971
    371.000    10.8578   3.827214     1.9623 4.2091e-02  2.0887288  3.2448451  0.1241882    34.2024    26.1799    10.8125    1497.93     4.1945
    372.000    10.8585   3.827362     1.9610 4.2814e-02  2.0899239  3.2381983  0.1246286    34.2028    26.1800    10.8131    1497.95     4.1921
    373.000    10.8273   3.824224     1.9564 4.2379e-02  2.0918275  3.2192077  0.1217324    34.2001    26.1835    10.7819    1497.85     4.1706
    374.000    10.6934   3.810933     1.9515 4.2535e-02  2.0952528  3.1591540  0.1269726    34.1917    26.2007    10.6481    1497.38     4.1636
    375.000    10.6543   3.807154     1.9460 4.2567e-02  2.0988731  3.0877652  0.1255326    34.1900    26.2063    10.6090    1497.26     4.1509
    376.000    10.6177   3.803545     1.9432 4.1755e-02  2.1014505  3.0444941  0.1239501    34.1876    26.2108    10.5724    1497.14     4.1547
    377.000    10.5894   3.800795     1.9406 4.2395e-02  2.1047121  2.9918270  0.1237014    34.1859    26.2145    10.5441    1497.05     4.1469
    378.000    10.5592   3.797927     1.9370 4.3278e-02  2.1073692  2.9687262  0.1254533    34.1849    26.2190    10.5139    1496.96     4.1379
    379.000    10.5354   3.795648     1.9316 4.1597e-02  2.1093370  2.9467109  0.1243279    34.1839    26.2224    10.4900    1496.89     4.1256
    380.000    10.4311   3.785325     1.9269 4.2033e-02  2.1124959  2.9302203  0.1249991    34.1773    26.2355    10.3858    1496.53     4.1216
    381.000    10.3953   3.781876     1.9227 4.3299e-02  2.1160940  2.8718998  0.1255076    34.1757    26.2404    10.3500    1496.41     4.1146
    382.000    10.3690   3.779346     1.9195 4.1812e-02  2.1188243  2.8339055  0.1258858    34.1743    26.2439    10.3237    1496.33     4.1108
    383.000    10.3531   3.777864     1.9170 4.2306e-02  2.1212964  2.7961607  0.1287836    34.1739    26.2464    10.3077    1496.29     4.1096
    384.000    10.3493   3.777565     1.9156 4.3420e-02  2.1231819  2.7871484  0.1251082    34.1740    26.2471    10.3038    1496.30     4.1123
    385.000    10.3471   3.777424     1.9142 4.3262e-02  2.1239193  2.7694474  0.1257668    34.1742    26.2476    10.3015    1496.31     4.1052
    386.000    10.3287   3.775647     1.9120 4.2870e-02  2.1250625  2.7559269  0.1272056    34.1731    26.2499    10.2830    1496.25     4.0982
    387.000    10.3072   3.773598     1.9092 4.3746e-02  2.1267793  2.7453321  0.1250674    34.1720    26.2528    10.2615    1496.19     4.0890
    388.000    10.2761   3.770623     1.9064 4.1872e-02  2.1280299  2.7308256  0.1294806    34.1708    26.2573    10.2303    1496.10     4.0902
    389.000    10.2645   3.769541     1.9059 4.2313e-02  2.1296766  2.7012280  0.1292579    34.1704    26.2589    10.2186    1496.07     4.0956
    390.000    10.2541   3.768587     1.9050 4.1730e-02  2.1303437  2.6716091  0.1289893    34.1700    26.2604    10.2082    1496.05     4.0901
    391.000    10.2473   3.767978     1.9031 4.2442e-02  2.1311121  2.6596360  0.1244468    34.1697    26.2614    10.2013    1496.04     4.0795
    392.000    10.2362   3.766927     1.9012 4.2355e-02  2.1323111  2.6499798  0.1240134    34.1691    26.2628    10.1901    1496.01     4.0836
    393.000    10.2324   3.766635     1.9011 4.3021e-02  2.1331486  2.6365941  0.1253092    34.1693    26.2636    10.1862    1496.02     4.0899
    394.000    10.2314   3.766480     1.9001 4.2961e-02  2.1336385  2.6445364  0.1253301    34.1682    26.2629    10.1850    1496.03     4.0789
    395.000    10.1950   3.763082     1.8984 4.2688e-02  2.1347676  2.6242476  0.1271984    34.1676    26.2687    10.1486    1495.91     4.0797
    396.000    10.1817   3.761838     1.8974 4.3981e-02  2.1357383  2.6003538  0.1242040    34.1670    26.2705    10.1353    1495.88     4.0808
    397.000    10.1726   3.760972     1.8969 4.2977e-02  2.1363715  2.5819729  0.1279427    34.1664    26.2716    10.1260    1495.86     4.0792
    398.000    10.1645   3.760239     1.8958 4.3344e-02  2.1371749  2.5674934  0.1267471    34.1662    26.2728    10.1178    1495.85     4.0765
    399.000    10.1552   3.759385     1.8942 4.3422e-02  2.1372603  2.5655915  0.1285803    34.1658    26.2741    10.1085    1495.83     4.0704
    400.000    10.1283   3.756736     1.8919 4.3070e-02  2.1389100  2.5413219  0.1279489    34.1638    26.2772    10.0815    1495.75     4.0596
    401.000    10.1016   3.754180     1.8894 4.1755e-02  2.1404184  2.5043435  0.1286461    34.1625    26.2807    10.0548    1495.67     4.0582
    402.000    10.0824   3.752341     1.8880 4.3538e-02  2.1419396  2.4793550  0.1289150    34.1615    26.2832    10.0355    1495.62     4.0566
    403.000    10.0662   3.750845     1.8851 4.2882e-02  2.1438882  2.4737692  0.1251045    34.1611    26.2856    10.0193    1495.57     4.0482
    404.000    10.0481   3.749079     1.8823 4.3256e-02  2.1452004  2.4767547  0.1241095    34.1598    26.2877    10.0011    1495.52     4.0453
    405.000    10.0041   3.744812     1.8809 4.2976e-02  2.1465802  2.4460128  0.1289632    34.1575    26.2933     9.9571    1495.38     4.0485
    406.000     9.9931   3.743871     1.8795 4.3141e-02  2.1490791  2.4087612  0.1283000    34.1578    26.2955     9.9460    1495.35     4.0401
    407.000     9.9896   3.743566     1.8770 4.2527e-02  2.1500369  2.3957311  0.1302229    34.1575    26.2959     9.9424    1495.36     4.0342
    408.000     9.9842   3.743116     1.8756 4.3474e-02  2.1503769  2.3936111  0.1266259    34.1576    26.2968     9.9369    1495.35     4.0338
    409.000     9.9776   3.742523     1.8735 4.3383e-02  2.1510622  2.3931805  0.1265261    34.1573    26.2977     9.9302    1495.35     4.0258
    410.000     9.9390   3.738614     1.8715 4.3953e-02  2.1522707  2.3691079  0.1288918    34.1535    26.3012     9.8916    1495.22     4.0213
    411.000     9.8733   3.732368     1.8687 4.4378e-02  2.1542646  2.3172264  0.1294250    34.1514    26.3107     9.8260    1494.99     4.0140
    412.000     9.8441   3.729567     1.8652 4.4211e-02  2.1577904  2.2795249  0.1247424    34.1499    26.3144     9.7967    1494.90     4.0043
    413.000     9.8197   3.727264     1.8619 4.3494e-02  2.1590666  2.2603562  0.1253590    34.1490    26.3178     9.7723    1494.83     4.0049
    414.000     9.8096   3.726364     1.8600 4.3224e-02  2.1612917  2.2439281  0.1291367    34.1489    26.3194     9.7622    1494.81     4.0034
    415.000     9.8064   3.726110     1.8584 4.3716e-02  2.1630499  2.2384743  0.1299714    34.1489    26.3200     9.7588    1494.81     4.0065
    416.000     9.8047   3.726017     1.8579 4.2849e-02  2.1636399  2.2307259  0.1303033    34.1491    26.3204     9.7570    1494.82     4.0047
    417.000     9.7976   3.725381     1.8563 4.3637e-02  2.1646613  2.2234704  0.1243290    34.1489    26.3214     9.7498    1494.81     3.9966
    418.000     9.7890   3.724607     1.8542 4.3589e-02  2.1654564  2.2126344  0.1249158    34.1487    26.3227     9.7411    1494.80     3.9874
    419.000     9.7511   3.720823     1.8517 4.3590e-02  2.1652839  2.1963411  0.1282651    34.1454    26.3265     9.7032    1494.67     3.9789
    420.000     9.6695   3.712965     1.8472 4.3404e-02  2.1688190  2.1477495  0.1275858    34.1416    26.3371     9.6218    1494.39     3.9639
    421.000     9.6433   3.710531     1.8427 4.2848e-02  2.1717214  2.1148710  0.1243653    34.1410    26.3410     9.5955    1494.31     3.9590
    422.000     9.6309   3.709376     1.8395 4.3200e-02  2.1747692  2.0457538  0.1304672    34.1405    26.3427     9.5830    1494.28     3.9514
    423.000     9.6153   3.707813     1.8367 4.2442e-02  2.1776619  2.0216196  0.1312771    34.1387    26.3438     9.5674    1494.24     3.9458
    424.000     9.5853   3.704996     1.8344 4.3463e-02  2.1808403  1.9886784  0.1300286    34.1379    26.3481     9.5373    1494.14     3.9428
    425.000     9.5545   3.702083     1.8315 4.3726e-02  2.1834363  1.9724493  0.1290813    34.1367    26.3523     9.5065    1494.04     3.9370
    426.000     9.5617   3.702679     1.8253 4.3695e-02  2.1860917  1.9713481  0.1300364    34.1355    26.3502     9.5136    1494.08     3.9109
    427.000     9.4564   3.692610     1.8179 4.3461e-02  2.1910243  1.9163763  0.1339313    34.1313    26.3642     9.4085    1493.71     3.8906
    428.000     9.4127   3.688383     1.8130 4.3961e-02  2.1956616  1.8457360  0.1289200    34.1288    26.3694     9.3648    1493.56     3.8814
    429.000     9.3893   3.686192     1.8092 4.3458e-02  2.1995083  1.8105233  0.1318574    34.1281    26.3726     9.3414    1493.49     3.8783
    430.000     9.3786   3.685242     1.8062 4.4574e-02  2.2024769  1.8003549  0.1319203    34.1279    26.3743     9.3306    1493.47     3.8760
    431.000     9.3694   3.684380     1.8037 4.4098e-02  2.2043899  1.7978660  0.1344298    34.1274    26.3754     9.3213    1493.45     3.8717
    432.000     9.3383   3.681408     1.8003 4.4529e-02  2.2057420  1.7782443  0.1340037    34.1258    26.3792     9.2902    1493.35     3.8659
    433.000     9.3091   3.678722     1.7973 4.4198e-02  2.2076212  1.7682693  0.1322656    34.1253    26.3836     9.2610    1493.26     3.8619
    434.000     9.2972   3.677600     1.7952 4.4096e-02  2.2094611  1.7527117  0.1309670    34.1246    26.3849     9.2490    1493.23     3.8579
    435.000     9.2826   3.676246     1.7929 4.4395e-02  2.2111303  1.7089418  0.1303073    34.1241    26.3869     9.2344    1493.19     3.8501
    436.000     9.2616   3.674238     1.7905 4.4563e-02  2.2129782  1.6986452  0.1313893    34.1229    26.3893     9.2133    1493.13     3.8413
    437.000     9.2223   3.670448     1.7871 4.3840e-02  2.2147154  1.6724055  0.1326052    34.1206    26.3939     9.1740    1493.00     3.8283
    438.000     9.1606   3.664551     1.7818 4.3845e-02  2.2172996  1.6562121  0.1344673    34.1178    26.4017     9.1124    1492.79     3.8132
    439.000     9.1220   3.660953     1.7765 4.4438e-02  2.2199092  1.6360771  0.1338280    34.1168    26.4070     9.0738    1492.66     3.8104
    440.000     9.1117   3.660047     1.7725 4.3609e-02  2.2233911  1.6060081  0.1327000    34.1168    26.4086     9.0635    1492.64     3.8043
    441.000     9.1056   3.659519     1.7699 4.2819e-02  2.2264879  1.5817929  0.1323329    34.1167    26.4096     9.0572    1492.63     3.7990
    442.000     9.0936   3.658334     1.7678 4.3974e-02  2.2290340  1.5398524  0.1324809    34.1154    26.4105     9.0452    1492.60     3.7916
    443.000     9.0470   3.653796     1.7652 4.4620e-02  2.2319271  1.5111455  0.1279394    34.1122    26.4154     8.9986    1492.44     3.7789
    444.000     8.9890   3.648400     1.7613 4.4905e-02  2.2354188  1.4655289  0.1310054    34.1110    26.4237     8.9407    1492.24     3.7694
    445.000     8.9784   3.647484     1.7572 4.4085e-02  2.2389764  1.4614772  0.1312530    34.1112    26.4255     8.9300    1492.22     3.7619
    446.000     8.9728   3.646993     1.7524 4.4067e-02  2.2417518  1.4551943  0.1317629    34.1110    26.4263     8.9243    1492.21     3.7532
    447.000     8.9629   3.646071     1.7492 4.5016e-02  2.2439260  1.4302979  0.1341254    34.1104    26.4274     8.9143    1492.19     3.7491
    448.000     8.9540   3.645328     1.7470 4.3658e-02  2.2461136  1.4167574  0.1285252    34.1106    26.4290     8.9054    1492.17     3.7461
    449.000     8.9530   3.645278     1.7452 4.5215e-02  2.2472154  1.4044159  0.1291548    34.1106    26.4291     8.9043    1492.19     3.7384
    450.000     8.9364   3.643630     1.7426 4.4450e-02  2.2483187  1.4005255  0.1311896    34.1089    26.4304     8.8876    1492.14     3.7235
    451.000     8.8964   3.639867     1.7389 4.3961e-02  2.2507586  1.3604434  0.1348574    34.1074    26.4356     8.8476    1492.01     3.7140
    452.000     8.8606   3.636527     1.7352 4.4092e-02  2.2538375  1.3367352  0.1352604    34.1064    26.4404     8.8118    1491.89     3.7051
    453.000     8.8405   3.634656     1.7306 4.3957e-02  2.2569274  1.3277021  0.1312430    34.1056    26.4429     8.7917    1491.83     3.6934
    454.000     8.8270   3.633392     1.7257 4.4803e-02  2.2593130  1.3243682  0.1373249    34.1049    26.4445     8.7781    1491.79     3.6792
    455.000     8.7833   3.629162     1.7205 4.4525e-02  2.2610089  1.3088702  0.1316459    34.1020    26.4492     8.7344    1491.64     3.6688
    456.000     8.7357   3.624763     1.7160 4.3943e-02  2.2642732  1.2631073  0.1315270    34.1011    26.4559     8.6869    1491.48     3.6598
    457.000     8.7267   3.623965     1.7124 4.4230e-02  2.2680649  1.2430518  0.1325550    34.1010    26.4572     8.6778    1491.46     3.6581
    458.000     8.7241   3.623772     1.7106 4.4115e-02  2.2716536  1.2135577  0.1379309    34.1010    26.4576     8.6751    1491.47     3.6561
    459.000     8.7187   3.623302     1.7083 4.4131e-02  2.2738294  1.1892632  0.1304718    34.1007    26.4582     8.6697    1491.47     3.6494
    460.000     8.7141   3.622936     1.7069 4.4325e-02  2.2763475  1.1647938  0.1313288    34.1009    26.4591     8.6649    1491.46     3.6483
    461.000     8.7103   3.622599     1.7052 4.4322e-02  2.2779105  1.1450252  0.1380177    34.1006    26.4594     8.6610    1491.47     3.6432
    462.000     8.6923   3.620892     1.7037 4.5834e-02  2.2794691  1.1278078  0.1344917    34.0995    26.4614     8.6430    1491.41     3.6422
    463.000     8.6746   3.619275     1.7019 4.4488e-02  2.2807859  1.1158233  0.1380391    34.0990    26.4638     8.6253    1491.36     3.6341
    464.000     8.6651   3.618434     1.6972 4.4974e-02  2.2819037  1.1365301  0.1371851    34.0988    26.4651     8.6157    1491.35     3.6146
    465.000     8.6228   3.614377     1.6912 4.4269e-02  2.2844162  1.1384695  0.1334652    34.0964    26.4698     8.5734    1491.20     3.5906
    466.000     8.5647   3.608873     1.6859 4.6341e-02  2.2885332  1.0841105  0.1350728    34.0940    26.4768     8.5154    1491.00     3.5723
    467.000     8.5349   3.606195     1.6810 4.5344e-02  2.2937229  1.0142085  0.1326040    34.0939    26.4814     8.4856    1490.90     3.5545
    468.000     8.5222   3.604969     1.6761 4.4134e-02  2.2991461  0.9848533  0.1390131    34.0929    26.4825     8.4728    1490.87     3.5413
    469.000     8.4844   3.601361     1.6720 4.4989e-02  2.3040557  0.9499758  0.1364333    34.0907    26.4866     8.4351    1490.74     3.5376
    470.000     8.4583   3.599030     1.6686 4.4727e-02  2.3076282  0.9235247  0.1385516    34.0908    26.4907     8.4090    1490.66     3.5359
    471.000     8.4494   3.598235     1.6658 4.5410e-02  2.3110564  0.9097237  0.1417079    34.0906    26.4919     8.4000    1490.64     3.5340
    472.000     8.4422   3.597603     1.6628 4.5348e-02  2.3139712  0.9033398  0.1335618    34.0903    26.4928     8.3927    1490.63     3.5315
    473.000     8.4379   3.597261     1.6598 4.4433e-02  2.3155070  0.9116934  0.1378082    34.0904    26.4935     8.3883    1490.63     3.5277
    474.000     8.4339   3.596930     1.6566 4.4692e-02  2.3165330  0.9106537  0.1353556    34.0903    26.4940     8.3842    1490.63     3.5177
    475.000     8.4177   3.595418     1.6535 4.6125e-02  2.3175041  0.9179317  0.1387370    34.0895    26.4959     8.3679    1490.58     3.5014
    476.000     8.3818   3.592056     1.6496 4.4132e-02  2.3197766  0.8815083  0.1372954    34.0881    26.5003     8.3321    1490.46     3.4811
    477.000     8.3640   3.590451     1.6451 4.4304e-02  2.3233210  0.8565867  0.1365800    34.0879    26.5028     8.3142    1490.41     3.4676
    478.000     8.3386   3.587987     1.6410 4.5689e-02  2.3260425  0.8382655  0.1348480    34.0859    26.5051     8.2888    1490.33     3.4545
    479.000     8.2832   3.582637     1.6364 4.6278e-02  2.3298853  0.8001291  0.1379772    34.0822    26.5106     8.2335    1490.13     3.4425
    480.000     8.2265   3.577378     1.6314 4.5638e-02  2.3357999  0.7414641  0.1402525    34.0808    26.5180     8.1769    1489.93     3.4332
    481.000     8.2172   3.576573     1.6264 4.6046e-02  2.3418382  0.7156100  0.1380756    34.0808    26.5194     8.1675    1489.92     3.4285
    482.000     8.2080   3.575706     1.6228 4.5008e-02  2.3448737  0.7122578  0.1381037    34.0801    26.5203     8.1582    1489.90     3.4270
    483.000     8.1995   3.574964     1.6196 4.4342e-02  2.3467391  0.7106311  0.1368266    34.0799    26.5215     8.1496    1489.88     3.4195
    484.000     8.1843   3.573551     1.6164 4.3958e-02  2.3484132  0.7027117  0.1352770    34.0791    26.5231     8.1344    1489.84     3.4091
    485.000     8.1707   3.572319     1.6131 4.5452e-02  2.3505262  0.6975881  0.1358602    34.0788    26.5249     8.1207    1489.80     3.4004
    486.000     8.1580   3.571181     1.6096 4.5174e-02  2.3515356  0.6946715  0.1391439    34.0784    26.5265     8.1080    1489.77     3.3885
    487.000     8.1305   3.568674     1.6055 4.5428e-02  2.3538570  0.6699438  0.1373417    34.0779    26.5302     8.0805    1489.68     3.3716
    488.000     8.1024   3.565975     1.6013 4.5285e-02  2.3575128  0.6189430  0.1388987    34.0760    26.5329     8.0524    1489.59     3.3508
    489.000     8.0652   3.562488     1.5965 4.6352e-02  2.3623390  0.5763970  0.1370940    34.0744    26.5372     8.0152    1489.46     3.3316
    490.000     8.0160   3.557871     1.5913 4.6155e-02  2.3668875  0.5458427  0.1369362    34.0724    26.5429     7.9661    1489.29     3.3134
    491.000     7.9646   3.553115     1.5858 4.5075e-02  2.3723642  0.5178601  0.1405308    34.0711    26.5495     7.9148    1489.11     3.3002
    492.000     7.9392   3.550881     1.5800 4.6819e-02  2.3778870  0.4896902  0.1416146    34.0713    26.5535     7.8894    1489.03     3.2901
    493.000     7.9294   3.550042     1.5735 4.7114e-02  2.3830649  0.4773748  0.1429066    34.0715    26.5550     7.8795    1489.01     3.2802
    494.000     7.9100   3.548297     1.5661 4.6182e-02  2.3871413  0.4746351  0.1412408    34.0711    26.5576     7.8601    1488.95     3.2592
    495.000     7.8694   3.544557     1.5589 4.5909e-02  2.3914696  0.4599369  0.1371460    34.0701    26.5628     7.8196    1488.81     3.2313
    496.000     7.7987   3.537939     1.5527 4.7149e-02  2.3983250  0.3787871  0.1365687    34.0675    26.5711     7.7490    1488.55     3.2139
    497.000     7.7781   3.536128     1.5477 4.7622e-02  2.4069899  0.3209263  0.1355254    34.0677    26.5742     7.7283    1488.49     3.2067
    498.000     7.7700   3.535442     1.5438 4.7427e-02  2.4132392  0.3016405  0.1433247    34.0677    26.5755     7.7202    1488.48     3.1994
    499.000     7.7651   3.535032     1.5398 4.5235e-02  2.4171742  0.3144077  0.1355841    34.0676    26.5761     7.7152    1488.47     3.1945
    500.000     7.7576   3.534374     1.5357 4.6524e-02  2.4196932  0.3075436  0.1403411    34.0674    26.5770     7.7076    1488.46     3.1899
    501.000     7.7503   3.533753     1.5322 4.6270e-02  2.4217284  0.2918973  0.1412007    34.0674    26.5781     7.7002    1488.45     3.1869
    502.000     7.7417   3.533000     1.5297 4.5633e-02  2.4235901  0.2660430  0.1412802    34.0672    26.5792     7.6916    1488.43     3.1798
    503.000     7.7289   3.531866     1.5277 4.5969e-02  2.4262421  0.2341451  0.1412698    34.0671    26.5809     7.6787    1488.40     3.1737
    504.000     7.7212   3.531238     1.5257 4.7248e-02  2.4284032  0.2162066  0.1348148    34.0673    26.5822     7.6710    1488.39     3.1677
    505.000     7.7158   3.530769     1.5237 4.6846e-02  2.4301204  0.2021602  0.1354046    34.0671    26.5828     7.6654    1488.38     3.1652
    506.000     7.7110   3.530375     1.5225 4.6156e-02  2.4310720  0.2078004  0.1453349    34.0670    26.5835     7.6606    1488.38     3.1615
    507.000     7.7015   3.529547     1.5203 4.7183e-02  2.4320703  0.2092713  0.1443336    34.0669    26.5848     7.6510    1488.36     3.1594
    508.000     7.6968   3.529173     1.5184 4.7359e-02  2.4329481  0.2228571  0.1425115    34.0670    26.5856     7.6462    1488.36     3.1564
    509.000     7.6944   3.529005     1.5159 4.6836e-02  2.4341888  0.2360045  0.1430630    34.0671    26.5859     7.6437    1488.37     3.1493
    510.000     7.6893   3.528582     1.5145 4.7643e-02  2.4351590  0.2348081  0.1376738    34.0670    26.5866     7.6385    1488.36     3.1497
    511.000     7.6827   3.528030     1.5132 4.5575e-02  2.4364830  0.2038452  0.1393390    34.0670    26.5876     7.6319    1488.35     3.1432
    512.000     7.6754   3.527361     1.5122 4.7863e-02  2.4380546  0.1795588  0.1367583    34.0666    26.5882     7.6245    1488.34     3.1399
    513.000     7.6621   3.526232     1.5113 4.6644e-02  2.4400298  0.1570215  0.1402557    34.0668    26.5904     7.6112    1488.31     3.1350
    514.000     7.6596   3.526069     1.5096 4.6602e-02  2.4417073  0.1511064  0.1438241    34.0671    26.5910     7.6085    1488.31     3.1301
    515.000     7.6582   3.525955     1.5084 4.7034e-02  2.4426307  0.1532643  0.1363580    34.0668    26.5909     7.6070    1488.32     3.1285
    516.000     7.6552   3.525722     1.5069 4.5454e-02  2.4433072  0.1459096  0.1393727    34.0667    26.5913     7.6040    1488.33     3.1232
    517.000     7.6482   3.525101     1.5052 4.6956e-02  2.4444322  0.1384079  0.1393744    34.0664    26.5920     7.5969    1488.32     3.1218
    518.000     7.6402   3.524402     1.5032 4.7497e-02  2.4451766  0.1508470  0.1421231    34.0662    26.5931     7.5888    1488.30     3.1153
    519.000     7.6303   3.523556     1.5017 4.7324e-02  2.4463597  0.1354194  0.1406955    34.0662    26.5945     7.5789    1488.28     3.1134
    520.000     7.6263   3.523219     1.5006 4.7469e-02  2.4483442  0.1203527  0.1429453    34.0661    26.5950     7.5747    1488.28     3.1093
    521.000     7.6165   3.522344     1.4988 4.7036e-02  2.4498533  0.1110317  0.1447471    34.0657    26.5961     7.5649    1488.26     3.1010
    522.000     7.6061   3.521444     1.4971 4.6742e-02  2.4511902  0.1176382  0.1433142    34.0657    26.5976     7.5545    1488.24     3.0965
    523.000     7.5973   3.520653     1.4942 4.7047e-02  2.4520012  0.1146610  0.1397968    34.0654    26.5986     7.5456    1488.22     3.0845
