Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
S305	COI	rep2	Goetze	Goetze	library-2			Sample 57	P1604	Cycle 2	1	7	200um	na	50	100	75		day	137.7		33.5584	-122.1327
S306	COI	rep2	Goetze	Goetze	library-2			Sample 58	P1604	Cycle 2	1	8	200um	na	0	50	25		day	167.42		33.5584	-122.1327
S307	COI	rep2	Goetze	Goetze	library-2			Sample 61	P1604	Cycle 3	1	1	200um	na	350	400	375		day	97.72		34.73994	-121.2671
S308	COI	rep2	Goetze	Goetze	library-2			Sample 62	P1604	Cycle 3	1	2	200um	na	300	350	325		day	149.13		34.73994	-121.2671
S309	COI	rep2	Goetze	Goetze	library-2			Sample 63	P1604	Cycle 3	1	3	200um	na	250	300	275		day	164.94		34.73994	-121.2671
S310	COI	rep2	Goetze	Goetze	library-2			Sample 64	P1604	Cycle 3	1	4	200um	na	200	250	225		day	131.67		34.73994	-121.2671
S311	COI	rep2	Goetze	Goetze	library-2			Sample 65	P1604	Cycle 3	1	5	200um	na	150	200	175		day	142.18		34.73994	-121.2671
S312	COI	rep2	Goetze	Goetze	library-2			Sample 66	P1604	Cycle 3	1	6	200um	na	100	150	125		day	166.78		34.73994	-121.2671
S313	COI	rep2	Goetze	Goetze	library-2			Sample 67	P1604	Cycle 3	1	7	200um	na	50	100	75		day	172.91		34.73994	-121.2671
S314	COI	rep2	Goetze	Goetze	library-2			Sample 68	P1604	Cycle 3	1	8	200um	na	0	50	25		day	142.8		34.73994	-121.2671
S315	COI	rep2	Goetze	Goetze	library-2			Sample 69	P1604	Cycle 3	1	8	200um	na	0	50	25		day	98.17		34.73994	-121.2671
S316	COI	rep2	Goetze	Goetze	library-2			Sample 70	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	175.16		34.49348	-120.7343
S317	COI	rep2	Goetze	Goetze	library-2			Sample 71	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	164.75		34.49348	-120.7343
S318	COI	rep2	Goetze	Goetze	library-2			Sample 72	P1604	Cycle 4	1	3	200um	na	125	150	137.5		day	139.01		34.49348	-120.7343
S319	COI	rep2	Goetze	Goetze	library-2			Sample 73	P1604	Cycle 4	1	4	200um	na	100	125	112.5		day	161.34		34.49348	-120.7343
S320	COI	rep2	Goetze	Goetze	library-2			Sample 74	P1604	Cycle 4	1	5	200um	na	75	100	87.5		day	150.39		34.49348	-120.7343
S321	COI	rep2	Goetze	Goetze	library-2			Sample 75	P1604	Cycle 4	1	6	200um	na	50	75	62.5		day	146.72		34.49348	-120.7343
S322	COI	rep2	Goetze	Goetze	library-2			Sample 76	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	116.01		34.49348	-120.7343
S323	COI	rep2	Goetze	Goetze	library-2			Sample 77	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	102.97		34.49348	-120.7343
S324	COI	rep2	Goetze	Goetze	library-2			Sample 78	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	169.6		34.49348	-120.7343
S325	COI	rep2	Goetze	Goetze	library-2			Sample 79	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	139.81		34.49348	-120.7343
S326	COI	rep2	Goetze	Goetze	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S327	COI	rep2	Goetze	Goetze	library-2			Sample 5	P1604	Cycle 1	1	5	200um	na	150	200	175		day	183.31		33.03124	-122.9335
S328	COI	rep2	Goetze	Goetze	library-2			Sample 26	P1604	Cycle 3	1	8	200um	na	0	50	25		day	143.01		34.73994	-121.2671
S329	COI	rep2	Goetze	Goetze	library-2			Sample 29	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	156.89		34.49348	-120.7343
S330	COI	rep2	Goetze	Goetze	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S331	COI	rep3	Goetze	Goetze	library-2			Sample 43	P1604	Cycle 1	1	1	200um	na	350	400	375		day	44.48		33.03124	-122.9335
S332	COI	rep3	Goetze	Goetze	library-2			Sample 44	P1604	Cycle 1	1	2	200um	na	300	350	325		day	90.87		33.03124	-122.9335
S333	COI	rep3	Goetze	Goetze	library-2			Sample 45	P1604	Cycle 1	1	3	200um	na	250	300	275		day	94.5		33.03124	-122.9335
S334	COI	rep3	Goetze	Goetze	library-2			Sample 46	P1604	Cycle 1	1	4	200um	na	200	250	225		day	111.44		33.03124	-122.9335
S335	COI	rep3	Goetze	Goetze	library-2			Sample 47	P1604	Cycle 1	1	5	200um	na	150	200	175		day	99.35		33.03124	-122.9335
S336	COI	rep3	Goetze	Goetze	library-2			Sample 48	P1604	Cycle 1	1	6	200um	na	100	150	125		day	95.79		33.03124	-122.9335
S337	COI	rep3	Goetze	Goetze	library-2			Sample 49	P1604	Cycle 1	1	7	200um	na	50	100	75		day	106.86		33.03124	-122.9335
S338	COI	rep3	Goetze	Goetze	library-2			Sample 50	P1604	Cycle 1	1	8	200um	na	0	50	25		day	59.7		33.03124	-122.9335
S339	COI	rep3	Goetze	Goetze	library-2			Sample 51	P1604	Cycle 2	1	1	200um	na	350	400	375		day	92.14		33.5584	-122.1327
S340	COI	rep3	Goetze	Goetze	library-2			Sample 52	P1604	Cycle 2	1	2	200um	na	300	350	325		day	87.14		33.5584	-122.1327
S341	COI	rep3	Goetze	Goetze	library-2			Sample 53	P1604	Cycle 2	1	3	200um	na	250	300	275		day	69.01		33.5584	-122.1327
S342	COI	rep3	Goetze	Goetze	library-2			Sample 54	P1604	Cycle 2	1	4	200um	na	200	250	225		day	120.19		33.5584	-122.1327
S343	COI	rep3	Goetze	Goetze	library-2			Sample 55	P1604	Cycle 2	1	5	200um	na	150	200	175		day	119.67		33.5584	-122.1327
S344	COI	rep3	Goetze	Goetze	library-2			Sample 56	P1604	Cycle 2	1	6	200um	na	100	150	125		day	119.47		33.5584	-122.1327
S345	COI	rep3	Goetze	Goetze	library-2			Sample 57	P1604	Cycle 2	1	7	200um	na	50	100	75		day	107.73		33.5584	-122.1327
S346	COI	rep3	Goetze	Goetze	library-2			Sample 58	P1604	Cycle 2	1	8	200um	na	0	50	25		day	155.82		33.5584	-122.1327
S347	COI	rep3	Goetze	Goetze	library-2			Sample 61	P1604	Cycle 3	1	1	200um	na	350	400	375		day	106.82		34.73994	-121.2671
S348	COI	rep3	Goetze	Goetze	library-2			Sample 62	P1604	Cycle 3	1	2	200um	na	300	350	325		day	83.09		34.73994	-121.2671
S349	COI	rep3	Goetze	Goetze	library-2			Sample 63	P1604	Cycle 3	1	3	200um	na	250	300	275		day	108.09		34.73994	-121.2671
S350	COI	rep3	Goetze	Goetze	library-2			Sample 64	P1604	Cycle 3	1	4	200um	na	200	250	225		day	102.6		34.73994	-121.2671
S351	COI	rep3	Goetze	Goetze	library-2			Sample 65	P1604	Cycle 3	1	5	200um	na	150	200	175		day	92.48		34.73994	-121.2671
S352	COI	rep3	Goetze	Goetze	library-2			Sample 66	P1604	Cycle 3	1	6	200um	na	100	150	125		day	101.13		34.73994	-121.2671
S353	COI	rep3	Goetze	Goetze	library-2			Sample 67	P1604	Cycle 3	1	7	200um	na	50	100	75		day	113.57		34.73994	-121.2671
S354	COI	rep3	Goetze	Goetze	library-2			Sample 68	P1604	Cycle 3	1	8	200um	na	0	50	25		day	120.66		34.73994	-121.2671
S355	COI	rep3	Goetze	Goetze	library-2			Sample 69	P1604	Cycle 3	1	8	200um	na	0	50	25		day	80.14		34.73994	-121.2671
S356	COI	rep3	Goetze	Goetze	library-2			Sample 70	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	98.96		34.49348	-120.7343
S357	COI	rep3	Goetze	Goetze	library-2			Sample 71	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	120.59		34.49348	-120.7343
S358	COI	rep3	Goetze	Goetze	library-2			Sample 72	P1604	Cycle 4	1	3	200um	na	125	150	137.5		day	121.47		34.49348	-120.7343
S359	COI	rep3	Goetze	Goetze	library-2			Sample 73	P1604	Cycle 4	1	4	200um	na	100	125	112.5		day	140.96		34.49348	-120.7343
S360	COI	rep3	Goetze	Goetze	library-2			Sample 74	P1604	Cycle 4	1	5	200um	na	75	100	87.5		day	121		34.49348	-120.7343
S361	COI	rep3	Goetze	Goetze	library-2			Sample 75	P1604	Cycle 4	1	6	200um	na	50	75	62.5		day	147.63		34.49348	-120.7343
S362	COI	rep3	Goetze	Goetze	library-2			Sample 76	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	136.45		34.49348	-120.7343
S363	COI	rep3	Goetze	Goetze	library-2			Sample 77	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	101.91		34.49348	-120.7343
S364	COI	rep3	Goetze	Goetze	library-2			Sample 78	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	109.33		34.49348	-120.7343
S365	COI	rep3	Goetze	Goetze	library-2			Sample 79	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	122.17		34.49348	-120.7343
S366	COI	rep3	Goetze	Goetze	library-2			NC	na	na	na	na	na	na	na	na	na		na	-2.05			
S367	COI	rep3	Goetze	Goetze	library-2			Sample 5	P1604	Cycle 1	1	5	200um	na	150	200	175		day	136.24		33.03124	-122.9335
S368	COI	rep3	Goetze	Goetze	library-2			Sample 26	P1604	Cycle 3	1	8	200um	na	0	50	25		day	109.32		34.73994	-121.2671
S369	COI	rep3	Goetze	Goetze	library-2			Sample 29	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	127.27		34.49348	-120.7343
S370	COI	rep3	Goetze	Goetze	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
s651	COI	rep1	Allen	Allen	library-3			Sample 81	P1604	Cycle 3	1	8	200um	na	0	50	25		day	nd		34.73994	-121.2671
s652	COI	rep1	Allen	Allen	library-3			Sample 82	P1604	Cycle 3	1	8	200um	na	0	50	25		day	32		34.73994	-121.2671
s653	COI	rep1	Allen	Allen	library-3			Sample 83	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	263.6		34.49348	-120.7343
s654	COI	rep1	Allen	Allen	library-3			Sample 84	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	496.4		34.49348	-120.7343
s655	COI	rep1	Allen	Allen	library-3			Sample 85	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	129.3		34.49348	-120.7343
s656	COI	rep1	Allen	Allen	library-3			Sample 86	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	160.6		34.49348	-120.7343
s657	COI	rep1	Allen	Allen	library-3			Sample 87	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	125.3		34.49348	-120.7343
s658	COI	rep1	Allen	Allen	library-3			Sample 88	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	109		34.49348	-120.7343
s659	COI	rep1	Allen	Allen	library-3			Sample 89	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	301.8		34.49348	-120.7343
s660	COI	rep1	Allen	Allen	library-3			Sample 90	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	216.8		34.49348	-120.7343
s661	COI	rep1	Allen	Allen	library-3			Sample 91	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	599		34.49348	-120.7343
s662	COI	rep1	Allen	Allen	library-3			Sample 92	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	406.11		34.49348	-120.7343
s663	COI	rep1	Allen	Allen	library-3			Sample 93	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	254.7		34.49348	-120.7343
s664	COI	rep1	Allen	Allen	library-3			Sample 94	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	470.3		34.49348	-120.7343
s665	COI	rep1	Allen	Allen	library-3			Sample 95	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	322		34.49348	-120.7343
s666	COI	rep1	Allen	Allen	library-3			Sample 96	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	539.7		34.49348	-120.7343
s667	COI	rep1	Allen	Allen	library-3			Sample 97	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	547.6		34.49348	-120.7343
s668	COI	rep1	Allen	Allen	library-3			Sample 98	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	502.5		34.49348	-120.7343
s669	COI	rep1	Allen	Allen	library-3			Sample 99	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	819.8		34.49348	-120.7343
s670	COI	rep1	Allen	Allen	library-3			Sample 100	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	nd		34.49348	-120.7343
s671	COI	rep1	Allen	Allen	library-3			Sample 101	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	919.5		34.49348	-120.7343
s672	COI	rep1	Allen	Allen	library-3			Sample 102	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	659.8		34.49348	-120.7343
s673	COI	rep1	Allen	Allen	library-3			Sample 103	P2007	na	2	1	200um	na	800	1000	900		night	16.2		32.51216667	-118.3308667
s674	COI	rep1	Allen	Allen	library-3			Sample 104	P2007	na	2	2	200um	na	600	800	700		night	138.9		32.51216667	-118.3308667
s675	COI	rep1	Allen	Allen	library-3			Sample 105	P2007	na	2	3	200um	na	500	600	550		night	164.8		32.51216667	-118.3308667
s676	COI	rep1	Allen	Allen	library-3			Sample 106	P2007	na	2	5	200um	na	300	400	350		night	176.7		32.51216667	-118.3308667
s677	COI	rep1	Allen	Allen	library-3			Sample 107	P2007	na	2	6	200um	na	200	300	250		night	395.1		32.51216667	-118.3308667
s678	COI	rep1	Allen	Allen	library-3			Sample 108	P2007	na	2	7	200um	na	100	200	150		night	131.6		32.51216667	-118.3308667
s679	COI	rep1	Allen	Allen	library-3			Sample 109	P2007	na	2	8	200um	na	50	100	75		night	90.8		32.51216667	-118.3308667
s680	COI	rep1	Allen	Allen	library-3			Sample 110	P2007	na	2	9	200um	na	0	50	25		night	35.6		32.51216667	-118.3308667
s681	COI	rep1	Allen	Allen	library-3			Sample 111	P2007	na	3	1	200um	na	800	1000	900		day	105.4		32.51216667	-118.3308667
s682	COI	rep1	Allen	Allen	library-3			Sample 112	P2007	na	3	2	200um	na	500	800	650		day	49.3		32.51216667	-118.3308667
s683	COI	rep1	Allen	Allen	library-3			Sample 113	P2007	na	3	3	200um	na	400	500	450		day	69.4		32.51216667	-118.3308667
s684	COI	rep1	Allen	Allen	library-3			Sample 114	P2007	na	3	4	200um	na	300	400	350		day	97.4		32.51216667	-118.3308667
s685	COI	rep1	Allen	Allen	library-3			Sample 115	P2007	na	3	6	200um	na	100	200	150		day	152.9		32.51216667	-118.3308667
s686	COI	rep1	Allen	Allen	library-3			Sample 116	P2007	na	3	7	200um	na	50	100	75		day	94.2		32.51216667	-118.3308667
s687	COI	rep1	Allen	Allen	library-3			Sample 117	P2007	na	3	8	200um	na	25	50	37.5		day	102.8		32.51216667	-118.3308667
s688	COI	rep1	Allen	Allen	library-3			Sample 118	P2007	na	3	9	200um	na	0	25	12.5		day	67.6		32.51216667	-118.3308667
s689	COI	rep1	Allen	Allen	library-3			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
s690	COI	rep2	Allen	Allen	library-3			Sample 120	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	390.5		34.5183	-120.7625
s691	COI	rep2	Allen	Allen	library-3			Sample 121	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	124.5		34.5183	-120.7625
s692	COI	rep2	Allen	Allen	library-3			Sample 122	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	250.8		34.5183	-120.7625
s693	COI	rep2	Allen	Allen	library-3			Sample 123	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	169.6		34.5183	-120.7625
s694	COI	rep2	Allen	Allen	library-3			Sample 124	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	162.6		34.5183	-120.7625
s695	COI	rep2	Allen	Allen	library-3			Sample 125	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	125		34.5183	-120.7625
s696	COI	rep2	Allen	Allen	library-3			Sample 126	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	337.1		34.5183	-120.7625
s697	COI	rep2	Allen	Allen	library-3			Sample 127	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	265.8		34.5183	-120.7625
s698	COI	rep2	Allen	Allen	library-3			Sample 41	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	269.7		34.5183	-120.7625
s699	COI	rep2	Allen	Allen	library-3			Sample 42	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	393.2		34.5183	-120.7625
s700	COI	rep2	Allen	Allen	library-3			Sample 27	P1604	Cycle 3	2	8	200um	na	0	50	25		night	40.8		34.68737	-121.2542
s701	COI	rep2	Allen	Allen	library-3			Sample 81	P1604	Cycle 3	1	8	200um	na	0	50	25		day	nd		34.73994	-121.2671
s702	COI	rep2	Allen	Allen	library-3			Sample 82	P1604	Cycle 3	1	8	200um	na	0	50	25		day	32		34.73994	-121.2671
s703	COI	rep2	Allen	Allen	library-3			Sample 83	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	263.6		34.49348	-120.7343
s704	COI	rep2	Allen	Allen	library-3			Sample 84	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	496.4		34.49348	-120.7343
s705	COI	rep2	Allen	Allen	library-3			Sample 85	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	129.3		34.49348	-120.7343
s706	COI	rep2	Allen	Allen	library-3			Sample 86	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	160.6		34.49348	-120.7343
s707	COI	rep2	Allen	Allen	library-3			Sample 87	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	125.3		34.49348	-120.7343
s708	COI	rep2	Allen	Allen	library-3			Sample 88	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	109		34.49348	-120.7343
s709	COI	rep2	Allen	Allen	library-3			Sample 89	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	301.8		34.49348	-120.7343
s710	COI	rep2	Allen	Allen	library-3			Sample 90	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	216.8		34.49348	-120.7343
s711	COI	rep2	Allen	Allen	library-3			Sample 91	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	599		34.49348	-120.7343
s712	COI	rep2	Allen	Allen	library-3			Sample 92	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	406.11		34.49348	-120.7343
s713	COI	rep2	Allen	Allen	library-3			Sample 93	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	254.7		34.49348	-120.7343
s714	COI	rep2	Allen	Allen	library-3			Sample 94	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	470.3		34.49348	-120.7343
s715	COI	rep2	Allen	Allen	library-3			Sample 95	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	322		34.49348	-120.7343
s716	COI	rep2	Allen	Allen	library-3			Sample 96	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	539.7		34.49348	-120.7343
s717	COI	rep2	Allen	Allen	library-3			Sample 97	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	547.6		34.49348	-120.7343
s718	COI	rep2	Allen	Allen	library-3			Sample 98	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	502.5		34.49348	-120.7343
s719	COI	rep2	Allen	Allen	library-3			Sample 99	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	819.8		34.49348	-120.7343
s720	COI	rep2	Allen	Allen	library-3			Sample 100	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	nd		34.49348	-120.7343
s721	COI	rep2	Allen	Allen	library-3			Sample 101	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	919.5		34.49348	-120.7343
s722	COI	rep2	Allen	Allen	library-3			Sample 102	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	659.8		34.49348	-120.7343
s723	COI	rep2	Allen	Allen	library-3			Sample 103	P2007	na	2	1	200um	na	800	1000	900		night	16.2		32.51216667	-118.3308667
s724	COI	rep2	Allen	Allen	library-3			Sample 104	P2007	na	2	2	200um	na	600	800	700		night	138.9		32.51216667	-118.3308667
s725	COI	rep2	Allen	Allen	library-3			Sample 105	P2007	na	2	3	200um	na	500	600	550		night	164.8		32.51216667	-118.3308667
s726	COI	rep2	Allen	Allen	library-3			Sample 106	P2007	na	2	5	200um	na	300	400	350		night	176.7		32.51216667	-118.3308667
s727	COI	rep2	Allen	Allen	library-3			Sample 107	P2007	na	2	6	200um	na	200	300	250		night	395.1		32.51216667	-118.3308667
s728	COI	rep2	Allen	Allen	library-3			Sample 108	P2007	na	2	7	200um	na	100	200	150		night	131.6		32.51216667	-118.3308667
s729	COI	rep2	Allen	Allen	library-3			Sample 109	P2007	na	2	8	200um	na	50	100	75		night	90.8		32.51216667	-118.3308667
s730	COI	rep2	Allen	Allen	library-3			Sample 110	P2007	na	2	9	200um	na	0	50	25		night	35.6		32.51216667	-118.3308667
s731	COI	rep2	Allen	Allen	library-3			Sample 111	P2007	na	3	1	200um	na	800	1000	900		day	105.4		32.51216667	-118.3308667
s732	COI	rep2	Allen	Allen	library-3			Sample 112	P2007	na	3	2	200um	na	500	800	650		day	49.3		32.51216667	-118.3308667
s733	COI	rep2	Allen	Allen	library-3			Sample 113	P2007	na	3	3	200um	na	400	500	450		day	69.4		32.51216667	-118.3308667
s734	COI	rep2	Allen	Allen	library-3			Sample 114	P2007	na	3	4	200um	na	300	400	350		day	97.4		32.51216667	-118.3308667
s735	COI	rep2	Allen	Allen	library-3			Sample 115	P2007	na	3	6	200um	na	100	200	150		day	152.9		32.51216667	-118.3308667
s736	COI	rep2	Allen	Allen	library-3			Sample 116	P2007	na	3	7	200um	na	50	100	75		day	94.2		32.51216667	-118.3308667
s737	COI	rep2	Allen	Allen	library-3			Sample 117	P2007	na	3	8	200um	na	25	50	37.5		day	102.8		32.51216667	-118.3308667
s738	COI	rep2	Allen	Allen	library-3			Sample 118	P2007	na	3	9	200um	na	0	25	12.5		day	67.6		32.51216667	-118.3308667
s739	COI	rep2	Allen	Allen	library-3			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
s740	COI	rep3	Allen	Allen	library-3			Sample 120	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	390.5		34.5183	-120.7625
s741	COI	rep3	Allen	Allen	library-3			Sample 121	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	124.5		34.5183	-120.7625
s742	COI	rep3	Allen	Allen	library-3			Sample 122	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	250.8		34.5183	-120.7625
s743	COI	rep3	Allen	Allen	library-3			Sample 123	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	169.6		34.5183	-120.7625
s744	COI	rep3	Allen	Allen	library-3			Sample 124	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	162.6		34.5183	-120.7625
s745	COI	rep3	Allen	Allen	library-3			Sample 125	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	125		34.5183	-120.7625
s746	COI	rep3	Allen	Allen	library-3			Sample 126	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	337.1		34.5183	-120.7625
s747	COI	rep3	Allen	Allen	library-3			Sample 127	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	265.8		34.5183	-120.7625
s748	COI	rep3	Allen	Allen	library-3			Sample 41	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	269.7		34.5183	-120.7625
s749	COI	rep3	Allen	Allen	library-3			Sample 42	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	393.2		34.5183	-120.7625
s750	COI	rep3	Allen	Allen	library-3			Sample 27	P1604	Cycle 3	2	8	200um	na	0	50	25		night	40.8		34.68737	-121.2542
s751	COI	rep3	Allen	Allen	library-3			Sample 81	P1604	Cycle 3	1	8	200um	na	0	50	25		day	d		34.73994	-121.2671
s752	COI	rep3	Allen	Allen	library-3			Sample 82	P1604	Cycle 3	1	8	200um	na	0	50	25		day	32		34.73994	-121.2671
s753	COI	rep3	Allen	Allen	library-3			Sample 83	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	263.6		34.49348	-120.7343
s754	COI	rep3	Allen	Allen	library-3			Sample 84	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	496.4		34.49348	-120.7343
s755	COI	rep3	Allen	Allen	library-3			Sample 85	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	129.3		34.49348	-120.7343
s756	COI	rep3	Allen	Allen	library-3			Sample 86	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	160.6		34.49348	-120.7343
s757	COI	rep3	Allen	Allen	library-3			Sample 87	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	125.3		34.49348	-120.7343
s758	COI	rep3	Allen	Allen	library-3			Sample 88	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	109		34.49348	-120.7343
s759	COI	rep3	Allen	Allen	library-3			Sample 89	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	301.8		34.49348	-120.7343
s760	COI	rep3	Allen	Allen	library-3			Sample 90	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	216.8		34.49348	-120.7343
s761	COI	rep3	Allen	Allen	library-3			Sample 91	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	599		34.49348	-120.7343
s762	COI	rep3	Allen	Allen	library-3			Sample 92	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	406.11		34.49348	-120.7343
s763	COI	rep3	Allen	Allen	library-3			Sample 93	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	254.7		34.49348	-120.7343
s764	COI	rep3	Allen	Allen	library-3			Sample 94	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	470.3		34.49348	-120.7343
s765	COI	rep3	Allen	Allen	library-3			Sample 95	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	322		34.49348	-120.7343
s766	COI	rep3	Allen	Allen	library-3			Sample 96	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	539.7		34.49348	-120.7343
s767	COI	rep3	Allen	Allen	library-3			Sample 97	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	547.6		34.49348	-120.7343
s768	COI	rep3	Allen	Allen	library-3			Sample 98	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	502.5		34.49348	-120.7343
s769	COI	rep3	Allen	Allen	library-3			Sample 99	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	819.8		34.49348	-120.7343
s770	COI	rep3	Allen	Allen	library-3			Sample 100	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	nd		34.49348	-120.7343
s771	COI	rep3	Allen	Allen	library-3			Sample 101	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	919.5		34.49348	-120.7343
s772	COI	rep3	Allen	Allen	library-3			Sample 102	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	659.8		34.49348	-120.7343
s773	COI	rep3	Allen	Allen	library-3			Sample 103	P2007	na	2	1	200um	na	800	1000	900		night	16.2		32.51216667	-118.3308667
s774	COI	rep3	Allen	Allen	library-3			Sample 104	P2007	na	2	2	200um	na	600	800	700		night	138.9		32.51216667	-118.3308667
s775	COI	rep3	Allen	Allen	library-3			Sample 105	P2007	na	2	3	200um	na	500	600	550		night	164.8		32.51216667	-118.3308667
s776	COI	rep3	Allen	Allen	library-3			Sample 106	P2007	na	2	5	200um	na	300	400	350		night	176.7		32.51216667	-118.3308667
s777	COI	rep3	Allen	Allen	library-3			Sample 107	P2007	na	2	6	200um	na	200	300	250		night	395.1		32.51216667	-118.3308667
s778	COI	rep3	Allen	Allen	library-3			Sample 108	P2007	na	2	7	200um	na	100	200	150		night	131.6		32.51216667	-118.3308667
