Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
S3110	COI	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N5	SKQ201916S	GAK19	1	5	150um	na	300	400	350			na		57.19301	-146.9569
S3111	COI	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N6	SKQ201916S	GAK19	1	6	150um	na	200	300	250			na		57.19301	-146.9569
S3112	COI	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N7	SKQ201916S	GAK19	1	7	150um	na	100	200	150			na		57.19301	-146.9569
S3113	COI	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N8	SKQ201916S	GAK19	1	8	150um	na	40	100	70			na		57.19301	-146.9569
S3114	COI	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N9	SKQ201916S	GAK19	1	9	150um	na	0	40	20			na		57.19301	-146.9569
S3115	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N3	SKQ201916S	GAK19	1	3	150um	na	600	1200	900			na		57.19301	-146.9569
S3116	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N4	SKQ201916S	GAK19	1	4	150um	na	400	600	500			na		57.19301	-146.9569
S3117	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N5	SKQ201916S	GAK19	1	5	150um	na	300	400	350			na		57.19301	-146.9569
S3118	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N6	SKQ201916S	GAK19	1	6	150um	na	200	300	250			na		57.19301	-146.9569
S3119	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N7	SKQ201916S	GAK19	1	7	150um	na	100	200	150			na		57.19301	-146.9569
S3120	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N8	SKQ201916S	GAK19	1	8	150um	na	40	100	70			na		57.19301	-146.9569
S3121	COI	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N9	SKQ201916S	GAK19	1	9	150um	na	0	40	20			na		57.19301	-146.9569
S1100	COI	rep1	Tokyo	Allen	Library-Hirai1			H01	KH-13-7	st1	na	3	100um	na	0	200	100			1589		0.02	-170.01
S1101	COI	rep1	Tokyo	Allen	Library-Hirai1			H02	KH-13-7	st1	na	2	100um	na	200	500	350			1940		0.02	-170.01
S1102	COI	rep1	Tokyo	Allen	Library-Hirai1			H03	KH-13-7	st1	na	1	100um	na	500	1000	750			922		0.02	-170.01
S1103	COI	rep1	Tokyo	Allen	Library-Hirai1			H04	KH-14-3	st4	na	3	100um	na	0	200	100			2536		15.01333333	-170.02
S1104	COI	rep1	Tokyo	Allen	Library-Hirai1			H05	KH-14-3	st4	na	2	100um	na	200	500	350			355		15.01333333	-170.02
S1105	COI	rep1	Tokyo	Allen	Library-Hirai1			H06	KH-14-3	st4	na	1	100um	na	500	1000	750			569		15.01333333	-170.02
S1106	COI	rep1	Tokyo	Allen	Library-Hirai1			H07	KH-14-3	st5	na	3	100um	na	0	200	100			1223		20.01	-169.9733333
S1107	COI	rep1	Tokyo	Allen	Library-Hirai1			H08	KH-14-3	st5	na	2	100um	na	200	500	350			854		20.01	-169.9733333
S1108	COI	rep1	Tokyo	Allen	Library-Hirai1			H09	KH-14-3	st5	na	1	100um	na	500	1000	750			217		20.01	-169.9733333
S1109	COI	rep1	Tokyo	Allen	Library-Hirai1			H10	KH-14-3	st6	na	3	100um	na	0	200	100			1292		24	-170.005
S1110	COI	rep1	Tokyo	Allen	Library-Hirai1			H11	KH-14-3	st6	na	2	100um	na	200	500	350			2759		24	-170.005
S1111	COI	rep1	Tokyo	Allen	Library-Hirai1			H12	KH-14-3	st6	na	1	100um	na	500	1000	750			1519		24	-170.005
S1112	COI	rep1	Tokyo	Allen	Library-Hirai1			H13	KH-14-3	st8	na	3	100um	na	0	200	100			4401		35.03166667	-170.025
S1113	COI	rep1	Tokyo	Allen	Library-Hirai1			H14	KH-14-3	st8	na	2	100um	na	200	500	350			1334		35.03166667	-170.025
S1114	COI	rep1	Tokyo	Allen	Library-Hirai1			H15	KH-14-3	st8	na	1	100um	na	500	1000	750			1399		35.03166667	-170.025
S1115	COI	rep1	Tokyo	Allen	Library-Hirai1			H16	KH-14-3	st9	na	3	100um	na	0	200	100			2422		40.01166667	-169.995
S1116	COI	rep1	Tokyo	Allen	Library-Hirai1			H17	KH-14-3	st9	na	2	100um	na	200	500	350			2929		40.01166667	-169.995
S1117	COI	rep1	Tokyo	Allen	Library-Hirai1			H18	KH-14-3	st9	na	1	100um	na	500	1000	750			1621		40.01166667	-169.995
S1118	COI	rep1	Tokyo	Allen	Library-Hirai1			H19	KH-14-3	st10	na	3	100um	na	0	200	100			1223		45.00666667	-170.015
S1119	COI	rep1	Tokyo	Allen	Library-Hirai1			H20	KH-14-3	st10	na	2	100um	na	200	500	350			1309		45.00666667	-170.015
S1120	COI	rep1	Tokyo	Allen	Library-Hirai1			H21	KH-14-3	st10	na	1	100um	na	500	1000	750			1446		45.00666667	-170.015
S1122	COI	rep1	Tokyo	Allen	Library-Hirai1			H22	KH-14-3	st11	na	3	100um	na	0	200	100			784		50.00166667	-170.0333333
S1121	COI	rep1	Tokyo	Allen	Library-Hirai1			H23	KH-14-3	st11	na	2	100um	na	200	500	350			2033		50.00166667	-170.0333333
S1123	COI	rep1	Tokyo	Allen	Library-Hirai1			H24	KH-14-3	st11	na	1	100um	na	500	1000	750			757		50.00166667	-170.0333333
S1124	COI	rep1	Tokyo	Allen	Library-Hirai1			H25	KH-14-3	st12	na	3	100um	na	0	200	100			4942		54.99333333	-169.9983333
S1125	COI	rep1	Tokyo	Allen	Library-Hirai1			H26	KH-14-3	st12	na	2	100um	na	200	500	350			1956		54.99333333	-169.9983333
S1126	COI	rep1	Tokyo	Allen	Library-Hirai1			H27	KH-14-3	st12	na	1	100um	na	500	1000	750			719		54.99333333	-169.9983333
S1127	COI	rep1	Tokyo	Allen	Library-Hirai1			H28	KH-17-4	st7	na	3	100um	na	0	200	100			288		23.01	-130.0066667
S1128	COI	rep1	Tokyo	Allen	Library-Hirai1			H29	KH-17-4	st7	na	2	100um	na	200	500	350			845		23.01	-130.0066667
S1129	COI	rep1	Tokyo	Allen	Library-Hirai1			H30	KH-17-4	st7	na	1	100um	na	500	1000	750			444		23.01	-130.0066667
S1130	COI	rep1	Tokyo	Allen	Library-Hirai1			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
S1131	COI	rep1	Tokyo	Allen	Library-Hirai1			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
S1132	COI	rep1	Tokyo	Allen	Library-Hirai1			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
S1148	COI	rep2	Tokyo	Allen	Library-Hirai1			H01	KH-13-7	st1	na	3	100um	na	0	200	100			1589		0.02	-170.01
S1149	COI	rep2	Tokyo	Allen	Library-Hirai1			H02	KH-13-7	st1	na	2	100um	na	200	500	350			1940		0.02	-170.01
S1150	COI	rep2	Tokyo	Allen	Library-Hirai1			H03	KH-13-7	st1	na	1	100um	na	500	1000	750			922		0.02	-170.01
S1151	COI	rep2	Tokyo	Allen	Library-Hirai1			H04	KH-14-3	st4	na	3	100um	na	0	200	100			2536		15.01333333	-170.02
S1152	COI	rep2	Tokyo	Allen	Library-Hirai1			H05	KH-14-3	st4	na	2	100um	na	200	500	350			355		15.01333333	-170.02
S1153	COI	rep2	Tokyo	Allen	Library-Hirai1			H06	KH-14-3	st4	na	1	100um	na	500	1000	750			569		15.01333333	-170.02
S1154	COI	rep2	Tokyo	Allen	Library-Hirai1			H07	KH-14-3	st5	na	3	100um	na	0	200	100			1223		20.01	-169.9733333
S1155	COI	rep2	Tokyo	Allen	Library-Hirai1			H08	KH-14-3	st5	na	2	100um	na	200	500	350			854		20.01	-169.9733333
S1156	COI	rep2	Tokyo	Allen	Library-Hirai1			H09	KH-14-3	st5	na	1	100um	na	500	1000	750			217		20.01	-169.9733333
S1157	COI	rep2	Tokyo	Allen	Library-Hirai1			H10	KH-14-3	st6	na	3	100um	na	0	200	100			1292		24	-170.005
S1158	COI	rep2	Tokyo	Allen	Library-Hirai1			H11	KH-14-3	st6	na	2	100um	na	200	500	350			2759		24	-170.005
S1159	COI	rep2	Tokyo	Allen	Library-Hirai1			H12	KH-14-3	st6	na	1	100um	na	500	1000	750			1519		24	-170.005
S1160	COI	rep2	Tokyo	Allen	Library-Hirai1			H13	KH-14-3	st8	na	3	100um	na	0	200	100			4401		35.03166667	-170.025
S1161	COI	rep2	Tokyo	Allen	Library-Hirai1			H14	KH-14-3	st8	na	2	100um	na	200	500	350			1334		35.03166667	-170.025
S1162	COI	rep2	Tokyo	Allen	Library-Hirai1			H15	KH-14-3	st8	na	1	100um	na	500	1000	750			1399		35.03166667	-170.025
S1163	COI	rep2	Tokyo	Allen	Library-Hirai1			H16	KH-14-3	st9	na	3	100um	na	0	200	100			2422		40.01166667	-169.995
S1164	COI	rep2	Tokyo	Allen	Library-Hirai1			H17	KH-14-3	st9	na	2	100um	na	200	500	350			2929		40.01166667	-169.995
S1165	COI	rep2	Tokyo	Allen	Library-Hirai1			H18	KH-14-3	st9	na	1	100um	na	500	1000	750			1621		40.01166667	-169.995
S1166	COI	rep2	Tokyo	Allen	Library-Hirai1			H19	KH-14-3	st10	na	3	100um	na	0	200	100			1223		45.00666667	-170.015
S1167	COI	rep2	Tokyo	Allen	Library-Hirai1			H20	KH-14-3	st10	na	2	100um	na	200	500	350			1309		45.00666667	-170.015
S1168	COI	rep2	Tokyo	Allen	Library-Hirai1			H21	KH-14-3	st10	na	1	100um	na	500	1000	750			1446		45.00666667	-170.015
S1170	COI	rep2	Tokyo	Allen	Library-Hirai1			H22	KH-14-3	st11	na	3	100um	na	0	200	100			784		50.00166667	-170.0333333
S1169	COI	rep2	Tokyo	Allen	Library-Hirai1			H23	KH-14-3	st11	na	2	100um	na	200	500	350			2033		50.00166667	-170.0333333
S1171	COI	rep2	Tokyo	Allen	Library-Hirai1			H24	KH-14-3	st11	na	1	100um	na	500	1000	750			757		50.00166667	-170.0333333
S1172	COI	rep2	Tokyo	Allen	Library-Hirai1			H25	KH-14-3	st12	na	3	100um	na	0	200	100			4942		54.99333333	-169.9983333
S1173	COI	rep2	Tokyo	Allen	Library-Hirai1			H26	KH-14-3	st12	na	2	100um	na	200	500	350			1956		54.99333333	-169.9983333
S1174	COI	rep2	Tokyo	Allen	Library-Hirai1			H27	KH-14-3	st12	na	1	100um	na	500	1000	750			719		54.99333333	-169.9983333
S1175	COI	rep2	Tokyo	Allen	Library-Hirai1			H28	KH-17-4	st7	na	3	100um	na	0	200	100			288		23.01	-130.0066667
S1176	COI	rep2	Tokyo	Allen	Library-Hirai1			H29	KH-17-4	st7	na	2	100um	na	200	500	350			845		23.01	-130.0066667
S1177	COI	rep2	Tokyo	Allen	Library-Hirai1			H30	KH-17-4	st7	na	1	100um	na	500	1000	750			444		23.01	-130.0066667
S1178	COI	rep2	Tokyo	Allen	Library-Hirai1			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
S1179	COI	rep2	Tokyo	Allen	Library-Hirai1			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
S1180	COI	rep2	Tokyo	Allen	Library-Hirai1			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
S1196	COI	rep3	Tokyo	Allen	Library-Hirai1			H01	KH-13-7	st1	na	3	100um	na	0	200	100			1589		0.02	-170.01
S1197	COI	rep3	Tokyo	Allen	Library-Hirai1			H02	KH-13-7	st1	na	2	100um	na	200	500	350			1940		0.02	-170.01
S1198	COI	rep3	Tokyo	Allen	Library-Hirai1			H03	KH-13-7	st1	na	1	100um	na	500	1000	750			922		0.02	-170.01
S1199	COI	rep3	Tokyo	Allen	Library-Hirai1			H04	KH-14-3	st4	na	3	100um	na	0	200	100			2536		15.01333333	-170.02
S1200	COI	rep3	Tokyo	Allen	Library-Hirai1			H05	KH-14-3	st4	na	2	100um	na	200	500	350			355		15.01333333	-170.02
S1201	COI	rep3	Tokyo	Allen	Library-Hirai1			H06	KH-14-3	st4	na	1	100um	na	500	1000	750			569		15.01333333	-170.02
S1202	COI	rep3	Tokyo	Allen	Library-Hirai1			H07	KH-14-3	st5	na	3	100um	na	0	200	100			1223		20.01	-169.9733333
S1203	COI	rep3	Tokyo	Allen	Library-Hirai1			H08	KH-14-3	st5	na	2	100um	na	200	500	350			854		20.01	-169.9733333
S1204	COI	rep3	Tokyo	Allen	Library-Hirai1			H09	KH-14-3	st5	na	1	100um	na	500	1000	750			217		20.01	-169.9733333
S1205	COI	rep3	Tokyo	Allen	Library-Hirai1			H10	KH-14-3	st6	na	3	100um	na	0	200	100			1292		24	-170.005
S1206	COI	rep3	Tokyo	Allen	Library-Hirai1			H11	KH-14-3	st6	na	2	100um	na	200	500	350			2759		24	-170.005
S1207	COI	rep3	Tokyo	Allen	Library-Hirai1			H12	KH-14-3	st6	na	1	100um	na	500	1000	750			1519		24	-170.005
S1208	COI	rep3	Tokyo	Allen	Library-Hirai1			H13	KH-14-3	st8	na	3	100um	na	0	200	100			4401		35.03166667	-170.025
S1209	COI	rep3	Tokyo	Allen	Library-Hirai1			H14	KH-14-3	st8	na	2	100um	na	200	500	350			1334		35.03166667	-170.025
S1210	COI	rep3	Tokyo	Allen	Library-Hirai1			H15	KH-14-3	st8	na	1	100um	na	500	1000	750			1399		35.03166667	-170.025
S1211	COI	rep3	Tokyo	Allen	Library-Hirai1			H16	KH-14-3	st9	na	3	100um	na	0	200	100			2422		40.01166667	-169.995
S1212	COI	rep3	Tokyo	Allen	Library-Hirai1			H17	KH-14-3	st9	na	2	100um	na	200	500	350			2929		40.01166667	-169.995
S1213	COI	rep3	Tokyo	Allen	Library-Hirai1			H18	KH-14-3	st9	na	1	100um	na	500	1000	750			1621		40.01166667	-169.995
S1214	COI	rep3	Tokyo	Allen	Library-Hirai1			H19	KH-14-3	st10	na	3	100um	na	0	200	100			1223		45.00666667	-170.015
S1215	COI	rep3	Tokyo	Allen	Library-Hirai1			H20	KH-14-3	st10	na	2	100um	na	200	500	350			1309		45.00666667	-170.015
S1216	COI	rep3	Tokyo	Allen	Library-Hirai1			H21	KH-14-3	st10	na	1	100um	na	500	1000	750			1446		45.00666667	-170.015
S1218	COI	rep3	Tokyo	Allen	Library-Hirai1			H22	KH-14-3	st11	na	3	100um	na	0	200	100			784		50.00166667	-170.0333333
S1217	COI	rep3	Tokyo	Allen	Library-Hirai1			H23	KH-14-3	st11	na	2	100um	na	200	500	350			2033		50.00166667	-170.0333333
S1219	COI	rep3	Tokyo	Allen	Library-Hirai1			H24	KH-14-3	st11	na	1	100um	na	500	1000	750			757		50.00166667	-170.0333333
S1220	COI	rep3	Tokyo	Allen	Library-Hirai1			H25	KH-14-3	st12	na	3	100um	na	0	200	100			4942		54.99333333	-169.9983333
S1221	COI	rep3	Tokyo	Allen	Library-Hirai1			H26	KH-14-3	st12	na	2	100um	na	200	500	350			1956		54.99333333	-169.9983333
S1222	COI	rep3	Tokyo	Allen	Library-Hirai1			H27	KH-14-3	st12	na	1	100um	na	500	1000	750			719		54.99333333	-169.9983333
S1223	COI	rep3	Tokyo	Allen	Library-Hirai1			H28	KH-17-4	st7	na	3	100um	na	0	200	100			288		23.01	-130.0066667
S1224	COI	rep3	Tokyo	Allen	Library-Hirai1			H29	KH-17-4	st7	na	2	100um	na	200	500	350			845		23.01	-130.0066667
S1225	COI	rep3	Tokyo	Allen	Library-Hirai1			H30	KH-17-4	st7	na	1	100um	na	500	1000	750			444		23.01	-130.0066667
S1226	COI	rep3	Tokyo	Allen	Library-Hirai1			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
S1227	COI	rep3	Tokyo	Allen	Library-Hirai1			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
S1228	COI	rep3	Tokyo	Allen	Library-Hirai1			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
1501	COI	rep1	Tokyo	Allen	Library-Hirai2			H31	KH-17-4	st8	na	3	100um	na	0	200	100			752		23.00333333	-140.01
1502	COI	rep1	Tokyo	Allen	Library-Hirai2			H32	KH-17-4	st8	na	2	100um	na	200	500	350			767		23.00333333	-140.01
1503	COI	rep1	Tokyo	Allen	Library-Hirai2			H33	KH-17-4	st8	na	1	100um	na	500	1000	750			1222		23.00333333	-140.01
1504	COI	rep1	Tokyo	Allen	Library-Hirai2			H34	KH-12-01	st3	na	3	100um	na	0	200	100			1121		0	-105.0016667
1505	COI	rep1	Tokyo	Allen	Library-Hirai2			H35	KH-12-01	st3	na	2	100um	na	200	500	350			3670		0	-105.0016667
1506	COI	rep1	Tokyo	Allen	Library-Hirai2			H36	KH-12-01	st3	na	1	100um	na	500	1000	750			1374		0	-105.0016667
1507	COI	rep1	Tokyo	Allen	Library-Hirai2			H37	KH-12-01	st5	na	3	100um	na	0	200	100			1716		0.001666667	-115
1508	COI	rep1	Tokyo	Allen	Library-Hirai2			H38	KH-12-01	st5	na	2	100um	na	200	500	350			727		0.001666667	-115
1509	COI	rep1	Tokyo	Allen	Library-Hirai2			H39	KH-12-01	st5	na	1	100um	na	500	1000	750			666		0.001666667	-115
1510	COI	rep1	Tokyo	Allen	Library-Hirai2			H40	KH-12-01	st7	na	3	100um	na	0	200	100			1245		-0.001666667	-125.0016667
1511	COI	rep1	Tokyo	Allen	Library-Hirai2			H41	KH-12-01	st7	na	2	100um	na	200	500	350			1133		-0.001666667	-125.0016667
1512	COI	rep1	Tokyo	Allen	Library-Hirai2			H42	KH-12-01	st7	na	1	100um	na	500	1000	750			756		-0.001666667	-125.0016667
1513	COI	rep1	Tokyo	Allen	Library-Hirai2			H43	KH-11-10	st3	na	3	100um	na	0	200	100			2147		23.00833333	-195
1514	COI	rep1	Tokyo	Allen	Library-Hirai2			H44	KH-11-10	st3	na	2	100um	na	200	500	350			465		23.00833333	-195
1515	COI	rep1	Tokyo	Allen	Library-Hirai2			H45	KH-11-10	st3	na	1	100um	na	500	1000	750			82.9		23.00833333	-195
1516	COI	rep1	Tokyo	Allen	Library-Hirai2			H46	KH-11-10	st4A	na	3	100um	na	0	200	100			611		23.00166667	-189.9983
1517	COI	rep1	Tokyo	Allen	Library-Hirai2			H47	KH-11-10	st4A	na	2	100um	na	200	500	350			233		23.00166667	-189.9983
1518	COI	rep1	Tokyo	Allen	Library-Hirai2			H48	KH-11-10	st4A	na	1	100um	na	500	1000	750			183		23.00166667	-189.9983
1519	COI	rep1	Tokyo	Allen	Library-Hirai2			H49	SY-15-01	C3300	na	3	100um	na	0	200	100			2581		33	-222
1520	COI	rep1	Tokyo	Allen	Library-Hirai2			H50	SY-15-01	C3300	na	2	100um	na	200	500	350			1808		33	-222
1521	COI	rep1	Tokyo	Allen	Library-Hirai2			H51	SY-15-01	C3300	na	1	100um	na	500	1000	750			1134		33	-222
1522	COI	rep1	Tokyo	Allen	Library-Hirai2			H52	SY-15-01	C3345	na	3	100um	na	0	200	100			1264		33.75	-222
1523	COI	rep1	Tokyo	Allen	Library-Hirai2			H53	SY-15-01	C3345	na	2	100um	na	200	500	350			1331		33.75	-222
1524	COI	rep1	Tokyo	Allen	Library-Hirai2			H54	SY-15-01	C3345	na	1	100um	na	500	1000	750			162		33.75	-222
1525	COI	rep1	Tokyo	Allen	Library-Hirai2			H55	SY-11-05	C3100	na	3	100um	na	0	200	100			1749		31	-222.0016667
1526	COI	rep1	Tokyo	Allen	Library-Hirai2			H56	SY-11-05	C3100	na	2	100um	na	200	500	350			1619		31	-222.0016667
1527	COI	rep1	Tokyo	Allen	Library-Hirai2			H57	SY-11-05	C3100	na	1	100um	na	500	1000	750			167		31	-222.0016667
1528	COI	rep1	Tokyo	Allen	Library-Hirai2			H58	SY-11-05	K01	na	3	100um	na	0	200	100			330		32.91	-221.9916667
1529	COI	rep1	Tokyo	Allen	Library-Hirai2			H59	SY-11-05	K01	na	2	100um	na	200	500	350			1559		32.91	-221.9916667
1530	COI	rep1	Tokyo	Allen	Library-Hirai2			H60	SY-11-05	K01	na	1	100um	na	500	1000	750			2173		32.91	-221.9916667
1531	COI	rep1	Tokyo	Allen	Library-Hirai2			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
1532	COI	rep1	Tokyo	Allen	Library-Hirai2			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
1533	COI	rep1	Tokyo	Allen	Library-Hirai2			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
1549	COI	rep2	Tokyo	Allen	Library-Hirai2			H31	KH-17-4	st8	na	3	100um	na	0	200	100			752		23.00333333	-140.01
1550	COI	rep2	Tokyo	Allen	Library-Hirai2			H32	KH-17-4	st8	na	2	100um	na	200	500	350			767		23.00333333	-140.01
1551	COI	rep2	Tokyo	Allen	Library-Hirai2			H33	KH-17-4	st8	na	1	100um	na	500	1000	750			1222		23.00333333	-140.01
1552	COI	rep2	Tokyo	Allen	Library-Hirai2			H34	KH-12-01	st3	na	3	100um	na	0	200	100			1121		0	-105.0016667
1553	COI	rep2	Tokyo	Allen	Library-Hirai2			H35	KH-12-01	st3	na	2	100um	na	200	500	350			3670		0	-105.0016667
1554	COI	rep2	Tokyo	Allen	Library-Hirai2			H36	KH-12-01	st3	na	1	100um	na	500	1000	750			1374		0	-105.0016667
1555	COI	rep2	Tokyo	Allen	Library-Hirai2			H37	KH-12-01	st5	na	3	100um	na	0	200	100			1716		0.001666667	-115
1556	COI	rep2	Tokyo	Allen	Library-Hirai2			H38	KH-12-01	st5	na	2	100um	na	200	500	350			727		0.001666667	-115
1557	COI	rep2	Tokyo	Allen	Library-Hirai2			H39	KH-12-01	st5	na	1	100um	na	500	1000	750			666		0.001666667	-115
1558	COI	rep2	Tokyo	Allen	Library-Hirai2			H40	KH-12-01	st7	na	3	100um	na	0	200	100			1245		-0.001666667	-125.0016667
1559	COI	rep2	Tokyo	Allen	Library-Hirai2			H41	KH-12-01	st7	na	2	100um	na	200	500	350			1133		-0.001666667	-125.0016667
1560	COI	rep2	Tokyo	Allen	Library-Hirai2			H42	KH-12-01	st7	na	1	100um	na	500	1000	750			756		-0.001666667	-125.0016667
1561	COI	rep2	Tokyo	Allen	Library-Hirai2			H43	KH-11-10	st3	na	3	100um	na	0	200	100			2147		23.00833333	-195
1562	COI	rep2	Tokyo	Allen	Library-Hirai2			H44	KH-11-10	st3	na	2	100um	na	200	500	350			465		23.00833333	-195
1563	COI	rep2	Tokyo	Allen	Library-Hirai2			H45	KH-11-10	st3	na	1	100um	na	500	1000	750			82.9		23.00833333	-195
1564	COI	rep2	Tokyo	Allen	Library-Hirai2			H46	KH-11-10	st4A	na	3	100um	na	0	200	100			611		23.00166667	-189.9983
1565	COI	rep2	Tokyo	Allen	Library-Hirai2			H47	KH-11-10	st4A	na	2	100um	na	200	500	350			233		23.00166667	-189.9983
1566	COI	rep2	Tokyo	Allen	Library-Hirai2			H48	KH-11-10	st4A	na	1	100um	na	500	1000	750			183		23.00166667	-189.9983
1567	COI	rep2	Tokyo	Allen	Library-Hirai2			H49	SY-15-01	C3300	na	3	100um	na	0	200	100			2581		33	-222
1568	COI	rep2	Tokyo	Allen	Library-Hirai2			H50	SY-15-01	C3300	na	2	100um	na	200	500	350			1808		33	-222
1569	COI	rep2	Tokyo	Allen	Library-Hirai2			H51	SY-15-01	C3300	na	1	100um	na	500	1000	750			1134		33	-222
1570	COI	rep2	Tokyo	Allen	Library-Hirai2			H52	SY-15-01	C3345	na	3	100um	na	0	200	100			1264		33.75	-222
1571	COI	rep2	Tokyo	Allen	Library-Hirai2			H53	SY-15-01	C3345	na	2	100um	na	200	500	350			1331		33.75	-222
1572	COI	rep2	Tokyo	Allen	Library-Hirai2			H54	SY-15-01	C3345	na	1	100um	na	500	1000	750			162		33.75	-222
1573	COI	rep2	Tokyo	Allen	Library-Hirai2			H55	SY-11-05	C3100	na	3	100um	na	0	200	100			1749		31	-222.0016667
1574	COI	rep2	Tokyo	Allen	Library-Hirai2			H56	SY-11-05	C3100	na	2	100um	na	200	500	350			1619		31	-222.0016667
1575	COI	rep2	Tokyo	Allen	Library-Hirai2			H57	SY-11-05	C3100	na	1	100um	na	500	1000	750			167		31	-222.0016667
1576	COI	rep2	Tokyo	Allen	Library-Hirai2			H58	SY-11-05	K01	na	3	100um	na	0	200	100			330		32.91	-221.9916667
1577	COI	rep2	Tokyo	Allen	Library-Hirai2			H59	SY-11-05	K01	na	2	100um	na	200	500	350			1559		32.91	-221.9916667
1578	COI	rep2	Tokyo	Allen	Library-Hirai2			H60	SY-11-05	K01	na	1	100um	na	500	1000	750			2173		32.91	-221.9916667
1579	COI	rep2	Tokyo	Allen	Library-Hirai2			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
1580	COI	rep2	Tokyo	Allen	Library-Hirai2			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
1581	COI	rep2	Tokyo	Allen	Library-Hirai2			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
1597	COI	rep3	Tokyo	Allen	Library-Hirai2			H31	KH-17-4	st8	na	3	100um	na	0	200	100			752		23.00333333	-140.01
1598	COI	rep3	Tokyo	Allen	Library-Hirai2			H32	KH-17-4	st8	na	2	100um	na	200	500	350			767		23.00333333	-140.01
1599	COI	rep3	Tokyo	Allen	Library-Hirai2			H33	KH-17-4	st8	na	1	100um	na	500	1000	750			1222		23.00333333	-140.01
1600	COI	rep3	Tokyo	Allen	Library-Hirai2			H34	KH-12-01	st3	na	3	100um	na	0	200	100			1121		0	-105.0016667
1601	COI	rep3	Tokyo	Allen	Library-Hirai2			H35	KH-12-01	st3	na	2	100um	na	200	500	350			3670		0	-105.0016667
1602	COI	rep3	Tokyo	Allen	Library-Hirai2			H36	KH-12-01	st3	na	1	100um	na	500	1000	750			1374		0	-105.0016667
1603	COI	rep3	Tokyo	Allen	Library-Hirai2			H37	KH-12-01	st5	na	3	100um	na	0	200	100			1716		0.001666667	-115
1604	COI	rep3	Tokyo	Allen	Library-Hirai2			H38	KH-12-01	st5	na	2	100um	na	200	500	350			727		0.001666667	-115
1605	COI	rep3	Tokyo	Allen	Library-Hirai2			H39	KH-12-01	st5	na	1	100um	na	500	1000	750			666		0.001666667	-115
1606	COI	rep3	Tokyo	Allen	Library-Hirai2			H40	KH-12-01	st7	na	3	100um	na	0	200	100			1245		-0.001666667	-125.0016667
1607	COI	rep3	Tokyo	Allen	Library-Hirai2			H41	KH-12-01	st7	na	2	100um	na	200	500	350			1133		-0.001666667	-125.0016667
1608	COI	rep3	Tokyo	Allen	Library-Hirai2			H42	KH-12-01	st7	na	1	100um	na	500	1000	750			756		-0.001666667	-125.0016667
1609	COI	rep3	Tokyo	Allen	Library-Hirai2			H43	KH-11-10	st3	na	3	100um	na	0	200	100			2147		23.00833333	-195
1610	COI	rep3	Tokyo	Allen	Library-Hirai2			H44	KH-11-10	st3	na	2	100um	na	200	500	350			465		23.00833333	-195
1611	COI	rep3	Tokyo	Allen	Library-Hirai2			H45	KH-11-10	st3	na	1	100um	na	500	1000	750			82.9		23.00833333	-195
1612	COI	rep3	Tokyo	Allen	Library-Hirai2			H46	KH-11-10	st4A	na	3	100um	na	0	200	100			611		23.00166667	-189.9983
