Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
S443	18S	rep2	Allen	Allen	library-2			Sample 77	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	9.36		34.49348	-120.7343
S444	18S	rep2	Allen	Allen	library-2			Sample 78	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	8.23		34.49348	-120.7343
S445	18S	rep2	Allen	Allen	library-2			Sample 79	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	8.83		34.49348	-120.7343
S446	18S	rep2	Allen	Allen	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S447	18S	rep2	Allen	Allen	library-2			Sample 5	P1604	Cycle 1	1	5	200um	na	150	200	175		day	12.25		33.03124	-122.9335
S448	18S	rep2	Allen	Allen	library-2			Sample 26	P1604	Cycle 3	1	8	200um	na	0	50	25		day	12.19		34.73994	-121.2671
S449	18S	rep2	Allen	Allen	library-2			Sample 29	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	15.84		34.49348	-120.7343
S450	18S	rep2	Allen	Allen	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S451	18S	rep3	Allen	Allen	library-2			Sample 43	P1604	Cycle 1	1	1	200um	na	350	400	375		day	11.14		33.03124	-122.9335
S452	18S	rep3	Allen	Allen	library-2			Sample 44	P1604	Cycle 1	1	2	200um	na	300	350	325		day	10.33		33.03124	-122.9335
S453	18S	rep3	Allen	Allen	library-2			Sample 45	P1604	Cycle 1	1	3	200um	na	250	300	275		day	11.1		33.03124	-122.9335
S454	18S	rep3	Allen	Allen	library-2			Sample 46	P1604	Cycle 1	1	4	200um	na	200	250	225		day	10.57		33.03124	-122.9335
S455	18S	rep3	Allen	Allen	library-2			Sample 47	P1604	Cycle 1	1	5	200um	na	150	200	175		day	14.24		33.03124	-122.9335
S456	18S	rep3	Allen	Allen	library-2			Sample 48	P1604	Cycle 1	1	6	200um	na	100	150	125		day	13		33.03124	-122.9335
S457	18S	rep3	Allen	Allen	library-2			Sample 49	P1604	Cycle 1	1	7	200um	na	50	100	75		day	14.44		33.03124	-122.9335
S458	18S	rep3	Allen	Allen	library-2			Sample 50	P1604	Cycle 1	1	8	200um	na	0	50	25		day	16.59		33.03124	-122.9335
S459	18S	rep3	Allen	Allen	library-2			Sample 51	P1604	Cycle 2	1	1	200um	na	350	400	375		day	9.76		33.5584	-122.1327
S460	18S	rep3	Allen	Allen	library-2			Sample 52	P1604	Cycle 2	1	2	200um	na	300	350	325		day	9.98		33.5584	-122.1327
S461	18S	rep3	Allen	Allen	library-2			Sample 53	P1604	Cycle 2	1	3	200um	na	250	300	275		day	11.93		33.5584	-122.1327
S462	18S	rep3	Allen	Allen	library-2			Sample 54	P1604	Cycle 2	1	4	200um	na	200	250	225		day	13.86		33.5584	-122.1327
S463	18S	rep3	Allen	Allen	library-2			Sample 55	P1604	Cycle 2	1	5	200um	na	150	200	175		day	14.31		33.5584	-122.1327
S464	18S	rep3	Allen	Allen	library-2			Sample 56	P1604	Cycle 2	1	6	200um	na	100	150	125		day	13.36		33.5584	-122.1327
S465	18S	rep3	Allen	Allen	library-2			Sample 57	P1604	Cycle 2	1	7	200um	na	50	100	75		day	15.77		33.5584	-122.1327
S466	18S	rep3	Allen	Allen	library-2			Sample 58	P1604	Cycle 2	1	8	200um	na	0	50	25		day	15.74		33.5584	-122.1327
S467	18S	rep3	Allen	Allen	library-2			Sample 61	P1604	Cycle 3	1	1	200um	na	350	400	375		day	9.23		34.73994	-121.2671
S468	18S	rep3	Allen	Allen	library-2			Sample 62	P1604	Cycle 3	1	2	200um	na	300	350	325		day	12.18		34.73994	-121.2671
S469	18S	rep3	Allen	Allen	library-2			Sample 63	P1604	Cycle 3	1	3	200um	na	250	300	275		day	14.01		34.73994	-121.2671
S470	18S	rep3	Allen	Allen	library-2			Sample 64	P1604	Cycle 3	1	4	200um	na	200	250	225		day	13.36		34.73994	-121.2671
S471	18S	rep3	Allen	Allen	library-2			Sample 65	P1604	Cycle 3	1	5	200um	na	150	200	175		day	12.41		34.73994	-121.2671
S472	18S	rep3	Allen	Allen	library-2			Sample 66	P1604	Cycle 3	1	6	200um	na	100	150	125		day	14.83		34.73994	-121.2671
S473	18S	rep3	Allen	Allen	library-2			Sample 67	P1604	Cycle 3	1	7	200um	na	50	100	75		day	18.98		34.73994	-121.2671
S474	18S	rep3	Allen	Allen	library-2			Sample 68	P1604	Cycle 3	1	8	200um	na	0	50	25		day	14.13		34.73994	-121.2671
S475	18S	rep3	Allen	Allen	library-2			Sample 69	P1604	Cycle 3	1	8	200um	na	0	50	25		day	11.7		34.73994	-121.2671
S476	18S	rep3	Allen	Allen	library-2			Sample 70	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	14.71		34.49348	-120.7343
S477	18S	rep3	Allen	Allen	library-2			Sample 71	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	15.21		34.49348	-120.7343
S478	18S	rep3	Allen	Allen	library-2			Sample 72	P1604	Cycle 4	1	3	200um	na	125	150	137.5		day	16.61		34.49348	-120.7343
S479	18S	rep3	Allen	Allen	library-2			Sample 73	P1604	Cycle 4	1	4	200um	na	100	125	112.5		day	15.89		34.49348	-120.7343
S480	18S	rep3	Allen	Allen	library-2			Sample 74	P1604	Cycle 4	1	5	200um	na	75	100	87.5		day	14.12		34.49348	-120.7343
S481	18S	rep3	Allen	Allen	library-2			Sample 75	P1604	Cycle 4	1	6	200um	na	50	75	62.5		day	15.37		34.49348	-120.7343
S482	18S	rep3	Allen	Allen	library-2			Sample 76	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	13.96		34.49348	-120.7343
S483	18S	rep3	Allen	Allen	library-2			Sample 77	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	10.72		34.49348	-120.7343
S484	18S	rep3	Allen	Allen	library-2			Sample 78	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	13.36		34.49348	-120.7343
S485	18S	rep3	Allen	Allen	library-2			Sample 79	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	14.17		34.49348	-120.7343
S486	18S	rep3	Allen	Allen	library-2			NC	na	na	na	na	na	na	na	na	na		day	3.37			
S487	18S	rep3	Allen	Allen	library-2			Sample 5	P1604	Cycle 1	1	5	200um	na	150	200	175		day	15.06		33.03124	-122.9335
S488	18S	rep3	Allen	Allen	library-2			Sample 26	P1604	Cycle 3	1	8	200um	na	0	50	25		day	15.81		34.73994	-121.2671
S489	18S	rep3	Allen	Allen	library-2			Sample 29	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	14.79		34.49348	-120.7343
s501	18S	rep1	Allen	Allen	library-3			Sample 81	P1604	Cycle 3	1	8	200um	na	0	50	25		day	d		34.73994	-121.2671
s502	18S	rep1	Allen	Allen	library-3			Sample 82	P1604	Cycle 3	1	8	200um	na	0	50	25		day	32		34.73994	-121.2671
s503	18S	rep1	Allen	Allen	library-3			Sample 83	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	263.6		34.49348	-120.7343
s504	18S	rep1	Allen	Allen	library-3			Sample 84	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	496.4		34.49348	-120.7343
s505	18S	rep1	Allen	Allen	library-3			Sample 85	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	129.3		34.49348	-120.7343
s506	18S	rep1	Allen	Allen	library-3			Sample 86	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	160.6		34.49348	-120.7343
s507	18S	rep1	Allen	Allen	library-3			Sample 87	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	125.3		34.49348	-120.7343
s508	18S	rep1	Allen	Allen	library-3			Sample 88	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	109		34.49348	-120.7343
s509	18S	rep1	Allen	Allen	library-3			Sample 89	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	301.8		34.49348	-120.7343
s510	18S	rep1	Allen	Allen	library-3			Sample 90	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	216.8		34.49348	-120.7343
s511	18S	rep1	Allen	Allen	library-3			Sample 91	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	599		34.49348	-120.7343
s512	18S	rep1	Allen	Allen	library-3			Sample 92	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	406.11		34.49348	-120.7343
s513	18S	rep1	Allen	Allen	library-3			Sample 93	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	254.7		34.49348	-120.7343
s514	18S	rep1	Allen	Allen	library-3			Sample 94	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	470.3		34.49348	-120.7343
s515	18S	rep1	Allen	Allen	library-3			Sample 95	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	322		34.49348	-120.7343
s516	18S	rep1	Allen	Allen	library-3			Sample 96	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	539.7		34.49348	-120.7343
s517	18S	rep1	Allen	Allen	library-3			Sample 97	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	547.6		34.49348	-120.7343
s518	18S	rep1	Allen	Allen	library-3			Sample 98	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	502.5		34.49348	-120.7343
s519	18S	rep1	Allen	Allen	library-3			Sample 99	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	819.8		34.49348	-120.7343
s520	18S	rep1	Allen	Allen	library-3			Sample 100	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	nd		34.49348	-120.7343
s521	18S	rep1	Allen	Allen	library-3			Sample 101	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	919.5		34.49348	-120.7343
s522	18S	rep1	Allen	Allen	library-3			Sample 102	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	659.8		34.49348	-120.7343
s523	18S	rep1	Allen	Allen	library-3			Sample 103	P2007	na	2	1	200um	na	800	1000	900		night	16.2		32.51216667	-118.3308667
s524	18S	rep1	Allen	Allen	library-3			Sample 104	P2007	na	2	2	200um	na	600	800	700		night	138.9		32.51216667	-118.3308667
s525	18S	rep1	Allen	Allen	library-3			Sample 105	P2007	na	2	3	200um	na	500	600	550		night	164.8		32.51216667	-118.3308667
s526	18S	rep1	Allen	Allen	library-3			Sample 106	P2007	na	2	5	200um	na	300	400	350		night	176.7		32.51216667	-118.3308667
s527	18S	rep1	Allen	Allen	library-3			Sample 107	P2007	na	2	6	200um	na	200	300	250		night	395.1		32.51216667	-118.3308667
s528	18S	rep1	Allen	Allen	library-3			Sample 108	P2007	na	2	7	200um	na	100	200	150		night	131.6		32.51216667	-118.3308667
s529	18S	rep1	Allen	Allen	library-3			Sample 109	P2007	na	2	8	200um	na	50	100	75		night	90.8		32.51216667	-118.3308667
s530	18S	rep1	Allen	Allen	library-3			Sample 110	P2007	na	2	9	200um	na	0	50	25		night	35.6		32.51216667	-118.3308667
s531	18S	rep1	Allen	Allen	library-3			Sample 111	P2007	na	3	1	200um	na	800	1000	900		day	105.4		32.51216667	-118.3308667
s532	18S	rep1	Allen	Allen	library-3			Sample 112	P2007	na	3	2	200um	na	500	800	650		day	49.3		32.51216667	-118.3308667
s533	18S	rep1	Allen	Allen	library-3			Sample 113	P2007	na	3	3	200um	na	400	500	450		day	69.4		32.51216667	-118.3308667
s534	18S	rep1	Allen	Allen	library-3			Sample 114	P2007	na	3	4	200um	na	300	400	350		day	97.4		32.51216667	-118.3308667
s535	18S	rep1	Allen	Allen	library-3			Sample 115	P2007	na	3	6	200um	na	100	200	150		day	152.9		32.51216667	-118.3308667
s536	18S	rep1	Allen	Allen	library-3			Sample 116	P2007	na	3	7	200um	na	50	100	75		day	94.2		32.51216667	-118.3308667
s537	18S	rep1	Allen	Allen	library-3			Sample 117	P2007	na	3	8	200um	na	25	50	37.5		day	102.8		32.51216667	-118.3308667
s538	18S	rep1	Allen	Allen	library-3			Sample 118	P2007	na	3	9	200um	na	0	25	12.5		day	67.6		32.51216667	-118.3308667
s539	18S	rep1	Allen	Allen	library-3		NC	NC	NC		na	na	na	na	na	na	na		na	-1.8		32.51216667	-118.3308667
s540	18S	rep1	Allen	Allen	library-3			Sample 120	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	390.5		34.5183	-120.7625
s541	18S	rep1	Allen	Allen	library-3			Sample 121	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	124.5		34.5183	-120.7625
s542	18S	rep1	Allen	Allen	library-3			Sample 122	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	250.8		34.5183	-120.7625
s543	18S	rep1	Allen	Allen	library-3			Sample 123	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	169.6		34.5183	-120.7625
s544	18S	rep1	Allen	Allen	library-3			Sample 124	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	162.6		34.5183	-120.7625
s545	18S	rep1	Allen	Allen	library-3			Sample 125	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	125		34.5183	-120.7625
s546	18S	rep1	Allen	Allen	library-3			Sample 126	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	337.1		34.5183	-120.7625
s547	18S	rep1	Allen	Allen	library-3			Sample 127	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	265.8		34.5183	-120.7625
s548	18S	rep1	Allen	Allen	library-3			Sample 41	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	269.7		34.5183	-120.7625
s549	18S	rep1	Allen	Allen	library-3			Sample 42	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	393.2		34.5183	-120.7625
s550	18S	rep1	Allen	Allen	library-3			Sample 27	P1604	Cycle 3	2	8	200um	na	0	50	25		night	40.8		34.68737	-121.2542
s551	18S	rep2	Allen	Allen	library-3			Sample 81	P1604	Cycle 3	1	8	200um	na	0	50	25		day	d		34.73994	-121.2671
s552	18S	rep2	Allen	Allen	library-3			Sample 82	P1604	Cycle 3	1	8	200um	na	0	50	25		day	32		34.73994	-121.2671
s553	18S	rep2	Allen	Allen	library-3			Sample 83	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	263.6		34.49348	-120.7343
s554	18S	rep2	Allen	Allen	library-3			Sample 84	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	496.4		34.49348	-120.7343
s555	18S	rep2	Allen	Allen	library-3			Sample 85	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	129.3		34.49348	-120.7343
s556	18S	rep2	Allen	Allen	library-3			Sample 86	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	160.6		34.49348	-120.7343
s557	18S	rep2	Allen	Allen	library-3			Sample 87	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	125.3		34.49348	-120.7343
s558	18S	rep2	Allen	Allen	library-3			Sample 88	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	109		34.49348	-120.7343
s559	18S	rep2	Allen	Allen	library-3			Sample 89	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	301.8		34.49348	-120.7343
s560	18S	rep2	Allen	Allen	library-3			Sample 90	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	216.8		34.49348	-120.7343
s561	18S	rep2	Allen	Allen	library-3			Sample 91	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	599		34.49348	-120.7343
s562	18S	rep2	Allen	Allen	library-3			Sample 92	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	406.11		34.49348	-120.7343
s563	18S	rep2	Allen	Allen	library-3			Sample 93	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	254.7		34.49348	-120.7343
s564	18S	rep2	Allen	Allen	library-3			Sample 94	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	470.3		34.49348	-120.7343
s565	18S	rep2	Allen	Allen	library-3			Sample 95	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	322		34.49348	-120.7343
s566	18S	rep2	Allen	Allen	library-3			Sample 96	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	539.7		34.49348	-120.7343
s567	18S	rep2	Allen	Allen	library-3			Sample 97	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	547.6		34.49348	-120.7343
s568	18S	rep2	Allen	Allen	library-3			Sample 98	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	502.5		34.49348	-120.7343
s569	18S	rep2	Allen	Allen	library-3			Sample 99	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	819.8		34.49348	-120.7343
s570	18S	rep2	Allen	Allen	library-3			Sample 100	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	nd		34.49348	-120.7343
s571	18S	rep2	Allen	Allen	library-3			Sample 101	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	919.5		34.49348	-120.7343
s572	18S	rep2	Allen	Allen	library-3			Sample 102	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	659.8		34.49348	-120.7343
s573	18S	rep2	Allen	Allen	library-3			Sample 103	P2007	na	2	1	200um	na	800	1000	900		night	16.2		32.51216667	-118.3308667
s574	18S	rep2	Allen	Allen	library-3			Sample 104	P2007	na	2	2	200um	na	600	800	700		night	138.9		32.51216667	-118.3308667
s575	18S	rep2	Allen	Allen	library-3			Sample 105	P2007	na	2	3	200um	na	500	600	550		night	164.8		32.51216667	-118.3308667
s576	18S	rep2	Allen	Allen	library-3			Sample 106	P2007	na	2	5	200um	na	300	400	350		night	176.7		32.51216667	-118.3308667
s577	18S	rep2	Allen	Allen	library-3			Sample 107	P2007	na	2	6	200um	na	200	300	250		night	395.1		32.51216667	-118.3308667
s578	18S	rep2	Allen	Allen	library-3			Sample 108	P2007	na	2	7	200um	na	100	200	150		night	131.6		32.51216667	-118.3308667
s579	18S	rep2	Allen	Allen	library-3			Sample 109	P2007	na	2	8	200um	na	50	100	75		night	90.8		32.51216667	-118.3308667
s580	18S	rep2	Allen	Allen	library-3			Sample 110	P2007	na	2	9	200um	na	0	50	25		night	35.6		32.51216667	-118.3308667
s581	18S	rep2	Allen	Allen	library-3			Sample 111	P2007	na	3	1	200um	na	800	1000	900		day	105.4		32.51216667	-118.3308667
s582	18S	rep2	Allen	Allen	library-3			Sample 112	P2007	na	3	2	200um	na	500	800	650		day	49.3		32.51216667	-118.3308667
s583	18S	rep2	Allen	Allen	library-3			Sample 113	P2007	na	3	3	200um	na	400	500	450		day	69.4		32.51216667	-118.3308667
s584	18S	rep2	Allen	Allen	library-3			Sample 114	P2007	na	3	4	200um	na	300	400	350		day	97.4		32.51216667	-118.3308667
s585	18S	rep2	Allen	Allen	library-3			Sample 115	P2007	na	3	6	200um	na	100	200	150		day	152.9		32.51216667	-118.3308667
s586	18S	rep2	Allen	Allen	library-3			Sample 116	P2007	na	3	7	200um	na	50	100	75		day	94.2		32.51216667	-118.3308667
s587	18S	rep2	Allen	Allen	library-3			Sample 117	P2007	na	3	8	200um	na	25	50	37.5		day	102.8		32.51216667	-118.3308667
s588	18S	rep2	Allen	Allen	library-3			Sample 118	P2007	na	3	9	200um	na	0	25	12.5		day	67.6		32.51216667	-118.3308667
s589	18S	rep2	Allen	Allen	library-3		NC	NC	NC		na	na	na	na	na	na	na		na	-1.8		32.51216667	-118.3308667
s590	18S	rep2	Allen	Allen	library-3			Sample 120	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	390.5		34.5183	-120.7625
s591	18S	rep2	Allen	Allen	library-3			Sample 121	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	124.5		34.5183	-120.7625
s592	18S	rep2	Allen	Allen	library-3			Sample 122	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	250.8		34.5183	-120.7625
s593	18S	rep2	Allen	Allen	library-3			Sample 123	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	169.6		34.5183	-120.7625
s594	18S	rep2	Allen	Allen	library-3			Sample 124	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	162.6		34.5183	-120.7625
s595	18S	rep2	Allen	Allen	library-3			Sample 125	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	125		34.5183	-120.7625
s596	18S	rep2	Allen	Allen	library-3			Sample 126	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	337.1		34.5183	-120.7625
s597	18S	rep2	Allen	Allen	library-3			Sample 127	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	265.8		34.5183	-120.7625
s598	18S	rep2	Allen	Allen	library-3			Sample 41	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	269.7		34.5183	-120.7625
s599	18S	rep2	Allen	Allen	library-3			Sample 42	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	393.2		34.5183	-120.7625
s600	18S	rep2	Allen	Allen	library-3			Sample 27	P1604	Cycle 3	2	8	200um	na	0	50	25		night	40.8		34.68737	-121.2542
s601	18S	rep3	Allen	Allen	library-3			Sample 81	P1604	Cycle 3	1	8	200um	na	0	50	25		day	d		34.73994	-121.2671
s602	18S	rep3	Allen	Allen	library-3			Sample 82	P1604	Cycle 3	1	8	200um	na	0	50	25		day	32		34.73994	-121.2671
s603	18S	rep3	Allen	Allen	library-3			Sample 83	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	263.6		34.49348	-120.7343
s604	18S	rep3	Allen	Allen	library-3			Sample 84	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	496.4		34.49348	-120.7343
s605	18S	rep3	Allen	Allen	library-3			Sample 85	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	129.3		34.49348	-120.7343
s606	18S	rep3	Allen	Allen	library-3			Sample 86	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	160.6		34.49348	-120.7343
s607	18S	rep3	Allen	Allen	library-3			Sample 87	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	125.3		34.49348	-120.7343
s608	18S	rep3	Allen	Allen	library-3			Sample 88	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	109		34.49348	-120.7343
s609	18S	rep3	Allen	Allen	library-3			Sample 89	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	301.8		34.49348	-120.7343
s610	18S	rep3	Allen	Allen	library-3			Sample 90	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	216.8		34.49348	-120.7343
s611	18S	rep3	Allen	Allen	library-3			Sample 91	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	599		34.49348	-120.7343
s612	18S	rep3	Allen	Allen	library-3			Sample 92	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	406.11		34.49348	-120.7343
s613	18S	rep3	Allen	Allen	library-3			Sample 93	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	254.7		34.49348	-120.7343
s614	18S	rep3	Allen	Allen	library-3			Sample 94	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	470.3		34.49348	-120.7343
s615	18S	rep3	Allen	Allen	library-3			Sample 95	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	322		34.49348	-120.7343
s616	18S	rep3	Allen	Allen	library-3			Sample 96	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	539.7		34.49348	-120.7343
s617	18S	rep3	Allen	Allen	library-3			Sample 97	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	547.6		34.49348	-120.7343
s618	18S	rep3	Allen	Allen	library-3			Sample 98	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	502.5		34.49348	-120.7343
s619	18S	rep3	Allen	Allen	library-3			Sample 99	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	819.8		34.49348	-120.7343
s620	18S	rep3	Allen	Allen	library-3			Sample 100	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	nd		34.49348	-120.7343
s621	18S	rep3	Allen	Allen	library-3			Sample 101	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	919.5		34.49348	-120.7343
s622	18S	rep3	Allen	Allen	library-3			Sample 102	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	659.8		34.49348	-120.7343
s623	18S	rep3	Allen	Allen	library-3			Sample 103	P2007	na	2	1	200um	na	800	1000	900		night	16.2		32.51216667	-118.3308667
s624	18S	rep3	Allen	Allen	library-3			Sample 104	P2007	na	2	2	200um	na	600	800	700		night	138.9		32.51216667	-118.3308667
s625	18S	rep3	Allen	Allen	library-3			Sample 105	P2007	na	2	3	200um	na	500	600	550		night	164.8		32.51216667	-118.3308667
s626	18S	rep3	Allen	Allen	library-3			Sample 106	P2007	na	2	5	200um	na	300	400	350		night	176.7		32.51216667	-118.3308667
s627	18S	rep3	Allen	Allen	library-3			Sample 107	P2007	na	2	6	200um	na	200	300	250		night	395.1		32.51216667	-118.3308667
s628	18S	rep3	Allen	Allen	library-3			Sample 108	P2007	na	2	7	200um	na	100	200	150		night	131.6		32.51216667	-118.3308667
s629	18S	rep3	Allen	Allen	library-3			Sample 109	P2007	na	2	8	200um	na	50	100	75		night	90.8		32.51216667	-118.3308667
s630	18S	rep3	Allen	Allen	library-3			Sample 110	P2007	na	2	9	200um	na	0	50	25		night	35.6		32.51216667	-118.3308667
s631	18S	rep3	Allen	Allen	library-3			Sample 111	P2007	na	3	1	200um	na	800	1000	900		day	105.4		32.51216667	-118.3308667
s632	18S	rep3	Allen	Allen	library-3			Sample 112	P2007	na	3	2	200um	na	500	800	650		day	49.3		32.51216667	-118.3308667
s633	18S	rep3	Allen	Allen	library-3			Sample 113	P2007	na	3	3	200um	na	400	500	450		day	69.4		32.51216667	-118.3308667
s634	18S	rep3	Allen	Allen	library-3			Sample 114	P2007	na	3	4	200um	na	300	400	350		day	97.4		32.51216667	-118.3308667
s635	18S	rep3	Allen	Allen	library-3			Sample 115	P2007	na	3	6	200um	na	100	200	150		day	152.9		32.51216667	-118.3308667
s636	18S	rep3	Allen	Allen	library-3			Sample 116	P2007	na	3	7	200um	na	50	100	75		day	94.2		32.51216667	-118.3308667
s637	18S	rep3	Allen	Allen	library-3			Sample 117	P2007	na	3	8	200um	na	25	50	37.5		day	102.8		32.51216667	-118.3308667
s638	18S	rep3	Allen	Allen	library-3			Sample 118	P2007	na	3	9	200um	na	0	25	12.5		day	67.6		32.51216667	-118.3308667
s639	18S	rep3	Allen	Allen	library-3		NC	NC	NC		na	na	na	na	na	na	na		na	-1.8		32.51216667	-118.3308667
s640	18S	rep3	Allen	Allen	library-3			Sample 120	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	390.5		34.5183	-120.7625
s641	18S	rep3	Allen	Allen	library-3			Sample 121	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	124.5		34.5183	-120.7625
s642	18S	rep3	Allen	Allen	library-3			Sample 122	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	250.8		34.5183	-120.7625
s643	18S	rep3	Allen	Allen	library-3			Sample 123	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	169.6		34.5183	-120.7625
s644	18S	rep3	Allen	Allen	library-3			Sample 124	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	162.6		34.5183	-120.7625
s645	18S	rep3	Allen	Allen	library-3			Sample 125	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	125		34.5183	-120.7625
s646	18S	rep3	Allen	Allen	library-3			Sample 126	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	337.1		34.5183	-120.7625
s647	18S	rep3	Allen	Allen	library-3			Sample 127	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	265.8		34.5183	-120.7625
s648	18S	rep3	Allen	Allen	library-3			Sample 41	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	269.7		34.5183	-120.7625
