Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
S3134	18S	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N8	SKQ201916S	GAK19	1	8	150um	na	40	100	70			na		57.19301	-146.9569
S3135	18S	rep2	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N9	SKQ201916S	GAK19	1	9	150um	na	0	40	20			na		57.19301	-146.9569
S3136	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N3	SKQ201916S	GAK19	1	3	150um	na	600	1200	900			na		57.19301	-146.9569
S3137	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N4	SKQ201916S	GAK19	1	4	150um	na	400	600	500			na		57.19301	-146.9569
S3138	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N5	SKQ201916S	GAK19	1	5	150um	na	300	400	350			na		57.19301	-146.9569
S3139	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N6	SKQ201916S	GAK19	1	6	150um	na	200	300	250			na		57.19301	-146.9569
S3140	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N7	SKQ201916S	GAK19	1	7	150um	na	100	200	150			na		57.19301	-146.9569
S3141	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N8	SKQ201916S	GAK19	1	8	150um	na	40	100	70			na		57.19301	-146.9569
S3142	18S	rep3	GAK	GAK	GAK	Subarctic Gyre North East	4	MN19N9	SKQ201916S	GAK19	1	9	150um	na	0	40	20			na		57.19301	-146.9569
S1244	18S	rep1	Tokyo	Allen	Library-Hirai1			H01	KH-13-7	st1	na	3	100um	na	0	200	100			1589		0.02	-170.01
S1245	18S	rep1	Tokyo	Allen	Library-Hirai1			H02	KH-13-7	st1	na	2	100um	na	200	500	350			1940		0.02	-170.01
S1246	18S	rep1	Tokyo	Allen	Library-Hirai1			H03	KH-13-7	st1	na	1	100um	na	500	1000	750			922		0.02	-170.01
S1247	18S	rep1	Tokyo	Allen	Library-Hirai1			H04	KH-14-3	st4	na	3	100um	na	0	200	100			2536		15.01333333	-170.02
S1248	18S	rep1	Tokyo	Allen	Library-Hirai1			H05	KH-14-3	st4	na	2	100um	na	200	500	350			355		15.01333333	-170.02
S1249	18S	rep1	Tokyo	Allen	Library-Hirai1			H06	KH-14-3	st4	na	1	100um	na	500	1000	750			569		15.01333333	-170.02
S1250	18S	rep1	Tokyo	Allen	Library-Hirai1			H07	KH-14-3	st5	na	3	100um	na	0	200	100			1223		20.01	-169.9733333
S1251	18S	rep1	Tokyo	Allen	Library-Hirai1			H08	KH-14-3	st5	na	2	100um	na	200	500	350			854		20.01	-169.9733333
S1252	18S	rep1	Tokyo	Allen	Library-Hirai1			H09	KH-14-3	st5	na	1	100um	na	500	1000	750			217		20.01	-169.9733333
S1253	18S	rep1	Tokyo	Allen	Library-Hirai1			H10	KH-14-3	st6	na	3	100um	na	0	200	100			1292		24	-170.005
S1254	18S	rep1	Tokyo	Allen	Library-Hirai1			H11	KH-14-3	st6	na	2	100um	na	200	500	350			2759		24	-170.005
S1255	18S	rep1	Tokyo	Allen	Library-Hirai1			H12	KH-14-3	st6	na	1	100um	na	500	1000	750			1519		24	-170.005
S1256	18S	rep1	Tokyo	Allen	Library-Hirai1			H13	KH-14-3	st8	na	3	100um	na	0	200	100			4401		35.03166667	-170.025
S1257	18S	rep1	Tokyo	Allen	Library-Hirai1			H14	KH-14-3	st8	na	2	100um	na	200	500	350			1334		35.03166667	-170.025
S1258	18S	rep1	Tokyo	Allen	Library-Hirai1			H15	KH-14-3	st8	na	1	100um	na	500	1000	750			1399		35.03166667	-170.025
S1259	18S	rep1	Tokyo	Allen	Library-Hirai1			H16	KH-14-3	st9	na	3	100um	na	0	200	100			2422		40.01166667	-169.995
S1260	18S	rep1	Tokyo	Allen	Library-Hirai1			H17	KH-14-3	st9	na	2	100um	na	200	500	350			2929		40.01166667	-169.995
S1261	18S	rep1	Tokyo	Allen	Library-Hirai1			H18	KH-14-3	st9	na	1	100um	na	500	1000	750			1621		40.01166667	-169.995
S1262	18S	rep1	Tokyo	Allen	Library-Hirai1			H19	KH-14-3	st10	na	3	100um	na	0	200	100			1223		45.00666667	-170.015
S1263	18S	rep1	Tokyo	Allen	Library-Hirai1			H20	KH-14-3	st10	na	2	100um	na	200	500	350			1309		45.00666667	-170.015
S1264	18S	rep1	Tokyo	Allen	Library-Hirai1			H21	KH-14-3	st10	na	1	100um	na	500	1000	750			1446		45.00666667	-170.015
S1266	18S	rep1	Tokyo	Allen	Library-Hirai1			H22	KH-14-3	st11	na	3	100um	na	0	200	100			784		50.00166667	-170.0333333
S1265	18S	rep1	Tokyo	Allen	Library-Hirai1			H23	KH-14-3	st11	na	2	100um	na	200	500	350			2033		50.00166667	-170.0333333
S1267	18S	rep1	Tokyo	Allen	Library-Hirai1			H24	KH-14-3	st11	na	1	100um	na	500	1000	750			757		50.00166667	-170.0333333
S1268	18S	rep1	Tokyo	Allen	Library-Hirai1			H25	KH-14-3	st12	na	3	100um	na	0	200	100			4942		54.99333333	-169.9983333
S1269	18S	rep1	Tokyo	Allen	Library-Hirai1			H26	KH-14-3	st12	na	2	100um	na	200	500	350			1956		54.99333333	-169.9983333
S1270	18S	rep1	Tokyo	Allen	Library-Hirai1			H27	KH-14-3	st12	na	1	100um	na	500	1000	750			719		54.99333333	-169.9983333
S1271	18S	rep1	Tokyo	Allen	Library-Hirai1			H28	KH-17-4	st7	na	3	100um	na	0	200	100			288		23.01	-130.0066667
S1272	18S	rep1	Tokyo	Allen	Library-Hirai1			H29	KH-17-4	st7	na	2	100um	na	200	500	350			845		23.01	-130.0066667
S1273	18S	rep1	Tokyo	Allen	Library-Hirai1			H30	KH-17-4	st7	na	1	100um	na	500	1000	750			444		23.01	-130.0066667
S1274	18S	rep1	Tokyo	Allen	Library-Hirai1			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
S1275	18S	rep1	Tokyo	Allen	Library-Hirai1			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
S1276	18S	rep1	Tokyo	Allen	Library-Hirai1			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
S1292	18S	rep2	Tokyo	Allen	Library-Hirai1			H01	KH-13-7	st1	na	3	100um	na	0	200	100			1589		0.02	-170.01
S1293	18S	rep2	Tokyo	Allen	Library-Hirai1			H02	KH-13-7	st1	na	2	100um	na	200	500	350			1940		0.02	-170.01
S1294	18S	rep2	Tokyo	Allen	Library-Hirai1			H03	KH-13-7	st1	na	1	100um	na	500	1000	750			922		0.02	-170.01
S1295	18S	rep2	Tokyo	Allen	Library-Hirai1			H04	KH-14-3	st4	na	3	100um	na	0	200	100			2536		15.01333333	-170.02
S1296	18S	rep2	Tokyo	Allen	Library-Hirai1			H05	KH-14-3	st4	na	2	100um	na	200	500	350			355		15.01333333	-170.02
S1297	18S	rep2	Tokyo	Allen	Library-Hirai1			H06	KH-14-3	st4	na	1	100um	na	500	1000	750			569		15.01333333	-170.02
S1298	18S	rep2	Tokyo	Allen	Library-Hirai1			H07	KH-14-3	st5	na	3	100um	na	0	200	100			1223		20.01	-169.9733333
S1299	18S	rep2	Tokyo	Allen	Library-Hirai1			H08	KH-14-3	st5	na	2	100um	na	200	500	350			854		20.01	-169.9733333
S1300	18S	rep2	Tokyo	Allen	Library-Hirai1			H09	KH-14-3	st5	na	1	100um	na	500	1000	750			217		20.01	-169.9733333
S1301	18S	rep2	Tokyo	Allen	Library-Hirai1			H10	KH-14-3	st6	na	3	100um	na	0	200	100			1292		24	-170.005
S1302	18S	rep2	Tokyo	Allen	Library-Hirai1			H11	KH-14-3	st6	na	2	100um	na	200	500	350			2759		24	-170.005
S1303	18S	rep2	Tokyo	Allen	Library-Hirai1			H12	KH-14-3	st6	na	1	100um	na	500	1000	750			1519		24	-170.005
S1304	18S	rep2	Tokyo	Allen	Library-Hirai1			H13	KH-14-3	st8	na	3	100um	na	0	200	100			4401		35.03166667	-170.025
S1305	18S	rep2	Tokyo	Allen	Library-Hirai1			H14	KH-14-3	st8	na	2	100um	na	200	500	350			1334		35.03166667	-170.025
S1306	18S	rep2	Tokyo	Allen	Library-Hirai1			H15	KH-14-3	st8	na	1	100um	na	500	1000	750			1399		35.03166667	-170.025
S1307	18S	rep2	Tokyo	Allen	Library-Hirai1			H16	KH-14-3	st9	na	3	100um	na	0	200	100			2422		40.01166667	-169.995
S1308	18S	rep2	Tokyo	Allen	Library-Hirai1			H17	KH-14-3	st9	na	2	100um	na	200	500	350			2929		40.01166667	-169.995
S1309	18S	rep2	Tokyo	Allen	Library-Hirai1			H18	KH-14-3	st9	na	1	100um	na	500	1000	750			1621		40.01166667	-169.995
S1310	18S	rep2	Tokyo	Allen	Library-Hirai1			H19	KH-14-3	st10	na	3	100um	na	0	200	100			1223		45.00666667	-170.015
S1311	18S	rep2	Tokyo	Allen	Library-Hirai1			H20	KH-14-3	st10	na	2	100um	na	200	500	350			1309		45.00666667	-170.015
S1312	18S	rep2	Tokyo	Allen	Library-Hirai1			H21	KH-14-3	st10	na	1	100um	na	500	1000	750			1446		45.00666667	-170.015
S1314	18S	rep2	Tokyo	Allen	Library-Hirai1			H22	KH-14-3	st11	na	3	100um	na	0	200	100			784		50.00166667	-170.0333333
S1313	18S	rep2	Tokyo	Allen	Library-Hirai1			H23	KH-14-3	st11	na	2	100um	na	200	500	350			2033		50.00166667	-170.0333333
S1315	18S	rep2	Tokyo	Allen	Library-Hirai1			H24	KH-14-3	st11	na	1	100um	na	500	1000	750			757		50.00166667	-170.0333333
S1316	18S	rep2	Tokyo	Allen	Library-Hirai1			H25	KH-14-3	st12	na	3	100um	na	0	200	100			4942		54.99333333	-169.9983333
S1317	18S	rep2	Tokyo	Allen	Library-Hirai1			H26	KH-14-3	st12	na	2	100um	na	200	500	350			1956		54.99333333	-169.9983333
S1318	18S	rep2	Tokyo	Allen	Library-Hirai1			H27	KH-14-3	st12	na	1	100um	na	500	1000	750			719		54.99333333	-169.9983333
S1319	18S	rep2	Tokyo	Allen	Library-Hirai1			H28	KH-17-4	st7	na	3	100um	na	0	200	100			288		23.01	-130.0066667
S1320	18S	rep2	Tokyo	Allen	Library-Hirai1			H29	KH-17-4	st7	na	2	100um	na	200	500	350			845		23.01	-130.0066667
S1321	18S	rep2	Tokyo	Allen	Library-Hirai1			H30	KH-17-4	st7	na	1	100um	na	500	1000	750			444		23.01	-130.0066667
S1322	18S	rep2	Tokyo	Allen	Library-Hirai1			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
S1323	18S	rep2	Tokyo	Allen	Library-Hirai1			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
S1324	18S	rep2	Tokyo	Allen	Library-Hirai1			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
S1340	18S	rep3	Tokyo	Allen	Library-Hirai1			H01	KH-13-7	st1	na	3	100um	na	0	200	100			1589		0.02	-170.01
S1341	18S	rep3	Tokyo	Allen	Library-Hirai1			H02	KH-13-7	st1	na	2	100um	na	200	500	350			1940		0.02	-170.01
S1342	18S	rep3	Tokyo	Allen	Library-Hirai1			H03	KH-13-7	st1	na	1	100um	na	500	1000	750			922		0.02	-170.01
S1343	18S	rep3	Tokyo	Allen	Library-Hirai1			H04	KH-14-3	st4	na	3	100um	na	0	200	100			2536		15.01333333	-170.02
S1344	18S	rep3	Tokyo	Allen	Library-Hirai1			H05	KH-14-3	st4	na	2	100um	na	200	500	350			355		15.01333333	-170.02
S1345	18S	rep3	Tokyo	Allen	Library-Hirai1			H06	KH-14-3	st4	na	1	100um	na	500	1000	750			569		15.01333333	-170.02
S1346	18S	rep3	Tokyo	Allen	Library-Hirai1			H07	KH-14-3	st5	na	3	100um	na	0	200	100			1223		20.01	-169.9733333
S1347	18S	rep3	Tokyo	Allen	Library-Hirai1			H08	KH-14-3	st5	na	2	100um	na	200	500	350			854		20.01	-169.9733333
S1348	18S	rep3	Tokyo	Allen	Library-Hirai1			H09	KH-14-3	st5	na	1	100um	na	500	1000	750			217		20.01	-169.9733333
S1349	18S	rep3	Tokyo	Allen	Library-Hirai1			H10	KH-14-3	st6	na	3	100um	na	0	200	100			1292		24	-170.005
S1350	18S	rep3	Tokyo	Allen	Library-Hirai1			H11	KH-14-3	st6	na	2	100um	na	200	500	350			2759		24	-170.005
S1351	18S	rep3	Tokyo	Allen	Library-Hirai1			H12	KH-14-3	st6	na	1	100um	na	500	1000	750			1519		24	-170.005
S1352	18S	rep3	Tokyo	Allen	Library-Hirai1			H13	KH-14-3	st8	na	3	100um	na	0	200	100			4401		35.03166667	-170.025
S1353	18S	rep3	Tokyo	Allen	Library-Hirai1			H14	KH-14-3	st8	na	2	100um	na	200	500	350			1334		35.03166667	-170.025
S1354	18S	rep3	Tokyo	Allen	Library-Hirai1			H15	KH-14-3	st8	na	1	100um	na	500	1000	750			1399		35.03166667	-170.025
S1355	18S	rep3	Tokyo	Allen	Library-Hirai1			H16	KH-14-3	st9	na	3	100um	na	0	200	100			2422		40.01166667	-169.995
S1356	18S	rep3	Tokyo	Allen	Library-Hirai1			H17	KH-14-3	st9	na	2	100um	na	200	500	350			2929		40.01166667	-169.995
S1357	18S	rep3	Tokyo	Allen	Library-Hirai1			H18	KH-14-3	st9	na	1	100um	na	500	1000	750			1621		40.01166667	-169.995
S1358	18S	rep3	Tokyo	Allen	Library-Hirai1			H19	KH-14-3	st10	na	3	100um	na	0	200	100			1223		45.00666667	-170.015
S1359	18S	rep3	Tokyo	Allen	Library-Hirai1			H20	KH-14-3	st10	na	2	100um	na	200	500	350			1309		45.00666667	-170.015
S1361	18S	rep3	Tokyo	Allen	Library-Hirai1			H21	KH-14-3	st10	na	1	100um	na	500	1000	750			1446		45.00666667	-170.015
S1360	18S	rep3	Tokyo	Allen	Library-Hirai1			H22	KH-14-3	st11	na	3	100um	na	0	200	100			784		50.00166667	-170.0333333
S1362	18S	rep3	Tokyo	Allen	Library-Hirai1			H23	KH-14-3	st11	na	2	100um	na	200	500	350			2033		50.00166667	-170.0333333
S1363	18S	rep3	Tokyo	Allen	Library-Hirai1			H24	KH-14-3	st11	na	1	100um	na	500	1000	750			757		50.00166667	-170.0333333
S1364	18S	rep3	Tokyo	Allen	Library-Hirai1			H25	KH-14-3	st12	na	3	100um	na	0	200	100			4942		54.99333333	-169.9983333
S1365	18S	rep3	Tokyo	Allen	Library-Hirai1			H26	KH-14-3	st12	na	2	100um	na	200	500	350			1956		54.99333333	-169.9983333
S1366	18S	rep3	Tokyo	Allen	Library-Hirai1			H27	KH-14-3	st12	na	1	100um	na	500	1000	750			719		54.99333333	-169.9983333
S1367	18S	rep3	Tokyo	Allen	Library-Hirai1			H28	KH-17-4	st7	na	3	100um	na	0	200	100			288		23.01	-130.0066667
S1368	18S	rep3	Tokyo	Allen	Library-Hirai1			H29	KH-17-4	st7	na	2	100um	na	200	500	350			845		23.01	-130.0066667
S1369	18S	rep3	Tokyo	Allen	Library-Hirai1			H30	KH-17-4	st7	na	1	100um	na	500	1000	750			444		23.01	-130.0066667
S1370	18S	rep3	Tokyo	Allen	Library-Hirai1			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
S1371	18S	rep3	Tokyo	Allen	Library-Hirai1			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
S1372	18S	rep3	Tokyo	Allen	1			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
1645	18S	rep1	Tokyo	Allen	Library-Hirai2			H31	KH-17-4	st8	na	3	100um	na	0	200	100			752		23.00333333	-140.01
1646	18S	rep1	Tokyo	Allen	Library-Hirai2			H32	KH-17-4	st8	na	2	100um	na	200	500	350			767		23.00333333	-140.01
1647	18S	rep1	Tokyo	Allen	Library-Hirai2			H33	KH-17-4	st8	na	1	100um	na	500	1000	750			1222		23.00333333	-140.01
1648	18S	rep1	Tokyo	Allen	Library-Hirai2			H34	KH-12-01	st3	na	3	100um	na	0	200	100			1121		0	-105.0016667
1649	18S	rep1	Tokyo	Allen	Library-Hirai2			H35	KH-12-01	st3	na	2	100um	na	200	500	350			3670		0	-105.0016667
1650	18S	rep1	Tokyo	Allen	Library-Hirai2			H36	KH-12-01	st3	na	1	100um	na	500	1000	750			1374		0	-105.0016667
1651	18S	rep1	Tokyo	Allen	Library-Hirai2			H37	KH-12-01	st5	na	3	100um	na	0	200	100			1716		0.001666667	-115
1652	18S	rep1	Tokyo	Allen	Library-Hirai2			H38	KH-12-01	st5	na	2	100um	na	200	500	350			727		0.001666667	-115
1653	18S	rep1	Tokyo	Allen	Library-Hirai2			H39	KH-12-01	st5	na	1	100um	na	500	1000	750			666		0.001666667	-115
1654	18S	rep1	Tokyo	Allen	Library-Hirai2			H40	KH-12-01	st7	na	3	100um	na	0	200	100			1245		-0.001666667	-125.0016667
1655	18S	rep1	Tokyo	Allen	Library-Hirai2			H41	KH-12-01	st7	na	2	100um	na	200	500	350			1133		-0.001666667	-125.0016667
1656	18S	rep1	Tokyo	Allen	Library-Hirai2			H42	KH-12-01	st7	na	1	100um	na	500	1000	750			756		-0.001666667	-125.0016667
1657	18S	rep1	Tokyo	Allen	Library-Hirai2			H43	KH-11-10	st3	na	3	100um	na	0	200	100			2147		23.00833333	-195
1658	18S	rep1	Tokyo	Allen	Library-Hirai2			H44	KH-11-10	st3	na	2	100um	na	200	500	350			465		23.00833333	-195
1659	18S	rep1	Tokyo	Allen	Library-Hirai2			H45	KH-11-10	st3	na	1	100um	na	500	1000	750			82.9		23.00833333	-195
1660	18S	rep1	Tokyo	Allen	Library-Hirai2			H46	KH-11-10	st4A	na	3	100um	na	0	200	100			611		23.00166667	-189.9983
1661	18S	rep1	Tokyo	Allen	Library-Hirai2			H47	KH-11-10	st4A	na	2	100um	na	200	500	350			233		23.00166667	-189.9983
1662	18S	rep1	Tokyo	Allen	Library-Hirai2			H48	KH-11-10	st4A	na	1	100um	na	500	1000	750			183		23.00166667	-189.9983
1663	18S	rep1	Tokyo	Allen	Library-Hirai2			H49	SY-15-01	C3300	na	3	100um	na	0	200	100			2581		33	-222
1664	18S	rep1	Tokyo	Allen	Library-Hirai2			H50	SY-15-01	C3300	na	2	100um	na	200	500	350			1808		33	-222
1665	18S	rep1	Tokyo	Allen	Library-Hirai2			H51	SY-15-01	C3300	na	1	100um	na	500	1000	750			1134		33	-222
1666	18S	rep1	Tokyo	Allen	Library-Hirai2			H52	SY-15-01	C3345	na	3	100um	na	0	200	100			1264		33.75	-222
1667	18S	rep1	Tokyo	Allen	Library-Hirai2			H53	SY-15-01	C3345	na	2	100um	na	200	500	350			1331		33.75	-222
1668	18S	rep1	Tokyo	Allen	Library-Hirai2			H54	SY-15-01	C3345	na	1	100um	na	500	1000	750			162		33.75	-222
1669	18S	rep1	Tokyo	Allen	Library-Hirai2			H55	SY-11-05	C3100	na	3	100um	na	0	200	100			1749		31	-222.0016667
1670	18S	rep1	Tokyo	Allen	Library-Hirai2			H56	SY-11-05	C3100	na	2	100um	na	200	500	350			1619		31	-222.0016667
1671	18S	rep1	Tokyo	Allen	Library-Hirai2			H57	SY-11-05	C3100	na	1	100um	na	500	1000	750			167		31	-222.0016667
1672	18S	rep1	Tokyo	Allen	Library-Hirai2			H58	SY-11-05	K01	na	3	100um	na	0	200	100			330		32.91	-221.9916667
1673	18S	rep1	Tokyo	Allen	Library-Hirai2			H59	SY-11-05	K01	na	2	100um	na	200	500	350			1559		32.91	-221.9916667
1674	18S	rep1	Tokyo	Allen	Library-Hirai2			H60	SY-11-05	K01	na	1	100um	na	500	1000	750			2173		32.91	-221.9916667
1675	18S	rep1	Tokyo	Allen	Library-Hirai2			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
1676	18S	rep1	Tokyo	Allen	Library-Hirai2			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
1677	18S	rep1	Tokyo	Allen	Library-Hirai2			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
1693	18S	rep2	Tokyo	Allen	Library-Hirai2			H31	KH-17-4	st8	na	3	100um	na	0	200	100			752		23.00333333	-140.01
1694	18S	rep2	Tokyo	Allen	Library-Hirai2			H32	KH-17-4	st8	na	2	100um	na	200	500	350			767		23.00333333	-140.01
1695	18S	rep2	Tokyo	Allen	Library-Hirai2			H33	KH-17-4	st8	na	1	100um	na	500	1000	750			1222		23.00333333	-140.01
1696	18S	rep2	Tokyo	Allen	Library-Hirai2			H34	KH-12-01	st3	na	3	100um	na	0	200	100			1121		0	-105.0016667
1697	18S	rep2	Tokyo	Allen	Library-Hirai2			H35	KH-12-01	st3	na	2	100um	na	200	500	350			3670		0	-105.0016667
1698	18S	rep2	Tokyo	Allen	Library-Hirai2			H36	KH-12-01	st3	na	1	100um	na	500	1000	750			1374		0	-105.0016667
1699	18S	rep2	Tokyo	Allen	Library-Hirai2			H37	KH-12-01	st5	na	3	100um	na	0	200	100			1716		0.001666667	-115
1700	18S	rep2	Tokyo	Allen	Library-Hirai2			H38	KH-12-01	st5	na	2	100um	na	200	500	350			727		0.001666667	-115
1701	18S	rep2	Tokyo	Allen	Library-Hirai2			H39	KH-12-01	st5	na	1	100um	na	500	1000	750			666		0.001666667	-115
1702	18S	rep2	Tokyo	Allen	Library-Hirai2			H40	KH-12-01	st7	na	3	100um	na	0	200	100			1245		-0.001666667	-125.0016667
1703	18S	rep2	Tokyo	Allen	Library-Hirai2			H41	KH-12-01	st7	na	2	100um	na	200	500	350			1133		-0.001666667	-125.0016667
1704	18S	rep2	Tokyo	Allen	Library-Hirai2			H42	KH-12-01	st7	na	1	100um	na	500	1000	750			756		-0.001666667	-125.0016667
1705	18S	rep2	Tokyo	Allen	Library-Hirai2			H43	KH-11-10	st3	na	3	100um	na	0	200	100			2147		23.00833333	-195
1706	18S	rep2	Tokyo	Allen	Library-Hirai2			H44	KH-11-10	st3	na	2	100um	na	200	500	350			465		23.00833333	-195
1707	18S	rep2	Tokyo	Allen	Library-Hirai2			H45	KH-11-10	st3	na	1	100um	na	500	1000	750			82.9		23.00833333	-195
1708	18S	rep2	Tokyo	Allen	Library-Hirai2			H46	KH-11-10	st4A	na	3	100um	na	0	200	100			611		23.00166667	-189.9983
1709	18S	rep2	Tokyo	Allen	Library-Hirai2			H47	KH-11-10	st4A	na	2	100um	na	200	500	350			233		23.00166667	-189.9983
1710	18S	rep2	Tokyo	Allen	Library-Hirai2			H48	KH-11-10	st4A	na	1	100um	na	500	1000	750			183		23.00166667	-189.9983
1711	18S	rep2	Tokyo	Allen	Library-Hirai2			H49	SY-15-01	C3300	na	3	100um	na	0	200	100			2581		33	-222
1712	18S	rep2	Tokyo	Allen	Library-Hirai2			H50	SY-15-01	C3300	na	2	100um	na	200	500	350			1808		33	-222
1713	18S	rep2	Tokyo	Allen	Library-Hirai2			H51	SY-15-01	C3300	na	1	100um	na	500	1000	750			1134		33	-222
1714	18S	rep2	Tokyo	Allen	Library-Hirai2			H52	SY-15-01	C3345	na	3	100um	na	0	200	100			1264		33.75	-222
1715	18S	rep2	Tokyo	Allen	Library-Hirai2			H53	SY-15-01	C3345	na	2	100um	na	200	500	350			1331		33.75	-222
1716	18S	rep2	Tokyo	Allen	Library-Hirai2			H54	SY-15-01	C3345	na	1	100um	na	500	1000	750			162		33.75	-222
1717	18S	rep2	Tokyo	Allen	Library-Hirai2			H55	SY-11-05	C3100	na	3	100um	na	0	200	100			1749		31	-222.0016667
1718	18S	rep2	Tokyo	Allen	Library-Hirai2			H56	SY-11-05	C3100	na	2	100um	na	200	500	350			1619		31	-222.0016667
1719	18S	rep2	Tokyo	Allen	Library-Hirai2			H57	SY-11-05	C3100	na	1	100um	na	500	1000	750			167		31	-222.0016667
1720	18S	rep2	Tokyo	Allen	Library-Hirai2			H58	SY-11-05	K01	na	3	100um	na	0	200	100			330		32.91	-221.9916667
1721	18S	rep2	Tokyo	Allen	Library-Hirai2			H59	SY-11-05	K01	na	2	100um	na	200	500	350			1559		32.91	-221.9916667
1722	18S	rep2	Tokyo	Allen	Library-Hirai2			H60	SY-11-05	K01	na	1	100um	na	500	1000	750			2173		32.91	-221.9916667
1723	18S	rep2	Tokyo	Allen	Library-Hirai2			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
1724	18S	rep2	Tokyo	Allen	Library-Hirai2			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
1725	18S	rep2	Tokyo	Allen	Library-Hirai2			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
1741	18S	rep3	Tokyo	Allen	Library-Hirai2			H31	KH-17-4	st8	na	3	100um	na	0	200	100			752		23.00333333	-140.01
1742	18S	rep3	Tokyo	Allen	Library-Hirai2			H32	KH-17-4	st8	na	2	100um	na	200	500	350			767		23.00333333	-140.01
1743	18S	rep3	Tokyo	Allen	Library-Hirai2			H33	KH-17-4	st8	na	1	100um	na	500	1000	750			1222		23.00333333	-140.01
1744	18S	rep3	Tokyo	Allen	Library-Hirai2			H34	KH-12-01	st3	na	3	100um	na	0	200	100			1121		0	-105.0016667
1745	18S	rep3	Tokyo	Allen	Library-Hirai2			H35	KH-12-01	st3	na	2	100um	na	200	500	350			3670		0	-105.0016667
1746	18S	rep3	Tokyo	Allen	Library-Hirai2			H36	KH-12-01	st3	na	1	100um	na	500	1000	750			1374		0	-105.0016667
1747	18S	rep3	Tokyo	Allen	Library-Hirai2			H37	KH-12-01	st5	na	3	100um	na	0	200	100			1716		0.001666667	-115
1748	18S	rep3	Tokyo	Allen	Library-Hirai2			H38	KH-12-01	st5	na	2	100um	na	200	500	350			727		0.001666667	-115
1749	18S	rep3	Tokyo	Allen	Library-Hirai2			H39	KH-12-01	st5	na	1	100um	na	500	1000	750			666		0.001666667	-115
1750	18S	rep3	Tokyo	Allen	Library-Hirai2			H40	KH-12-01	st7	na	3	100um	na	0	200	100			1245		-0.001666667	-125.0016667
1751	18S	rep3	Tokyo	Allen	Library-Hirai2			H41	KH-12-01	st7	na	2	100um	na	200	500	350			1133		-0.001666667	-125.0016667
1752	18S	rep3	Tokyo	Allen	Library-Hirai2			H42	KH-12-01	st7	na	1	100um	na	500	1000	750			756		-0.001666667	-125.0016667
1753	18S	rep3	Tokyo	Allen	Library-Hirai2			H43	KH-11-10	st3	na	3	100um	na	0	200	100			2147		23.00833333	-195
1754	18S	rep3	Tokyo	Allen	Library-Hirai2			H44	KH-11-10	st3	na	2	100um	na	200	500	350			465		23.00833333	-195
1755	18S	rep3	Tokyo	Allen	Library-Hirai2			H45	KH-11-10	st3	na	1	100um	na	500	1000	750			82.9		23.00833333	-195
1756	18S	rep3	Tokyo	Allen	Library-Hirai2			H46	KH-11-10	st4A	na	3	100um	na	0	200	100			611		23.00166667	-189.9983
1757	18S	rep3	Tokyo	Allen	Library-Hirai2			H47	KH-11-10	st4A	na	2	100um	na	200	500	350			233		23.00166667	-189.9983
1758	18S	rep3	Tokyo	Allen	Library-Hirai2			H48	KH-11-10	st4A	na	1	100um	na	500	1000	750			183		23.00166667	-189.9983
1759	18S	rep3	Tokyo	Allen	Library-Hirai2			H49	SY-15-01	C3300	na	3	100um	na	0	200	100			2581		33	-222
1760	18S	rep3	Tokyo	Allen	Library-Hirai2			H50	SY-15-01	C3300	na	2	100um	na	200	500	350			1808		33	-222
